"type","player","position","team","opponent","start","line","sideOneType","sideOneOdds","sideOneValue","sideOneCash","sideOneTickets","sideTwoType","sideTwoOdds","sideTwoValue","sideTwoCash","sideTwoTickets"
"pass_comp","J. Hurts","QB","PHI","DEN","2021-11-14T21:25:00Z","17.5","over","105","-0.09965803414243912","undefined","undefined","under","-138","0.03204144801479003","undefined","undefined"
"recv_rec","T. Sharpe","WR","ATL","DAL","2021-11-14T18:00:00Z","2.5","over","-103","-0.09803557615763547","undefined","undefined","under","-127","0.031181347529515402","undefined","undefined"
"rush_yd","K. Drake","RB","LV","KC","2021-11-15T01:20:00Z","22.5","over","-115","-0.10018719105531426","undefined","undefined","under","-115","0.030480269713611285","undefined","undefined"
"recv_yd","D. Goedert","TE","PHI","DEN","2021-11-14T21:25:00Z","47.5","over","-119","-0.10202777834695492","undefined","undefined","under","-112","0.0303533590830809","undefined","undefined"
"pass_yd","J. Allen","QB","BUF","NYJ","2021-11-14T18:00:00Z","286.5","over","-115","-0.09881988736408132","undefined","undefined","under","-115","0.029034684664418497","undefined","undefined"
"recv_yd","M. Ingram II","RB","NO","TEN","2021-11-14T18:00:00Z","27.5","over","-114","-0.09825336922142153","undefined","undefined","under","-116","0.02855726099780409","undefined","undefined"
"pass_att","T. Siemian","QB","NO","TEN","2021-11-14T18:00:00Z","28.5","over","-104","-0.09939743605082335","undefined","undefined","under","-128","0.02818906014736844","undefined","undefined"
"pass_int","B. Mayfield","QB","CLV","NE","2021-11-14T18:00:00Z","0.5","over","-122","-0.09914954954954941","undefined","undefined","under","-109","0.028068899521531243","undefined","undefined"
"pass_int","P. Mahomes","QB","KC","LV","2021-11-15T01:20:00Z","0.5","over","-110","-0.09700952380952382","undefined","undefined","under","-120","0.02774545454545463","undefined","undefined"
"recv_rec","J. Jefferson","WR","MIN","LAC","2021-11-14T21:05:00Z","5.5","over","-147","-0.09550121457489885","undefined","undefined","under","111","0.02641895734597155","undefined","undefined"
"recv_yd","D. Parham","TE","LAC","MIN","2021-11-14T21:05:00Z","11.5","over","-114","0.026134764303861302","undefined","undefined","under","-116","-0.0957992494944005","undefined","undefined"
"recv_yd","D. Arnold","TE","JAX","IND","2021-11-14T18:00:00Z","45.5","over","-117","-0.09961376984593917","undefined","undefined","under","-115","0.02558083310064707","undefined","undefined"
"recv_yd","N. Agholor","WR","NE","CLV","2021-11-14T18:00:00Z","34.5","over","-115","-0.09495047646089894","undefined","undefined","under","-115","0.025208047930033617","undefined","undefined"
"recv_yd","T. Conklin","TE","MIN","LAC","2021-11-14T21:05:00Z","35.5","over","-115","-0.09386675558252577","undefined","undefined","under","-115","0.02409676891990442","undefined","undefined"
"recv_rec","R. Anderson","WR","CAR","ARZ","2021-11-14T21:05:00Z","2.5","over","-119","-0.09502059173515975","undefined","undefined","under","-112","0.02334623934339619","undefined","undefined"
"recv_yd","A. Humphries","WR","WAS","TB","2021-11-14T18:00:00Z","27.5","over","-114","-0.08786329913367319","undefined","undefined","under","-114","0.022464161012387684","undefined","undefined"
"recv_rec","M. Gallup","WR","DAL","ATL","2021-11-14T18:00:00Z","3.5","over","120","-0.08114545454545452","undefined","undefined","under","-153","0.021856916996047415","undefined","undefined"
"pass_int","T. Bridgewater","QB","DEN","PHI","2021-11-14T21:25:00Z","0.5","over","143","0.02177736625514398","undefined","undefined","under","-189","-0.0872792387543253","undefined","undefined"
"recv_rec","J. Washington","WR","PIT","DET","2021-11-14T18:00:00Z","3.5","over","133","-0.08454163090128758","undefined","undefined","under","-173","0.02166373626373619","undefined","undefined"
"recv_yd","D. Schultz","TE","DAL","ATL","2021-11-14T18:00:00Z","49.5","over","-111","-0.0864625729134672","undefined","undefined","under","-117","0.021238227588461056","undefined","undefined"
"recv_rec","A. St. Brown","WR","DET","PIT","2021-11-14T18:00:00Z","3.5","over","118","-0.08691559633027529","undefined","undefined","under","-155","0.02035686274509807","undefined","undefined"
"rush_yd","A. Dillon","RB","GB","SEA","2021-11-14T21:25:00Z","40.5","over","-115","-0.08998282739466856","undefined","undefined","under","-115","0.020275160519868662","undefined","undefined"
"rush_recv_yd","D. Williams","RB","KC","LV","2021-11-15T01:20:00Z","76.5","over","-114","-0.08312941523882239","undefined","undefined","under","-113","0.019918810234201834","undefined","undefined"
"recv_yd","J. Jeudy","WR","DEN","PHI","2021-11-14T21:25:00Z","66.5","over","-114","-0.08524935623671503","undefined","undefined","under","-114","0.019860834229475266","undefined","undefined"
"recv_rec","D. Arnold","TE","JAX","IND","2021-11-14T18:00:00Z","4.5","over","123","-0.08872017937219728","undefined","undefined","under","-164","0.019063636363636394","undefined","undefined"
"recv_yd","R. Seals-Jones","TE","WAS","TB","2021-11-14T18:00:00Z","30.5","over","-116","-0.0841096850128073","undefined","undefined","under","-112","0.018781014142916774","undefined","undefined"
"recv_yd","O. Howard","TE","TB","WAS","2021-11-14T18:00:00Z","26.5","over","-117","-0.09050064764366555","undefined","undefined","under","-114","0.018686954271448397","undefined","undefined"
"recv_yd","D. Williams","RB","KC","LV","2021-11-15T01:20:00Z","20.5","over","-115","-0.08832366665885566","undefined","undefined","under","-115","0.018607216657683834","undefined","undefined"
"rush_recv_yd","N. Harris","RB","PIT","DET","2021-11-14T18:00:00Z","121.5","over","-114","0.018246682208952758","undefined","undefined","under","-115","-0.08579538960716387","undefined","undefined"
"recv_rec","K. Pitts","TE","ATL","DAL","2021-11-14T18:00:00Z","5.5","over","108","0.01747884615384615","undefined","undefined","under","-142","-0.08501818181818188","undefined","undefined"
"rush_yd","C. Wentz","QB","IND","JAX","2021-11-14T18:00:00Z","11.5","over","-111","0.0173576603463087","undefined","undefined","under","-117","-0.08258405810918534","undefined","undefined"
"pass_yd","P. Walker","QB","CAR","ARZ","2021-11-14T21:05:00Z","208.5","over","-115","0.017285571523255494","undefined","undefined","under","-115","-0.08700372277674395","undefined","undefined"
"recv_rec","C. McCaffrey","RB","CAR","ARZ","2021-11-14T21:05:00Z","4.5","over","100","-0.08415","undefined","undefined","under","-131","0.017057142857142882","undefined","undefined"
"rush_yd","D. Henderson","RB","LA","SF","2021-11-16T01:15:00Z","68.5","over","-116","-0.0863731842330947","undefined","undefined","under","-114","0.0166296935118464","undefined","undefined"
"rush_yd","C. McCaffrey","RB","CAR","ARZ","2021-11-14T21:05:00Z","63.5","over","-113","-0.08830235258833358","undefined","undefined","under","-118","0.016513835852104863","undefined","undefined"
"recv_yd","J. McNichols","RB","TEN","NO","2021-11-14T18:00:00Z","21.5","over","-116","-0.08593193455058079","undefined","undefined","under","-114","0.01622904469035047","undefined","undefined"
"rush_recv_yd","C. McCaffrey","RB","CAR","ARZ","2021-11-14T21:05:00Z","107.5","over","-114","-0.08156044216501446","undefined","undefined","under","-114","0.016118014531065317","undefined","undefined"
"rush_yd","J. McKissic","RB","WAS","TB","2021-11-14T18:00:00Z","15.5","over","-115","-0.08260713781767487","undefined","undefined","under","-114","0.015031072332299722","undefined","undefined"
"rush_att","M. Ingram II","RB","NO","TEN","2021-11-14T18:00:00Z","15.5","over","-128","0.014898227324561475","undefined","undefined","under","-104","-0.08610593952549017","undefined","undefined"
"rush_yd","B. Mayfield","QB","CLV","NE","2021-11-14T18:00:00Z","9.5","over","-113","0.014623208795529474","undefined","undefined","under","-113","-0.07562222593894846","undefined","undefined"
"recv_yd","M. Pittman Jr.","WR","IND","JAX","2021-11-14T18:00:00Z","63.5","over","-115","-0.08433044754019553","undefined","undefined","under","-115","0.014569951329374553","undefined","undefined"
"rush_yd","D. Singletary","RB","BUF","NYJ","2021-11-14T18:00:00Z","45.5","over","-114","-0.07971197264552027","undefined","undefined","under","-114","0.014248257320893187","undefined","undefined"
"recv_yd","P. Freiermuth","TE","PIT","DET","2021-11-14T18:00:00Z","32.5","over","-114","-0.07938028069999387","undefined","undefined","under","-114","0.013983519997993077","undefined","undefined"
"recv_yd","M. Davis","RB","ATL","DAL","2021-11-14T18:00:00Z","13.5","over","-116","0.013979618314901687","undefined","undefined","under","-113","-0.08149174290282257","undefined","undefined"
"recv_yd","J. Smith","TE","NE","CLV","2021-11-14T18:00:00Z","14.5","over","-116","0.0137934947964371","undefined","undefined","under","-115","-0.0856413214299302","undefined","undefined"
"recv_yd","T. Pollard","RB","DAL","ATL","2021-11-14T18:00:00Z","12.5","over","-111","0.013780529434165634","undefined","undefined","under","-117","-0.07902384009867497","undefined","undefined"
"pass_int","T. Siemian","QB","NO","TEN","2021-11-14T18:00:00Z","0.5","over","-120","-0.08295454545454534","undefined","undefined","under","-110","0.013690476190476253","undefined","undefined"
"pass_att","M. White","QB","NYJ","BUF","2021-11-14T18:00:00Z","39.5","over","-117","-0.08547051474173789","undefined","undefined","under","-114","0.013589726411682657","undefined","undefined"
"rush_recv_yd","A. Jones","RB","GB","SEA","2021-11-14T21:25:00Z","89.5","over","-115","-0.07657493541238836","undefined","undefined","under","-112","0.013373285570386861","undefined","undefined"
"recv_yd","A. St. Brown","WR","DET","PIT","2021-11-14T18:00:00Z","34.5","over","-116","-0.07850922836046115","undefined","undefined","under","-112","0.01319460624982427","undefined","undefined"
"recv_rec","P. Freiermuth","TE","PIT","DET","2021-11-14T18:00:00Z","3.5","over","119","-0.07906666666666667","undefined","undefined","under","-156","0.013064062499999807","undefined","undefined"
"recv_rec","C. Lamb","WR","DAL","ATL","2021-11-14T18:00:00Z","5.5","over","102","0.013000000000000012","undefined","undefined","under","-133","-0.07885836909871247","undefined","undefined"
"rush_yd","A. Peterson","RB","TEN","NO","2021-11-14T18:00:00Z","34.5","over","-112","-0.08447148392583698","undefined","undefined","under","-119","0.012830910045562582","undefined","undefined"
"recv_yd","G. Kittle","TE","SF","LA","2021-11-16T01:15:00Z","57.5","over","-113","-0.0823661143901081","undefined","undefined","under","-117","0.012671544151067748","undefined","undefined"
"rush_recv_yd","D. Henderson","RB","LA","SF","2021-11-16T01:15:00Z","91.5","over","-112","-0.07438146813565666","undefined","undefined","under","-115","0.011205456792534818","undefined","undefined"
"recv_yd","M. Hardman","WR","KC","LV","2021-11-15T01:20:00Z","40.5","over","-113","-0.08074642035715912","undefined","undefined","under","-117","0.011106838997025803","undefined","undefined"
"rush_yd","J. Hurts","QB","PHI","DEN","2021-11-14T21:25:00Z","46.5","over","-118","-0.08292813623394418","undefined","undefined","under","-113","0.011101712967460986","undefined","undefined"
"pass_int","A. Rodgers","QB","GB","SEA","2021-11-14T21:25:00Z","0.5","over","171","0.01105940959409596","undefined","undefined","under","-225","-0.072376923076923","undefined","undefined"
"recv_yd","H. Renfrow","WR","LV","KC","2021-11-15T01:20:00Z","57.5","over","-116","-0.08078702899091678","undefined","undefined","under","-114","0.01103203243747719","undefined","undefined"
"recv_yd","R. Woods","WR","LA","SF","2021-11-16T01:15:00Z","55.5","over","-114","-0.07550751654725074","undefined","undefined","under","-114","0.010086383019466072","undefined","undefined"
"recv_yd","J. Washington","WR","PIT","DET","2021-11-14T18:00:00Z","36.5","over","-114","-0.07536231554640327","undefined","undefined","under","-114","0.009933753094899744","undefined","undefined"
"pass_td","J. Garoppolo","QB","SF","LA","2021-11-16T01:15:00Z","1.5","over","108","-0.07736923076923075","undefined","undefined","under","-142","0.009823140495867744","undefined","undefined"
"recv_yd","G. Everett","TE","SEA","GB","2021-11-14T21:25:00Z","22.5","over","-116","-0.08157761387308837","undefined","undefined","under","-115","0.009709764121279663","undefined","undefined"
"recv_rec","B. Aiyuk","WR","SF","LA","2021-11-16T01:15:00Z","4.5","over","126","-0.08182212389380539","undefined","undefined","under","-170","0.009707407407407498","undefined","undefined"
"recv_yd","J. Crowder","WR","NYJ","BUF","2021-11-14T18:00:00Z","39.5","over","-118","-0.07928640555673783","undefined","undefined","under","-112","0.009698676842778808","undefined","undefined"
"recv_rec","T. Higbee","TE","LA","SF","2021-11-16T01:15:00Z","4.5","over","111","-0.07873364928909948","undefined","undefined","under","-147","0.00965829959514164","undefined","undefined"
"recv_yd","R. Gage","WR","ATL","DAL","2021-11-14T18:00:00Z","52.5","over","-115","-0.08135492906962805","undefined","undefined","under","-116","0.009491178344422257","undefined","undefined"
"recv_rec","T. McLaurin","WR","WAS","TB","2021-11-14T18:00:00Z","5.5","over","-147","-0.07630121457489891","undefined","undefined","under","112","0.00945471698113215","undefined","undefined"
"rush_yd","P. Mahomes","QB","KC","LV","2021-11-15T01:20:00Z","24.5","over","-114","-0.07877007309838491","undefined","undefined","under","-116","0.009061532157143781","undefined","undefined"
"pass_int","B. Roethlisberger","QB","PIT","DET","2021-11-14T18:00:00Z","0.5","over","135","0.008668085106383006","undefined","undefined","under","-176","-0.07188115942028983","undefined","undefined"
"recv_yd","D. Johnson","RB","CLV","NE","2021-11-14T18:00:00Z","14.5","over","-117","0.00851937831764149","undefined","undefined","under","-114","-0.08032059723466406","undefined","undefined"
"rush_att","L. Fournette","RB","TB","WAS","2021-11-14T18:00:00Z","14.5","over","-109","0.008369344425837366","undefined","undefined","under","-122","-0.07945006054819809","undefined","undefined"
"pass_att","B. Mayfield","QB","CLV","NE","2021-11-14T18:00:00Z","30.5","over","-120","-0.08190000052266544","undefined","undefined","under","-112","0.008150943848217018","undefined","undefined"
"recv_yd","T. Tremble","TE","CAR","ARZ","2021-11-14T21:05:00Z","12.5","over","-113","0.008146345888303874","undefined","undefined","under","-115","-0.07352738337367465","undefined","undefined"
"recv_yd","G. Swaim","TE","TEN","NO","2021-11-14T18:00:00Z","18.5","over","-119","-0.07974824095467115","undefined","undefined","under","-112","0.008125323308310173","undefined","undefined"
"rush_recv_yd","M. Davis","RB","ATL","DAL","2021-11-14T18:00:00Z","51.5","over","-115","0.007947085894365435","undefined","undefined","under","-114","-0.07550300974261198","undefined","undefined"
"recv_rec","A. Ekeler","RB","LAC","MIN","2021-11-14T21:05:00Z","4.5","over","103","-0.07306157635467975","undefined","undefined","under","-134","0.007807692307692293","undefined","undefined"
"pass_int","R. Tannehill","QB","TEN","NO","2021-11-14T18:00:00Z","0.5","over","-107","-0.07395990338164254","undefined","undefined","under","-122","0.007495495495495441","undefined","undefined"
"pass_comp","C. Wentz","QB","IND","JAX","2021-11-14T18:00:00Z","22.5","over","100","0.007399999999999962","undefined","undefined","under","-133","-0.07824377682403438","undefined","undefined"
"rush_yd","J. Herbert","QB","LAC","MIN","2021-11-14T21:05:00Z","11.5","over","-115","0.007226908605064253","undefined","undefined","under","-115","-0.07701094489582416","undefined","undefined"
"rush_att","A. Collins","RB","SEA","GB","2021-11-14T21:25:00Z","12.5","over","-121","-0.07626367894479641","undefined","undefined","under","-109","0.007213998186660353","undefined","undefined"
"rush_recv_yd","A. Collins","RB","SEA","GB","2021-11-14T21:25:00Z","63.5","over","-114","-0.07258242674845322","undefined","undefined","under","-114","0.007185593757236819","undefined","undefined"
"pass_yd","D. Carr","QB","LV","KC","2021-11-15T01:20:00Z","289.5","over","-110","-0.07636842606164346","undefined","undefined","under","-120","0.007136237491508823","undefined","undefined"
"rush_yd","D. Cook","RB","MIN","LAC","2021-11-14T21:05:00Z","90.5","over","-118","-0.07875723789817968","undefined","undefined","under","-113","0.006917775250773528","undefined","undefined"
"rush_yd","A. Jones","RB","GB","SEA","2021-11-14T21:25:00Z","59.5","over","-116","-0.07624926599909254","undefined","undefined","under","-114","0.0064723331940989","undefined","undefined"
"recv_rec","D. Metcalf","WR","SEA","GB","2021-11-14T21:25:00Z","5.5","over","-125","-0.07381111111111122","undefined","undefined","under","-105","0.006053658536585349","undefined","undefined"
"recv_rec","T. Tremble","TE","CAR","ARZ","2021-11-14T21:05:00Z","1.5","over","103","-0.0749019807677832","undefined","undefined","under","-136","0.0060187545267795795","undefined","undefined"
"pass_att","J. Hurts","QB","PHI","DEN","2021-11-14T21:25:00Z","28.5","over","-115","-0.07578100101462559","undefined","undefined","under","-115","0.0060131500996744025","undefined","undefined"
"recv_yd","L. Fournette","RB","TB","WAS","2021-11-14T18:00:00Z","25.5","over","-117","-0.07782507731934152","undefined","undefined","under","-114","0.005968400127377205","undefined","undefined"
"pass_int","M. Rudolph","QB","PIT","DET","2021-11-14T18:00:00Z","0.5","over","-110","-0.07510952380952385","undefined","undefined","under","-120","0.005845454545454598","undefined","undefined"
"rush_yd","E. Elliott","RB","DAL","ATL","2021-11-14T18:00:00Z","75.5","over","-117","-0.07547453617907801","undefined","undefined","under","-113","0.005772547799789085","undefined","undefined"
"recv_yd","E. Elliott","RB","DAL","ATL","2021-11-14T18:00:00Z","21.5","over","-116","-0.07754174141440179","undefined","undefined","under","-115","0.005652784034127389","undefined","undefined"
"recv_yd","F. Swain","WR","SEA","GB","2021-11-14T21:25:00Z","20.5","over","-115","-0.07534294069599357","undefined","undefined","under","-115","0.005599381800392544","undefined","undefined"
"recv_yd","A. Trautman","TE","NO","TEN","2021-11-14T18:00:00Z","24.5","over","-115","-0.07504219743896584","undefined","undefined","under","-115","0.005283527054810611","undefined","undefined"
"recv_rec","O. Zaccheaus","WR","ATL","DAL","2021-11-14T18:00:00Z","2.5","over","124","-0.07002639771964286","undefined","undefined","under","-162","0.00527696135343525","undefined","undefined"
"recv_rec","D. Samuel","WR","SF","LA","2021-11-16T01:15:00Z","5.5","over","-136","0.005128813559322043","undefined","undefined","under","104","-0.07159607843137256","undefined","undefined"
"rush_yd","M. Davis","RB","ATL","DAL","2021-11-14T18:00:00Z","33.5","over","-117","-0.0769410202090186","undefined","undefined","under","-114","0.005086212623004793","undefined","undefined"
"pass_comp","M. White","QB","NYJ","BUF","2021-11-14T18:00:00Z","23.5","over","-119","-0.07212465753424652","undefined","undefined","under","-110","0.004942857142857249","undefined","undefined"
"pass_td","B. Mayfield","QB","CLV","NE","2021-11-14T18:00:00Z","1.5","over","122","0.0046045045045043365","undefined","undefined","under","-157","-0.06595603112840476","undefined","undefined"
"recv_yd","J. Jones","WR","TEN","NO","2021-11-14T18:00:00Z","53.5","over","-115","-0.07420295512918273","undefined","undefined","under","-115","0.004393111985560139","undefined","undefined"
"pass_yd","J. Garoppolo","QB","SF","LA","2021-11-16T01:15:00Z","248.5","over","-105","-0.07202811109975615","undefined","undefined","under","-125","0.004364644128888928","undefined","undefined"
"rush_yd","J. Williams","RB","DEN","PHI","2021-11-14T21:25:00Z","48.5","over","-117","-0.07367220739837466","undefined","undefined","under","-113","0.003969680996694147","undefined","undefined"
"pass_yd","J. Hurts","QB","PHI","DEN","2021-11-14T21:25:00Z","203.5","over","-114","0.003946856790654096","undefined","undefined","under","-114","-0.06932031150934553","undefined","undefined"
"recv_rec","A. Collins","RB","SEA","GB","2021-11-14T21:25:00Z","1.5","over","115","-0.06905133641953493","undefined","undefined","under","-150","0.003927151287999808","undefined","undefined"
"recv_yd","A. Thielen","WR","MIN","LAC","2021-11-14T21:05:00Z","61.5","over","-115","-0.07352350863321877","undefined","undefined","under","-115","0.003776961449501459","undefined","undefined"
"rush_recv_yd","L. Fournette","RB","TB","WAS","2021-11-14T18:00:00Z","90.5","over","-111","-0.06644647217542843","undefined","undefined","under","-116","0.003352684249610993","undefined","undefined"
"recv_yd","J. Palmer","WR","LAC","MIN","2021-11-14T21:05:00Z","13.5","over","-114","0.003266085781368999","undefined","undefined","under","-116","-0.07295017191836595","undefined","undefined"
"pass_int","J. Hurts","QB","PHI","DEN","2021-11-14T21:25:00Z","0.5","over","-107","-0.07370821256038645","undefined","undefined","under","-124","0.0032285714285713585","undefined","undefined"
"pass_td","J. Goff","QB","DET","PIT","2021-11-14T18:00:00Z","1.5","over","153","0.0031035573122529803","undefined","undefined","under","-201","-0.06614086378737549","undefined","undefined"
"rush_yd","T. Heinicke","QB","WAS","TB","2021-11-14T18:00:00Z","24.5","over","-114","-0.0766671542025803","undefined","undefined","under","-118","0.002728980638695311","undefined","undefined"
"rush_att","M. Davis","RB","ATL","DAL","2021-11-14T18:00:00Z","9.5","over","110","0.002552749888787731","undefined","undefined","under","-145","-0.07055960052369514","undefined","undefined"
"recv_yd","A. Gibson","RB","WAS","TB","2021-11-14T18:00:00Z","12.5","over","-113","0.002418035700411214","undefined","undefined","under","-117","-0.07205071740506674","undefined","undefined"
"recv_yd","D. Waller","TE","LV","KC","2021-11-15T01:20:00Z","68.5","over","-118","-0.07157931810039436","undefined","undefined","under","-112","0.00200652645290178","undefined","undefined"
"recv_rec","T. Lockett","WR","SEA","GB","2021-11-14T21:25:00Z","5.5","over","-116","0.0012629629629629102","undefined","undefined","under","-114","-0.07101028037383172","undefined","undefined"
"recv_rec","D. Schultz","TE","DAL","ATL","2021-11-14T18:00:00Z","4.5","over","-102","-0.06750000000000006","undefined","undefined","under","-128","0.001152631578947405","undefined","undefined"
"recv_yd","A. Jones","RB","GB","SEA","2021-11-14T21:25:00Z","26.5","over","-117","-0.07271554834343841","undefined","undefined","under","-114","0.0008729829401860068","undefined","undefined"
"recv_yd","R. Cobb","WR","GB","SEA","2021-11-14T21:25:00Z","25.5","over","-112","-0.07040933485103457","undefined","undefined","under","-118","0.0008388954419028538","undefined","undefined"
"pass_yd","R. Tannehill","QB","TEN","NO","2021-11-14T18:00:00Z","245.5","over","-115","-0.070554081067907","undefined","undefined","under","-115","0.0007502400720929003","undefined","undefined"
"pass_td","J. Hurts","QB","PHI","DEN","2021-11-14T21:25:00Z","1.5","over","143","0.0004773662551439961","undefined","undefined","under","-187","-0.06356794425087109","undefined","undefined"
"rush_yd","M. Carter","RB","NYJ","BUF","2021-11-14T18:00:00Z","39.5","over","-121","-0.0010781074758888787","undefined","undefined","under","-109","-0.06801636615643453","undefined","undefined"
"recv_yd","L. Shenault Jr.","WR","JAX","IND","2021-11-14T18:00:00Z","40.5","over","-115","-0.06863936641427881","undefined","undefined","under","-115","-0.0011224416435794415","undefined","undefined"
"recv_yd","M. Evans","WR","TB","WAS","2021-11-14T18:00:00Z","78.5","over","-115","-0.07068113643456042","undefined","undefined","under","-116","-0.0012258999044724161","undefined","undefined"
"pass_td","M. Rudolph","QB","PIT","DET","2021-11-14T18:00:00Z","1.5","over","105","-0.001453658536585467","undefined","undefined","under","-138","-0.06618991596638657","undefined","undefined"
"recv_yd","M. Callaway","WR","NO","TEN","2021-11-14T18:00:00Z","39.5","over","-114","-0.0658450784765428","undefined","undefined","under","-115","-0.00171649811178054","undefined","undefined"
"rush_recv_yd","E. Elliott","RB","DAL","ATL","2021-11-14T18:00:00Z","101.5","over","-114","-0.06327517773583297","undefined","undefined","under","-114","-0.002095509108742899","undefined","undefined"
"recv_yd","V. Jefferson","WR","LA","SF","2021-11-16T01:15:00Z","49.5","over","-115","-0.06739774314426145","undefined","undefined","under","-115","-0.0023981195845993453","undefined","undefined"
"pass_yd","T. Lawrence","QB","JAX","IND","2021-11-14T18:00:00Z","236.5","over","-115","-0.0671941049251163","undefined","undefined","under","-115","-0.0025118649651164615","undefined","undefined"
"recv_yd","K. Stills","WR","NO","TEN","2021-11-14T18:00:00Z","15.5","over","-117","-0.00251913290906991","undefined","undefined","under","-114","-0.06933847149978623","undefined","undefined"
"rush_yd","T. Lawrence","QB","JAX","IND","2021-11-14T18:00:00Z","15.5","over","-113","-0.05834614877580563","undefined","undefined","under","-113","-0.0026828518833396098","undefined","undefined"
"rush_yd","D. Williams","RB","KC","LV","2021-11-15T01:20:00Z","54","over","-114","-0.061835907864812856","undefined","undefined","under","-114","-0.002853299660281139","undefined","undefined"
"recv_yd","D. Johnson","WR","PIT","DET","2021-11-14T18:00:00Z","74.5","over","-105","-0.06374796085252915","undefined","undefined","under","-125","-0.0040097310234668004","undefined","undefined"
"rush_recv_yd","D. Johnson","RB","CLV","NE","2021-11-14T18:00:00Z","98.5","over","-114","-0.004329835302228302","undefined","undefined","under","-114","-0.061060669367167975","undefined","undefined"
"rush_att","D. Cook","RB","MIN","LAC","2021-11-14T21:05:00Z","18.5","over","-127","-0.004671365638766467","undefined","undefined","under","-105","-0.06699512195121948","undefined","undefined"
"rush_yd","R. Tannehill","QB","TEN","NO","2021-11-14T18:00:00Z","17.5","over","-117","-0.06494032931942784","undefined","undefined","under","-113","-0.004705806796164835","undefined","undefined"
"rush_recv_yd","A. Gibson","RB","WAS","TB","2021-11-14T18:00:00Z","61.5","over","-111","-0.004943491406516509","undefined","undefined","under","-116","-0.058149785790634345","undefined","undefined"
"rush_recv_yd","J. Jacobs","RB","LV","KC","2021-11-15T01:20:00Z","78.5","over","-114","-0.06033123495873827","undefined","undefined","under","-114","-0.0050723974600381805","undefined","undefined"
"recv_yd","R. Griffin","TE","NYJ","BUF","2021-11-14T18:00:00Z","18.5","over","-117","-0.06676468328049334","undefined","undefined","under","-114","-0.005085816121829678","undefined","undefined"
"recv_rec","H. Renfrow","WR","LV","KC","2021-11-15T01:20:00Z","5.5","over","-127","-0.06657136563876653","undefined","undefined","under","-105","-0.005095121951219528","undefined","undefined"
"recv_yd","M. Gallup","WR","DAL","ATL","2021-11-14T18:00:00Z","40.5","over","-116","-0.05942248106296211","undefined","undefined","under","-112","-0.005878332021736932","undefined","undefined"
"rush_att","C. Patterson","RB","ATL","DAL","2021-11-14T18:00:00Z","10.5","over","-116","-0.006128958324722267","undefined","undefined","under","-115","-0.06577751977739082","undefined","undefined"
"recv_yd","S. Diggs","WR","BUF","NYJ","2021-11-14T18:00:00Z","77.5","over","-116","-0.06494149622539996","undefined","undefined","under","-115","-0.006979929520814054","undefined","undefined"
"pass_comp","D. Prescott","QB","DAL","ATL","2021-11-14T18:00:00Z","25.5","over","-109","-0.007474641148325412","undefined","undefined","under","-122","-0.06358468468468442","undefined","undefined"
"pass_yd","T. Heinicke","QB","WAS","TB","2021-11-14T18:00:00Z","247.5","over","-115","-0.062167965740465236","undefined","undefined","under","-115","-0.007558290660465206","undefined","undefined"
"pass_att","R. Tannehill","QB","TEN","NO","2021-11-14T18:00:00Z","32.5","over","-105","-0.06194781951736961","undefined","undefined","under","-126","-0.007762987774712404","undefined","undefined"
"pass_yd","C. Wentz","QB","IND","JAX","2021-11-14T18:00:00Z","250.5","over","-115","-0.061738648085465475","undefined","undefined","under","-115","-0.007931610360464969","undefined","undefined"
"rush_recv_yd","D. Swift","RB","DET","PIT","2021-11-14T18:00:00Z","95.5","over","-114","-0.055091642383826855","undefined","undefined","under","-113","-0.008138024050342585","undefined","undefined"
"pass_att","M. Ryan","QB","ATL","DAL","2021-11-14T18:00:00Z","39.5","over","-108","-0.008726925005501873","undefined","undefined","under","-125","-0.06604444279364435","undefined","undefined"
"pass_td","T. Heinicke","QB","WAS","TB","2021-11-14T18:00:00Z","1.5","over","122","-0.05705045045045043","undefined","undefined","under","-160","-0.00878461538461539","undefined","undefined"
"pass_td","B. Roethlisberger","QB","PIT","DET","2021-11-14T18:00:00Z","1.5","over","-126","-0.06077787610619473","undefined","undefined","under","-105","-0.008946341463414553","undefined","undefined"
"pass_int","K. Cousins","QB","MIN","LAC","2021-11-14T21:05:00Z","0.5","over","100","-0.06169999999999998","undefined","undefined","under","-133","-0.009115450643776835","undefined","undefined"
"recv_rec","A. Gibson","RB","WAS","TB","2021-11-14T18:00:00Z","2.5","over","150","-0.056258432920000045","undefined","undefined","under","-199","-0.009287022569230752","undefined","undefined"
"pass_att","J. Allen","QB","BUF","NYJ","2021-11-14T18:00:00Z","35.5","over","-124","-0.061060895552849326","undefined","undefined","under","-107","-0.009404672729319552","undefined","undefined"
"pass_comp","B. Mayfield","QB","CLV","NE","2021-11-14T18:00:00Z","19.5","over","-111","-0.06001152924170616","undefined","undefined","under","-119","-0.009427196907305868","undefined","undefined"
"pass_comp","T. Lawrence","QB","JAX","IND","2021-11-14T18:00:00Z","22.5","over","-102","-0.056800990099009796","undefined","undefined","under","-128","-0.009559649122807046","undefined","undefined"
"pass_comp","P. Walker","QB","CAR","ARZ","2021-11-14T21:05:00Z","18.5","over","-124","-0.0607804474553571","undefined","undefined","under","-107","-0.009713557265217276","undefined","undefined"
