"Player","Team","Opponent","DK Position","DK Salary","DK Projection","DK Value","DK Large Ownership","DK Small Ownership","DKSlateID","DK Floor","DK Ceiling"
"Calvin Austin III","PIT","JAX","WR","3200","1.9","-7.4","0.0","0.0","30501021","0.0","6.0"
"Rodney Williams II","PIT","JAX","TE","2500","0.6","-7.4","0.0","0.0","30501535","0.0","2.2"
"Ross Dwelley","SF","CIN","TE","2500","0.6","-7.4","0.0","0.0","30501425","0.0","2.3"
"Trevon Wesco","TEN","ATL","TE","2500","0.6","-7.4","0.0","0.0","30501509","0.0","2.3"
"Greg Dortch","ARI","BAL","WR","3000","1.5","-7.5","0.0","0.0","30501099","0.0","4.6"
"Ben Sims","GB","MIN","TE","2500","0.5","-7.5","0.0","0.0","30501599","0.0","2.0"
"Tim Jones","JAX","PIT","WR","3000","1.3","-7.6","0.0","0.0","30501189","0.0","4.5"
"Jeff Wilson Jr.","MIA","NE","RB","4500","4.3","-7.6","0.0","0.0","30500659","0.4","10.5"
"Xavier Gipson","NYJ","NYG","WR","3000","1.3","-7.6","0.0","0.0","30501211","0.0","4.5"
"Kevin Rader","TEN","ATL","TE","2500","0.4","-7.6","0.0","0.0","30501513","0.0","1.5"
"Charlie Kolar","BAL","ARI","TE","2500","0.3","-7.7","0.0","0.0","30501465","0.0","1.0"
"Davis Allen","LA","DAL","TE","2500","0.3","-7.7","0.0","0.0","30501605","0.0","1.1"
"Tanner Conner","MIA","NE","TE","2500","0.3","-7.7","0.0","0.0","30501565","0.0","1.2"
"Johnny Mundt","MIN","GB","TE","2500","0.3","-7.7","0.0","0.0","30501589","0.0","1.2"
"Jimmy Graham","NO","IND","TE","2500","0.3","-7.7","0.0","0.0","30501571","0.0","1.2"
"Charlie Woerner","SF","CIN","TE","2500","0.3","-7.7","0.0","0.0","30501423","0.0","1.1"
"Chris Moore","TEN","ATL","WR","3000","1.3","-7.7","0.0","0.0","30501161","0.0","4.2"
"Michael Carter","NYJ","NYG","RB","4000","3.1","-7.8","0.0","0.0","30500789","0.1","7.5"
"Grant Calcaterra","PHI","WAS","TE","2500","0.1","-7.8","0.0","0.0","30501505","0.0","0.5"
"KaVontae Turpin","DAL","LA","WR","3000","1.1","-7.9","0.0","0.0","30501315","0.0","4.0"
"Isaiah McKenzie","IND","NO","WR","3000","1.0","-7.9","0.0","0.0","30501265","0.0","3.7"
"Kyle Philips","TEN","ATL","WR","3000","1.1","-7.9","0.0","0.0","30501163","0.0","3.8"
"Damien Williams","ARI","BAL","RB","4000","2.9","-8.0","0.0","0.0","30500729","0.2","7.5"
"Scotty Miller","ATL","TEN","WR","3000","1.0","-8.0","0.0","0.0","30501177","0.0","3.5"
"Devin Duvernay","BAL","ARI","WR","3000","1.0","-8.0","0.0","0.0","30501087","0.0","3.7"
"David Bell","CLE","SEA","WR","3000","1.0","-8.0","0.0","0.0","30501123","0.0","3.5"
"Byron Pringle","WAS","PHI","WR","3000","0.9","-8.0","0.0","0.0","30501137","0.0","3.5"
"Chase Claypool","MIA","NE","WR","3000","0.9","-8.1","0.0","0.0","30501245","0.0","3.4"
"Jamaal Williams","NO","IND","RB","4300","3.5","-8.1","0.0","0.0","30500669","0.3","8.7"
"Mack Hollins","ATL","TEN","WR","3300","1.2","-8.3","0.0","0.0","30500997","0.0","4.4"
"Clyde Edwards-Helaire","KC","DEN","RB","4200","3.0","-8.3","0.0","0.0","30500685","0.1","8.1"
"Ty Montgomery II","NE","MIA","WR","3000","0.6","-8.3","0.0","0.0","30501227","0.0","2.4"
"Sterling Shepard","NYG","NYJ","WR","3000","0.6","-8.3","0.0","0.0","30501219","0.0","2.5"
"Andrei Iosivas","CIN","SF","WR","3000","0.6","-8.4","0.0","0.0","30501045","0.0","2.4"
"Tre'Quan Smith","DEN","KC","WR","3000","0.6","-8.4","0.0","0.0","30501081","0.0","2.2"
"Jalen Reagor","NE","MIA","WR","3000","0.5","-8.4","0.0","0.0","30501233","0.0","2.1"
"Tyquan Thornton","NE","MIA","WR","3000","0.5","-8.4","0.0","0.0","30501229","0.0","2.1"
"Keith Kirkwood","NO","IND","WR","3000","0.5","-8.4","0.0","0.0","30501257","0.0","2.1"
"Matt Breida","NYG","NYJ","RB","4400","3.3","-8.4","0.0","0.0","30500663","0.3","8.0"
"Chris Rodriguez Jr.","WAS","PHI","RB","4000","2.4","-8.5","0.0","0.0","30500745","0.2","6.3"
"Ben Skowronek","LA","DAL","WR","3000","0.4","-8.6","0.0","0.0","30501303","0.0","1.5"
"Elijah Cooks","JAX","PIT","WR","3000","0.3","-8.7","0.0","0.0","30501191","0.0","1.1"
"Trishton Jackson","MIN","GB","WR","3000","0.3","-8.7","0.0","0.0","30501285","0.0","1.2"
"Lynn Bowden Jr.","NO","IND","WR","3000","0.3","-8.7","0.0","0.0","30501259","0.0","1.0"
"Miles Boykin","PIT","JAX","WR","3000","0.3","-8.7","0.0","0.0","30501201","0.0","1.1"
"Kyle Juszczyk","SF","CIN","RB","4000","2.2","-8.7","0.0","0.0","30500703","0.0","6.3"
"Austin Trammell","LA","DAL","WR","3000","0.1","-8.8","0.0","0.0","30501307","0.0","0.5"
"N'Keal Harry","MIN","GB","WR","3000","0.2","-8.8","0.0","0.0","30501277","0.0","0.6"
"Dalvin Cook","NYJ","NYG","RB","4600","3.4","-8.8","0.0","0.0","30500647","0.3","8.3"
"Britain Covey","PHI","WAS","WR","3000","0.1","-8.8","0.0","0.0","30501151","0.0","0.5"
"Jamison Crowder","WAS","PHI","WR","3000","0.1","-8.8","0.0","0.0","30501139","0.0","0.5"
"Tank Bigsby","JAX","PIT","RB","4200","2.2","-9.1","0.0","0.0","30500687","0.0","6.3"
"Elijah Mitchell","SF","CIN","RB","4900","3.4","-9.3","0.0","0.0","30500621","0.2","8.7"
"Ronnie Bell","SF","CIN","WR","3300","0.3","-9.3","0.0","0.0","30501001","0.0","1.1"
"Alec Ingold","MIA","NE","RB","4000","1.3","-9.6","0.0","0.0","30500813","0.0","4.3"
"Trayveon Williams","CIN","SF","RB","4400","2.0","-9.7","0.0","0.0","30500667","0.0","5.6"
"Emanuel Wilson","GB","MIN","RB","4000","1.0","-9.9","0.0","0.0","30500831","0.0","3.4"
"Patrick Ricard","BAL","ARI","RB","4000","1.0","-10.0","0.0","0.0","30500727","0.0","3.4"
"C.J. Ham","MIN","GB","RB","4000","0.9","-10.0","0.0","0.0","30500827","0.0","3.2"
"Keaton Mitchell","BAL","ARI","RB","4000","0.8","-10.1","0.0","0.0","30500721","0.0","3.0"
"Boston Scott","PHI","WAS","RB","4000","0.9","-10.1","0.0","0.0","30500751","0.0","3.0"
"Chris Evans","CIN","SF","RB","4000","0.7","-10.2","0.0","0.0","30500707","0.0","2.7"
"DeeJay Dallas","SEA","CLE","RB","4200","1.2","-10.2","0.0","0.0","30500683","0.0","3.8"
"Hunter Luepke","DAL","LA","RB","4000","0.5","-10.4","0.0","0.0","30500839","0.0","2.0"
"Mike Boone","HOU","CAR","RB","4000","0.5","-10.4","0.0","0.0","30500849","0.0","1.9"
"D'Ernest Johnson","JAX","PIT","RB","4000","0.5","-10.4","0.0","0.0","30500773","0.0","2.0"
"Cordarrelle Patterson","ATL","TEN","RB","4700","1.8","-10.5","0.0","0.0","30500641","0.0","5.4"
"Michael Burton","DEN","KC","RB","4000","0.4","-10.5","0.0","0.0","30500717","0.0","1.7"
"Andrew Beck","HOU","CAR","RB","4000","0.4","-10.5","0.0","0.0","30500853","0.0","1.7"
"Eric Gray","NYG","NYJ","RB","4000","0.5","-10.5","0.0","0.0","30500797","0.0","1.8"
"Keith Smith","ATL","TEN","RB","4000","0.3","-10.7","0.0","0.0","30500765","0.0","1.1"
"Deuce Vaughn","DAL","LA","RB","4100","0.5","-10.7","0.0","0.0","30500689","0.0","1.9"
"Kendre Miller","NO","IND","RB","4200","0.4","-10.9","0.0","0.0","30500677","0.0","1.5"
"Nick Bawden","NYJ","NYG","RB","4000","0.1","-10.9","0.0","0.0","30500793","0.0","0.5"
"Keaontay Ingram","ARI","BAL","RB","4500","0.9","-11.0","0.0","0.0","30500653","0.0","2.9"
"Ty Chandler","MIN","GB","RB","4400","0.5","-11.2","0.0","0.0","30500665","0.0","2.0"
"Malik Willis","TEN","ATL","QB","4700","1.7","-12.9","0.0","0.0","30500516","0.3","4.6"
