player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Marcus Mariota,9435,QB,ATL,13,5.47,0,354,2,64.8,253,268,12.1,3.13,2,8,2.8,59.3,159,119,3.0,321,90.7,5,109,,,,,42.7,65.5,73.8,62.2,,,68.6,,1,9,338,23.5,87.2,8.7,28,25,4,8,14,15,4.4,2076,7.7,65.2,158,168,9.7,2.7,1,2,1.1,58.9,99,63,3.9,197,55.6,4,55,,,,,28.4,55.8,70.4,46.4,,,76.5,,0,5,206,30.2,76.9,9.6,19,10,4,5,6,11,5.3,1055,6.3,69.8,126,132,11.6,3.36,2,6,4.2,64.4,85,58,3.4,157,44.4,3,61,,,,,88.7,78.8,82.5,80.6,,,49.1,,1,4,167,15.5,102.6,5.7,9,16,0,3,9,4,2.4,1164,8.8,0,87.1,31,32,-2.5,1.71,1,0,0.0,78.1,25,2,7.4,33,9.3,2,7,,,,,78.3,68.9,76.7,64.9,,,65.6,,0,0,35,0.0,95.7,0.0,0,1,0,0,1,0,0.0,143,4.5,2.54
Justin Fields,82118,QB,CHI,12,-0.45,0,352,6,67.2,183,201,13.2,3.73,6,12,5.5,57.2,115,149,6.5,293,83.2,8,97,,,,,29.7,74.4,57.0,59.9,55.3,,90.9,,2,9,316,24.8,83.2,12.6,37,55,0,10,11,17,5.4,1633,8.1,73.8,149,165,9.0,3.35,8,8,4.5,61.8,102,110,7.3,233,66.2,8,70,,,,,27.7,71.1,53.8,53.6,,,90.9,,2,7,251,26.4,79.9,12.4,29,39,0,6,7,12,4.8,1181,7.2,68.3,82,88,11.7,3.59,1,4,4.3,61.4,54,52,3.6,119,33.8,2,39,,,,,61.4,70.8,81.5,62.1,55.3,,88.2,,0,3,126,21.2,95.6,9.2,11,19,0,5,6,6,4.8,715,8.1,0,89.6,48,52,-2.4,1.92,3,0,0.0,78.8,41,13,4.7,59,16.8,2,12,,,,,39.3,56.3,78.7,43.7,,,92.9,,0,1,61,23.1,92.5,5.1,3,3,0,1,2,1,1.6,263,5.1,0.97
Mac Jones,60323,QB,NE,10,3.31,0,348,19,71.9,228,247,10.0,2.95,3,13,5.1,63.2,156,100,4.9,290,83.3,8,86,,,,,81.2,62.1,27.1,62.6,,,58.3,,0,8,302,26.0,80.3,9.0,26,17,1,15,6,12,4.0,1835,7.4,75.3,235,250,7.9,2.72,4,10,3.9,67.6,169,87,4.5,291,83.6,8,78,,,,,81.2,61.6,26.9,61.9,,,59.1,,0,7,301,27.6,82.3,8.2,24,17,1,10,5,11,3.7,1732,6.9,81.6,49,55,5.0,2.74,0,3,5.2,70.9,39,17,2.5,57,16.4,1,18,,,,,81.6,69.3,78.8,69.1,,,58.3,,0,1,62,11.8,101.0,3.5,2,0,0,6,2,1,1.6,466,8.5,0,94.6,56,58,-3.0,1.56,1,0,0.0,89.7,52,4,1.9,58,16.7,1,10,,,,,81.6,68.5,78.7,67.7,,,,,0,0,61,0.0,98.5,0.0,0,0,0,1,1,0,0.0,363,6.3,1.54
Ryan Tannehill,7014,QB,TEN,11,1.76,0,347,31,74.9,251,272,9.6,2.73,7,11,3.8,62.9,171,122,9.0,313,90.2,17,108,,,,,71.6,76.3,51.3,73.2,60.0,,77.4,,6,5,331,23.8,93.6,9.3,29,12,1,7,12,9,2.7,2092,7.7,76.0,200,217,7.7,2.52,5,7,3.0,64.5,140,93,7.9,250,72.0,12,76,,,,,79.6,71.0,47.2,68.6,59.3,,72.5,,6,3,265,21.5,89.8,8.0,20,10,1,5,9,6,2.3,1347,6.2,76.5,81,86,9.7,3.04,2,4,4.3,66.3,57,34,8.1,97,28.0,5,41,,,,,56.5,80.5,80.8,77.1,60.0,,76.0,,0,2,105,26.5,112.7,9.3,9,2,0,3,4,3,2.9,1024,11.9,0,86.7,30,31,-3.1,2.08,0,0,0.0,83.9,26,5,0.0,34,9.8,0,9,,,,,78.9,65.7,77.2,65.5,59.3,,,,0,0,39,0.0,114.9,0.0,0,0,0,1,1,0,0.0,279,9.0,5.7
Kenny Pickett,60515,QB,PIT,10,3.57,0,344,25,72.2,252,271,8.8,3.05,3,10,3.4,63.1,171,104,6.0,321,93.3,11,98,,,,,72.4,67.5,11.6,64.8,60.0,,75.3,,2,8,346,23.1,73.5,7.5,24,26,1,13,4,10,2.9,1707,6.3,73.3,225,238,8.2,2.96,2,8,3.2,64.3,153,93,7.3,280,81.4,12,83,,,,,68.5,65.6,5.4,63.7,57.4,,71.9,,1,7,296,22.6,75.3,7.5,21,21,1,9,4,8,2.7,1502,6.3,77.6,49,56,6.5,2.96,1,2,3.0,67.9,38,12,0.0,64,18.6,0,19,,,,,82.9,71.2,79.4,67.3,,,75.0,,1,1,74,25.0,73.1,4.7,3,5,0,5,0,2,2.7,295,5.3,0,95.5,22,23,-3.1,1.68,0,0,0.0,87.0,20,1,4.8,23,6.7,1,4,,,,,76.1,65.3,75.5,65.4,59.0,,,,0,0,24,0.0,83.0,0.0,0,0,0,1,0,0,0.0,90,3.9,-1.04
Matthew Stafford,4924,QB,LA,9,-1.14,0,338,26,71.4,241,253,8.9,2.75,3,15,5.7,64.8,164,103,4.7,288,85.2,8,91,,,,,40.6,65.9,24.1,66.7,58.9,,52.1,,0,7,297,28.2,87.2,10.1,29,5,0,9,10,12,4.0,1787,7.1,74.9,219,230,6.5,2.41,3,10,4.2,68.3,157,85,4.3,256,75.7,7,76,,,,,49.6,61.8,20.1,63.2,58.9,,46.2,,0,7,264,27.1,84.8,9.0,23,2,0,8,9,8,3.0,1408,6.1,73.9,69,73,8.6,3.13,0,5,6.8,67.1,49,22,3.9,82,24.3,2,32,,,,,48.7,76.9,79.8,75.1,,,64.9,,0,1,83,27.3,95.9,7.3,6,3,0,4,1,4,4.8,684,9.4,0,91.5,47,50,-2.9,1.64,0,0,0.0,84.0,42,4,2.3,50,14.8,1,17,,,,,80.4,68.8,78.0,68.0,,,,,0,1,50,0.0,83.8,0.0,0,0,0,3,0,0,0.0,305,6.1,3.25
Jimmy Garoppolo,8697,QB,SF,11,1.38,0,328,28,73.1,245,261,9.1,2.7,9,13,4.7,64.4,168,94,6.1,282,86.0,11,102,,,,,60.3,71.7,68.9,69.8,60.0,,67.4,,3,4,301,19.1,100.3,6.4,18,3,0,4,13,9,3.0,2155,8.3,75.2,226,241,7.3,2.48,10,7,2.8,66.8,161,84,5.3,256,78.0,9,90,,,,,56.9,69.9,67.8,67.9,60.0,,67.4,,2,3,270,14.3,102.2,4.7,12,3,0,3,12,5,1.9,1911,7.9,75.8,62,66,7.3,2.71,2,6,8.3,68.2,45,12,4.3,72,22.0,2,24,,,,,83.2,70.2,79.6,69.2,,,,,1,1,78,50.0,105.9,8.3,6,0,0,1,4,4,5.1,525,8.0,0,88.4,43,46,-3.2,1.51,3,0,0.0,82.6,38,2,0.0,46,14.0,0,12,,,,,80.0,62.8,77.7,62.4,,,,,0,0,47,0.0,113.9,0.0,0,0,0,0,3,0,0.0,281,6.1,0.02
Andy Dalton,6187,QB,NO,10,12.75,0,327,20,76.3,257,281,9.1,2.67,4,14,4.8,66.2,186,92,5.1,309,94.5,10,101,,,,,82.0,87.5,67.8,86.5,60.0,,61.4,,5,7,322,17.4,95.0,5.2,16,11,0,15,14,6,1.9,2126,7.6,76.2,227,250,8.5,2.5,5,11,4.2,64.8,162,69,6.4,271,82.9,11,87,,,,,79.8,84.4,66.3,83.0,60.0,,64.8,,3,7,284,17.4,93.2,4.4,12,9,0,15,14,6,2.1,1805,7.2,82.6,46,49,7.7,3.1,0,3,6.0,77.6,38,23,0.0,56,17.1,0,20,,,,,81.2,82.9,78.5,83.2,,,52.3,,2,0,57,17.4,111.5,7.1,4,2,0,1,1,0,0.0,447,9.1,0,93.8,16,18,-2.9,1.45,1,0,0.0,77.8,14,0,6.7,18,5.5,1,6,,,,,74.8,62.7,74.5,62.3,,,,,0,0,19,,114.4,0.0,0,0,0,1,1,0,0.0,126,7.0,1.9
Baker Mayfield,46518,QB,LA,8,4.15,0,277,26,64.7,184,205,8.8,2.9,9,5,2.3,54.6,112,77,5.9,238,85.9,7,58,,,,,62.1,53.2,60.8,55.2,,,45.0,,2,6,254,28.6,74.9,9.2,22,10,1,9,7,7,2.8,1385,6.8,65.6,160,176,7.4,2.66,7,5,2.7,57.4,101,57,3.8,203,73.3,4,44,,,,,56.6,51.8,58.0,53.7,,,46.2,,2,6,213,33.3,74.6,9.4,19,8,1,6,6,6,2.8,1163,6.6,77.2,57,65,6.2,3.0,4,0,0.0,61.5,40,22,9.1,74,26.7,4,20,,,,,83.5,60.5,79.7,61.2,,,54.6,,0,0,81,18.2,82.9,5.4,4,2,0,4,1,1,1.2,380,5.8,0,90.9,33,36,-2.8,1.81,2,0,0.0,80.6,29,2,3.3,39,14.1,1,6,,,,,79.0,59.9,77.2,59.6,,,,,0,0,40,50.0,85.0,2.6,1,0,0,1,0,0,0.0,158,4.4,-0.76
Dak Prescott,10769,QB,DAL,8,-9.19,0,267,9,73.3,221,235,9.3,2.67,2,10,4.0,65.5,154,83,4.9,250,93.6,8,86,,,,,79.1,71.5,87.0,66.5,60.0,,82.1,,4,9,264,9.6,92.5,3.2,8,7,0,8,14,11,4.2,1802,7.7,76.2,168,175,8.0,2.41,0,7,3.8,69.7,122,56,4.7,184,68.9,6,65,,,,,73.3,70.0,86.4,63.8,60.0,,85.1,,3,9,192,10.7,87.5,3.3,6,3,0,4,9,8,4.2,1328,7.6,69.6,69,76,10.0,3.05,2,3,3.7,60.5,46,28,4.2,83,31.1,2,24,,,,,84.2,70.3,80.1,69.5,,,60.8,,1,0,90,10.7,102.9,3.6,3,4,0,4,5,3,3.3,519,6.8,0,87.5,16,16,-2.4,1.77,0,0,0.0,87.5,14,1,0.0,17,6.4,0,3,,,,,74.5,66.6,74.7,65.9,,,,,0,0,18,100.0,79.2,5.9,1,0,0,0,0,0,0.0,45,2.8,-0.76
Carson Wentz,10636,QB,WAS,6,-5.42,0,266,32,70.7,184,202,9.8,2.72,7,12,5.4,58.9,119,84,8.5,235,88.3,11,65,,,,,62.5,62.3,60.9,61.0,,,60.0,,2,5,255,27.4,84.6,9.8,23,10,0,9,10,9,3.5,1321,6.5,75.2,149,160,8.3,2.53,5,7,4.0,63.8,102,65,8.9,187,70.3,10,52,,,,,72.8,63.6,57.1,61.7,,,62.8,,1,4,200,29.2,83.8,10.2,19,8,0,5,6,6,3.0,1018,6.4,71.4,63,72,7.8,2.8,2,5,6.3,58.3,42,24,6.7,79,29.7,3,19,,,,,50.2,60.9,80.0,60.0,,,63.5,,2,2,87,16.7,84.9,5.1,4,3,0,5,4,4,4.6,471,6.5,0,96.4,28,30,-2.8,1.76,0,0,0.0,83.3,25,5,7.4,31,11.7,2,6,,,,,77.7,66.2,76.4,62.0,,,65.6,,1,1,32,0.0,76.1,0.0,0,1,0,1,0,1,3.1,168,5.6,0.18
Taylor Heinicke,9896,QB,WAS,7,-1.18,0,238,32,66.5,167,190,9.6,3.01,6,5,2.6,57.9,110,95,0.9,215,90.3,1,69,,,,,42.9,47.8,86.6,46.5,,,55.4,,4,5,222,14.7,84.9,6.5,14,11,2,11,9,14,6.3,1357,7.1,70.6,119,135,7.4,2.73,3,2,1.4,62.2,84,62,0.0,153,64.3,0,45,,,,,29.7,41.4,86.1,39.2,,,54.2,,4,4,160,17.7,78.1,7.2,11,7,2,7,4,12,7.5,864,6.4,69.6,69,77,9.7,3.18,3,3,3.8,61.0,47,35,2.1,85,35.7,1,29,,,,,83.9,66.3,80.0,65.7,,,60.9,,0,1,86,8.6,100.6,3.5,3,4,0,5,5,2,2.3,580,7.5,0,100.0,21,22,-2.6,1.79,0,0,0.0,95.5,21,2,0.0,23,9.7,0,5,,,,,76.1,64.5,75.3,64.0,,,,,0,0,24,0.0,83.1,0.0,0,0,0,1,0,0,0.0,87,4.0,1.13
Zach Wilson,82096,QB,NYJ,7,-7.58,0,218,22,65.0,140,165,10.2,3.27,6,3,1.8,50.9,84,78,7.7,192,88.1,7,54,,,,64.7,73.4,48.0,85.9,43.1,90.6,,69.3,,3,5,198,19.2,67.4,7.8,15,12,0,16,3,13,6.6,1168,7.1,69.2,117,132,7.4,2.99,4,2,1.5,57.6,76,60,6.2,154,70.6,5,41,,,,,69.3,46.8,85.5,41.3,,,72.2,,2,4,161,18.3,75.0,7.1,11,10,0,9,4,10,6.2,870,6.6,66.7,45,56,11.1,3.32,2,1,1.7,50.0,28,21,6.7,64,29.4,2,20,,,,64.7,82.2,57.5,79.0,56.0,90.6,,54.5,,1,1,66,23.8,66.7,7.8,5,2,0,8,0,3,4.5,408,7.3,0,90.9,22,23,-2.8,1.76,0,0,0.0,87.0,20,3,0.0,26,11.9,0,7,,,,,77.2,60.1,76.0,59.8,,,,,0,0,29,33.3,101.1,3.8,1,0,0,1,1,0,0.0,110,4.8,0.7
Mitchell Trubisky,11757,QB,PIT,6,24.74,0,172,25,67.4,144,150,11.0,2.8,2,10,6.3,61.3,92,52,5.2,163,94.8,5,56,,,,,89.5,73.0,50.8,71.4,,,68.4,,2,5,173,19.2,76.5,6.1,10,3,1,1,4,7,4.0,1018,6.8,64.2,123,128,10.4,2.65,2,7,5.1,58.6,75,40,5.1,139,80.8,4,40,,,,,88.4,71.8,47.7,70.5,,,66.6,,1,3,148,17.5,73.6,5.0,7,4,1,1,3,4,2.7,757,5.9,89.7,29,30,10.1,3.2,0,3,9.1,83.3,25,12,3.8,33,19.2,1,17,,,,,78.4,70.6,76.8,69.6,,,,,1,2,36,25.0,92.5,9.1,3,0,0,0,1,3,8.3,306,10.2,0,100.0,8,8,-2.6,1.91,0,0,0.0,100.0,8,0,0.0,9,5.2,0,1,,,,,71.9,65.0,72.6,67.2,,,58.3,,0,0,11,,90.1,0.0,0,1,0,0,0,0,0.0,45,5.6,4.29
Cooper Rush,12324,QB,DAL,7,12.61,0,171,9,68.7,134,149,9.6,2.47,7,3,1.9,58.4,87,53,5.4,159,93.0,5,52,,,,,69.8,57.5,85.1,56.9,,,54.8,,3,3,169,13.2,81.8,4.4,7,2,1,4,5,8,4.7,1010,6.8,67.3,101,115,8.0,2.27,7,1,0.8,54.8,63,42,7.4,124,72.5,5,31,,,,,64.2,48.3,84.6,47.1,,,56.4,,3,1,131,16.7,76.9,5.6,7,1,1,3,3,6,4.6,664,5.8,76.2,42,46,10.9,2.83,0,2,4.1,67.4,31,12,3.1,47,27.5,1,21,,,,,80.4,77.0,78.0,76.3,,,58.3,,0,2,50,0.0,89.7,0.0,0,1,0,4,2,2,4.0,387,8.4,0,88.9,9,12,-2.4,1.88,0,0,0.0,58.3,7,1,12.5,12,7.0,1,0,,,,,72.4,57.1,72.9,57.1,,,,,0,0,12,0.0,64.9,0.0,0,0,0,3,0,0,0.0,41,3.4,2.64
Joe Flacco,4332,QB,NYJ,4,8.57,0,169,22,71.9,128,149,9.2,2.69,4,3,2.0,56.4,84,62,8.7,160,94.7,8,47,,,,,25.8,50.2,83.7,49.8,,,61.5,,7,3,166,16.1,76.0,6.3,10,1,0,10,5,7,4.2,863,5.8,73.5,113,132,7.8,2.59,4,1,0.7,56.8,75,50,9.6,140,82.8,8,39,,,,,24.6,46.0,83.4,45.6,,,61.5,,6,3,145,14.0,75.3,5.0,7,1,0,9,5,6,4.1,718,5.4,75.0,24,26,10.8,2.8,0,2,6.9,65.4,17,12,5.6,29,17.2,1,10,,,,,77.7,71.2,76.4,70.1,,,,,1,0,32,25.0,86.1,10.3,3,0,0,1,0,1,3.1,184,7.1,0,100.0,9,9,-3.2,1.47,0,0,0.0,88.9,8,0,11.1,9,5.3,1,2,,,,,71.9,67.7,72.6,67.0,,,,,0,0,11,,84.7,0.0,0,0,0,0,0,0,0.0,39,4.3,1.64
Mike White,46453,QB,NYJ,3,-0.95,0,136,22,67.6,105,114,9.2,2.63,3,7,6.1,60.5,69,26,2.8,120,88.2,2,41,,,,,86.6,74.8,83.2,72.5,58.4,,69.2,,2,2,121,19.2,87.0,4.2,5,1,0,4,3,3,2.5,904,7.9,70.0,90,98,7.8,2.35,4,4,4.0,62.2,61,14,3.2,100,73.5,2,26,,,,,85.5,73.4,82.8,69.8,,,76.9,,1,2,101,14.3,77.6,2.0,2,0,0,3,2,2,2.0,595,6.1,67.9,28,31,8.1,2.93,0,3,9.4,61.3,19,13,0.0,36,26.5,0,16,,,,,78.4,67.4,77.0,69.1,58.4,,55.3,,1,0,37,23.1,111.9,8.3,3,1,0,2,1,1,2.7,357,11.5,0,84.6,13,15,-3.1,1.54,1,0,0.0,73.3,11,1,0.0,16,11.8,0,1,,,,,74.2,56.8,74.1,56.8,,,,,0,0,17,0.0,76.5,0.0,0,0,0,1,0,0,0.0,48,3.2,5.45
Colt McCoy,5609,QB,ARZ,3,-11.43,0,130,1,74.5,94,95,7.9,2.59,0,5,4.9,67.4,64,38,8.6,113,86.9,6,32,,,,,35.9,69.3,82.8,75.1,,,31.8,,0,2,120,28.9,79.3,9.7,11,7,0,1,1,0,0.0,600,6.3,78.7,89,91,5.7,2.34,0,4,4.2,71.4,65,34,7.1,103,79.2,5,25,,,,,31.4,67.8,82.5,75.7,,,27.8,,0,1,108,23.5,86.3,7.8,8,4,0,2,1,0,0.0,559,6.1,68.4,19,20,9.8,2.89,0,1,4.3,60.0,12,6,7.7,27,20.8,1,8,,,,,77.4,67.2,76.1,63.4,,,70.5,,0,1,30,50.0,60.8,11.1,3,3,0,1,0,0,0.0,142,7.1,0,92.9,14,16,-3.5,1.54,0,0,0.0,81.3,13,2,0.0,17,13.1,0,1,,,,,74.5,61.0,74.3,60.7,,,,,0,0,18,0.0,93.0,0.0,0,0,0,2,0,0,0.0,101,6.3,0.96
Jameis Winston,9434,QB,NO,3,-24.35,0,129,20,70.3,101,109,12.8,2.69,1,7,6.0,62.4,68,41,4.2,123,95.3,3,34,,,,,37.4,65.4,83.1,67.0,,,37.5,,1,5,130,26.8,79.6,8.9,11,3,2,4,4,7,5.4,849,7.8,72.6,95,103,11.1,2.53,2,7,6.4,66.0,68,36,1.4,115,89.1,1,33,,,,,34.6,66.8,82.9,69.4,,,29.2,,1,4,122,27.8,86.8,8.7,10,2,2,3,4,6,4.9,813,7.9,63.6,11,12,20.1,3.5,0,0,0.0,41.7,5,6,28.6,14,10.9,2,2,,,,,73.5,55.7,73.7,51.3,,,65.9,,0,1,15,16.7,17.7,7.1,1,1,0,1,0,1,6.7,45,3.8,0,100.0,5,6,-3.8,1.5,1,0,0.0,83.3,5,1,0.0,6,4.7,0,1,,,,,69.6,60.8,71.1,60.6,,,,,0,0,7,0.0,79.2,0.0,0,0,0,0,0,0,0.0,9,1.5,-4.14
P.J. Walker,12134,QB,CAR,6,-4.56,0,119,5,56.8,74,77,12.8,2.62,2,9,11.3,51.9,40,21,4.8,85,71.4,2,26,,,,,84.5,70.1,83.8,65.2,,,79.9,,0,2,89,28.6,79.4,7.1,6,2,0,1,3,5,5.6,588,7.6,69.4,72,74,8.2,2.2,2,7,9.2,60.8,45,18,10.0,84,70.6,5,24,,,,,84.4,70.0,83.7,64.8,,,79.9,,0,2,87,33.3,86.7,7.1,6,2,0,0,3,4,4.6,563,7.6,58.1,31,32,8.9,2.42,0,2,5.9,56.3,18,4,0.0,35,29.4,0,7,,,,,78.6,50.6,76.9,51.7,,,58.3,,0,1,37,0.0,57.8,0.0,0,1,0,1,0,2,5.4,168,5.3,0,89.7,29,29,-2.8,1.39,0,0,0.0,79.3,23,1,11.5,34,28.6,3,5,,,,,78.3,44.7,76.7,46.0,,,58.3,,0,1,35,0.0,72.8,0.0,0,1,0,0,0,1,2.9,143,4.9,-2.36
Bailey Zappe,60396,QB,NE,4,21.74,0,99,19,76.4,72,78,9.4,2.94,3,1,1.2,66.7,52,25,5.5,85,85.9,3,35,,,,,25.0,66.3,0.0,73.7,,,29.9,,0,3,95,24.0,101.3,7.1,6,1,0,3,5,2,2.1,717,9.2,77.4,62,69,5.4,2.65,3,0,0.0,65.2,45,21,6.3,73,73.7,3,23,,,,,24.0,51.4,0.0,61.4,,,27.7,,0,3,83,19.0,66.5,5.5,4,0,0,4,1,2,2.4,386,5.6,87.0,23,23,12.8,3.12,0,1,4.3,87.0,20,5,0.0,26,26.3,0,14,,,,,76.6,92.6,75.6,90.7,,,65.6,,0,0,26,40.0,158.3,7.7,2,1,0,0,4,0,0.0,395,17.2,0,100.0,13,14,-3.5,1.72,0,0,0.0,92.9,13,1,0.0,14,14.1,0,2,,,,,73.2,66.7,73.5,66.1,,,,,0,0,14,0.0,85.7,0.0,0,0,0,1,0,0,0.0,64,4.6,11.58
Kyle Allen,26152,QB,HST,2,-7.65,0,84,13,64.5,62,66,9.1,2.71,2,1,1.4,54.5,36,25,10.0,73,86.9,4,16,,,,,22.5,26.4,81.1,28.6,,,29.3,,0,3,77,20.0,62.4,6.8,5,2,0,2,2,6,7.8,375,5.7,71.1,45,49,6.3,2.5,2,0,0.0,61.2,30,20,6.3,54,64.3,2,12,,,,,24.4,28.4,80.3,33.0,,,29.3,,0,1,56,15.0,81.2,5.6,3,2,0,2,2,3,5.4,270,5.5,60.7,28,28,8.9,2.77,0,1,3.2,53.6,15,6,11.8,30,35.7,2,7,,,,,26.7,31.1,76.5,33.1,,,,,0,3,33,33.3,29.2,6.7,2,0,0,0,0,4,12.1,148,5.3,0,81.8,11,11,-2.6,1.84,0,0,0.0,81.8,9,1,0.0,11,13.1,0,3,,,,,72.4,56.0,72.9,56.1,,,,,0,1,12,0.0,45.1,0.0,0,0,0,0,0,1,8.3,43,3.9,-0.22
John Wolford,46454,QB,LA,2,0.0,0,74,26,63.0,54,57,9.6,3.1,2,2,3.4,59.6,34,33,0.0,69,93.2,0,18,,,,,44.5,38.7,81.3,38.6,,,55.4,,0,3,71,21.2,61.0,10.1,7,5,0,1,1,4,5.6,346,6.1,63.3,30,31,10.2,2.85,1,2,6.3,61.3,19,19,0.0,38,51.4,0,9,,,,,28.4,39.6,80.2,39.0,,,56.7,,0,2,39,31.6,58.5,15.8,6,1,0,0,1,3,7.7,160,5.2,65.5,29,31,6.7,3.23,1,0,0.0,61.3,19,14,0.0,36,48.6,0,11,,,,,78.6,48.0,76.9,48.6,,,57.1,,0,1,37,7.1,70.6,2.8,1,4,0,1,0,1,2.7,230,7.4,0,80.0,5,5,-4.0,2.1,0,0,0.0,80.0,4,0,0.0,5,6.8,0,2,,,,,68.0,65.3,69.9,64.7,,,,,0,0,5,,103.3,0.0,0,0,0,0,0,0,0.0,44,8.8,2.26
Deshaun Watson,11767,QB,CLV,2,7.26,0,72,8,70.6,51,57,10.0,3.05,3,1,1.8,57.9,33,23,8.3,65,90.3,3,19,,,,,83.4,54.9,13.2,48.7,,,77.9,,1,2,67,13.0,69.0,4.6,3,4,1,1,1,3,4.5,375,6.6,75.0,40,47,9.1,3.09,3,1,2.1,57.4,27,16,10.0,54,75.0,3,14,,,,,82.4,61.6,7.8,54.9,,,77.9,,1,0,56,18.8,72.8,5.6,3,4,1,2,0,1,1.8,258,5.5,70.6,17,17,7.8,2.83,0,0,0.0,64.7,11,8,8.3,18,25.0,1,7,,,,,74.5,43.0,74.3,44.2,,,,,0,2,18,0.0,72.5,0.0,0,0,0,0,1,2,11.1,149,8.8,0,100.0,6,7,-2.3,2.76,0,0,0.0,71.4,5,1,16.7,7,9.7,1,2,,,,,69.6,63.8,71.1,63.4,,,,,0,0,7,0.0,80.7,0.0,0,0,0,1,0,0,0.0,32,4.6,3.27
