player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Cade Ballard,102861,QB,ARMY,3,2.41,2.41,1.9,3.4,24,114,69.2,13,13,13.6,1.8,0,1,7.1,61.5,8,4,11.1,14,58.3,1,4,,,,,66.4,67.4,71.4,,67.0,,,,,0,0,15,25.0,90.9,7.1,1,0,0,0,0,0,0.0,117,9.0,85.7,7,8,20.6,3.27,0,2,25.0,75.0,6,7,0.0,10,41.7,0,5,,,,,65.4,92.5,70.1,,91.6,,64.3,,,1,0,10,14.3,156.3,10.0,1,1,0,0,2,0,0.0,192,24.0
Tyler Vander Waal,60615,QB,IDAHO ST,2,2.89,2.83,3.07,,24,186,50.0,8,8,4.3,2.05,0,0,0.0,50.0,4,4,0.0,10,41.7,0,1,,,,,65.6,29.8,70.4,,29.9,,,,,0,1,11,50.0,94.8,20.0,2,0,0,0,1,1,9.1,98,12.3,75.0,8,10,15.5,3.49,1,1,10.0,50.0,5,11,16.7,14,58.3,1,3,,,,,66.2,66.4,71.2,,66.0,,,,,0,0,14,36.4,125.4,28.6,4,0,0,1,1,0,0.0,116,11.6
Cooper Legas,101286,QB,UTAH ST,2,2.62,2.27,2.9,3.98,23,329,58.3,12,13,11.3,1.92,1,0,0.0,46.2,6,2,14.3,15,65.2,1,2,,,,,66.4,50.5,71.4,,47.0,,63.2,,,0,1,15,50.0,21.0,6.7,1,1,0,0,0,0,0.0,33,2.5,33.3,3,4,17.3,3.94,0,0,0.0,25.0,1,4,0.0,8,34.8,0,1,,,,,64.9,51.7,69.5,,52.4,,57.5,,,0,0,8,25.0,39.6,12.5,1,3,0,1,0,0,0.0,7,1.8
Gage Moloney,60414,QB,BRYANT,2,2.68,2.53,2.8,5.2,23,124,66.7,9,9,11.0,2.06,0,0,0.0,55.6,5,3,16.7,9,39.1,1,3,,,,,65.1,71.6,69.8,,71.2,,,,,0,0,9,0.0,67.8,0.0,0,0,0,0,0,0,0.0,42,4.7,60.0,10,10,14.8,3.09,0,1,10.0,60.0,6,6,0.0,14,60.9,0,4,,,,,20.6,85.7,71.2,,82.4,,64.1,,,0,0,14,50.0,112.1,21.4,3,1,0,0,1,1,7.1,64,6.4
Gunnar Gundy,144649,QB,OKLA STATE,1,2.16,1.94,3.7,3.6,23,262,78.6,14,14,8.4,1.61,0,0,0.0,64.3,9,1,18.2,14,60.9,2,4,,,,,66.2,64.3,71.2,,64.0,,,,,0,1,14,0.0,97.3,0.0,0,0,0,0,2,0,0.0,107,7.6,66.7,6,6,4.5,3.01,0,0,0.0,50.0,3,5,25.0,9,39.1,1,2,,,,,65.1,62.6,69.8,,52.3,,69.1,,,0,0,9,20.0,58.3,11.1,1,2,0,0,0,0,0.0,21,3.5
Tai Lavatai,121854,QB,NAVY,2,2.99,2.83,3.4,4.35,23,237,40.0,5,6,12.0,2.08,1,0,0.0,33.3,2,1,0.0,6,26.1,0,1,,,,,64.2,64.6,68.6,,64.3,,,,,0,0,6,0.0,115.3,0.0,0,0,0,0,1,0,0.0,66,11.0,53.8,13,14,23.0,3.31,0,2,13.3,42.9,6,8,14.3,17,73.9,1,7,,,,,66.8,61.4,72.0,,56.7,,68.2,,,0,0,18,12.5,87.8,5.9,1,2,0,1,0,2,11.1,168,12.0
Garrett Nussmeier,146757,QB,LSU,1,2.38,2.38,,,23,211,73.3,15,15,8.3,1.73,0,1,6.3,66.7,10,0,9.1,15,65.2,1,7,,,,,66.5,79.0,71.6,,78.4,,,,,0,0,16,,99.9,0.0,0,0,0,0,0,0,0.0,152,10.1,37.5,8,8,9.8,3.6,0,0,0.0,37.5,3,3,0.0,8,34.8,0,1,,,,,64.9,23.7,69.5,,24.0,,,,,0,2,8,0.0,9.9,0.0,0,0,0,0,0,2,25.0,31,3.9
Isaac McNamee,165191,QB,MURRAY ST,1,2.3,2.3,,,22,236,35.7,14,16,9.4,2.02,2,0,0.0,31.3,5,0,0.0,16,72.7,0,1,,,,,66.7,25.0,71.8,,25.3,,,,,0,2,17,,1.0,0.0,0,0,0,0,0,3,17.6,30,1.9,40.0,5,6,5.6,3.05,0,0,0.0,16.7,1,4,50.0,6,27.3,1,1,,,,,64.2,44.5,68.6,,44.6,,,,,0,0,6,0.0,42.4,0.0,0,0,0,1,0,1,16.7,22,3.7
Michael Appel Jr.,149746,QB,VALPO,1,2.64,2.57,2.5,4.2,22,332,90.9,11,11,2.3,1.6,0,1,9.1,81.8,9,0,10.0,11,50.0,1,3,,,,,65.6,84.8,70.4,,84.1,,,,,0,0,11,,91.7,0.0,0,0,0,0,0,0,0.0,66,6.0,55.6,9,9,16.2,3.67,0,1,11.1,44.4,4,6,20.0,11,50.0,1,3,,,,,65.6,81.2,70.4,,77.5,,64.1,,,0,0,11,16.7,118.3,9.1,1,1,0,0,1,0,0.0,91,10.1
Luca Stanzani,159449,QB,LIUSHAR,2,2.79,2.45,3.9,4.75,22,1298,80.0,10,11,4.1,1.93,1,0,0.0,72.7,8,1,0.0,12,54.5,0,3,,,,,66.0,65.7,71.0,,65.3,,,,,0,0,13,100.0,83.5,8.3,1,0,0,0,0,0,0.0,55,5.0,28.6,7,7,25.0,3.82,0,0,0.0,14.3,1,7,50.0,10,45.5,1,0,,,,,65.4,51.1,70.1,,47.4,,62.8,,,0,0,10,14.3,39.6,10.0,1,2,0,0,0,0,0.0,4,0.6
Isaiah Freeman,167256,QB,LINCOLN,1,3.2,2.87,5.0,4.6,22,380,62.5,8,8,10.3,2.04,0,0,0.0,62.5,5,1,0.0,8,36.4,0,2,,,,,64.9,53.5,69.5,,53.4,,,,,0,0,8,0.0,72.9,0.0,0,0,0,0,0,1,12.5,36,4.5,100.0,9,10,10.3,3.87,0,0,0.0,70.0,7,6,22.2,14,63.6,2,5,,,,,66.2,50.0,71.2,,57.3,,49.3,,,0,0,14,16.7,99.2,7.1,1,3,0,1,0,0,0.0,93,9.3
Darius Perrantes,103934,QB,DUQUESNE,2,2.59,2.34,4.5,5.6,22,155,50.0,16,16,12.1,2.01,0,2,11.1,37.5,6,1,25.0,16,72.7,2,3,,,,,66.8,45.1,72.0,,45.3,,,,,0,1,18,0.0,47.9,0.0,0,0,0,0,1,2,11.1,76,4.8,75.0,4,4,5.3,4.12,0,0,0.0,50.0,2,4,33.3,6,27.3,1,1,,,,,64.2,46.5,68.6,,50.3,,57.0,,,0,1,6,25.0,42.7,16.7,1,1,0,0,0,0,0.0,37,9.3
Brody Whitson,166717,QB,MARS HILL,1,2.8,2.75,3.9,,22,383,41.7,12,12,7.8,1.98,0,0,0.0,33.3,4,3,20.0,12,54.5,1,1,,,,,65.8,28.8,70.7,,29.0,,,,,0,0,12,0.0,43.1,0.0,0,0,0,0,0,2,16.7,38,3.2,71.4,7,9,9.1,3.78,0,0,0.0,55.6,5,7,0.0,10,45.5,0,4,,,,,65.4,61.4,70.1,,61.1,,,,,1,0,10,14.3,81.3,10.0,1,0,0,1,0,0,0.0,71,7.9
Ethan Garbers,131896,QB,UCLA,2,2.31,2.31,,,22,324,85.7,14,14,3.4,1.82,0,0,0.0,78.6,11,0,8.3,14,63.6,1,4,,,,,66.4,35.7,71.4,,35.9,,,,,0,1,15,,102.7,0.0,0,0,0,0,1,2,13.3,141,10.1,75.0,8,8,13.3,3.16,0,0,0.0,75.0,6,0,0.0,8,36.4,0,5,,,,,64.9,61.6,69.5,,61.4,,,,,0,0,8,,107.3,0.0,0,0,0,0,0,0,0.0,82,10.3
Nick Semptimphelter,142984,QB,BUCKNELL,1,3.06,2.56,3.6,5.87,22,125,77.8,9,9,9.6,1.79,0,0,0.0,66.7,6,1,14.3,9,40.9,1,4,,,,,65.6,56.1,70.4,,56.0,,,,,0,1,11,0.0,74.5,0.0,0,0,0,0,1,1,9.1,42,4.7,37.5,8,9,13.1,3.94,0,1,11.1,33.3,3,6,0.0,13,59.1,0,2,,,,,66.0,60.0,71.0,,68.6,,50.5,,,0,0,13,16.7,91.4,7.7,1,3,0,1,1,1,7.7,53,5.9
DJ Williams,138061,QB,MURRAY ST,1,3.03,3.05,2.93,3.2,21,236,71.4,7,7,14.3,1.91,0,0,0.0,57.1,4,3,20.0,8,38.1,1,2,,,,,65.1,65.2,69.8,,64.9,,,,,0,0,9,33.3,82.4,12.5,1,0,0,0,0,0,0.0,55,7.9,57.1,7,9,23.6,3.72,0,1,10.0,44.4,4,10,0.0,13,61.9,0,5,,,,,66.2,60.3,71.2,,55.9,,64.3,,,0,0,14,30.0,128.2,23.1,3,1,0,2,1,0,0.0,152,16.9
Tate Rodemaker,122414,QB,FLORIDA ST,2,3.3,2.76,3.95,7.2,21,167,100.0,5,7,4.8,2.14,1,0,0.0,71.4,5,3,0.0,7,33.3,0,3,,,,,64.9,86.0,69.5,,85.4,,,,,0,0,8,0.0,124.4,0.0,0,0,0,1,1,0,0.0,39,5.6,37.5,8,10,19.1,3.88,1,1,8.3,30.0,3,9,0.0,14,66.7,0,3,,,,,21.8,37.1,71.6,,34.3,,61.5,,,0,2,16,22.2,56.3,14.3,2,2,0,1,1,4,25.0,85,8.5
Ethan Hampton,145858,QB,N ILLINOIS,1,2.09,1.89,4.4,3.6,21,254,76.9,13,15,4.9,1.66,2,0,0.0,66.7,10,3,0.0,15,71.4,0,1,,,,,66.4,58.6,71.4,,58.4,,,,,0,0,15,0.0,93.5,0.0,0,0,0,0,1,0,0.0,49,3.3,50.0,4,4,19.3,3.17,0,0,0.0,50.0,2,2,0.0,6,28.6,0,2,,,,,64.6,39.4,69.1,,40.8,,57.8,,,0,1,7,50.0,95.8,16.7,1,1,0,0,1,0,0.0,75,18.8
Chandler Morris,122938,QB,TCU,1,2.34,2.13,,6.6,21,305,83.3,12,12,2.9,1.46,0,0,0.0,75.0,9,2,10.0,12,57.1,1,4,,,,,65.8,57.9,70.7,,57.7,,,,,0,0,12,0.0,89.6,0.0,0,0,0,0,0,0,0.0,72,6.0,75.0,8,8,8.5,3.52,0,0,0.0,50.0,4,3,33.3,9,42.9,2,2,,,,,65.4,73.3,70.1,,77.1,,57.0,,,0,0,10,0.0,64.1,0.0,0,1,0,0,0,0,0.0,39,4.9
Behren Morton,144747,QB,TEXAS TECH,2,3.26,2.94,4.2,4.77,21,315,80.0,5,5,5.6,1.64,0,0,0.0,80.0,4,0,0.0,5,23.8,0,3,,,,,64.2,68.1,68.6,,67.8,,,,,0,0,6,,104.2,0.0,0,0,0,0,0,0,0.0,45,9.0,58.3,12,12,15.8,3.76,0,0,0.0,58.3,7,6,0.0,16,76.2,0,7,,,,,21.8,61.5,71.6,,67.9,,50.6,,,0,2,16,16.7,86.5,6.3,1,3,0,0,1,1,6.3,137,11.4
Aaron McLaughlin,143998,QB,JVILLE ST,3,3.0,2.45,3.65,5.9,21,196,66.7,6,6,10.5,1.73,0,1,16.7,66.7,4,2,0.0,6,28.6,0,2,,,,,64.2,68.4,68.6,,68.1,,,,,0,0,6,0.0,87.5,0.0,0,0,0,0,0,0,0.0,43,7.2,66.7,9,9,12.3,3.51,0,0,0.0,33.3,3,9,50.0,15,71.4,3,2,,,,,67.3,54.3,0.0,,65.5,,50.2,,,0,1,15,44.4,15.7,26.7,4,2,0,0,0,1,6.7,55,6.1
Carson Beck,124010,QB,GEORGIA,3,2.16,2.2,,3.6,21,173,72.7,11,11,2.8,1.68,0,0,0.0,63.6,7,0,12.5,11,52.4,1,3,,,,,65.6,57.0,70.4,,56.8,,,,,0,0,11,,77.5,0.0,0,0,0,0,0,0,0.0,59,5.4,87.5,8,8,16.5,2.99,0,1,12.5,87.5,7,2,0.0,9,42.9,0,5,,,,,65.1,89.5,69.8,,91.1,,57.0,,,0,0,9,0.0,158.3,0.0,0,1,0,0,1,0,0.0,101,12.6
Eli Sawyer,141870,QB,SE LA,1,2.16,2.13,2.9,,21,294,81.8,11,11,8.0,1.74,0,0,0.0,54.5,6,0,33.3,11,52.4,3,4,,,,,65.6,60.3,70.4,,60.1,,,,,0,0,11,,102.1,0.0,0,0,0,0,1,0,0.0,64,5.8,66.7,9,9,10.2,2.63,0,0,0.0,66.7,6,2,0.0,10,47.6,0,3,,,,,65.4,53.1,70.1,,53.0,,,,,0,0,10,50.0,81.7,10.0,1,0,0,0,0,0,0.0,52,5.8
James Foster,83563,QB,CHARLOTTE,2,3.56,2.93,6.6,5.9,21,136,66.7,6,6,4.7,1.67,0,0,0.0,66.7,4,0,0.0,6,28.6,0,1,,,,,64.6,57.2,69.1,,57.0,,,,,0,0,7,,77.1,0.0,0,0,0,0,0,0,0.0,28,4.7,40.0,10,11,14.4,4.32,0,1,9.1,27.3,3,7,25.0,15,71.4,1,2,,,,,66.4,56.1,71.4,,54.2,,62.1,,,0,1,15,28.6,4.4,13.3,2,2,0,1,0,1,6.7,40,3.6
Jaylan Adams,89133,QB,NORFOLK,3,2.57,2.44,,3.65,20,244,77.8,9,11,5.7,1.82,2,0,0.0,63.6,7,1,0.0,11,55.0,0,3,,,,,65.8,51.1,70.7,,51.0,,,,,0,0,12,0.0,74.4,0.0,0,0,0,0,0,0,0.0,51,4.6,66.7,6,7,17.3,3.48,0,1,12.5,57.1,4,3,0.0,9,45.0,0,3,,,,,65.4,60.7,70.1,,52.8,,68.5,,,0,1,10,0.0,39.9,0.0,0,2,0,1,0,1,10.0,50,7.1
Blaine Espinosa,168181,QB,THMORE,1,2.17,2.07,3.1,,20,1296,80.0,15,15,6.6,1.71,0,0,0.0,60.0,9,4,25.0,15,75.0,3,3,,,,,66.5,61.1,71.6,,60.8,,,,,0,1,16,0.0,36.8,0.0,0,0,0,0,0,0,0.0,45,3.0,100.0,2,3,15.0,3.54,1,0,0.0,33.3,1,3,50.0,5,25.0,1,1,,,,,63.8,40.0,68.1,,40.2,,,,,0,1,5,66.7,20.8,40.0,2,0,0,0,0,1,20.0,22,7.3
Ty Keyes,145417,QB,SO MISS,2,2.6,2.28,,4.37,20,296,61.5,13,13,10.6,1.92,0,1,7.7,61.5,8,2,0.0,13,65.0,0,5,,,,,66.0,61.2,71.0,,60.9,,,,,0,2,13,0.0,105.4,0.0,0,0,0,0,2,1,7.7,226,17.4,50.0,4,4,23.0,3.84,0,1,20.0,50.0,2,4,0.0,7,35.0,0,1,,,,,64.9,64.6,69.5,,66.0,,59.7,,,0,0,8,0.0,131.3,0.0,0,3,0,0,1,0,0.0,46,11.5
Duce Taylor,150493,QB,MORGAN ST,2,2.68,2.65,3.2,,20,235,55.6,9,10,9.8,1.9,1,2,15.4,40.0,4,1,20.0,10,50.0,1,3,,,,,66.0,63.7,71.0,,63.4,,,,,0,1,13,0.0,13.8,0.0,0,0,0,0,0,1,7.7,43,4.3,25.0,8,9,18.8,3.46,0,0,0.0,11.1,1,3,50.0,10,50.0,1,1,,,,,65.4,29.8,70.1,,30.0,,,,,0,2,10,33.3,0.0,10.0,1,0,0,1,0,1,10.0,14,1.6
Elijah McCloskey,154393,QB,TAYLOR,1,2.92,2.57,4.05,4.45,19,402,80.0,5,6,8.8,1.75,1,0,0.0,66.7,4,1,0.0,6,31.6,0,0,,,,,64.2,68.2,68.6,,67.9,,,,,0,0,6,0.0,77.8,0.0,0,0,0,0,0,0,0.0,29,4.8,37.5,8,9,18.0,3.46,0,0,0.0,22.2,2,6,33.3,13,68.4,1,1,,,,,66.0,25.7,71.0,,26.0,,52.6,,,0,1,13,33.3,5.6,15.4,2,2,0,1,0,2,15.4,39,4.3
Christofer Zellous,153319,QB,HAMPTON,1,2.68,1.81,5.65,6.3,19,178,66.7,12,14,9.9,1.73,1,0,0.0,57.1,8,3,0.0,14,73.7,0,5,,,,,66.2,65.1,71.2,,64.7,,,,,1,0,14,0.0,118.2,0.0,0,0,0,0,1,0,0.0,150,10.7,0.0,1,1,13.0,5.36,0,0,0.0,0.0,0,3,,5,26.3,0,0,,,,,63.8,59.0,68.1,,44.6,,68.1,,,0,1,5,66.7,0.0,40.0,2,2,0,0,0,0,0.0,0,0.0
Isaiah Bess,142826,QB,CHARLES SO,2,2.51,2.19,3.7,4.5,19,135,55.6,9,10,5.2,1.61,1,1,10.0,50.0,5,1,0.0,10,52.6,0,1,,,,,65.4,42.0,70.1,,42.2,,,,,0,1,10,0.0,56.7,0.0,0,0,0,0,1,1,10.0,46,4.6,16.7,6,6,26.3,3.51,0,0,0.0,16.7,1,5,0.0,9,47.4,0,2,,,,,65.1,49.8,69.8,,46.7,,61.4,,,0,0,9,20.0,39.6,11.1,1,2,0,0,0,1,11.1,14,2.3
Brady Olson,147415,QB,UMASS,3,2.72,1.97,3.95,5.4,19,216,66.7,12,12,5.3,1.82,0,0,0.0,58.3,7,1,12.5,13,68.4,1,2,,,,,66.0,46.2,71.0,,46.2,,,,,0,1,13,100.0,28.5,7.7,1,0,0,0,0,1,7.7,32,2.7,50.0,2,2,13.5,4.68,0,0,0.0,50.0,1,5,0.0,6,31.6,0,3,,,,,64.2,67.5,68.6,,60.0,,66.0,,,0,0,6,20.0,56.3,16.7,1,3,0,0,0,0,0.0,6,3.0
Carter Cravens,150714,QB,MOREHEAD,2,2.57,2.3,2.1,4.95,19,234,66.7,12,13,7.8,1.88,1,0,0.0,61.5,8,4,0.0,14,73.7,0,3,,,,,66.2,52.9,71.2,,52.8,,,,,0,0,14,25.0,70.7,7.1,1,0,0,0,0,0,0.0,54,4.2,100.0,3,3,11.3,4.5,0,0,0.0,66.7,2,4,33.3,5,26.3,1,3,,,,,63.8,78.1,68.1,,79.4,,61.8,,,0,0,5,0.0,109.0,0.0,0,2,0,0,0,0,0.0,37,12.3
Jacob Millhouse,151568,QB,MILES,1,3.15,2.06,5.5,5.53,19,386,37.5,8,8,10.9,1.8,0,0,0.0,37.5,3,2,0.0,8,42.1,0,2,,,,,64.9,29.3,69.5,,29.4,,,,,0,0,8,0.0,51.6,0.0,0,0,0,0,0,1,12.5,35,4.4,100.0,3,4,5.7,4.54,0,0,0.0,75.0,3,8,0.0,10,52.6,0,4,,,,,65.6,91.3,70.4,,90.5,,71.8,,,0,0,11,25.0,138.5,20.0,2,4,0,1,1,0,0.0,33,8.3
Kyle Crum,158784,QB,S DIEGO ST,1,2.61,2.54,2.7,3.5,18,284,22.2,9,10,10.8,2.06,1,0,0.0,20.0,2,4,0.0,10,55.6,0,1,,,,,65.8,29.0,70.7,,29.2,,,,,0,1,12,0.0,0.0,0.0,0,0,0,0,0,2,16.7,11,1.1,50.0,6,6,12.8,3.29,0,0,0.0,50.0,3,5,0.0,8,44.4,0,2,,,,,64.9,51.8,69.5,,54.5,,57.3,,,0,0,8,20.0,112.5,12.5,1,1,0,0,1,1,12.5,42,7.0
Trexler Ivey,122184,QB,CHARLOTTE,1,3.37,3.19,3.2,6.4,18,136,70.0,10,10,5.5,1.81,0,0,0.0,70.0,7,1,0.0,10,55.6,0,5,,,,,65.4,63.3,70.1,,63.1,,,,,0,0,10,0.0,126.3,0.0,0,0,0,0,1,0,0.0,78,7.8,40.0,5,6,17.6,5.31,0,0,0.0,33.3,2,1,0.0,8,44.4,0,2,,,,,15.7,51.1,69.5,,45.9,,63.7,,,0,0,8,100.0,45.8,12.5,1,1,0,1,0,1,12.5,23,3.8
Luke Altmyer,146802,QB,OLE MISS,3,2.42,2.39,2.9,,18,226,60.0,10,10,8.1,1.87,0,0,0.0,60.0,6,1,0.0,10,55.6,0,5,,,,,65.8,54.3,70.7,,54.2,,,,,0,0,12,0.0,125.0,0.0,0,0,0,0,1,0,0.0,95,9.5,50.0,6,7,14.8,3.11,0,0,0.0,28.6,2,5,33.3,8,44.4,1,2,,,,,65.1,49.6,69.8,,49.7,,,,,0,1,9,20.0,44.9,12.5,1,0,0,1,1,2,22.2,30,4.3
Tyrone Franklin Jr.,151016,QB,BETH COOK,2,3.06,2.47,3.4,4.88,18,119,50.0,8,8,5.0,1.8,0,0,0.0,37.5,3,1,25.0,8,44.4,1,2,,,,,64.9,36.3,69.5,,36.6,,,,,0,3,8,0.0,6.3,0.0,0,0,0,0,0,1,12.5,21,2.6,33.3,3,5,-0.7,4.06,0,0,0.0,0.0,0,6,100.0,10,55.6,1,2,,,,,65.4,52.6,70.1,,27.7,,75.8,,,0,0,10,16.7,39.6,10.0,1,4,0,2,0,1,10.0,0,0.0
Drew Allar,164157,QB,PENN STATE,3,2.76,2.42,3.8,4.65,17,266,85.7,7,7,1.4,1.57,0,0,0.0,85.7,6,1,0.0,7,41.2,0,5,,,,,64.6,68.9,69.1,,68.6,,,,,0,0,7,0.0,97.6,0.0,0,0,0,0,0,0,0.0,52,7.4,71.4,7,7,20.7,3.6,0,3,42.9,57.1,4,4,20.0,10,58.8,1,4,,,,,65.4,91.9,70.1,,92.3,,61.7,,,0,0,10,25.0,141.4,10.0,1,2,0,0,2,0,0.0,91,13.0
Cam Ransom,147110,QB,MCNEESE,2,3.45,2.86,4.26,5.9,17,217,33.3,6,6,9.2,1.93,0,0,0.0,16.7,1,2,50.0,6,35.3,1,0,,,,,64.6,40.5,69.1,,40.7,,,,,0,0,7,0.0,39.6,0.0,0,0,0,0,0,0,0.0,2,0.3,100.0,4,5,9.8,4.28,0,0,0.0,60.0,3,7,25.0,11,64.7,1,4,,,,,7.4,45.4,70.4,,38.9,,64.3,,,0,1,11,71.4,48.3,45.5,5,1,0,1,0,2,18.2,43,8.6
Cade Klubnik,156253,QB,CLEMSON,3,3.48,3.06,6.9,6.4,17,140,71.4,7,8,4.6,1.8,0,0,0.0,50.0,4,1,20.0,8,47.1,1,1,,,,,64.9,64.1,69.5,,63.8,,,,,0,0,8,0.0,95.8,0.0,0,0,0,1,1,0,0.0,15,1.9,50.0,6,7,13.3,4.98,0,0,0.0,42.9,3,5,0.0,9,52.9,0,3,,,,,65.6,52.4,70.4,,51.0,,60.5,,,0,0,11,20.0,68.2,11.1,1,1,0,1,0,1,9.1,51,7.3
Connor Jordan,99120,QB,STTHOM,1,2.42,2.04,4.7,3.2,17,1129,75.0,12,12,5.2,1.74,0,0,0.0,66.7,8,1,11.1,12,70.6,1,4,,,,,65.8,36.0,70.7,,36.3,,,,,0,1,12,0.0,47.6,0.0,0,0,0,0,0,1,8.3,71,5.9,50.0,2,2,14.0,4.04,0,0,0.0,50.0,1,4,0.0,5,29.4,0,1,,,,,63.8,47.7,68.1,,50.4,,57.8,,,0,0,5,50.0,60.4,40.0,2,1,0,0,0,0,0.0,8,4.0
Parker Navarro,123758,QB,OHIO,2,2.87,2.29,3.7,5.1,17,259,50.0,8,9,1.3,2.02,1,0,0.0,44.4,4,3,0.0,9,52.9,0,2,,,,,65.1,44.9,69.8,,45.0,,,,,0,0,9,0.0,52.5,0.0,0,0,0,0,0,0,0.0,29,3.2,50.0,2,3,14.5,3.83,0,0,0.0,33.3,1,5,0.0,8,47.1,0,2,,,,,1.9,26.4,69.5,,24.3,,61.7,,,0,0,8,60.0,49.3,37.5,3,2,0,1,0,2,25.0,14,4.7
Jaylen Gipson,60561,QB,N ALABAMA,1,2.36,2.13,2.4,5.1,16,389,66.7,9,9,5.2,1.94,0,0,0.0,66.7,6,3,0.0,11,68.8,0,2,,,,,65.6,42.2,70.4,,42.2,,,,,0,1,11,66.7,40.7,18.2,2,0,0,0,0,1,9.1,49,5.4,0.0,2,3,16.0,3.3,0,0,0.0,0.0,0,4,,5,31.3,0,0,,,,,63.8,35.9,68.1,,38.5,,57.3,,,1,0,5,25.0,39.6,20.0,1,1,0,0,0,0,0.0,0,0.0
Logan Fife,128176,QB,FRESNO ST,1,2.68,2.17,4.1,4.6,16,169,90.0,10,10,1.3,1.81,0,0,0.0,90.0,9,0,0.0,10,62.5,0,6,,,,,65.4,73.6,70.1,,73.2,,,,,0,0,10,,114.6,0.0,0,0,0,0,0,0,0.0,115,11.5,100.0,2,2,8.5,4.13,0,0,0.0,100.0,2,5,0.0,6,37.5,0,2,,,,,64.2,66.4,68.6,,58.9,,64.3,,,0,0,6,60.0,118.8,50.0,3,1,0,0,0,0,0.0,25,12.5
Max Conard,161073,QB,MO S&T,1,2.41,2.41,,,16,387,55.6,9,9,5.9,1.69,0,0,0.0,44.4,4,0,20.0,9,56.3,1,2,,,,,65.1,26.4,69.8,,26.6,,,,,0,2,9,,19.9,0.0,0,0,0,0,0,3,33.3,44,4.9,50.0,6,7,6.3,3.33,0,0,0.0,28.6,2,2,33.3,7,43.8,1,0,,,,,64.9,51.5,69.5,,51.5,,,,,0,0,8,0.0,39.6,0.0,0,0,0,1,0,0,0.0,17,2.4
AJ Mayer,63860,QB,ARK STATE,2,2.46,2.39,,2.95,16,113,75.0,8,8,1.6,1.77,0,0,0.0,75.0,6,1,0.0,8,50.0,0,1,,,,,64.9,53.2,69.5,,53.1,,,,,0,0,8,0.0,77.1,0.0,0,0,0,0,0,0,0.0,19,2.4,80.0,5,6,5.2,3.15,0,0,0.0,66.7,4,3,0.0,8,50.0,0,2,,,,,64.9,55.8,69.5,,62.2,,53.6,,,0,0,8,0.0,84.7,0.0,0,2,0,1,0,0,0.0,39,6.5
Jameson Wang,148782,QB,CORNELL,1,2.91,2.23,3.4,4.48,15,147,71.4,7,7,6.4,1.9,0,0,0.0,42.9,3,1,40.0,7,46.7,2,2,,,,,64.6,71.4,69.1,,71.0,,,,,0,0,7,0.0,92.3,0.0,0,0,0,0,1,0,0.0,25,3.6,66.7,3,3,9.0,3.79,0,0,0.0,66.7,2,3,0.0,8,53.3,0,3,,,,,65.1,48.4,69.8,,50.1,,55.8,,,0,0,9,33.3,120.8,12.5,1,4,0,0,1,1,11.1,17,5.7
TJ Goodwin,100826,QB,MS VLY ST,1,2.47,2.48,1.5,3.3,15,228,28.6,7,8,16.9,1.92,0,1,12.5,12.5,1,4,50.0,9,60.0,1,0,,,,,65.1,65.6,69.8,,65.3,,,,,1,0,9,25.0,39.6,11.1,1,0,0,0,0,0,0.0,4,0.5,50.0,4,5,19.3,3.28,0,0,0.0,40.0,2,3,0.0,6,40.0,0,2,,,,,64.2,61.3,68.6,,55.8,,63.7,,,1,0,6,0.0,47.9,0.0,0,1,0,0,0,0,0.0,12,2.4
