"player","team_name","avg_depth_of_target","contested_receptions","contested_targets","drops","grades_offense","grades_pass_route","inline_snaps","pass_plays","receptions","routes","slot_snaps","targeted_qb_rating","targets","touchdowns","wide_snaps","yards","yards_after_catch","yards_after_catch_per_reception","yards_per_reception","yprr","week","join"
"Adam Thielen","MIN",12.5,0,1,0,57.7,54.6,0,40,2,38,13,48.6,6,0,27,27,-4,-2,13.5,0.71,13,"MIN13"
"Chris Olave","NO",12.2,0,1,1,68.2,67.8,0,27,4,26,7,102.8,6,0,20,65,19,4.8,16.3,2.5,13,"NO13"
"James Cook","BUF",0.2,0,0,0,69.6,68.1,0,16,6,15,2,95.1,6,0,1,41,40,6.7,6.8,2.73,13,"BUF13"
"Austin Ekeler","LAC",1,0,1,0,59,45.4,0,34,5,30,5,103.5,6,0,3,53,69,13.8,10.6,1.77,13,"LAC13"
"Kylen Granson","IND",7.3,0,1,0,58.9,67.9,13,24,4,22,10,31.3,6,0,1,19,6,1.5,4.8,0.86,13,"IND13"
"D.J. Chark Jr.","DET",18,3,4,0,77.8,76.6,0,42,5,41,6,118.8,6,0,36,98,8,1.6,19.6,2.39,13,"DET13"
"Gerald Everett","LAC",7.3,0,1,0,76.7,76.2,14,38,5,35,15,118.8,6,0,9,80,65,13,16,2.29,13,"LAC13"
"Christian Watson","GB",21.3,1,1,0,73.7,68.6,0,33,3,30,10,116.7,6,1,23,48,7,2.3,16,1.6,13,"GB13"
"Elijah Moore","NYJ",9.8,0,1,0,48.4,47.1,0,46,2,45,34,42.4,6,0,12,7,9,4.5,3.5,0.16,13,"NYJ13"
"Allen Lazard","GB",12.3,0,0,0,72.2,76.8,1,34,5,31,12,113.2,6,0,21,67,20,4,13.4,2.16,13,"GB13"
"Leonard Fournette","TB",-0.2,0,0,0,68.8,72.5,0,38,6,32,1,88.9,6,0,0,32,33,5.5,5.3,1,13,"TB13"
"Robert Woods","TEN",8.8,1,3,1,47.1,47,0,35,1,34,11,39.6,5,0,24,6,0,0,6,0.18,13,"TEN13"
"Mark Ingram II","NO",-0.2,0,0,0,76.5,69,0,16,5,10,0,85,5,0,0,22,23,4.6,4.4,2.2,13,"NO13"
"Noah Fant","SEA",8.8,0,0,0,75.6,78.7,11,28,4,21,14,141.3,5,1,1,42,21,5.3,10.5,2,13,"SEA13"
"Olamide Zaccheaus","ATL",20.4,0,0,0,60.8,60.3,0,22,2,22,15,47.9,5,0,7,13,5,2.5,6.5,0.59,13,"ATL13"
"David Montgomery","CHI",0.6,0,0,1,65.8,44.4,0,21,4,19,4,79.2,5,0,0,6,6,1.5,1.5,0.32,13,"CHI13"
"Saquon Barkley","NYG",-4.4,0,0,0,62.7,59.5,2,36,5,26,2,81.7,5,0,0,18,40,8,3.6,0.69,13,"NYG13"
"Jakobi Meyers","NE",7,0,1,0,56.3,59.9,0,26,3,24,18,70.4,5,0,7,22,10,3.3,7.3,0.92,13,"NE13"
"Jordan Akins","HST",2.4,0,0,1,57.9,50.2,16,26,3,24,6,69.6,5,0,4,21,17,5.7,7,0.88,13,"HST13"
"Travis Kelce","KC",6.8,0,1,0,67.7,64.1,9,28,4,27,17,113.3,5,0,2,56,44,11,14,2.07,13,"KC13"
"Isaiah McKenzie","BUF",4.2,0,0,0,75.9,74.6,0,28,5,26,24,103.3,5,0,4,44,23,4.6,8.8,1.69,13,"BUF13"
"Aaron Jones","GB",-2.2,0,0,0,71.7,71.2,1,12,5,11,7,86.7,5,0,1,24,35,7,4.8,2.18,13,"GB13"
"Austin Hooper","TEN",9.2,1,2,0,68.7,67.9,7,22,3,21,11,70.4,5,0,4,22,2,0.7,7.3,1.05,13,"TEN13"
"Daniel Bellinger","NYG",0.4,1,1,0,47.6,52,24,40,5,33,9,86.7,5,0,7,24,22,4.4,4.8,0.73,13,"NYG13"
"Jaylen Waddle","MIA",16,0,0,0,51.7,52.2,0,20,1,20,2,39.6,5,0,18,9,0,0,9,0.45,13,"MIA13"
"Tyler Boyd","CIN",12.4,0,0,1,60.3,63,1,39,4,34,34,116.7,5,0,4,60,14,3.5,15,1.76,13,"CIN13"
"Zonovan Knight","NYJ",-5,0,0,0,78.7,72.5,1,29,5,25,0,90,5,0,2,28,53,10.6,5.6,1.12,13,"NYJ13"
"Tutu Atwell","LA",25,0,0,0,78,81,0,18,2,18,11,35.8,5,0,7,48,16,8,24,2.67,13,"LA13"
"Pat Freiermuth","PIT",12.2,1,1,0,91.1,92,10,18,3,17,5,104.2,5,0,3,76,53,17.7,25.3,4.47,13,"PIT13"
"Brevin Jordan","HST",5.8,0,0,1,56.2,65,8,17,4,12,5,105,5,0,4,46,17,4.3,11.5,3.83,13,"HST13"
"Tyler Higbee","LA",4.6,0,2,0,65.8,60.4,28,29,2,20,0,47.9,5,0,1,14,8,4,7,0.7,13,"LA13"
"DeVante Parker","NE",14,0,2,0,56.7,57.2,0,34,2,31,1,48.8,5,0,33,16,5,2.5,8,0.52,13,"NE13"
"Chigoziem Okonkwo","TEN",4.2,1,2,0,76.4,83.5,8,21,4,20,9,118.8,5,0,4,68,44,11,17,3.4,13,"TEN13"
"Justin Jackson","DET",-0.8,0,0,2,41.4,28.6,0,12,3,10,0,67.9,5,0,1,19,22,7.3,6.3,1.9,13,"DET13"
"Hunter Henry","NE",6.8,0,1,1,43.9,48.1,19,34,2,30,11,47.9,5,0,2,13,6,3,6.5,0.43,13,"NE13"
"Julio Jones","TB",19.2,0,0,0,57.9,58.5,0,42,3,38,16,75.4,5,0,26,28,12,4,9.3,0.74,13,"TB13"
"T.J. Hockenson","MIN",8.4,1,1,0,65,64.5,20,39,4,35,15,94.2,5,0,4,33,11,2.8,8.3,0.94,13,"MIN13"
"Marquez Valdes-Scantling","KC",33.2,1,2,1,71.8,70.5,0,20,2,19,8,87.5,5,0,12,71,5,2.5,35.5,3.74,13,"KC13"
"Latavius Murray","DEN",-2.3,0,0,0,70.4,64.7,0,18,4,13,0,81.3,4,0,0,14,23,5.8,3.5,1.08,13,"DEN13"
"Tony Jones Jr.","SEA",-3.8,0,1,1,50.8,30.5,0,16,2,14,2,22.9,4,0,1,18,20,10,9,1.29,13,"SEA13"
"Jack Stoll","PHI",14.8,0,0,0,60.3,56,17,33,3,29,14,107.3,4,0,2,41,11,3.7,13.7,1.41,13,"PHI13"
"Parris Campbell","IND",7.8,0,0,0,69,70.3,0,34,4,32,32,111.5,4,0,2,43,12,3,10.8,1.34,13,"IND13"
"JuJu Smith-Schuster","KC",6.5,0,1,0,67.1,69.8,0,26,3,25,10,101,4,0,16,35,29,9.7,11.7,1.4,13,"KC13"
"Brandon Powell","LA",-3.5,0,0,0,90.1,81.1,0,12,4,12,10,107.3,4,0,2,39,53,13.3,9.8,3.25,13,"LA13"
"Isaiah Likely","BLT",5.3,1,1,0,72.4,71.3,6,16,4,15,9,97.9,4,0,1,30,9,2.3,7.5,2,13,"BLT13"
"Jerry Jeudy","DEN",15,0,0,0,82.2,80.3,0,11,4,10,5,118.8,4,0,6,65,5,1.3,16.3,6.5,13,"DEN13"
"Jonathan Taylor","IND",-3.5,0,0,1,65.5,43.6,0,36,3,27,0,86.5,4,0,0,21,34,11.3,7,0.78,13,"IND13"
"Mike Evans","TB",14,2,2,0,67.7,67,0,52,4,48,10,118.8,4,0,42,59,3,0.8,14.8,1.23,13,"TB13"
"Alec Ingold","MIA",1,0,0,1,47.9,40.3,5,18,3,13,2,80.2,4,0,0,15,15,5,5,1.15,13,"MIA13"
"D'Andre Swift","DET",-1.5,0,0,0,67.4,55.5,0,24,4,22,2,117.7,4,0,4,49,55,13.8,12.3,2.23,13,"DET13"
"Logan Thomas","WAS",6.8,0,0,0,46.5,58.1,5,31,3,28,24,85.4,4,0,2,20,10,3.3,6.7,0.71,13,"WAS13"
"Van Jefferson","LA",17.5,1,1,0,64.1,63.2,0,37,2,36,4,84.4,4,0,33,39,7,3.5,19.5,1.08,13,"LA13"
"Rashid Shaheed","NO",14.8,0,0,0,72.5,74.9,0,25,4,24,4,118.8,4,0,20,75,16,4,18.8,3.13,13,"NO13"
"Tee Higgins","CIN",12.3,2,2,0,67.6,65.5,0,41,3,35,8,140.6,4,1,33,35,13,4.3,11.7,1,13,"CIN13"
"Randall Cobb","GB",19,0,0,1,47.6,43.6,0,15,0,13,7,39.6,4,0,8,0,0,NA,NA,0,13,"GB13"
"Marvin Jones Jr.","JAX",18.5,1,1,0,56.9,56.8,0,28,1,28,3,44.8,4,0,25,17,1,1,17,0.61,13,"JAX13"
"Equanimeous St. Brown","CHI",22,0,1,0,65.2,71.7,0,20,3,19,7,77.1,4,0,13,85,13,4.3,28.3,4.47,13,"CHI13"
"Josh Reynolds","DET",4.5,0,0,0,58.5,56.4,0,36,3,33,20,84.4,4,0,16,19,5,1.7,6.3,0.58,13,"DET13"
"Teagan Quitoriano","HST",17,0,1,0,45.7,44.9,20,27,0,18,6,0,3,0,1,0,0,NA,NA,0,13,"HST13"
"Dameon Pierce","HST",0,0,0,0,74.6,62.4,0,26,3,19,1,97.2,3,0,2,22,22,7.3,7.3,1.16,13,"HST13"
"Tyquan Thornton","NE",24,0,0,0,71.6,70.3,0,16,2,14,3,100.7,3,0,13,31,4,2,15.5,2.21,13,"NE13"
"Adam Trautman","NO",2.3,0,0,0,56.6,69.1,14,23,2,18,6,96.5,3,0,3,28,30,15,14,1.56,13,"NO13"
"Kyle Juszczyk","SF",2.3,1,1,0,63.6,68.2,6,20,3,15,3,122.9,3,1,2,12,5,1.7,4,0.8,13,"SF13"
"George Kittle","SF",5.7,0,1,1,54.9,51.9,24,48,2,42,10,88.2,3,0,13,22,9,4.5,11,0.52,13,"SF13"
"Taysom Hill","NO",18.3,0,1,0,79.8,62.4,1,16,2,13,8,145.8,3,1,5,35,7,3.5,17.5,2.69,13,"NO13"
"Antonio Gibson","WAS",1.3,0,0,0,71.7,59.9,0,30,2,23,2,85.4,3,0,3,20,17,8.5,10,0.87,13,"WAS13"
"Jarvis Landry","NO",6.3,0,0,0,62.8,62.9,0,24,2,23,18,77.1,3,0,6,14,9,4.5,7,0.61,13,"NO13"
"Zach Pascal","PHI",10,2,3,0,62.8,62.7,0,15,2,14,12,79.9,3,0,2,16,0,0,8,1.14,13,"PHI13"
"Dare Ogunbowale","HST",-1.3,0,0,0,61.8,58.9,0,12,2,9,2,36.1,3,0,0,13,15,7.5,6.5,1.44,13,"HST13"
"K.J. Osborn","MIN",8.3,0,0,0,55,57.8,0,33,2,29,15,81.3,3,0,18,17,6,3,8.5,0.59,13,"MIN13"
"Stone Smartt","LAC",5,0,0,0,55.9,55.7,2,13,2,13,9,70.1,3,0,2,3,1,0.5,1.5,0.23,13,"LAC13"
"Tony Pollard","DAL",2,0,1,1,69.1,43.3,0,15,2,14,1,78.5,3,0,1,15,17,8.5,7.5,1.07,13,"DAL13"
"Bennett Skowronek","LA",11.7,0,1,0,64.9,65.6,2,35,2,30,9,99.3,3,0,24,30,10,5,15,1,13,"LA13"
"Richie James Jr.","NYG",5.3,1,1,0,60.1,60.8,0,22,3,22,17,94.4,3,0,4,20,4,1.3,6.7,0.91,13,"NYG13"
"Michael Pittman Jr.","IND",3.3,0,0,0,58.7,59,0,42,2,40,7,79.9,3,0,35,16,10,5,8,0.4,13,"IND13"
"Kenneth Gainwell","PHI",2.3,0,0,0,68.3,82.2,0,15,3,12,0,118.8,3,0,1,38,31,10.3,12.7,3.17,13,"PHI13"
"Phillip Dorsett","HST",6.7,0,0,0,58.6,56.5,0,34,2,31,9,82.6,3,0,25,18,8,4,9,0.58,13,"HST13"
"DeSean Jackson","BLT",10.3,0,0,0,54.2,54.4,0,21,2,20,2,71.5,3,0,19,10,6,3,5,0.5,13,"BLT13"
"Jelani Woods","IND",8.3,0,1,0,74.6,72.5,3,12,2,11,5,96.5,3,0,4,28,13,6.5,14,2.55,13,"IND13"
"Foster Moreau","LV",19,0,1,1,51,55.1,17,29,1,21,7,74.3,3,0,5,32,7,7,32,1.52,13,"LV13"
"Ezekiel Elliott","DAL",0.7,1,1,0,66.3,60.6,0,18,3,15,0,86.1,3,0,0,14,12,4,4.7,0.93,13,"DAL13"
"Hayden Hurst","CIN",13.3,2,2,0,70.5,71.6,3,6,2,6,0,74.3,3,0,3,12,0,0,6,2,13,"CIN13"
"River Cracraft","MIA",13,0,0,0,70.8,69.4,0,15,2,15,2,97.9,3,0,13,29,3,1.5,14.5,1.93,13,"MIA13"
"Dalvin Cook","MIN",-0.7,0,1,0,57.3,54.9,5,28,2,21,0,70.1,3,0,0,-3,2,1,-1.5,-0.14,13,"MIN13"
"Braxton Berrios","NYJ",-0.7,0,0,0,59.2,59,0,13,2,12,7,70.1,3,0,4,9,15,7.5,4.5,0.75,13,"NYJ13"
"Trent Sherfield","MIA",15.3,0,0,0,60,63.8,0,26,1,26,11,121.5,3,1,15,75,64,64,75,2.88,13,"MIA13"
"Jauan Jennings","SF",7.7,0,0,0,49.5,54,0,21,2,19,14,104.9,3,0,7,34,16,8,17,1.79,13,"SF13"
"Derrick Henry","TEN",1.3,0,1,0,57.3,58.8,0,18,2,15,0,70.1,3,0,1,8,6,3,4,0.53,13,"TEN13"
"Donovan Peoples-Jones","CLV",8,0,0,0,58.5,65.2,0,23,3,23,8,118.8,3,0,15,44,20,6.7,14.7,1.91,13,"CLV13"
"Kenyan Drake","BLT",12,0,0,0,52.3,62.7,0,23,2,15,2,41.7,3,0,1,17,16,8,8.5,1.13,13,"BLT13"
"Chris Moore","HST",6.7,1,1,0,62.1,66.1,0,19,3,19,10,118.8,3,0,9,46,26,8.7,15.3,2.42,13,"HST13"
"A.J. Dillon","GB",1.7,0,0,0,74.7,72.6,2,26,3,20,0,102.8,3,0,1,26,21,7,8.7,1.3,13,"GB13"
"Travis Etienne","JAX",-2.7,0,0,0,49.3,57.8,0,35,3,26,0,83.3,3,0,4,12,20,6.7,4,0.46,13,"JAX13"
"Demetric Felton","CLV",5,0,0,0,49.8,51.4,0,16,0,16,12,39.6,2,0,4,0,0,NA,NA,0,13,"CLV13"
"Cam Sims","WAS",5.5,0,1,0,60.1,59.8,0,3,1,3,0,56.3,2,0,3,-2,0,0,-2,-0.67,13,"WAS13"
"Miles Sanders","PHI",-2,0,0,0,67,59.8,0,24,2,18,5,95.8,2,0,0,14,18,9,7,0.78,13,"PHI13"
"Isiah Pacheco","KC",-2.5,0,0,0,70.8,67.6,0,11,2,10,1,100,2,0,1,16,21,10.5,8,1.6,13,"KC13"
"Devin Singletary","BUF",-3.5,0,0,2,53.4,25.3,0,15,0,13,1,39.6,2,0,0,0,0,NA,NA,0,13,"BUF13"
"Brock Wright","DET",0.5,0,0,0,59.8,78,12,17,2,11,2,118.8,2,0,3,25,24,12,12.5,2.27,13,"DET13"
"Marquise Goodwin","SEA",18.5,0,1,0,58.9,58.7,0,23,1,22,12,79.2,2,0,11,17,5,5,17,0.77,13,"SEA13"
"Nelson Agholor","NE",7.5,0,0,0,60.5,60.3,0,22,2,20,9,102.1,2,0,13,17,2,1,8.5,0.85,13,"NE13"
"James Proche","BLT",1.5,0,0,0,44,55.9,0,11,2,9,8,85.4,2,0,3,9,6,3,4.5,1,13,"BLT13"
"Will Dissly","SEA",3,0,0,0,61,59.2,18,23,2,20,3,112.5,2,0,1,22,16,8,11,1.1,13,"SEA13"
"Nyheim Hines","BUF",6.5,0,0,0,60.6,70.1,0,13,1,10,6,87.5,2,0,0,21,14,14,21,2.1,13,"BUF13"
"Dante Pettis","CHI",19.5,0,0,0,50.6,51.5,0,23,1,22,19,33.3,2,0,4,14,0,0,14,0.64,13,"CHI13"
"Jeff Wilson Jr.","MIA",14,0,0,0,48.9,46.8,1,16,0,14,2,0,2,0,0,0,0,NA,NA,0,13,"MIA13"
"Kalif Raymond","DET",5,1,1,0,52.5,56.3,0,10,2,9,6,91.7,2,0,4,12,2,1,6,1.33,13,"DET13"
"Jonnu Smith","NE",-0.5,0,0,0,55.9,55.6,5,12,2,9,6,79.2,2,0,0,6,7,3.5,3,0.67,13,"NE13"
"KhaDarel Hodge","ATL",31,0,1,0,58.4,58.6,0,2,0,2,1,39.6,2,0,1,0,0,NA,NA,0,13,"ATL13"
"Jerick McKinnon","KC",-2,0,0,0,68.9,65.3,0,17,2,13,1,125,2,1,0,9,13,6.5,4.5,0.69,13,"KC13"
"Kendrick Bourne","NE",6,0,0,1,53.6,54.1,0,17,1,16,3,75,2,0,14,15,6,6,15,0.94,13,"NE13"
"Steven Sims","PIT",14,0,1,0,45.7,46.6,0,12,0,12,9,39.6,2,0,3,0,0,NA,NA,0,13,"PIT13"
"Kareem Hunt","CLV",8,0,0,0,77.8,83.8,0,13,2,13,1,104.2,2,0,1,18,2,1,9,1.38,13,"CLV13"
"Robert Tonyan","GB",10.5,0,1,0,48.4,49.3,9,19,1,18,6,64.6,2,0,4,10,6,6,10,0.56,13,"GB13"
"Anthony Firkser","ATL",9.5,0,0,0,69,65,1,12,2,12,10,116.7,2,0,1,24,5,2.5,12,2,13,"ATL13"
"Noah Brown","DAL",6.5,0,0,0,49.5,51.2,0,30,2,28,14,97.9,2,0,16,15,2,1,7.5,0.54,13,"DAL13"
"Austin Trammell","LA",8,0,0,0,67.2,65.9,0,9,1,8,8,60.4,2,0,1,8,0,0,8,1,13,"LA13"
"Ashton Dulin","IND",11.5,0,1,0,64.9,65.1,1,10,1,10,7,72.9,2,1,2,14,0,0,14,1.4,13,"IND13"
"George Pickens","PIT",6,0,0,0,54.5,52,0,27,1,27,10,56.3,2,0,17,2,0,0,2,0.07,13,"PIT13"
"Jaylen Warren","PIT",-0.5,0,0,0,67.5,62.2,0,9,2,8,0,95.8,2,0,1,14,15,7.5,7,1.75,13,"PIT13"
"Marcus Jones","NE",-4,0,0,0,91.1,86.9,0,3,2,3,3,158.3,2,1,0,51,59,29.5,25.5,17,13,"NE13"
"Brian Robinson Jr.","WAS",-1,0,0,0,79.4,88.2,0,15,2,10,1,97.9,2,0,0,15,17,8.5,7.5,1.5,13,"WAS13"
"Durham Smythe","MIA",9,0,0,0,60.1,63,14,21,2,14,5,110.4,2,0,1,21,3,1.5,10.5,1.5,13,"MIA13"
"Jake Ferguson","DAL",-2.5,0,0,0,53.4,55.1,9,9,2,6,0,79.2,2,0,0,-1,4,2,-0.5,-0.17,13,"DAL13"
"Alvin Kamara","NO",1,0,0,0,60.5,84.6,0,18,2,17,1,89.6,2,0,2,11,9,4.5,5.5,0.65,13,"NO13"
"DeAndre Carter","LAC",18.5,1,1,1,45.1,46.1,0,42,1,42,9,72.9,2,0,33,14,-1,-1,14,0.33,13,"LAC13"
"Josh Jacobs","LV",0,0,0,0,79.3,28.2,0,20,2,15,1,79.2,2,0,0,6,6,3,3,0.4,13,"LV13"
"Scotty Miller","TB",21.5,1,2,0,66.7,65.4,0,9,1,9,2,58.3,2,0,7,7,1,1,7,0.78,13,"TB13"
"Justice Hill","BLT",-4.5,0,0,0,36.4,27.4,0,15,2,11,3,79.2,2,0,0,4,13,6.5,2,0.36,13,"BLT13"
"Alexander Mattison","MIN",-5.5,0,0,0,72,57.1,3,13,2,11,0,79.2,2,0,0,4,15,7.5,2,0.36,13,"MIN13"
"Dontrell Hilliard","TEN",4.5,0,0,0,57.9,58.8,2,18,2,15,0,95.8,2,0,1,14,5,2.5,7,0.93,13,"TEN13"
"Ko Kieft","TB",4.5,0,0,1,47.1,31.6,6,9,1,4,0,68.8,2,0,0,12,9,9,12,3,13,"TB13"
"Nick Westbrook-Ikhine","TEN",5,0,0,1,45.5,46.5,0,35,1,34,15,56.3,2,0,20,4,2,2,4,0.12,13,"TEN13"
"Benny Snell Jr.","PIT",2,0,0,0,80.4,79,0,3,1,2,0,112.5,1,0,0,11,9,9,11,5.5,13,"PIT13"
"Ameer Abdullah","LV",22,0,0,0,54.9,52.7,0,11,0,9,0,39.6,1,0,1,0,0,NA,NA,0,13,"LV13"
"Tyler Kroft","SF",14,0,0,0,78.6,71,7,9,1,7,1,118.8,1,0,1,14,0,0,14,2,13,"SF13"
"MyCole Pruitt","ATL",1,0,0,0,64.8,74.1,8,12,1,5,1,135.4,1,1,1,7,6,6,7,1.4,13,"ATL13"
"C.J. Uzomah","NYJ",17,0,0,0,51,56.7,18,25,1,20,6,118.8,1,0,1,31,14,14,31,1.55,13,"NYJ13"
"Geoff Swaim","TEN",-1,0,0,0,67.5,54.7,9,9,1,5,0,83.3,1,0,0,4,5,5,4,0.8,13,"TEN13"
"Damiere Byrd","ATL",7,0,0,0,55.2,55.5,0,12,1,12,0,116.7,1,0,12,12,5,5,12,1,13,"ATL13"
"Chris Manhertz","JAX",13,0,0,0,59.7,46.9,7,7,0,6,0,39.6,1,0,0,0,0,NA,NA,0,13,"JAX13"
"Laquon Treadwell","SEA",-1,0,0,0,55.7,55.9,0,9,1,9,4,79.2,1,0,5,1,2,2,1,0.11,13,"SEA13"
"Derek Watt","PIT",4,0,0,0,63.6,58.9,1,4,1,3,2,79.2,1,0,0,3,-1,-1,3,1,13,"PIT13"
"Marlon Mack","DEN",4,0,0,0,69.7,63.9,0,3,1,2,0,91.7,1,0,0,6,2,2,6,3,13,"DEN13"
"Jamal Agnew","JAX",5,0,0,1,60.5,55.2,0,7,0,6,3,39.6,1,0,4,0,0,NA,NA,0,13,"JAX13"
"Mo Alie-Cox","IND",-3,0,0,0,40.9,27.7,11,12,1,10,0,91.7,1,0,1,6,9,9,6,0.6,13,"IND13"
"C.J. Board","TEN",6,0,0,0,54.4,54.6,0,10,1,10,2,91.7,1,0,8,6,0,0,6,0.6,13,"TEN13"
"Johnny Mundt","MIN",0,0,0,0,61.4,76.9,7,8,1,6,0,116.7,1,0,1,12,12,12,12,2,13,"MIN13"
"Pharaoh Brown","CLV",-1,0,0,0,76.4,71.4,10,11,1,9,1,112.5,1,0,0,11,12,12,11,1.22,13,"CLV13"
"Matt Breida","NYG",-2,0,0,0,61.4,61.3,0,6,1,5,0,83.3,1,0,0,4,6,6,4,0.8,13,"NYG13"
"Samori Toure","GB",4,0,0,0,53.7,54.3,0,10,1,9,5,95.8,1,0,5,7,3,3,7,0.78,13,"GB13"
"Harrison Bryant","CLV",-1,0,0,0,54.2,51.3,5,16,1,16,9,91.7,1,0,2,6,7,7,6,0.38,13,"CLV13"
"Chris Evans","CIN",3,0,0,0,81.4,75.4,0,2,1,2,0,139.6,1,1,2,8,5,5,8,4,13,"CIN13"
"Mike Boone","DEN",3,0,0,0,51.4,60.7,0,6,1,4,0,100,1,0,1,8,5,5,8,2,13,"DEN13"
"Kendall Hinton","DEN",9,0,0,0,59.8,59.2,0,21,1,21,6,112.5,1,0,15,11,2,2,11,0.52,13,"DEN13"
"Dawson Knox","BUF",-2,0,0,1,46,40.7,9,38,0,33,22,39.6,1,0,1,0,0,NA,NA,0,13,"BUF13"
"Zach Gentry","PIT",5,0,0,0,60.9,64.9,16,17,1,12,1,100,1,0,0,8,3,3,8,0.67,13,"PIT13"
"Boston Scott","PHI",4,0,0,0,49.7,56.7,0,9,1,7,2,87.5,1,0,1,5,1,1,5,0.71,13,"PHI13"
"Marquez Callaway","NO",2,0,1,0,52.5,54.1,0,4,0,4,1,39.6,1,0,3,0,0,NA,NA,0,13,"NO13"
"Luke Farrell","JAX",2,0,0,0,64.2,57.5,3,4,1,3,1,79.2,1,0,0,3,1,1,3,1,13,"JAX13"
"Russell Gage","TB",8,0,0,0,60,60.5,0,19,1,18,8,112.5,1,0,11,11,3,3,11,0.61,13,"TB13"
"Nick Chubb","CLV",3,0,0,0,76.2,53.3,0,11,0,10,0,39.6,1,0,1,0,0,NA,NA,0,13,"CLV13"
"Marcedes Lewis","GB",6,0,0,1,63.1,46.7,12,12,0,7,0,39.6,1,0,0,0,0,NA,NA,0,13,"GB13"
"Josiah Deguara","GB",5,0,0,0,54.3,52.7,3,6,0,6,0,39.6,1,0,1,0,0,NA,NA,0,13,"GB13"
"Mike Gesicki","MIA",3,0,1,0,51.3,50.8,4,8,0,8,2,39.6,1,0,2,0,0,NA,NA,0,13,"MIA13"
"Mitchell Wilcox","CIN",12,0,0,0,59.4,53.9,19,29,1,23,4,118.8,1,0,5,13,1,1,13,0.57,13,"CIN13"
"Denzel Mims","NYJ",24,0,1,0,52,52.8,0,13,0,13,2,39.6,1,0,11,0,0,NA,NA,0,13,"NYJ13"
"Trenton Irwin","CIN",8,0,0,0,80.1,76.7,0,2,1,2,0,116.7,1,0,2,12,4,4,12,6,13,"CIN13"
"Courtland Sutton","DEN",11,0,0,0,57.2,52.5,0,10,0,10,1,39.6,1,0,9,0,0,NA,NA,0,13,"DEN13"
"N'Keal Harry","CHI",49,1,1,0,91,87.2,0,3,1,3,0,118.8,1,0,3,49,0,0,49,16.33,13,"CHI13"
"Parker Hesse","ATL",5,0,0,0,65.3,73.3,7,9,1,5,1,118.8,1,0,1,16,11,11,16,3.2,13,"ATL13"
"Patrick Ricard","BLT",0,1,1,0,55.5,53.3,9,11,1,7,1,79.2,1,0,0,0,0,0,0,0,13,"BLT13"
"Colby Parkinson","SEA",10,0,0,0,62.3,65.7,5,13,1,10,4,116.7,1,0,4,12,2,2,12,1.2,13,"SEA13"
"DeeJay Dallas","SEA",-5,0,0,0,60.8,52.2,0,21,0,17,0,39.6,1,0,0,0,0,NA,NA,0,13,"SEA13"
"Najee Harris","PIT",-2,0,0,0,88.3,70.3,0,19,1,11,0,91.7,1,0,5,6,8,8,6,0.55,13,"PIT13"
"Deon Jackson","IND",-4,0,0,1,44.3,26.4,0,5,0,4,0,39.6,1,0,0,0,0,NA,NA,0,13,"IND13"
"Cam Akers","LA",0,1,1,0,61.5,54.7,0,23,1,19,0,79.2,1,0,0,0,0,0,0,0,13,"LA13"
"Connor Heyward","PIT",24,0,0,0,91.6,90.6,3,5,1,5,2,158.3,1,1,0,17,0,0,17,3.4,13,"PIT13"
"Noah Gray","KC",13,0,0,0,66.5,59.8,11,19,1,18,6,118.8,1,0,2,15,2,2,15,0.83,13,"KC13"
"Tre' McKitty","LAC",-5,0,0,0,66,69.1,8,13,1,6,4,100,1,0,1,8,13,13,8,1.33,13,"LAC13"
"Grant Calcaterra","PHI",16,0,0,0,66.2,67.6,2,10,1,9,6,118.8,1,0,1,19,3,3,19,2.11,13,"PHI13"
"Tim Jones","JAX",3,0,0,0,54.2,56.8,0,7,1,7,0,79.2,1,0,7,3,0,0,3,0.43,13,"JAX13"
"Jalen Reagor","MIN",38,0,0,0,95.2,91,0,1,1,1,1,118.8,1,0,0,38,0,0,38,38,13,"MIN13"
"Montrell Washington","DEN",40,0,0,0,55.9,56.9,0,4,0,4,2,39.6,1,0,1,0,0,NA,NA,0,13,"DEN13"
"Troy Hairston II","HST",1,0,1,0,58.5,57,0,3,0,3,0,39.6,1,0,0,0,0,NA,NA,0,13,"HST13"
"Justin Watson","KC",14,0,0,0,73,72.9,0,17,1,16,0,118.8,1,0,17,15,1,1,15,0.94,13,"KC13"
"Anthony Schwartz","CLV",5,0,0,0,53,44.4,0,1,1,1,1,116.7,1,0,0,12,7,7,12,12,13,"CLV13"
"Khalil Shakir","BUF",4,0,0,0,70,68.6,0,7,1,6,2,108.3,1,0,5,10,6,6,10,1.67,13,"BUF13"
"Michael Bandy","LAC",12,0,0,0,66.7,65.6,0,11,1,11,5,118.8,1,0,6,15,3,3,15,1.36,13,"LAC13"
"Joe Fortson","KC",-3,0,0,0,56.3,56.1,3,7,1,7,2,91.7,1,0,2,6,9,9,6,0.86,13,"KC13"
"Kyren Williams","LA",16,0,0,0,55,53,0,14,0,11,3,0,1,0,0,0,0,NA,NA,0,13,"LA13"
"David Bell","CLV",7,0,0,0,56.2,57.4,0,2,0,2,1,39.6,1,0,1,0,0,NA,NA,0,13,"CLV13"
