"player","team_name","avg_depth_of_target","contested_receptions","contested_targets","drops","grades_offense","grades_pass_route","inline_snaps","pass_plays","receptions","routes","slot_snaps","targeted_qb_rating","targets","touchdowns","wide_snaps","yards","yards_after_catch","yards_after_catch_per_reception","yards_per_reception","yprr","week","join"
"DeVonta Smith","PHI",10,0,1,1,49.9,49.7,0,43,0,41,7,39.6,2,0,36,0,0,NA,NA,0,1,"PHI1"
"Tee Higgins","CIN",9,0,0,0,69.5,68.9,0,17,2,16,3,118.8,2,0,14,27,9,4.5,13.5,1.69,1,"CIN1"
"O.J. Howard","HST",16,0,0,0,72,85.6,2,6,2,6,4,158.3,2,2,0,38,6,3,19,6.33,1,"HST1"
"Leonard Fournette","TB",-1,0,0,0,63,59,0,24,2,22,1,87.5,2,0,4,10,12,6,5,0.45,1,"TB1"
"Kalif Raymond","DET",17.5,0,0,0,55.1,55.7,0,7,0,5,4,39.6,2,0,3,0,0,NA,NA,0,1,"DET1"
"K.J. Hamler","DEN",20.5,0,0,0,50.4,51,0,31,0,29,3,39.6,2,0,28,0,0,NA,NA,0,1,"DEN1"
"Shi Smith","CAR",5,0,0,0,56.3,56.8,0,29,1,26,28,29.2,2,0,1,12,12,12,12,0.46,1,"CAR1"
"Sterling Shepard","NYG",22,0,0,0,69,66.5,0,20,2,18,7,158.3,2,1,13,71,27,13.5,35.5,3.94,1,"NYG1"
"Brevin Jordan","HST",3.5,1,1,0,56.1,55.9,11,29,1,25,14,56.3,2,0,4,5,1,1,5,0.2,1,"HST1"
"Alec Pierce","IND",13.5,0,1,1,40.3,41.1,0,37,0,36,2,39.6,2,0,35,0,0,NA,NA,0,1,"IND1"
"Ezekiel Elliott","DAL",-3,0,0,1,66.1,30.9,0,27,1,18,0,56.3,2,0,0,-3,0,0,-3,-0.17,1,"DAL1"
"Isaiah Likely","BLT",6.5,0,2,1,36.3,43.3,1,18,0,18,13,39.6,2,0,4,0,0,NA,NA,0,1,"BLT1"
"Chris Conley","HST",8.5,0,0,0,54.4,54.9,0,6,0,5,5,39.6,2,0,1,0,0,NA,NA,0,1,"HST1"
"Michael Strachan","IND",13.5,0,0,0,88.2,85,0,4,2,4,0,118.8,2,0,4,36,9,4.5,18,9,1,"IND1"
"Anthony Schwartz","CLV",10,0,1,0,67.6,62.9,0,13,1,12,5,83.3,2,0,8,19,6,6,19,1.58,1,"CLV1"
"Melvin Gordon III","DEN",3.5,0,0,0,61.7,59.2,0,15,2,13,2,95.8,2,0,0,14,7,3.5,7,1.08,1,"DEN1"
"DeVante Parker","NE",13,0,1,0,55.4,55.2,0,35,1,33,2,22.9,2,0,33,9,6,6,9,0.27,1,"NE1"
"Rachaad White","TB",0.5,0,0,0,45.2,61.8,0,7,2,7,0,81.3,2,0,1,7,6,3,3.5,1,1,"TB1"
"Allen Robinson II","LA",17.5,0,1,0,54.3,54,0,49,1,48,14,68.8,2,0,35,12,-1,-1,12,0.25,1,"LA1"
"Irv Smith Jr.","MIN",1.5,0,0,0,42.3,41.7,9,16,0,14,5,39.6,2,0,2,0,0,NA,NA,0,1,"MIN1"
"Ian Thomas","CAR",10.5,0,0,0,57.1,69,21,24,2,20,2,118.8,2,0,0,53,32,16,26.5,2.65,1,"CAR1"
"Byron Pringle","CHI",28.5,0,0,0,84.9,84.3,0,4,1,4,2,89.6,2,0,2,22,0,0,22,5.5,1,"CHI1"
"Miles Sanders","PHI",-1.5,0,0,0,73.6,56.7,0,19,2,18,2,85.4,2,0,0,9,12,6,4.5,0.5,1,"PHI1"
"Devin Singletary","BUF",-4,0,0,0,66.5,72.3,0,23,2,18,3,95.8,2,0,0,14,22,11,7,0.78,1,"BUF1"
"Russell Gage","TB",3,0,0,0,53.8,54,0,18,2,18,11,93.8,2,0,7,13,7,3.5,6.5,0.72,1,"TB1"
"Zach Gentry","PIT",0.5,0,0,0,65.3,86.4,7,7,2,5,0,118.8,2,0,0,40,39,19.5,20,8,1,"PIT1"
"Dawson Knox","BUF",1.5,0,1,0,53.2,47.9,8,32,1,25,12,56.3,2,0,5,5,8,8,5,0.2,1,"BUF1"
"Raheem Mostert","MIA",2,0,0,0,59.7,60.5,0,14,1,13,2,118.8,1,0,2,16,14,14,16,1.23,1,"MIA1"
"Cole Kmet","CHI",-4,0,0,0,56.6,50.4,7,18,0,16,10,39.6,1,0,1,0,0,NA,NA,0,1,"CHI1"
"Josh Jacobs","LV",-5,0,0,0,62.3,55.3,0,25,1,17,1,118.8,1,0,6,16,21,21,16,0.94,1,"LV1"
"Juwann Winfree","GB",12,0,0,0,68.1,66.6,0,9,1,9,7,118.8,1,0,2,17,5,5,17,1.89,1,"GB1"
"David Njoku","CLV",3,0,0,0,56.1,47.9,19,38,1,26,14,95.8,1,0,5,7,4,4,7,0.27,1,"CLV1"
"Avery Williams","ATL",-7,0,0,0,55.6,58.3,1,18,1,17,1,100,1,0,2,8,15,15,8,0.47,1,"ATL1"
"Mike Gesicki","MIA",0,0,0,0,44.9,49.1,9,19,1,16,9,79.2,1,0,1,1,1,1,1,0.06,1,"MIA1"
"Khalil Herbert","CHI",-2,0,0,0,64.4,61.4,0,5,1,4,0,79.2,1,0,0,-2,0,0,-2,-0.5,1,"CHI1"
"Drew Sample","CIN",2,0,0,0,53.4,52.5,11,15,1,11,0,79.2,1,0,4,2,0,0,2,0.18,1,"CIN1"
"Dax Milne","WAS",14,0,0,0,65.9,56.7,0,3,0,3,2,39.6,1,0,1,0,0,NA,NA,0,1,"WAS1"
"Noah Togiai","PHI",3,0,0,1,26.4,28.1,4,4,0,2,0,39.6,1,0,0,0,0,NA,NA,0,1,"PHI1"
"Lawrence Cager","NYJ",13,0,0,0,38.6,43.7,1,5,0,5,1,0,1,0,3,0,0,NA,NA,0,1,"NYJ1"
"Jalen Guyton","LAC",26,0,0,0,64,56.3,0,3,0,3,0,39.6,1,0,3,0,0,NA,NA,0,1,"LAC1"
"Chris Myarick","NYG",3,0,0,0,63.6,80,7,9,1,5,0,118.8,1,1,0,1,0,0,1,0.2,1,"NYG1"
"Jakob Johnson","LV",0,0,0,0,61.1,60.7,2,6,1,4,0,79.2,1,0,0,1,1,1,1,0.25,1,"LV1"
"Deonte Harty","NO",-4,0,0,0,56.7,57.1,0,6,1,6,1,83.3,1,0,5,4,8,8,4,0.67,1,"NO1"
"Mike Boone","DEN",2,0,0,0,61.5,62.3,0,2,1,2,0,79.2,1,0,1,2,0,0,2,1,1,"DEN1"
"C.J. Ham","MIN",-4,0,0,0,54.9,62.6,1,2,1,2,0,91.7,1,0,0,6,10,10,6,3,1,"MIN1"
"Jaylen Warren","PIT",-5,0,0,0,48.9,53,0,16,0,10,2,39.6,1,0,0,0,0,NA,NA,0,1,"PIT1"
"Bryan Edwards","ATL",18,0,0,0,50.1,51.3,0,18,0,18,5,39.6,1,0,13,0,0,NA,NA,0,1,"ATL1"
"Tyler Davis","GB",1,0,0,0,56.4,53.3,2,8,1,8,2,79.2,1,0,4,3,2,2,3,0.38,1,"GB1"
"Ben Ellefson","MIN",2,0,0,0,45,62.6,4,4,1,1,0,79.2,1,0,0,2,0,0,2,2,1,"MIN1"
"Ameer Abdullah","LV",14,0,0,0,50,55,0,7,0,6,1,39.6,1,0,0,0,0,NA,NA,0,1,"LV1"
"Austin Hooper","TEN",4,0,0,0,38.7,47.8,12,29,1,23,13,91.7,1,0,4,6,2,2,6,0.26,1,"TEN1"
"Tylan Wallace","BLT",34,0,0,0,56,57.2,0,2,0,2,1,39.6,1,0,1,0,0,NA,NA,0,1,"BLT1"
"Cam Sims","WAS",29,0,0,0,56.3,57,0,3,0,3,0,39.6,1,0,3,0,0,NA,NA,0,1,"WAS1"
"Phillip Dorsett","HST",6,0,0,0,56.4,57.2,0,3,0,3,0,39.6,1,0,3,0,0,NA,NA,0,1,"HST1"
"John Bates","WAS",2,0,0,1,52,39.5,12,26,0,18,12,39.6,1,0,2,0,0,NA,NA,0,1,"WAS1"
"Mark Ingram II","NO",-7,0,0,0,49.9,25.3,0,13,1,10,0,79.2,1,0,0,1,8,8,1,0.1,1,"NO1"
"Troy Hairston II","HST",4,0,0,0,59.3,61.8,0,6,1,4,0,87.5,1,0,0,5,1,1,5,1.25,1,"HST1"
"Kenyan Drake","BLT",-4,0,0,0,56.7,61.4,0,17,1,15,1,118.8,1,0,1,15,19,19,15,1,1,"BLT1"
"Brandon Powell","LA",3,0,0,0,69.5,75.5,0,2,1,2,1,108.3,1,0,1,10,7,7,10,5,1,"LA1"
"Zach Pascal","PHI",2,0,0,0,66.1,65.6,1,10,1,9,8,95.8,1,0,1,7,5,5,7,0.78,1,"PHI1"
"Dante Pettis","CHI",21,0,0,0,73.1,71.8,0,14,1,13,2,158.3,1,1,12,51,30,30,51,3.92,1,"CHI1"
"Kendrick Bourne","NE",37,0,0,0,92.7,90,0,2,1,2,0,118.8,1,0,2,41,4,4,41,20.5,1,"NE1"
"Justin Watson","KC",2,0,0,1,41.9,43,0,9,0,7,6,39.6,1,0,3,0,0,NA,NA,0,1,"KC1"
"Miles Boykin","PIT",33,0,0,0,76.7,57.8,0,2,0,2,0,39.6,1,0,2,0,0,NA,NA,0,1,"PIT1"
"Joe Fortson","KC",8,1,1,0,82.5,76.1,3,12,1,10,6,118.8,1,1,3,1,0,0,1,0.1,1,"KC1"
"Skyy Moore","KC",15,0,0,0,80.7,78,0,7,1,7,6,118.8,1,0,1,30,15,15,30,4.29,1,"KC1"
"Pharaoh Brown","HST",10,0,0,0,54.8,59.8,16,23,1,15,1,118.8,1,0,6,17,7,7,17,1.13,1,"HST1"
"Taysom Hill","NO",2,0,0,0,68.8,57.8,0,4,1,4,2,79.2,1,0,2,2,0,0,2,0.5,1,"NO1"
"Derrick Henry","TEN",-1,0,0,1,67.2,33,0,21,0,14,0,39.6,1,0,4,0,0,NA,NA,0,1,"TEN1"
"Demetric Felton","CLV",12,0,0,0,58.5,58,0,2,0,2,1,39.6,1,0,1,0,0,NA,NA,0,1,"CLV1"
"Patrick Ricard","BLT",2,0,0,0,68.8,52.4,16,20,1,10,3,95.8,1,0,0,7,5,5,7,0.7,1,"BLT1"
"Wan'Dale Robinson","NYG",5,1,1,0,75.4,73.3,0,4,1,4,3,87.5,1,0,1,5,0,0,5,1.25,1,"NYG1"
"Tutu Atwell","LA",5,0,1,0,53.3,54.3,0,6,0,6,2,39.6,1,0,4,0,0,NA,NA,0,1,"LA1"
"Cody Hollister","TEN",22,0,0,0,72.8,72.9,0,3,1,3,0,118.8,1,0,3,22,0,0,22,7.33,1,"TEN1"
"Richard Rodgers","LAC",8,0,0,0,57,58.2,0,2,0,2,1,39.6,1,0,1,0,0,NA,NA,0,1,"LAC1"
"Nick Chubb","CLV",-7,0,0,0,79.3,56.6,0,18,1,10,1,79.2,1,0,0,2,9,9,2,0.2,1,"CLV1"
"Eric Saubert","DEN",23,0,1,0,38.9,41.9,5,10,0,9,5,39.6,1,0,0,0,0,NA,NA,0,1,"DEN1"
"Jamal Agnew","JAX",-2,0,0,0,62.8,58.3,0,4,1,3,3,91.7,1,0,1,6,8,8,6,2,1,"JAX1"
"Dameon Pierce","HST",2,0,0,0,60.8,56.3,0,9,1,5,1,91.7,1,0,1,6,4,4,6,1.2,1,"HST1"
"Armani Rogers","WAS",-3,0,0,0,89.6,90.4,1,1,1,1,0,118.8,1,0,0,23,26,26,23,23,1,"WAS1"
"Eric Tomlinson","DEN",8,0,1,0,43.4,31.2,11,11,0,7,0,39.6,1,0,0,0,0,NA,NA,0,1,"DEN1"
"Chigoziem Okonkwo","TEN",11,1,1,0,59.9,72.8,2,6,1,5,2,112.5,1,0,2,11,0,0,11,2.2,1,"TEN1"
"Mack Hollins","LV",16,1,1,0,55.8,54,0,40,1,38,1,118.8,1,0,39,16,0,0,16,0.42,1,"LV1"
"Tommy Tremble","CAR",-1,0,0,0,44.7,52.3,8,11,1,10,3,79.2,1,0,0,1,2,2,1,0.1,1,"CAR1"
"Jaylen Waddle","MIA",10.2,2,5,3,75.7,76.8,0,44,11,42,13,101,19,2,31,171,86,7.8,15.5,4.07,2,"MIA2"
"Cooper Kupp","LA",9.1,2,4,0,83.2,83,0,37,11,37,19,108.6,14,2,16,108,38,3.5,9.8,2.92,2,"LA2"
"Garrett Wilson","NYJ",12.9,0,3,1,78.9,78,3,37,8,36,18,119.6,14,2,16,102,23,2.9,12.8,2.83,2,"NYJ2"
"Tyreek Hill","MIA",10.7,0,1,0,85.8,84.7,1,42,11,40,18,126.3,13,2,22,190,67,6.1,17.3,4.75,2,"MIA2"
"Jakobi Meyers","NE",9.2,1,2,1,66.3,68,0,33,9,32,20,90.2,13,0,13,95,23,2.6,10.6,2.97,2,"NE2"
"Chris Olave","NO",24.6,0,2,1,56.6,56.5,0,41,5,40,12,27.7,13,0,29,80,8,1.6,16,2,2,"NO2"
"Stefon Diggs","BUF",10.2,0,0,0,91,90.9,0,37,12,34,5,153.7,13,3,32,148,31,2.6,12.3,4.35,2,"BUF2"
"Justin Jefferson","MIN",9.2,0,2,0,63.4,62.9,0,51,6,49,28,20.8,12,0,22,48,20,3.3,8,0.98,2,"MIN2"
"Amon-Ra St. Brown","DET",6.9,0,1,0,87.7,83.3,1,33,9,33,23,144.4,12,2,9,116,55,6.1,12.9,3.52,2,"DET2"
"Mark Andrews","BLT",11.5,2,2,1,86.7,82.5,4,29,9,26,20,136.4,11,1,5,104,28,3.1,11.6,4,2,"BLT2"
"Drake London","ATL",8.6,1,1,0,82,81.3,0,31,8,28,6,125.6,11,1,25,86,42,5.3,10.8,3.07,2,"ATL2"
"Courtland Sutton","DEN",13,3,7,0,81.6,80.8,1,39,7,33,4,63.4,11,0,34,122,15,2.1,17.4,3.7,2,"DEN2"
"Zach Ertz","ARZ",5.8,0,2,0,60.1,65.5,17,55,8,48,32,91.1,11,0,6,75,33,4.1,9.4,1.56,2,"ARZ2"
"Tyler Lockett","SEA",10.4,0,1,0,81.8,80.1,0,34,9,32,16,69.3,11,0,18,107,22,2.4,11.9,3.34,2,"SEA2"
"Mike Williams","LAC",14.4,5,5,0,81.8,81.4,0,49,8,48,7,147.1,10,1,42,113,7,0.9,14.1,2.35,2,"LAC2"
"Marquise Brown","ARZ",10.1,1,3,0,56.6,59.9,0,57,6,49,19,40.8,10,0,38,68,26,4.3,11.3,1.39,2,"ARZ2"
"Amari Cooper","CLV",11.4,1,1,0,90.9,90.5,0,30,9,29,6,102.5,10,1,24,101,14,1.6,11.2,3.48,2,"CLV2"
"CeeDee Lamb","DAL",9.8,0,0,0,78.7,77.8,0,35,7,33,20,91.7,10,0,15,75,27,3.9,10.7,2.27,2,"DAL2"
"Diontae Johnson","PIT",9.6,1,1,0,84.4,83.2,0,38,6,37,3,36.3,10,0,35,57,5,0.8,9.5,1.54,2,"PIT2"
"Austin Ekeler","LAC",-2.5,0,0,1,61.8,68.7,0,34,9,31,3,89.6,10,0,0,55,80,8.9,6.1,1.77,2,"LAC2"
"Sterling Shepard","NYG",8.9,0,0,0,59.9,62,1,42,6,39,17,66.3,10,0,24,34,12,2,5.7,0.87,2,"NYG2"
"Nico Collins","HST",13.7,2,2,0,72.8,71.5,0,30,4,29,1,66,9,0,29,58,15,3.8,14.5,2,2,"HST2"
"Tee Higgins","CIN",11.2,0,1,0,69.5,70.3,0,45,6,44,5,127.5,9,1,40,71,20,3.3,11.8,1.61,2,"CIN2"
"Hunter Renfrow","LV",1.6,0,1,0,54.7,54.6,0,35,7,33,32,94,9,0,3,59,51,7.3,8.4,1.79,2,"LV2"
"Michael Thomas","NO",11.2,3,5,0,75.8,74.4,0,43,6,42,9,124.8,9,1,34,65,9,1.5,10.8,1.55,2,"NO2"
"Tyler Higbee","LA",7,0,1,0,67.8,68.2,22,37,7,31,3,60,9,0,12,71,40,5.7,10.1,2.29,2,"LA2"
"Gerald Everett","LAC",3.9,1,2,0,74.7,76.7,19,38,6,34,12,50.9,9,0,6,71,49,8.2,11.8,2.09,2,"LAC2"
"Brandin Cooks","HST",8.8,1,3,2,52.5,52.3,0,39,4,38,9,64.1,9,0,30,54,27,6.8,13.5,1.42,2,"HST2"
"Tyler Conklin","NYJ",4.6,2,3,1,48.7,48.4,34,49,6,43,11,85.4,8,0,4,40,25,4.2,6.7,0.93,2,"NYJ2"
"Evan Engram","JAX",3.8,0,0,0,67.8,67.3,12,29,7,26,10,90.6,8,0,7,46,29,4.1,6.6,1.77,2,"JAX2"
"Curtis Samuel","WAS",5.1,1,1,0,61.6,62.7,0,49,7,47,33,146.9,8,1,13,78,38,5.4,11.1,1.66,2,"WAS2"
"Scotty Miller","TB",16.9,0,1,0,64.4,62.5,0,20,3,19,4,51,8,0,16,34,4,1.3,11.3,1.79,2,"TB2"
"Irv Smith Jr.","MIN",7.6,0,2,1,60.6,63,11,31,5,30,12,112.5,8,1,8,36,18,3.6,7.2,1.2,2,"MIN2"
"A.J. Brown","PHI",13.6,0,0,0,76.3,75.6,0,41,5,36,10,90.1,8,0,31,69,31,6.2,13.8,1.92,2,"PHI2"
"Ja'Marr Chase","CIN",5.5,1,2,1,65.2,66.4,0,46,5,45,12,82.3,8,0,34,54,31,6.2,10.8,1.2,2,"CIN2"
"Darren Waller","LV",10,1,2,0,69.3,72,3,26,6,25,15,130.2,8,1,7,50,11,1.8,8.3,2,2,"LV2"
"Josh Palmer","LAC",8.3,0,0,0,55.5,55.5,0,50,4,49,17,99,8,1,33,30,12,3,7.5,0.61,2,"LAC2"
"Pat Freiermuth","PIT",4.7,0,2,1,46.5,49.9,14,30,4,29,14,102.4,7,1,2,22,19,4.8,5.5,0.76,2,"PIT2"
"Brandon Aiyuk","SF",10.9,1,2,1,71,72.5,0,27,5,23,10,99.1,7,0,17,63,29,5.8,12.6,2.74,2,"SF2"
"Rashod Bateman","BLT",12.3,0,0,1,80.1,78.5,0,25,4,22,4,141.4,7,1,21,108,86,21.5,27,4.91,2,"BLT2"
"Adam Thielen","MIN",11.7,1,3,0,59.5,61.7,0,51,4,49,26,41.1,7,0,25,52,1,0.3,13,1.06,2,"MIN2"
"DeVonta Smith","PHI",8.3,0,0,0,73.1,74.8,0,44,7,39,11,114.3,7,0,33,80,22,3.1,11.4,2.05,2,"PHI2"
"Mack Hollins","LV",7.3,0,0,1,60.1,60.2,0,41,5,38,6,100.9,7,0,35,66,21,4.2,13.2,1.74,2,"LV2"
"Travis Kelce","KC",10.3,1,1,0,65.7,66.1,7,38,5,35,15,92,7,0,16,51,22,4.4,10.2,1.46,2,"KC2"
"Tony Pollard","DAL",-0.9,0,0,0,68.6,72.7,0,15,4,13,5,82.4,7,0,0,55,59,14.8,13.8,4.23,2,"DAL2"
"Juwan Johnson","NO",10,1,2,0,66.1,66.2,11,38,4,33,17,33.9,7,0,10,40,4,1,10,1.21,2,"NO2"
"Terry McLaurin","WAS",12.9,0,0,1,63.6,61.9,0,49,4,47,8,94.3,7,0,41,75,25,6.3,18.8,1.6,2,"WAS2"
"J.D. McKissic","WAS",2.9,0,0,0,60.6,81.2,0,30,7,21,3,98.8,7,0,2,54,34,4.9,7.7,2.57,2,"WAS2"
"T.J. Hockenson","DET",6.7,1,2,2,50.1,50.7,11,34,3,30,11,53.3,7,0,12,26,7,2.3,8.7,0.87,2,"DET2"
"A.J. Green","ARZ",7.9,0,4,1,52.2,53.1,0,51,3,44,7,50.3,7,0,44,16,10,3.3,5.3,0.36,2,"ARZ2"
"Nelson Agholor","NE",12.3,1,1,0,86.6,84,0,30,6,29,11,158.3,6,1,19,110,36,6,18.3,3.79,2,"NE2"
"Christian Kirk","JAX",7.2,0,0,0,71.2,73.7,0,31,6,29,24,158.3,6,2,6,78,35,5.8,13,2.69,2,"JAX2"
"Hayden Hurst","CIN",4.5,0,1,0,56.9,61.1,28,42,5,39,10,83.3,6,0,4,24,18,3.6,4.8,0.62,2,"CIN2"
"Dallas Goedert","PHI",7.7,0,1,0,76,77.2,15,38,5,33,20,118.8,6,0,3,82,52,10.4,16.4,2.48,2,"PHI2"
"Chase Claypool","PIT",4.8,1,2,0,56.9,60.1,0,38,4,37,30,75.7,6,0,8,26,7,1.8,6.5,0.7,2,"PIT2"
"Russell Gage","TB",1.8,0,0,0,66.2,63.5,0,30,5,28,19,86.1,6,0,11,28,18,3.6,5.6,1,2,"TB2"
"Treylon Burks","TEN",7.3,2,3,0,79.4,78,0,17,4,17,3,90.3,6,0,14,47,16,4,11.8,2.76,2,"TEN2"
"Dalvin Cook","MIN",-1.7,0,1,1,48.6,45.6,3,35,4,31,4,70.8,6,0,4,19,18,4.5,4.8,0.61,2,"MIN2"
"Ashton Dulin","IND",14.2,3,3,0,77.5,75,0,25,5,25,11,79.2,6,0,14,79,11,2.2,15.8,3.16,2,"IND2"
"Najee Harris","PIT",2.2,0,1,0,65.3,74.4,0,25,5,19,2,94.4,6,0,0,40,38,7.6,8,2.11,2,"PIT2"
"Dezmon Patmon","IND",14.5,0,1,1,55.4,55.3,0,16,2,15,5,6.9,6,0,11,24,7,3.5,12,1.6,2,"IND2"
"Davante Adams","LV",13.2,0,0,0,58.9,58.7,0,43,2,40,16,81.9,6,1,27,12,9,4.5,6,0.3,2,"LV2"
"D.J. Moore","CAR",12,0,0,0,64.3,63.8,0,40,3,36,9,113.2,6,1,31,43,3,1,14.3,1.19,2,"CAR2"
"D.K. Metcalf","SEA",9.2,0,1,0,80.4,77.8,0,31,4,29,5,42.4,6,0,26,35,1,0.3,8.8,1.21,2,"SEA2"
"Alexander Mattison","MIN",-1.6,0,1,1,55.7,42.4,1,17,3,16,0,64.6,5,0,3,6,11,3.7,2,0.38,2,"MIN2"
"Isaiah Likely","BLT",7.4,0,0,0,70.9,74.7,2,16,4,8,13,102.5,5,0,1,43,31,7.8,10.8,5.38,2,"BLT2"
"Dawson Knox","BUF",6.2,1,1,0,65.5,68.9,17,37,4,29,12,100.8,5,0,2,41,21,5.3,10.3,1.41,2,"BUF2"
"Allen Robinson II","LA",10,1,1,0,69.6,67.6,0,36,4,36,10,150.4,5,1,26,53,15,3.8,13.3,1.47,2,"LA2"
"Marvin Jones Jr.","JAX",13.2,1,1,1,53.6,57.6,0,31,3,29,2,79.6,5,0,29,33,4,1.3,11,1.14,2,"JAX2"
"Elijah Moore","NYJ",14,0,0,0,62,62.8,0,46,3,44,10,86.3,5,0,36,41,0,0,13.7,0.93,2,"NYJ2"
"Breshad Perriman","TB",13.6,0,2,0,66.2,66.4,0,29,3,27,14,129.2,5,1,15,45,14,4.7,15,1.67,2,"TB2"
"Jarvis Landry","NO",4.4,0,0,0,53.5,51.7,2,38,4,36,28,47.9,5,0,8,25,13,3.3,6.3,0.69,2,"NO2"
"Robbie Anderson","CAR",8.4,0,0,0,48.9,49.3,0,38,3,34,2,78.8,5,0,36,32,11,3.7,10.7,0.94,2,"CAR2"
"Deebo Samuel","SF",-0.2,0,0,0,64.9,75.8,0,27,5,22,7,103.3,5,0,14,44,45,9,8.8,2,2,"SF2"
"Richie James Jr.","NYG",7.8,0,0,0,72.6,71.3,0,27,5,26,24,109.2,5,0,3,51,12,2.4,10.2,1.96,2,"NYG2"
"Marquez Valdes-Scantling","KC",11.4,0,0,0,52.2,52.2,1,34,2,31,13,47.9,5,0,20,13,2,1,6.5,0.42,2,"KC2"
"Logan Thomas","WAS",12.2,0,0,0,52.9,62.1,11,39,3,30,22,82.9,5,1,5,37,11,3.7,12.3,1.23,2,"WAS2"
"Michael Carter","NYJ",-1.6,0,0,0,68.9,74.6,5,27,5,25,1,89.2,5,0,1,27,35,7,5.4,1.08,2,"NYJ2"
"Noah Brown","DAL",16.6,2,2,0,79.1,82,0,34,5,32,20,158.3,5,1,14,91,15,3,18.2,2.84,2,"DAL2"
"David Njoku","CLV",4.4,1,2,1,62.7,63,16,31,3,26,9,78.8,5,0,5,32,26,8.7,10.7,1.23,2,"CLV2"
"Nyheim Hines","IND",2.8,0,1,0,67.2,70.2,0,14,4,14,2,97.5,5,0,5,37,25,6.3,9.3,2.64,2,"IND2"
"Shi Smith","CAR",9.2,0,1,1,40.8,41.8,0,34,1,31,30,39.6,5,0,4,2,4,4,2,0.06,2,"CAR2"
"D'Andre Swift","DET",3,0,0,1,60.2,52.4,0,26,2,21,0,100.8,5,1,4,31,38,19,15.5,1.48,2,"DET2"
"Robert Woods","TEN",7.4,1,1,0,77.6,74.3,0,22,4,20,10,59.6,5,0,12,39,13,3.3,9.8,1.95,2,"TEN2"
"Christian McCaffrey","CAR",-0.2,0,0,0,75.1,60.9,0,37,4,24,6,88.3,5,0,0,26,27,6.8,6.5,1.08,2,"CAR2"
"Joe Mixon","CIN",-1,0,0,0,57.9,65.3,0,30,3,24,1,91.7,4,0,2,26,33,11,8.7,1.08,2,"CIN2"
"Harrison Bryant","CLV",7.8,0,1,0,82.6,85.9,9,18,3,17,9,111.5,4,0,0,45,23,7.7,15,2.65,2,"CLV2"
"Leonard Fournette","TB",-0.5,0,1,1,51.5,35.7,0,31,2,25,0,56.3,4,0,0,9,12,6,4.5,0.36,2,"TB2"
"Brevin Jordan","HST",8.5,0,0,0,52.9,50.5,10,19,2,17,3,56.3,4,0,6,3,4,2,1.5,0.18,2,"HST2"
"Austin Hooper","TEN",11.5,0,1,0,61.3,60.7,6,20,1,19,12,46.9,4,0,2,19,2,2,19,1,2,"TEN2"
"Antonio Gibson","WAS",-1,0,1,2,55.7,38.7,0,25,2,20,0,57.3,4,0,1,13,9,4.5,6.5,0.65,2,"WAS2"
"D.J. Chark Jr.","DET",23,0,2,0,47,50.4,0,31,0,31,9,39.6,4,0,22,0,0,NA,NA,0,2,"DET2"
"Saquon Barkley","NYG",2.8,0,0,0,68.7,60.1,1,38,3,34,1,81.3,4,0,1,16,6,2,5.3,0.47,2,"NYG2"
"Travis Homer","SEA",-1,0,0,0,69.4,74.5,1,18,4,11,0,101,4,0,0,33,37,9.3,8.3,3,2,"SEA2"
"Sammy Watkins","GB",17.3,0,0,0,80.7,78.9,0,19,3,18,2,116.7,4,0,17,93,30,10,31,5.17,2,"GB2"
"Pharaoh Brown","HST",4.8,1,1,0,63.5,59.1,20,28,3,21,7,89.6,4,0,1,24,19,6.3,8,1.14,2,"HST2"
"Mike Evans","TB",16,0,1,0,65.3,70.1,0,24,3,23,7,116.7,4,0,17,61,27,9,20.3,2.65,2,"TB2"
"Mecole Hardman","KC",11.5,0,0,1,70.4,71,0,22,3,19,8,115.6,4,0,14,49,8,2.7,16.3,2.58,2,"KC2"
"Clyde Edwards-Helaire","KC",-1,1,1,0,68,86.2,0,16,4,14,0,112.5,4,0,1,44,48,12,11,3.14,2,"KC2"
"David Sills","NYG",7.3,0,0,0,55.7,58.2,0,43,3,40,6,103.1,4,0,37,37,16,5.3,12.3,0.93,2,"NYG2"
"Equanimeous St. Brown","CHI",13.5,1,1,0,77.2,72.8,0,12,2,12,3,44.8,4,0,9,39,14,7,19.5,3.25,2,"CHI2"
"Corey Davis","NYJ",32.3,1,1,0,70.1,68.6,0,38,2,36,9,135.4,4,1,29,83,24,12,41.5,2.31,2,"NYJ2"
"Mike Gesicki","MIA",9.8,0,0,0,72.5,71.4,11,35,4,31,19,149,4,1,5,41,11,2.8,10.3,1.32,2,"MIA2"
"Greg Dortch","ARZ",4.8,0,0,0,65,64.4,0,45,4,41,40,158.3,4,1,5,55,36,9,13.8,1.34,2,"ARZ2"
"Dalton Schultz","DAL",1.3,0,1,0,51.1,49.3,14,32,2,28,10,62.5,4,0,8,18,16,8,9,0.64,2,"DAL2"
"Zay Jones","JAX",6,0,1,0,63.2,63.2,0,27,3,25,14,88.5,4,0,13,23,9,3,7.7,0.92,2,"JAX2"
"Jahan Dotson","WAS",13.8,2,2,0,69.3,73,0,55,4,53,16,158.3,4,1,39,59,10,2.5,14.8,1.11,2,"WAS2"
