"Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","scoring_points","finish_points","total_points","value","projected_ownership","baseline","age","age_adj","true_sg_adj","timing_adj","sg_category_adj","course_history_adj","driving_dist_adj","driving_acc_adj","fit_other_adj","course_fit_total_adj","final_prediction","make_cut","first_round_lead","top_30","top_20","top_10","top_5","top_3","win","observed_finish","ownership","total_pts","odds_per_dollar","residuals","own_change","adj_own","date","tournament"
"Taylor Moore",22529175,6800,49.53,56.77,0.77,87,29,64.4,1.8,66.2,0.24,2.28388875933449,-0.051,28,0.013,0.052,-0.019,0.199,-0.04,-0.024,-0.003,-0.003,-0.029,0.124,0.5028,0.0037,0.2003,0.1234,0.0545,0.0229,0.0124,0.0033,32,0.0036,88.5,0.49,0.05,0.01,1,2022-05-15,"AT&T Byron Nelson"
"Doc Redman",22529176,6800,51.14,50.71,1.4,82,27,61,1.5,62.5,-0.02,1.65111369199331,-0.163,24,0.027,0.027,0.029,-0.093,0.016,0.011,-0.013,0,-0.002,-0.159,0.4636,0.0058,0.1606,0.0989,0.0412,0.0164,0.0086,0.002,100,0.0166,29.5,0.29,-0.15,-0.02,1,2022-05-15,"AT&T Byron Nelson"
"Emiliano Grillo",22529177,6800,48.97,55.45,0.9,87.5,28.5,59.8,1.3,61.1,-0.06,1.32289813011112,-0.209,29,0.01,0.021,-0.02,0.075,-0.04,-0.021,-0.036,-0.013,-0.07,-0.233,0.4492,0.0057,0.15,0.0903,0.0382,0.0158,0.0082,0.0022,46,0.0059,98.5,0.32,-0.12,-0.02,1,2022-05-15,"AT&T Byron Nelson"
"Nate Lashley",22529178,6800,57.22,54.83,2.7,85.5,28,63.4,1.7,65.1,0.16,2.0124240648882,0.079,39,-0.022,-0.032,0.018,-0.019,-0.053,0.036,-0.01,0.005,0.031,0.001,0.4748,0.0037,0.1788,0.11,0.0476,0.0211,0.0116,0.0029,17,0.01,109.5,0.43,-0.01,0,3,2022-05-15,"AT&T Byron Nelson"
"Francesco Molinari",22529179,6800,51,53.78,0.58,84,28,61.9,1.6,63.5,0.04,1.58960534409719,-0.126,39,-0.022,-0.014,0.009,0.026,-0.04,0.032,-0.012,-0.001,0.02,-0.148,0.445,0.0037,0.1558,0.0959,0.0403,0.0172,0.0097,0.0024,17,0.0035,105,0.35,-0.09,-0.01,1,2022-05-15,"AT&T Byron Nelson"
"Charl Schwartzel",22529180,6700,42.21,49.16,0.41,81.08,27,58.3,1.2,59.5,-0.1,1.31161045140958,-0.356,37,-0.016,0.055,-0.04,0.022,0.02,-0.016,0.027,0,0.011,-0.305,0.4148,0.0029,0.1295,0.0749,0.0296,0.0121,0.006,0.0015,8,0.0098,119.5,0.22,-0.16,-0.02,0,2022-05-15,"AT&T Byron Nelson"
"Hudson Swafford",22529181,6700,60.25,56.21,4.6,87.5,28.5,62.1,1.6,63.7,0.11,3.3892408959121,0.043,34,-0.007,0.016,-0.006,-0.073,-0.035,-0.049,-0.007,-0.006,-0.061,-0.122,0.4736,0.0069,0.1703,0.1031,0.0438,0.0199,0.0104,0.0032,100,0.0426,40.5,0.48,0.1,0.01,5,2022-05-15,"AT&T Byron Nelson"
"Brian Stuard",22529182,6700,49.5,52.47,0.57,83,27.5,60.7,1.4,62.1,0,1.42379928409518,-0.011,39,-0.022,-0.076,0.011,-0.144,-0.007,0.159,-0.067,0.009,0.101,-0.148,0.4394,0.0032,0.1459,0.0853,0.035,0.0142,0.0075,0.0017,100,0.0031,24.5,0.25,-0.13,-0.02,1,2022-05-15,"AT&T Byron Nelson"
"Pat Perez",22529183,6700,52.34,59.44,0.91,88.5,29,63,1.7,64.7,0.18,2.5220141959576,0.293,46,-0.044,-0.1,0.029,-0.24,-0.012,0.067,-0.006,0.013,0.074,0,0.4756,0.0032,0.176,0.1084,0.0465,0.019,0.0103,0.0023,38,0.0087,97,0.34,-0.04,-0.01,1,2022-05-15,"AT&T Byron Nelson"
"Henrik Stenson",22529184,6700,45.5,46.67,0.5,79,26,61.7,1.5,63.2,0.08,1.68581820169063,-0.009,46,-0.044,-0.005,0.016,-0.064,-0.04,0.086,-0.052,0.001,0.034,-0.111,0.4506,0.0031,0.1572,0.0947,0.0398,0.0169,0.0091,0.0022,100,0.0039,41,0.33,-0.05,-0.01,0,2022-05-15,"AT&T Byron Nelson"
"Scott Piercy",22529185,6700,50.82,53.34,1.1,84.5,28,61.6,1.5,63.1,0.07,1.97154090245102,-0.029,43,-0.035,-0.015,0.002,-0.029,-0.038,0.013,0.014,-0.001,0.026,-0.119,0.471,0.0063,0.1658,0.1002,0.0421,0.0181,0.0097,0.0027,100,0.0117,40,0.4,0.02,0,1,2022-05-15,"AT&T Byron Nelson"
"Hank Lebioda",22529186,6700,44.92,55.64,1.6,86,28.5,59.8,1.3,61.2,-0.04,1.48214692384099,-0.131,28,0.014,0.004,-0.022,-0.138,0.009,0.03,-0.003,0.005,0.032,-0.233,0.448,0.0052,0.148,0.0873,0.0362,0.0146,0.0079,0.0022,100,0.0081,31.5,0.33,-0.05,-0.01,2,2022-05-15,"AT&T Byron Nelson"
"Sam Ryder",22529187,6700,55.33,54.02,0.31,85,28,60.6,1.4,62,-0.01,1.29948411357281,-0.012,32,0.001,0.015,0.018,-0.171,-0.045,0.028,-0.002,0.001,0.027,-0.168,0.4416,0.0035,0.1532,0.0945,0.0391,0.0161,0.0085,0.0022,100,0.008,38.5,0.33,-0.05,-0.01,0,2022-05-15,"AT&T Byron Nelson"
"Ryan Armour",22548828,6700,48.64,59.64,1.2,87.07,32.8,63.5,1.7,65.3,0.22,2.86762402975271,0.031,46,-0.044,-0.011,0.056,0.008,0.004,0.077,-0.073,-0.003,0.001,0.046,0.5065,0.0075,0.1984,0.1254,0.0574,0.0253,0.0138,0.0037,100,0.0037,33.5,0.55,0.17,0.03,1,2022-05-15,"AT&T Byron Nelson"
"Rory Sabbatini",22529188,6600,57.08,53.59,0.62,84.58,28,60.3,1.4,61.7,0.01,1.64536046150555,-0.003,46,-0.044,-0.086,0.009,-0.116,-0.001,0.081,-0.02,0,0.061,-0.179,0.4612,0.0061,0.1618,0.0989,0.0415,0.0172,0.0094,0.0026,25,0.0144,103.5,0.39,0.05,0.01,1,2022-05-15,"AT&T Byron Nelson"
"James Hahn",22529189,6600,41.57,53.18,1.3,83.5,27.5,61.6,1.5,63.1,0.12,2.52178374113157,-0.04,40,-0.026,-0.048,-0.025,0.094,-0.032,-0.002,-0.019,-0.005,-0.027,-0.104,0.4735,0.0054,0.1704,0.1048,0.0451,0.0192,0.01,0.0029,9,0.0078,120,0.44,0.1,0.01,1,2022-05-15,"AT&T Byron Nelson"
"Austin Smotherman",22529190,6600,54.75,55.92,3.4,85.5,28.5,59.4,1.3,60.7,-0.03,1.95126989948124,-0.259,27,0.016,0.043,0.017,0.017,-0.04,-0.037,-0.021,-0.013,-0.071,-0.278,0.4441,0.006,0.1435,0.0862,0.0348,0.0148,0.0074,0.0018,25,0.0406,105,0.27,-0.07,-0.01,3,2022-05-15,"AT&T Byron Nelson"
"Peter Malnati",22529191,6600,57.24,49.35,0.65,80.5,27,61.8,1.6,63.4,0.13,1.68184406677335,0.038,34,-0.007,-0.036,-0.009,-0.114,-0.04,0.017,0.026,0.007,0.05,-0.118,0.4727,0.0063,0.1668,0.1024,0.0436,0.0192,0.0102,0.0026,9,0.0111,115,0.39,0.05,0.01,1,2022-05-15,"AT&T Byron Nelson"
"Brandt Snedeker",22529192,6600,44.63,53.27,0.32,85,28,56.1,1.1,57.2,-0.16,0.654988356226968,-0.418,41,-0.029,-0.127,-0.025,0.065,0.004,0.07,-0.016,-0.006,0.048,-0.483,0.4004,0.004,0.1113,0.0613,0.0243,0.0095,0.0053,0.0015,100,0.0026,33,0.23,-0.11,-0.02,0,2022-05-15,"AT&T Byron Nelson"
"Beau Hossler",22529193,6600,50.96,46.09,0.87,78.5,26,59.3,1.2,60.6,-0.04,1.13311067216611,-0.367,27,0.018,-0.004,0.026,-0.003,-0.041,-0.054,0.039,0.001,-0.014,-0.385,0.3982,0.0027,0.1209,0.0705,0.028,0.0116,0.0058,0.0012,17,0.0102,101.5,0.18,-0.16,-0.02,1,2022-05-15,"AT&T Byron Nelson"
"Charley Hoffman",22529194,6600,47.86,60.25,0.55,90,29.5,56.1,1,57.1,-0.16,0.451562477374105,-0.29,45,-0.042,-0.055,-0.123,-0.021,-0.04,-0.043,0.032,-0.01,-0.02,-0.59,0.373,0.0043,0.0985,0.0556,0.0211,0.0086,0.0043,0.0012,100,0.0077,34,0.18,-0.16,-0.02,1,2022-05-15,"AT&T Byron Nelson"
"Peter Uihlein",22529195,6600,55.97,53.69,0.38,85,28,62.6,1.7,64.3,0.2,1.64950469184984,-0.137,32,0,0.002,0.014,0.113,-0.04,-0.068,0.077,0.004,0.013,-0.035,0.4877,0.0073,0.179,0.11,0.0475,0.0209,0.011,0.0031,65,0.0035,82.5,0.47,0.13,0.02,0,2022-05-15,"AT&T Byron Nelson"
"Andrew Putnam",22529196,6500,52.97,54.02,0.28,84,28,63.6,1.8,65.3,0.33,2.31137497231052,0.035,33,-0.002,-0.022,0.01,-0.021,-0.031,0.101,-0.017,0.009,0.094,0.062,0.4915,0.0036,0.19,0.1189,0.0503,0.0212,0.0116,0.0035,100,0.006,37,0.54,0.24,0.04,0,2022-05-15,"AT&T Byron Nelson"
"Harry Higgs",22529197,6500,48.19,50.15,0.99,81.5,27.5,63.1,1.7,64.7,0.29,2.49576891277014,-0.076,30,0.007,0.046,-0.012,0.022,-0.031,-0.013,0.019,0.004,0.009,-0.033,0.489,0.007,0.1893,0.1189,0.0527,0.023,0.0128,0.0039,100,0.0173,35.5,0.6,0.3,0.04,1,2022-05-15,"AT&T Byron Nelson"
"Joseph Bramlett",22529198,6500,49,56.08,1.2,87.08,29,62.5,1.6,64.1,0.24,2.32885821464795,-0.405,34,-0.005,0.14,0.033,0.284,0.021,-0.113,0.026,-0.013,-0.1,-0.031,0.4656,0.0044,0.1708,0.1057,0.0459,0.0208,0.0108,0.003,51,0.0088,86.5,0.46,0.16,0.02,1,2022-05-15,"AT&T Byron Nelson"
"Adam Schenk",22529199,6500,45.75,54.49,2.2,85,28.5,62.4,1.6,64,0.23,2.61506420331725,-0.053,30,0.008,-0.005,-0.034,0.037,-0.007,-0.031,0.014,-0.002,-0.02,-0.073,0.479,0.0069,0.1778,0.11,0.0479,0.0203,0.011,0.003,79,0.02,84,0.46,0.16,0.02,2,2022-05-15,"AT&T Byron Nelson"
"John Huh",22529200,6500,55.68,54.22,0.27,85,28,60.2,1.4,61.6,0.06,1.46837605615559,-0.135,31,0.002,-0.037,-0.026,0.05,-0.044,0.058,-0.03,-0.003,0.024,-0.166,0.4592,0.0054,0.1572,0.0918,0.0391,0.0159,0.0085,0.0022,100,0.0035,29.5,0.34,0.04,0.01,0,2022-05-15,"AT&T Byron Nelson"
"Lee Hodges",22529201,6500,52.17,56.4,0.42,87,28.5,61.3,1.5,62.8,0.15,1.08037629335454,-0.291,26,0.019,-0.031,0.029,0.162,-0.04,0.006,-0.012,-0.009,-0.014,-0.165,0.439,0.0032,0.1486,0.0897,0.0367,0.0146,0.0077,0.002,100,0.0035,39,0.31,0.01,0,0,2022-05-15,"AT&T Byron Nelson"
"Tyler Duncan",22529202,6500,53.47,52.8,0.53,84.5,27.5,60.7,1.4,62,0.09,1.37611579917586,-0.235,32,-0.001,0.014,0.025,0.076,-0.053,0.032,-0.043,-0.011,-0.021,-0.195,0.4552,0.0057,0.1566,0.0946,0.0408,0.0175,0.0094,0.0023,59,0.0026,76.5,0.35,0.05,0.01,1,2022-05-15,"AT&T Byron Nelson"
"Robert Streb",22529203,6500,49.71,49.4,0.59,81.5,27,61,1.4,62.4,0.12,1.50024576381161,-0.252,35,-0.008,0.059,-0.002,0.081,-0.04,0.005,0.011,-0.001,0.014,-0.148,0.461,0.0059,0.1629,0.1003,0.0436,0.0192,0.0105,0.0027,100,0.004,34.5,0.42,0.12,0.02,1,2022-05-15,"AT&T Byron Nelson"
"Michael Thompson",22529204,6500,55,53.55,0.35,84,28,59.6,1.4,60.9,0.01,0.819993186846385,-0.181,37,-0.014,-0.079,-0.006,0.036,-0.04,0.076,-0.037,-0.001,0.038,-0.246,0.4434,0.0042,0.1445,0.0869,0.0336,0.0141,0.0072,0.0016,25,0.0021,99,0.25,-0.05,-0.01,0,2022-05-15,"AT&T Byron Nelson"
"Kramer Hickok",22529205,6400,48.03,55.63,0.74,86.58,28,62.6,1.7,64.3,0.31,1.79729713097676,-0.126,30,0.008,0.022,0.015,0.118,-0.032,0.02,-0.028,-0.003,-0.011,-0.005,0.4726,0.0048,0.1767,0.1108,0.0487,0.0202,0.0109,0.0029,100,0.0055,34.5,0.45,0.2,0.03,1,2022-05-15,"AT&T Byron Nelson"
"Adam Svensson",22529206,6400,51.9,55.76,1.5,86,28.5,62.2,1.5,63.7,0.26,1.61925895610308,-0.196,28,0.014,-0.003,0.034,0.066,-0.04,0.026,-0.021,-0.006,-0.001,-0.125,0.452,0.0038,0.1564,0.0949,0.0419,0.0178,0.0092,0.0024,69,0.0154,74.5,0.37,0.12,0.02,2,2022-05-15,"AT&T Byron Nelson"
"Luke Donald",22529207,6400,50.68,51.87,0.3,82.5,27.5,57.4,1.1,58.6,-0.06,1.7056515709729,-0.226,44,-0.039,-0.082,0.049,-0.225,0.023,0.089,0.01,0.008,0.107,-0.391,0.4152,0.0046,0.1242,0.0721,0.0277,0.0109,0.0055,0.0016,100,0.0061,37,0.25,0,0,0,2022-05-15,"AT&T Byron Nelson"
"Justin Lower",22529208,6400,56.43,40.18,0.25,71,24.5,57.7,1.2,58.8,-0.05,0.735486387940276,-0.331,33,-0.001,-0.018,-0.008,0.005,-0.04,0.024,0.015,-0.006,0.034,-0.359,0.3978,0.003,0.1166,0.0679,0.0274,0.0106,0.0056,0.0016,46,0.0036,101.5,0.25,0,0,0,2022-05-15,"AT&T Byron Nelson"
"Dylan Wu",22529209,6400,49.9,47.91,0.54,80,26.5,58.1,1.2,59.3,-0.03,0.842864843426396,-0.409,25,0.023,0.032,0.002,0.004,-0.04,-0.012,0.009,-0.005,-0.008,-0.397,0.3963,0.0029,0.114,0.065,0.0261,0.0099,0.0047,0.0013,100,0.0014,21.5,0.2,-0.05,-0.01,1,2022-05-15,"AT&T Byron Nelson"
"Trey Mullinax",22529210,6400,48.38,54.55,0.66,86,28,58.2,1.2,59.4,-0.03,0.823872444079578,-0.418,29,0.009,0.01,-0.01,0.212,-0.04,-0.119,0.046,-0.019,-0.092,-0.33,0.4074,0.0029,0.124,0.0724,0.0282,0.0108,0.0058,0.0014,32,0.0033,115.5,0.22,-0.03,0,1,2022-05-15,"AT&T Byron Nelson"
"Callum Tarren",22529211,6400,51.44,48.42,0.72,79.5,26.5,58.1,1.2,59.3,-0.03,0.694240763676196,-0.396,31,0.004,0.048,0.023,0.072,-0.04,-0.092,0.041,-0.015,-0.066,-0.355,0.4018,0.0024,0.121,0.0701,0.0284,0.0111,0.0057,0.0013,46,0.0072,98,0.2,-0.05,-0.01,1,2022-05-15,"AT&T Byron Nelson"
"Brice Garnett",22529213,6400,46.66,54.61,0.34,85,28.5,58.3,1.2,59.6,-0.02,0.575501078856844,-0.242,38,-0.02,-0.055,0.014,0.036,-0.016,0.048,-0.039,-0.007,0.001,-0.281,0.4156,0.0026,0.1274,0.0728,0.0276,0.0104,0.0052,0.0011,15,0.0015,107.5,0.17,-0.08,-0.01,0,2022-05-15,"AT&T Byron Nelson"
"Hayden Buckley",22529214,6300,53,54.71,1.2,86,28,58.2,1.2,59.4,0,1.40028248809935,-0.386,26,0.021,-0.014,-0.025,0.168,-0.04,-0.003,-0.033,-0.02,-0.056,-0.332,0.4273,0.0053,0.1342,0.0791,0.0318,0.0126,0.007,0.0016,100,0.0069,33.5,0.25,0.05,0.01,1,2022-05-15,"AT&T Byron Nelson"
"Matt Wallace",22529215,6300,43.18,46.19,0.61,78,26,51.6,0.7,52.3,-0.26,0.176932899352788,-0.874,31,0.004,0.062,-0.052,0.035,-0.04,-0.016,0.024,-0.009,-0.001,-0.866,0.3247,0.0027,0.0696,0.0345,0.0117,0.0042,0.0019,3e-04,100,0.0032,26,0.05,-0.15,-0.02,1,2022-05-15,"AT&T Byron Nelson"
"Andrew Novak",22529216,6300,50.91,54.44,0.26,85.08,28,60.2,1.4,61.6,0.16,1.26902003630963,-0.255,27,0.018,0.016,0.023,-0.012,-0.04,0.006,0.025,-0.002,0.03,-0.22,0.4307,0.0032,0.1435,0.0847,0.0347,0.0139,0.0073,0.0019,46,0.0022,86.5,0.3,0.1,0.01,0,2022-05-15,"AT&T Byron Nelson"
"Roger Sloan",22529217,6300,43.24,54.37,0.15,85,28,56.8,1,57.9,-0.06,0.470801727986988,-0.496,35,-0.008,0.049,-0.013,0.004,-0.007,0.022,0.006,-0.006,0.021,-0.449,0.4064,0.0043,0.1188,0.0689,0.0284,0.0112,0.0061,0.0015,100,7e-04,33,0.24,0.04,0.01,0,2022-05-15,"AT&T Byron Nelson"
"Ben Kohles",22529218,6300,55.4,42,0.24,73.5,25,57.3,1.1,58.5,-0.04,0.811519938490809,-0.37,32,0.002,0.036,0.02,-0.056,-0.04,0.068,-0.003,-0.005,0.06,-0.348,0.423,0.0041,0.1261,0.0724,0.0294,0.0117,0.0058,0.0013,100,0.0025,33,0.21,0.01,0,0,2022-05-15,"AT&T Byron Nelson"
"Paul Barjon",22529219,6300,45.67,50.54,0.57,82.5,27,55.4,1,56.4,-0.11,0.309474513701472,-0.748,29,0.01,0.071,-0.004,0.212,-0.04,-0.065,0.014,-0.024,-0.075,-0.574,0.3816,0.0035,0.1007,0.0562,0.0202,0.0075,0.0042,0.0011,65,0.0038,82.5,0.17,-0.03,0,1,2022-05-15,"AT&T Byron Nelson"
"Vaughn Taylor",22529220,6300,48.73,53.62,0.65,84.5,28,57.6,1.1,58.7,-0.03,0.751179408900893,-0.315,46,-0.044,-0.087,0.021,-0.032,-0.027,0.107,-0.038,-0.002,0.067,-0.416,0.3941,0.0023,0.115,0.0659,0.026,0.0103,0.0054,0.0015,73,0.0019,73.5,0.24,0.04,0.01,1,2022-05-15,"AT&T Byron Nelson"
"Kiradech Aphibarnrat",22529221,6300,48.81,42.92,0.12,75,25.5,55.5,1,56.5,-0.11,0.332484239872905,-0.563,32,0,0.003,-0.01,0.021,-0.035,0.033,-0.009,-0.014,0.009,-0.575,0.375,0.0043,0.0984,0.0547,0.0205,0.0075,0.004,0.001,76,0.0023,73,0.16,-0.04,-0.01,0,2022-05-15,"AT&T Byron Nelson"
"Sung Kang",22529222,6300,49.74,39.54,0.95,70,24,52.7,0.7,53.5,-0.22,0.0485430704319651,-0.856,34,-0.007,-0.027,0.008,0,0.012,0.038,0.004,-0.016,0.026,-0.845,0.3314,0.0032,0.0752,0.0414,0.0148,0.0057,0.0026,6e-04,100,0.0054,30,0.1,-0.1,-0.01,1,2022-05-15,"AT&T Byron Nelson"
"Kelly Kraft",22529223,6300,39.94,40.02,0.1,70.5,24.5,52.4,0.8,53.2,-0.23,0.165457524137038,-0.753,33,-0.003,0.062,0.033,-0.113,-0.054,0.066,-0.016,-0.014,0.037,-0.791,0.3347,0.0027,0.0758,0.04,0.0134,0.0043,0.0022,5e-04,100,0.0013,28,0.08,-0.12,-0.02,0,2022-05-15,"AT&T Byron Nelson"
"Wesley Bryan",22548829,6300,49.75,54.34,0.57,85.5,28,55.1,0.9,56,-0.13,1.1698611016093,-0.445,32,0.002,0.034,-0.013,-0.246,0.003,0.027,0.032,0.008,0.067,-0.598,0.3756,0.0044,0.1022,0.059,0.0225,0.0088,0.0045,0.0011,65,0.0074,92.5,0.17,-0.03,0,1,2022-05-15,"AT&T Byron Nelson"
"Cameron Percy",22529224,6200,54.12,53.79,0.43,84,28,55.4,1,56.4,-0.09,0.647143340254137,-0.269,48,-0.05,-0.089,0.002,-0.059,-0.041,0.052,-0.006,-0.01,0.036,-0.472,0.3765,0.0019,0.1044,0.0582,0.0215,0.0084,0.0037,0.0011,100,0.0044,29.5,0.18,0.03,0,0,2022-05-15,"AT&T Byron Nelson"
"Henrik Norlander",22529225,6200,49.11,54.28,0.57,84.5,28,56.2,1,57.3,-0.05,0.505666302799626,-0.399,35,-0.008,-0.05,0.003,-0.001,-0.04,0.042,-0.021,-0.01,0.01,-0.484,0.3777,0.0024,0.1024,0.058,0.022,0.0086,0.0043,0.001,100,0.0044,34,0.16,0.01,0,1,2022-05-15,"AT&T Byron Nelson"
"Scott Gutschewski",22529226,6200,47.77,56.58,0.1,87,29,56.2,1.1,57.3,-0.05,0.578113371765317,-0.35,45,-0.042,0.007,-0.003,0.038,-0.04,-0.008,0.01,-0.01,-0.008,-0.398,0.4084,0.0028,0.1156,0.0626,0.0235,0.0092,0.0046,0.001,100,0.0016,40.5,0.16,0.01,0,0,2022-05-15,"AT&T Byron Nelson"
"Mac Meissner",22529227,6200,62.5,39.23,0.03,69.5,24,54.2,0.9,55.1,-0.13,0.422623771522289,-0.661,22,0.034,-0.001,0.052,0.017,-0.04,-0.028,0.029,-0.022,-0.021,-0.619,0.3514,0.0019,0.092,0.0506,0.0182,0.0073,0.0035,7e-04,100,0.003,22.5,0.11,-0.04,-0.01,0,2022-05-15,"AT&T Byron Nelson"
"Patrick Flavin",22529228,6200,65.88,40.81,0.27,71.5,24.5,51.8,0.7,52.6,-0.23,0.10681655772631,-0.84,26,0.021,0.011,0.031,-0.015,-0.04,0.004,0.016,-0.016,0.004,-0.828,0.3123,0.0017,0.0687,0.0358,0.0122,0.0041,0.0016,4e-04,100,0.0032,32,0.06,-0.09,-0.01,0,2022-05-15,"AT&T Byron Nelson"
"Ryan Brehm",22529229,6200,65.44,35.43,0.24,59.08,22.5,52.7,0.7,53.4,-0.2,0.159683028881243,-1.019,36,-0.011,0.099,0.037,0.169,-0.029,-0.111,0.07,-0.029,-0.07,-0.825,0.332,0.0031,0.0766,0.0422,0.0155,0.006,0.0032,6e-04,100,0.0053,36,0.1,-0.05,-0.01,0,2022-05-15,"AT&T Byron Nelson"
"Brandon Hagy",22529230,6200,44.02,47.64,0.46,80,26.5,56.5,1,57.6,-0.04,0.254478650579174,-0.633,31,0.005,0.05,-0.001,0.201,-0.04,-0.124,0.071,-0.017,-0.07,-0.488,0.375,0.0022,0.1035,0.0581,0.0225,0.0086,0.0046,0.0012,100,0.0021,31.5,0.19,0.04,0.01,0,2022-05-15,"AT&T Byron Nelson"
"Michael Gligic",22529231,6200,49.04,42.88,0.23,74.5,24.5,55.4,0.9,56.3,-0.09,0.308460024099051,-0.624,32,0,-0.015,-0.013,0.074,-0.002,0.004,0.02,-0.016,0.009,-0.572,0.3798,0.0041,0.1013,0.0575,0.0216,0.0084,0.0039,0.001,73,0.0033,80,0.16,0.01,0,0,2022-05-15,"AT&T Byron Nelson"
"Max McGreevy",22529232,6200,45.38,44.31,0.06,76,25.5,52.5,0.7,53.2,-0.2,0.0485430704319651,-0.774,27,0.019,0.007,-0.033,-0.004,-0.04,0.047,-0.009,-0.01,0.029,-0.797,0.3373,0.0026,0.0734,0.0397,0.014,0.0056,0.0026,5e-04,83,3e-04,70,0.08,-0.07,-0.01,0,2022-05-15,"AT&T Byron Nelson"
"Curtis Thompson",22529233,6200,44.21,47,0.03,79.5,26.5,53.2,0.8,54,-0.17,0.0485430704319651,-0.732,29,0.011,0.009,0.026,0.088,-0.04,-0.073,0.043,-0.02,-0.05,-0.687,0.3364,0.0017,0.0765,0.0413,0.0144,0.0053,0.0026,4e-04,100,2e-04,28,0.06,-0.09,-0.01,0,2022-05-15,"AT&T Byron Nelson"
"Brett Drewitt",22529234,6100,48.14,40.7,0.02,71.5,25,49.6,0.6,50.2,-0.29,0.0485430704319651,-1.023,31,0.004,0.023,0.015,0.05,-0.04,0.019,0.022,-0.018,0.023,-0.947,0.3015,0.0018,0.0582,0.028,0.0096,0.0033,0.0014,1e-04,100,4e-04,36.5,0.02,-0.07,-0.01,0,2022-05-15,"AT&T Byron Nelson"
"Kevin Tway",22529236,6100,44.05,45.49,0.08,77,25.5,56.7,1.1,57.8,-0.01,0.477883880453072,-0.454,33,-0.004,0.05,0.006,0.06,-0.025,-0.073,0.05,-0.005,-0.029,-0.395,0.4104,0.0039,0.117,0.0662,0.0255,0.01,0.0052,0.0013,100,0.0022,26.5,0.21,0.12,0.02,0,2022-05-15,"AT&T Byron Nelson"
"Jim Herman",22529237,6100,45.35,48.23,0.05,79.5,26.5,53.9,0.8,54.8,-0.12,0.279226571075347,-0.566,44,-0.039,-0.046,-0.036,0.059,-0.04,0.043,-0.05,-0.023,-0.03,-0.697,0.359,0.003,0.0881,0.0491,0.0188,0.0072,0.0039,7e-04,100,0.0013,27.5,0.11,0.02,0,0,2022-05-15,"AT&T Byron Nelson"
"Martin Trainer",22529238,6100,42.5,33.86,0.18,40.5,22,50.7,0.6,51.3,-0.25,0.0485430704319651,-1.228,31,0.005,0.083,0.106,0.016,-0.017,-0.047,0.059,-0.014,-0.002,-1.036,0.2922,0.0029,0.0585,0.0321,0.0114,0.004,0.0021,4e-04,76,0.0017,79.5,0.07,-0.02,0,0,2022-05-15,"AT&T Byron Nelson"
"Jared Wolfe",22529239,6100,42.78,45.77,0.06,78,26,54,0.9,54.9,-0.12,0.158887855542827,-0.743,34,-0.005,0.055,0.002,0.085,-0.04,-0.06,0.038,-0.016,-0.039,-0.684,0.3384,0.0016,0.0797,0.0433,0.0154,0.0057,0.0029,8e-04,51,7e-04,92,0.13,0.04,0.01,0,2022-05-15,"AT&T Byron Nelson"
"Chesson Hadley",22529240,6100,40.63,41.1,0.17,72.08,24.43,47.6,0.5,48.1,-0.36,0.0485430704319651,-0.985,34,-0.007,0.01,-0.046,-0.164,-0.038,-0.01,0.031,-0.016,0.004,-1.227,0.2376,9e-04,0.0361,0.0175,0.005,0.0013,5e-04,1e-04,69,0.001,75,0.02,-0.07,-0.01,0,2022-05-15,"AT&T Byron Nelson"
"Richy Werenski",22529241,6100,40.47,44.11,0.13,76,25.5,52.1,0.7,52.8,-0.19,0.0485430704319651,-0.793,30,0.008,-0.03,-0.009,-0.017,-0.04,0.019,0.018,-0.011,0.027,-0.854,0.3086,0.0019,0.0671,0.0361,0.0127,0.0046,0.0023,4e-04,100,0.0011,28,0.07,-0.02,0,0,2022-05-15,"AT&T Byron Nelson"
"Austin Cook",22529242,6100,42.03,35.79,0.12,60.5,23,49.4,0.6,50,-0.29,0.0960698927286318,-0.962,31,0.005,-0.03,-0.03,0.031,-0.046,0.075,-0.033,-0.018,0.025,-1.006,0.28,0.0011,0.0506,0.0251,0.0088,0.0031,0.0015,2e-04,100,4e-04,25.5,0.03,-0.06,-0.01,0,2022-05-15,"AT&T Byron Nelson"
"David Skinns",22529244,6100,46.17,41.74,0.08,73,25,53.3,0.7,54,-0.15,0.0886684468359147,-0.754,40,-0.025,0.004,0.006,0.021,-0.04,-0.016,0.043,-0.011,0.017,-0.77,0.323,0.0015,0.0726,0.0398,0.0146,0.0059,0.003,8e-04,38,3e-04,96.5,0.13,0.04,0.01,0,2022-05-15,"AT&T Byron Nelson"
"Cooper Dossey",22529245,6000,29.5,22.18,0.01,55.45,12.2,36.8,0.1,36.9,-0.75,0.0369547650665565,-1.945,-1,0,0,-0.339,0.001,-0.04,0.045,0.017,-0.046,0.017,-2.306,0.1126,6e-04,0.0062,0.0024,5e-04,1e-04,0,0,100,2e-04,40.5,0,-0.03,0,0,2022-05-15,"AT&T Byron Nelson"
