player_name,sample_size,school,dg_rank,dg_change,wagr_rank,wagr_change,dg_index
"Toge, Haruto",36,"—",400,9,435,-3,-1.21530594527026
"Jaglan, Shubham",74,"—",401,52,507,45,-1.21550744599346
"Reuter, Benjamin",103,"—",402,-137,179,-25,-1.2195087546016499
"McConnell, Miles",76,"—",403,5,818,11,-1.22006052486858
"Hopkins, Will",139,"kansas state",404,50,679,-17,-1.2224743295365
"Camelo Ferreira, Hugo",21,"—",405,0,404,0,-1.22581871687077
"Maybank III, PJ",27,"—",406,1,879,4,-1.2262105323493502
"Winstead, Trey",150,"lsu",407,-57,594,-88,-1.23361902144525
"Ashfield, James",103,"columbus state",408,30,226,22,-1.23529346481146
"Song, Taehoon",113,"—",409,3,942,11,-1.24039273805632
"Marcoux, Xavier",126,"rutgers university",410,3,922,8,-1.24446639526004
"Lomholt, Magnus",125,"new mexico jc",411,5,549,12,-1.24600692448356
"Yamashita, Masayuki",27,"—",412,5,365,-18,-1.24825589145984
"Watkins, Matthew",56,"—",413,29,591,-88,-1.25326484146306
"Watkins, Braxton",85,"houston",414,9,338,-4,-1.2581058007714199
"Gray, Bret",32,"—",415,7,866,-47,-1.25837646762852
"Lilja, Henrik",150,"campbell",416,5,580,15,-1.26061510725723
"Manuel, Caleb",83,"—",417,1,610,2,-1.2621130373318
"Kleu, Ronan",150,"columbus state",418,7,240,5,-1.2667682803437101
"McKinlay, Brady",109,"—",419,0,997,0,-1.26702754102565
"Herron, Carson",28,"—",420,6,613,1,-1.26706702238047
"Duquette, William",129,"—",421,6,496,2,-1.2682123819359399
"Bolton, Harry",150,"newberry college",422,12,369,-2,-1.27204737578992
"Kamin, Chris",32,"—",423,-4,428,-2,-1.27390049242165
"Brooks, Jack",150,"—",424,20,431,-21,-1.2793863658436
"Carper, Lucas",150,"uc davis",425,5,670,0,-1.2821575031041101
"Derbez Torres, Eduardo",20,"—",426,0,468,0,-1.28578381120412
"Gueant, Tom",150,"oregon",427,1,317,-4,-1.28671496024515
"Jones, Sam",150,"west georgia",428,13,174,3,-1.2887737040361498
"Desmarchais, Laurent",119,"—",429,2,621,5,-1.28881199144988
"Laage, Mads",54,"—",430,46,616,-18,-1.2899526863783
"Martin, Garrett",147,"texas tech",431,-2,189,-2,-1.29067689234007
"Bondesson, Alfons",67,"—",432,0,524,5,-1.2907684466276101
"Lake, Jackson",119,"oregon state",433,0,509,5,-1.29323216800832
"Bunten, Tim",132,"east carolina",434,-10,627,6,-1.29925065009955
"Imai, James",150,"northwestern",435,1,556,-1,-1.30184873046027
"Vongchaisit, Sarut",129,"ole miss",436,-1,500,4,-1.30775674153007
"An, Kyle",31,"—",437,-17,993,-17,-1.3170981559666
"Hinnant, Peter",140,"louisiana",438,1,821,12,-1.3263859326918799
"Schneider, Jan",150,"washington",439,11,411,2,-1.32732248192879
"Beauvy, Paul",143,"—",440,8,432,4,-1.32994839219603
"Davis, Evan",150,"belmont",441,-4,683,-2,-1.3336760272011299
"Graham, Gregor",92,"—",442,27,972,-30,-1.33787764152831
"Teoh, Bryan",150,"ucla",443,9,462,3,-1.33980274244235
"Aurilia, Chaz",30,"—",444,2,694,7,-1.34059063541773
"Rose, Kian",52,"—",445,2,604,2,-1.34814446310568
"Mao, Andy",128,"georgia tech",446,9,840,11,-1.3510165104916299
"Fonseca Aguilar, Marcel",37,"—",447,-4,400,9,-1.35469788675634
"Hastings, Justin",55,"—",448,16,630,38,-1.3561539819914699
"Mcintosh, Eric",150,"northwestern",449,7,559,13,-1.36536200955614
"Newton, Connor",40,"—",450,-5,844,-1,-1.36963710281533
"Madsen, Brady",70,"—",451,10,937,-1,-1.3732247443108299
"Fosdick, Chris",133,"florida southern",452,7,312,2,-1.3789262406132299
"Gordon, Zack",150,"clemson",453,7,173,0,-1.38000227020245
"Tait, Gregor",150,"seton hall univ.",454,0,955,0,-1.38633291903772
"Buynder, Otto Van",150,"ulm",455,10,826,2,-1.38873967719751
"Macarthur, Freddie",31,"—",456,-67,970,-192,-1.3893687010336202
"Holden, Robert",22,"—",457,-108,923,-141,-1.39008819966238
"Cook, Jacob",150,"kentucky",458,5,515,9,-1.3918264521644301
"Davidson, Ethan",96,"—",459,3,828,10,-1.39236392481352
"Breitenstine, Cade",150,"kent state",460,6,330,-5,-1.3941046132864499
"Mason, George",36,"—",461,11,678,-48,-1.39474515798383
"Quinney, Ben",82,"—",462,-11,391,-30,-1.40031534447518
"Ronne, Craig",150,"oregon",463,5,446,1,-1.40481411054126
"O'Neill, Luke",125,"—",464,9,838,1,-1.4149543544070402
"R Ni, Andrew",104,"colorado state - pueblo",465,-8,682,1,-1.41868982530863
"Ma, Brian",55,"harvard",466,4,947,1,-1.4194946336117
"Steyn, Marco",150,"wake forest",467,7,771,-3,-1.42014535346195
"Stewart, Dillon",106,"oklahoma state",468,7,607,8,-1.4227755436498501
"Simmons, Isaac",100,"liberty",469,8,598,5,-1.4295079691450199
"Paladino, Cody",41,"baylor",470,1,550,55,-1.43388173466651
"Marcon, Angelo",99,"—",471,9,583,14,-1.4391512017146497
"Ingham, Jack",99,"—",472,-14,342,13,-1.4412687364040802
"Tillmanns, Tim",131,"kansas state",473,10,424,-6,-1.4451199294538102
"Chen, Kuangyu",144,"—",474,4,592,9,-1.44527195413423
"Stubbs, Jasper",132,"—",475,15,456,1,-1.4476943075459798
"Nelson, Benjamin",107,"mississippi state",476,5,802,-3,-1.4490294569007
"Nikitas, Charlie",150,"miami university(oh)",477,5,757,4,-1.4532955794404598
"Partridge, Benjamin",60,"—",478,-38,752,-60,-1.4544727269883702
"Huss, Cameron",104,"—",479,10,725,-32,-1.45704996915738
"Haefner, Grant",97,"—",480,7,981,0,-1.46216247990736
"Watts, Braxton",46,"—",481,-2,883,9,-1.46311785999258
"Geurts, Bob",122,"—",482,3,445,-11,-1.4664207299118999
"Shipley, Neal",109,"james madison",483,0,946,0,-1.46741203156056
"Kim, Logan",29,"—",484,0,956,-6,-1.47117100336095
"Shetler, Caleb",121,"san jose state",485,1,603,5,-1.4734373206500602
"Mathiesen, Mikkel",113,"wright state",486,-84,571,-50,-1.4838595939021701
"Dowling, Billy",32,"—",487,6,740,2,-1.48397731632841
"Huff, Kevin",146,"fresno state",488,4,787,3,-1.49006408003088
"Peng, Ian",111,"vcu",489,2,733,6,-1.4982240942237801
"Nicholson, Sam",82,"—",490,9,562,1,-1.49912632890922
"Kay, Donald",150,"oregon",491,0,996,0,-1.50549898555877
"Kingsley, Harrison",150,"california baptist",492,9,358,-1,-1.5087404280467502
"Pollo, Zachery",24,"—",493,0,979,0,-1.5093960125579802
"Taylor II, Troy",150,"michigan state",494,75,578,64,-1.51050772197304
"Eroshenko, Egor",103,"—",495,0,718,2,-1.51118698560215
"Lundgren, David",150,"—",496,14,521,95,-1.51359012735124
"Loureiro, Juan Martin",64,"—",497,-97,334,-14,-1.51704647773009
"Chin, Alex",150,"san francisco",498,7,474,3,-1.52534918410227
"Aguilera, Alejandro",150,"tcu",499,5,325,12,-1.52619043344085
"Franklin, Walker",54,"—",500,12,852,-10,-1.5262280496647098
