"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Shohei Ohtani","LAA","10","28","29","5","2","2","0","1","5","6","1","0","11","0","0","0","1","1","0",".179","19755"
"Ramon Urias","BAL","8","17","19","3","2","1","0","0","1","1","2","0","3","0","0","0","1","0","0",".176","18795"
"Jo Adell","LAA","8","17","18","3","2","1","0","0","1","1","1","0","6","0","0","0","0","0","0",".176","20220"
"Freddie Freeman","LAD","7","12","16","2","1","1","0","0","2","0","3","0","4","1","0","0","0","0","0",".167","5361"
"Kyle Higashioka","NYY","4","6","7","1","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0",".167","5517"
"Christian Bethancourt","OAK","6","6","7","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","0",".167","10028"
"Curt Casali","SFG","3","6","6","1","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0",".167","12510"
"Trevor Story","BOS","4","6","7","1","0","1","0","0","0","1","1","0","4","0","0","0","0","0","0",".167","12564"
"Francisco Lindor","NYM","10","12","15","2","1","0","0","1","2","3","2","0","3","0","1","0","0","1","0",".167","12916"
"Raimel Tapia","TOR","6","6","6","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0",".167","14350"
"Rowdy Tellez","MIL","6","6","6","1","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0",".167","15679"
"Andrew Benintendi","KCR","4","6","6","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".167","17901"
"Paul DeJong","STL","4","6","8","1","0","1","0","0","1","1","2","0","3","0","0","0","0","2","0",".167","18015"
"Lourdes Gurriel Jr.","TOR","5","6","6","1","1","0","0","0","2","0","0","0","5","0","0","0","0","0","0",".167","19238"
"Andrew Knizner","STL","4","6","6","1","0","0","0","1","1","3","0","0","3","0","0","0","1","0","0",".167","19514"
"Bryan De La Cruz","MIA","4","6","9","1","1","0","0","0","0","0","3","0","2","0","0","0","1","0","0",".167","19600"
"Bo Bichette","TOR","4","6","6","1","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".167","19612"
"Jazz Chisholm Jr.","MIA","4","6","7","1","0","1","0","0","0","2","0","0","0","0","1","0","0","0","0",".167","20454"
"Jonathan India","CIN","5","6","6","1","1","0","0","0","2","0","0","0","1","0","0","0","0","0","0",".167","21523"
"Jake McCarthy","ARI","3","6","8","1","0","0","0","1","1","1","2","0","2","0","0","0","0","0","0",".167","21622"
"Kolten Wong","MIL","9","13","13","2","2","0","0","0","0","0","0","0","4","0","0","0","0","0","0",".154","12532"
"Mookie Betts","LAD","8","13","13","2","1","1","0","0","3","1","0","0","7","0","0","0","1","0","0",".154","13611"
"Franmil Reyes","CLE","5","13","14","2","2","0","0","0","1","0","1","0","3","0","0","0","1","0","0",".154","14566"
"Luke Voit","SDP","10","13","19","2","2","0","0","0","1","3","5","0","5","1","0","0","0","0","0",".154","14811"
"Jed Lowrie","OAK","5","7","8","1","1","0","0","0","2","0","1","0","3","0","0","0","0","0","0",".143","4418"
"Charlie Blackmon","COL","5","14","15","2","2","0","0","0","0","1","1","0","5","0","0","0","0","0","0",".143","7859"
"Yasmani Grandal","CHW","5","7","8","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0",".143","11368"
"Hanser Alberto","LAD","4","7","7","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0",".143","11902"
"Billy McKinney","OAK","6","7","7","1","0","0","0","1","1","1","0","0","2","0","0","0","0","0","0",".143","15654"
"Jose Abreu","CHW","4","7","8","1","0","1","0","0","2","2","1","0","1","0","0","0","0","0","0",".143","15676"
"Willy Adames","MIL","9","14","17","2","2","0","0","0","2","1","3","0","5","0","0","0","2","0","0",".143","15986"
"Dansby Swanson","ATL","9","14","15","2","2","0","0","0","1","0","1","0","5","0","0","0","0","0","0",".143","18314"
"Abraham Toro","SEA","5","7","8","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0",".143","19844"
"Daulton Varsho","ARI","3","7","9","1","1","0","0","0","0","1","1","0","3","0","1","0","0","0","0",".143","19918"
"Gilberto Celestino","MIN","4","7","8","1","1","0","0","0","1","0","0","0","2","1","0","0","1","0","0",".143","20233"
"Akil Baddoo","DET","5","7","7","1","0","1","0","0","0","0","0","0","3","0","0","0","1","0","0",".143","22168"
"David Peralta","ARI","5","8","8","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".125","2136"
"Robinson Cano","NYM","7","8","8","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0",".125","3269"
"Avisail Garcia","MIA","4","8","8","1","0","0","0","1","1","1","0","0","3","0","0","0","1","0","0",".125","5760"
"Gary Sanchez","MIN","8","16","16","2","1","0","0","1","1","4","0","0","7","0","0","0","0","0","0",".125","11442"
"Mark Canha","NYM","5","8","10","1","1","0","0","0","0","1","2","0","4","0","0","0","0","0","0",".125","11445"
"Jacob Stallings","MIA","4","8","9","1","1","0","0","0","0","0","1","0","4","0","0","0","1","0","0",".125","13723"
"Cole Tucker","PIT","4","8","8","1","1","0","0","0","0","1","0","0","3","0","0","0","0","0","0",".125","17326"
"Alex Bregman","HOU","9","16","18","2","1","1","0","0","0","1","2","0","5","0","0","0","0","0","0",".125","17678"
"Cooper Hummel","ARI","8","16","18","2","1","0","0","1","1","3","2","0","1","0","0","0","0","0","0",".125","19458"
"Riley Adams","WSN","4","8","8","1","1","0","0","0","0","1","0","0","3","0","0","0","0","0","0",".125","19864"
"Santiago Espinal","TOR","9","8","10","1","0","1","0","0","0","1","2","1","2","0","0","0","0","0","0",".125","19997"
"Jarred Kelenic","SEA","8","8","9","1","1","0","0","0","0","0","1","0","4","0","0","0","0","0","0",".125","22558"
"Julio Rodriguez","SEA","7","8","10","1","1","0","0","0","0","1","2","0","5","0","0","0","0","1","0",".125","23697"
"Miguel Cabrera","DET","6","9","11","1","1","0","0","0","0","0","2","1","4","0","0","0","0","0","0",".111","1744"
"Lorenzo Cain","MIL","7","9","10","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","1",".111","9077"
"Marcus Semien","TEX","8","18","22","2","1","1","0","0","0","2","3","0","2","0","1","0","0","1","0",".111","12533"
"Christian Arroyo","BOS","7","9","11","1","1","0","0","0","0","1","0","0","3","0","1","1","0","0","0",".111","16434"
"Kyle Schwarber","PHI","11","18","21","2","1","0","0","1","3","5","2","0","10","1","0","0","1","0","0",".111","16478"
"Bobby Dalbec","BOS","6","9","11","1","1","0","0","0","1","0","1","0","5","1","0","0","0","0","0",".111","19966"
"Jake Cronenworth","SDP","11","19","21","2","2","0","0","0","1","1","2","0","7","0","0","0","0","0","0",".105","18036"
"Juan Soto","WSN","11","19","24","2","2","0","0","0","2","0","4","0","2","1","0","0","0","0","0",".105","20123"
"Josh Donaldson","NYY","6","10","14","1","0","1","0","0","2","0","4","0","2","0","0","0","0","0","0",".100","5038"
"Alcides Escobar","WSN","7","10","11","1","1","0","0","0","2","0","1","0","2","0","0","0","0","0","1",".100","6310"
"Josh Harrison","CHW","5","10","10","1","1","0","0","0","1","1","0","0","3","0","0","0","2","0","0",".100","8202"
"Austin Hedges","CLE","6","10","12","1","1","0","0","0","2","0","1","0","2","0","0","1","1","0","0",".100","12976"
"Mike Zunino","TBR","7","10","11","1","1","0","0","0","0","0","1","0","3","0","0","0","0","0","0",".100","13265"
"Jeff McNeil","NYM","8","10","12","1","1","0","0","0","0","0","2","0","4","0","0","0","0","0","0",".100","15362"
"Harrison Bader","STL","8","10","13","1","1","0","0","0","0","0","2","0","4","1","0","0","0","0","0",".100","18030"
"Seth Brown","OAK","8","10","10","1","1","0","0","0","0","1","0","0","5","0","0","0","0","0","0",".100","18171"
"Willson Contreras","CHC","6","11","12","1","0","0","0","1","2","1","1","0","2","0","0","0","2","0","0",".091","11609"
"Carson Kelly","ARI","5","11","12","1","0","1","0","0","0","0","1","0","3","0","0","0","1","0","0",".091","13620"
"Joey Gallo","NYY","8","11","13","1","1","0","0","0","0","0","2","0","5","0","0","0","0","0","0",".091","14128"
"Chad Pinder","OAK","5","11","11","1","1","0","0","0","1","1","0","0","5","0","0","0","0","0","0",".091","15191"
"Brendan Rodgers","COL","7","11","14","1","1","0","0","0","1","0","3","0","4","0","0","0","1","0","0",".091","17907"
"Jake Fraley","CIN","6","11","12","1","1","0","0","0","2","0","1","0","3","0","0","0","0","0","0",".091","19260"
"Nick Senzel","CIN","7","11","12","1","1","0","0","0","1","0","1","0","2","0","0","0","1","0","0",".091","19293"
"Brandon Marsh","LAA","8","11","14","1","1","0","0","0","1","3","2","0","5","0","1","0","0","0","0",".091","20202"
"Jake Marisnick","PIT","6","12","13","1","0","1","0","0","1","0","1","0","3","0","0","0","0","0","1",".083","11339"
"Jesse Winker","SEA","10","12","17","1","1","0","0","0","2","0","5","0","3","0","0","0","1","0","0",".083","13590"
"Ketel Marte","ARI","6","12","14","1","0","1","0","0","1","1","1","0","3","1","0","0","0","0","0",".083","13613"
"Eric Haase","DET","10","12","13","1","1","0","0","0","2","0","1","0","3","0","0","0","1","0","0",".083","14111"
"Trent Grisham","SDP","6","12","13","1","0","0","0","1","2","1","1","0","4","0","0","0","0","0","0",".083","18564"
"Ha-seong Kim","SDP","7","12","16","1","1","0","0","0","1","1","4","0","2","0","0","0","0","1","0",".083","27506"
"Miguel Sano","MIN","7","13","16","1","1","0","0","0","0","0","2","0","5","1","0","0","0","0","0",".077","12164"
"Christian Walker","ARI","8","13","15","1","1","0","0","0","1","0","2","0","2","0","0","0","0","0","0",".077","13419"
"Hunter Renfroe","MIL","8","13","15","1","0","1","0","0","0","1","1","0","6","0","1","0","0","0","0",".077","15464"
"Dylan Carlson","STL","7","13","14","1","1","0","0","0","2","0","0","0","3","1","0","0","0","0","0",".077","20126"
"Jorge Soler","MIA","8","14","16","1","0","0","0","1","2","2","2","0","4","0","0","0","0","0","0",".071","14221"
"Nelson Cruz","WSN","9","15","20","1","1","0","0","0","2","0","4","1","4","0","0","0","0","0","0",".067","2434"
"Wil Myers","SDP","9","15","16","1","0","1","0","0","2","2","1","0","4","0","0","0","0","0","0",".067","10047"
"Kelvin Gutierrez","BAL","9","15","17","1","0","1","0","0","2","2","1","0","6","0","0","0","1","0","0",".067","17468"
"Giancarlo Stanton","NYY","8","16","17","1","1","0","0","0","0","1","0","0","8","0","1","0","0","0","0",".063","4949"
"Austin Slater","SFG","10","16","17","1","0","0","0","1","2","3","1","0","7","0","0","0","0","0","0",".063","16153"
"Aristides Aquino","CIN","10","23","24","1","1","0","0","0","2","0","1","0","11","0","0","0","0","0","0",".043","15482"
"Manny Pina","ATL","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","2829"
"Stephen Vogt","OAK","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",".000","5000"
"Justin Turner","LAD","5","8","9","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0",".000","5235"
"Leury Garcia","CHW","4","5","5","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","5913"
"Martin Maldonado","HOU","5","5","8","0","0","0","0","0","1","0","3","0","1","0","0","0","1","0","0",".000","6887"
"Jason Castro","HOU","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","8722"
"Christian Vazquez","BOS","3","5","5","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0",".000","9774"
"Chris Owings","BAL","5","5","8","0","0","0","0","0","1","0","3","0","5","0","0","0","0","0","0",".000","10030"
"Rafael Ortega","CHC","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10323"
"Kole Calhoun","TEX","4","4","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","11200"
"Whit Merrifield","KCR","4","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",".000","11281"
"Michael A. Taylor","KCR","4","4","5","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0",".000","11489"
"Joc Pederson","SFG","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","11899"
"Niko Goodrum","HOU","2","3","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","12092"
"Nick Ahmed","ARI","1","3","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","12147"
"Eddie Rosario","ATL","8","7","9","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0",".000","12155"
"Austin Barnes","LAD","1","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",".000","12158"
"Jace Peterson","MIL","3","2","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",".000","12325"
"Eugenio Suarez","SEA","6","8","12","0","0","0","0","0","1","0","4","0","5","0","0","0","1","0","0",".000","12552"
"James McCann","NYM","7","10","13","0","0","0","0","0","0","2","1","0","0","1","1","0","0","0","0",".000","12859"
"Omar Narvaez","MIL","5","5","6","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0",".000","13338"
"Christian Lopes","OAK","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13472"
"Jeimer Candelario","DET","5","9","10","0","0","0","0","0","0","0","1","0","1","0","0","0","2","0","0",".000","13621"
"Adalberto Mondesi","KCR","4","5","5","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",".000","13769"
"Anthony Bemboom","BAL","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13854"
"Tyler Heineman","TOR","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13897"
"Mitch Haniger","SEA","5","6","7","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",".000","14274"
"Brett Phillips","TBR","5","4","5","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0",".000","14735"
"Yu Chang","CLE","2","2","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".000","14773"
"Dom Nunez","COL","2","1","2","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",".000","15055"
"Ryan McMahon","COL","7","8","11","0","0","0","0","0","2","0","1","0","1","2","0","0","0","0","0",".000","15112"
"Hunter Dozier","KCR","2","2","3","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0",".000","15117"
"Tim Locastro","NYY","2","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","15124"
"Josh VanMeter","PIT","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15170"
"Reese McGuire","CHW","2","3","3","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0",".000","15674"
"Bradley Zimmer","TOR","3","3","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","16221"
"Michael Hermosillo","CHC","6","8","12","0","0","0","0","0","1","0","3","0","4","1","0","0","0","0","0",".000","16285"
"Nick Gordon","MIN","2","3","4","0","0","0","0","0","1","0","1","0","2","0","0","0","0","0","0",".000","16337"
"Sergio Alcantara","ARI","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","16417"
"Thairo Estrada","SFG","5","7","8","0","0","0","0","0","2","0","1","0","1","0","0","0","1","0","0",".000","16426"
"Ryan O'Hearn","KCR","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",".000","16442"
"Luis Guillorme","NYM","3","5","5","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".000","16451"
"Jose Trevino","NYY","2","3","3","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0",".000","16725"
"Edmundo Sosa","STL","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",".000","17022"
"Steven Duggar","SFG","2","2","2","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0",".000","17719"
"Drew Jackson","OAK","2","3","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","17807"
"Sam Hilliard","COL","3","3","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","17954"
"David Fletcher","LAA","2","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","17992"
"Hoy Park","PIT","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","18027"
"Edwin Rios","LAD","1","1","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0",".000","18316"
"Kyle Tucker","HOU","8","16","17","0","0","0","0","0","0","0","1","0","4","0","0","0","0","0","0",".000","18345"
"Daz Cameron","DET","1","1","2","0","0","0","0","0","1","0","1","0","1","0","0","0","0","1","0",".000","18353"
"Lucius Fox","WSN","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",".000","18899"
"Cavan Biggio","TOR","3","3","5","0","0","0","0","0","0","0","1","0","2","1","0","0","0","0","0",".000","19252"
"Jose Rojas","LAA","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","19331"
"Yonny Hernandez","ARI","2","5","5","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".000","19432"
"T.J. Friedl","CIN","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19522"
"Yordan Alvarez","HOU","7","10","11","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0",".000","19556"
"Vladimir Guerrero Jr.","TOR","2","3","4","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0",".000","19611"
"Edward Olivares","KCR","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","19698"
"Drew Ellis","ARI","1","2","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".000","19873"
"Adam Haseley","CHW","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","19878"
"Connor Wong","BOS","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","19896"
"Ryan McKenna","BAL","5","5","6","0","0","0","0","0","0","0","1","0","4","0","0","0","0","0","0",".000","19928"
"Josh Lowe","TBR","9","9","11","0","0","0","0","0","0","0","2","0","4","0","0","0","1","0","0",".000","19953"
"Alan Trejo","COL","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20056"
"Jonathan Arauz","BOS","2","3","4","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",".000","20275"
"Alex Kirilloff","MIN","4","7","7","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0",".000","20325"
"William Contreras","ATL","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","20503"
"Mickey McDonald","OAK","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","20533"
"Lars Nootbaar","STL","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21454"
"Joey Bart","SFG","5","5","6","0","0","0","0","0","1","0","1","0","4","0","0","0","0","1","0",".000","21524"
"Kyle Isbel","KCR","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","21614"
"Payton Henry","MIA","2","2","4","0","0","0","0","0","1","1","1","0","0","1","0","0","0","0","0",".000","22164"
"Nick Allen","OAK","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","22277"
"Taylor Walls","TBR","8","8","10","0","0","0","0","0","0","0","2","0","1","0","0","0","1","0","0",".000","22458"
"Gabriel Arias","CLE","2","5","5","0","0","0","0","0","1","1","0","0","2","0","0","0","0","0","0",".000","22563"
"Bryan Lavastida","CLE","2","2","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".000","24765"
"Bobby Witt Jr.","KCR","4","6","6","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0",".000","25764"
"CJ Abrams","SDP","3","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","25768"
