,Name,ID,Salary,AvgPointsPerGame,odds_open,odds_close,odds_rank,odds_delta,odds_delta_per,fpts,proj_own,ceil,floor,odds_per_dollar,one,residuals,own_change,adj_own,X.Drafted,FPTS,date,tournament
63,Cameron Davis,22064303,6800,55.15,0.0022,0.0043,72,0.0021,0.9545,52.76,1.3,79,25,0.63,1,-0.17,23.18,25,0,0,4/14/2022,RBC Heritage
64,Chad Ramey,22064304,6700,59.84,0.003,0.0031,92,1.00E-04,0.0333,44.64,0.81,72,23,0.46,1,-0.28,10,10,0.0087,61.5,4/14/2022,RBC Heritage
65,Brian Stuard,22064305,6700,50.47,0.007,0.0072,46,2.00E-04,0.0286,47.94,4.3,74.5,24,1.07,1,0.33,10.66,15,0.0372,47.5,4/14/2022,RBC Heritage
66,Emiliano Grillo,22064306,6700,48.7,0.0019,0.0038,78,0.0019,1,54.51,1.4,80,26,0.57,1,-0.17,23.67,25,0.0167,25,4/14/2022,RBC Heritage
67,Branden Grace,22064308,6700,44.96,0.0042,0.0045,70,3.00E-04,0.0714,48.55,0.53,74.5,24,0.67,1,-0.07,10.6,10,0.0059,72.5,4/14/2022,RBC Heritage
68,Nate Lashley,22064309,6700,59.9,0.0035,0.004,76,5.00E-04,0.1429,50.62,3.2,77,24.5,0.6,1,-0.14,11.1,15,0.0355,21,4/14/2022,RBC Heritage
69,Charl Schwartzel,22064310,6600,41.79,8.00E-04,0.0029,95,0.0021,2.625,38.72,1.1,67,21.5,0.44,1,-0.25,24.01,25,0.0169,60.5,4/14/2022,RBC Heritage
70,Matthew NeSmith,22064311,6600,56.06,0.0055,0.009,34,0.0035,0.6364,51.68,8.4,77.5,25.5,1.36,1,0.67,21.55,30,0.0512,75,4/14/2022,RBC Heritage
71,J.T. Poston,22064312,6600,42.57,0.0028,0.0035,86,7.00E-04,0.25,44.5,0.45,71.5,23,0.53,1,-0.16,11.91,10,0.0116,103.5,4/14/2022,RBC Heritage
72,Harry Higgs,22064313,6600,50.72,0.0023,0.0026,100,3.00E-04,0.1304,42.39,0.94,70.5,22.5,0.39,1,-0.3,10.55,10,0.0204,26.5,4/14/2022,RBC Heritage
73,Nick Taylor,22064314,6600,58.17,0.0039,0.0036,83,-3.00E-04,-0.0769,51.34,0.79,78,24.5,0.55,1,-0.14,9.35,10,0.0107,27.5,4/14/2022,RBC Heritage
74,Alex Smalley,22064315,6600,58.94,0.0035,0.0037,80,2.00E-04,0.0571,49.68,1.6,75,24.5,0.56,1,-0.13,10.34,10,0.0069,26.5,4/14/2022,RBC Heritage
75,Michael Thompson,22064317,6500,60.46,0.0046,0.0063,56,0.0017,0.3696,48.75,0.73,74.5,24,0.97,1,0.32,15.01,15,0.0192,25,4/14/2022,RBC Heritage
76,Kramer Hickok,22064318,6500,52.5,0.0046,0.0066,54,0.002,0.4348,54.3,0.9,79.5,25.5,1.02,1,0.37,16.17,15,0.0101,19.5,4/14/2022,RBC Heritage
77,Joseph Bramlett,22064319,6500,49.88,0.0013,0.0041,74,0.0028,2.1538,47.31,0.37,74.5,24.5,0.63,1,-0.02,25.59,25,0.001,73.5,4/14/2022,RBC Heritage
78,Garrick Higgo,22064320,6500,50.61,7.00E-04,0.0034,88,0.0027,3.8571,49.43,0.9,76.5,24.5,0.52,1,-0.13,25.3,25,0.0042,16,4/14/2022,RBC Heritage
79,Hudson Swafford,22064321,6500,59.32,0.0025,0.0055,64,0.003,1.2,46.64,1.9,73.5,23.5,0.85,1,0.2,26.15,30,0.0131,76,4/14/2022,RBC Heritage
80,Henrik Stenson,22064322,6500,44.25,0.0022,0.0048,68,0.0026,1.1818,43.26,0.71,71,23,0.74,1,0.09,25.27,25,0.0066,58,4/14/2022,RBC Heritage
81,Adam Long,22064323,6400,57.16,0.0047,0.007,50,0.0023,0.4894,47.45,1.2,74,23.93,1.09,1,0.5,17.37,20,0.01,76.5,4/14/2022,RBC Heritage
82,Doc Redman,22064324,6400,52.19,0.0026,0.0027,98,1.00E-04,0.0385,44.93,1.3,72,23,0.42,1,-0.17,10.09,10,0.0112,71,4/14/2022,RBC Heritage
83,Adam Svensson,22064325,6400,53,0.0019,0.0049,67,0.003,1.5789,52.76,5.6,78,25.5,0.77,1,0.18,26.13,30,0.0203,86,4/14/2022,RBC Heritage
84,Satoshi Kodaira,22064326,6400,59.42,0.0014,0.0021,108,7.00E-04,0.5,49.09,0.58,76.07,24.5,0.33,1,-0.26,13.7,15,0.0084,16,4/14/2022,RBC Heritage
85,Andrew Putnam,22064327,6400,58.25,0.0036,0.0036,83,0,0,47.94,0.42,74,24,0.56,1,-0.03,9.98,10,0.0054,21,4/14/2022,RBC Heritage
86,Pat Perez,22064328,6400,50.79,0.0052,0.0071,48,0.0019,0.3654,53.23,1.3,79,25,1.11,1,0.52,15.53,15,0.013,64.5,4/14/2022,RBC Heritage
87,Sam Ryder,22064329,6400,56.97,0.0018,0.0027,98,9.00E-04,0.5,46.79,0.59,73.5,24,0.42,1,-0.17,14.17,15,0.006,27.5,4/14/2022,RBC Heritage
88,Takumi Kanaya,22064330,6300,39.93,0.0029,0.007,50,0.0041,1.4138,43.75,0.35,71,23,1.11,1,0.58,28.64,30,0.0069,19,4/14/2022,RBC Heritage
89,Chez Reavie,22064331,6300,49.37,0.0013,0.0044,71,0.0031,2.3846,47.86,0.29,74,24,0.7,1,0.17,26.33,25,0.0038,13.5,4/14/2022,RBC Heritage
90,Wyndham Clark,22064332,6300,54.5,8.00E-04,0.0016,116,8.00E-04,1,41.62,0.41,70,22.5,0.25,1,-0.28,21.39,20,0.0034,76.5,4/14/2022,RBC Heritage
91,Luke Donald,22064333,6300,50.64,0.0031,0.0032,90,1.00E-04,0.0323,47.51,2.2,74,23.5,0.51,1,-0.02,10.2,10,0.018,64,4/14/2022,RBC Heritage
92,Danny Lee,22064334,6300,54.71,0.0025,0.003,94,5.00E-04,0.2,44.47,0.54,71.5,23.5,0.48,1,-0.05,11.36,10,0.0029,19.5,4/14/2022,RBC Heritage
93,Scott Piercy,22064335,6300,47.25,0.001,0.0022,106,0.0012,1.2,44.58,0.09,71.5,23,0.35,1,-0.18,22.26,20,0.0017,73.5,4/14/2022,RBC Heritage
94,Jim Furyk,22064336,6300,57.75,0.001,0.002,109,0.001,1,50.31,0.62,76,24.5,0.32,1,-0.21,21.84,20,0.0222,18,4/14/2022,RBC Heritage
95,Bill Haas,22064337,6300,51.91,0.0017,0.0025,102,8.00E-04,0.4706,42.98,0.32,70,23,0.4,1,-0.13,13.72,15,0.0026,57.5,4/14/2022,RBC Heritage
96,Graeme McDowell,22064338,6200,46.21,0.001,0.0019,112,9.00E-04,0.9,35.12,0.43,62,20.5,0.31,1,-0.15,19.79,20,0.004,76.5,4/14/2022,RBC Heritage
97,Hank Lebioda,22064339,6200,43.28,0.0017,0.0034,88,0.0017,1,48.87,0.25,75.5,24,0.55,1,0.09,23.47,25,0.0011,28,4/14/2022,RBC Heritage
98,Adam Schenk,22064340,6200,46.88,0.0011,0.0017,114,6.00E-04,0.5455,43.06,0.42,71.5,22.5,0.27,1,-0.19,14.03,15,0.0027,16.5,4/14/2022,RBC Heritage
99,Robert Streb,22064341,6200,50.27,0.0017,0.0019,112,2.00E-04,0.1176,45.17,0.26,72.5,23.5,0.31,1,-0.15,10.43,10,0.0069,67.5,4/14/2022,RBC Heritage
100,Brice Garnett,22064342,6200,48.44,0.0026,0.003,94,4.00E-04,0.1538,46.31,0.3,73,24,0.48,1,0.02,11.05,10,0.0069,20,4/14/2022,RBC Heritage
101,Tyler Duncan,22064343,6200,56.5,0.0023,0.0032,90,9.00E-04,0.3913,46.31,0.51,73,23.5,0.52,1,0.06,13.38,15,0.0055,85.5,4/14/2022,RBC Heritage
102,Peter Malnati,22064344,6200,55.33,0.0012,0.0027,98,0.0015,1.25,43.66,0.46,71.5,23,0.44,1,-0.02,22.98,25,0.0066,69.5,4/14/2022,RBC Heritage
103,Ben Martin,22064345,6200,51.71,0.001,0.0027,98,0.0017,1.7,45.71,0.5,72.5,23.5,0.44,1,-0.02,23.38,25,0.0042,58,4/14/2022,RBC Heritage
104,Roger Sloan,22064346,6200,44.69,0.002,0.0034,88,0.0014,0.7,50.1,0.19,76,24.5,0.55,1,0.09,17.77,20,0.0017,59,4/14/2022,RBC Heritage
105,Wesley Bryan,22064347,6100,52.64,0.0011,0.0025,102,0.0014,1.2727,43.75,1.8,72,23,0.41,1,0.02,22.82,25,0.028,28,4/14/2022,RBC Heritage
106,Bryson Nimmer,22064348,6100,62.5,4.00E-04,0.0011,122,7.00E-04,1.75,39.55,0.47,67,21.5,0.18,1,-0.21,21.24,20,0.0037,22,4/14/2022,RBC Heritage
107,Camilo Villegas,22064349,6100,48.81,0.001,0.0045,70,0.0035,3.5,45.42,0.23,72.5,23.5,0.74,1,0.35,27.26,25,0.002,55,4/14/2022,RBC Heritage
108,Henrik Norlander,22064350,6100,50.62,0.0014,0.0019,112,5.00E-04,0.3571,45.07,0.82,72,23,0.31,1,-0.08,12.22,15,0.0067,24,4/14/2022,RBC Heritage
109,Ryan Brehm,22064351,6100,72.5,5.00E-04,0.0036,83,0.0031,6.2,34.36,0.56,61,20,0.59,1,0.2,26.35,25,0.0137,9,4/14/2022,RBC Heritage
110,Richy Werenski,22064352,6100,43.71,0.001,0.001,125,0,0,42.53,0.49,70,22.5,0.16,1,-0.23,9.83,10,0.0044,24.5,4/14/2022,RBC Heritage
111,Brandon Hagy,22064353,6100,43.79,6.00E-04,0.0014,118,8.00E-04,1.3333,41.71,0.15,70.5,22.5,0.23,1,-0.16,21.48,20,4.00E-04,6.5,4/14/2022,RBC Heritage
112,Stephan Jaeger,22064354,6100,44.34,8.00E-04,0.0041,74,0.0033,4.125,38.5,0.13,67,21.5,0.67,1,0.28,26.81,25,7.00E-04,17.5,4/14/2022,RBC Heritage
113,Sung Kang,22064355,6100,51.67,4.00E-04,0.0015,117,0.0011,2.75,32.09,0.11,56.57,19.5,0.25,1,-0.14,22.09,20,0.001,23,4/14/2022,RBC Heritage
114,Nick Watney,22064356,6100,50.22,5.00E-04,0.0011,122,6.00E-04,1.2,36.33,0.17,64,20.5,0.18,1,-0.21,21.04,20,0.0025,26,4/14/2022,RBC Heritage
115,Chesson Hadley,22064357,6000,42.76,2.00E-04,0.0012,120,0.001,5,37.41,0.2,65,21,0.2,1,-0.11,21.92,20,0.0017,25,4/14/2022,RBC Heritage
116,Brian Gay,22064358,6000,47.2,2.00E-04,0.001,125,8.00E-04,4,33.14,0.14,59,19.5,0.17,1,-0.14,21.49,20,0.0015,61,4/14/2022,RBC Heritage
117,Jim Herman,22064359,6000,45.82,7.00E-04,8.00E-04,127,1.00E-04,0.1429,39.97,0.07,67.5,22,0.13,1,-0.18,10.27,10,0.0015,55,4/14/2022,RBC Heritage
118,Kevin Tway,22064360,6000,47.06,8.00E-04,0.0037,80,0.0029,3.625,39.7,0.13,67,22,0.62,1,0.31,26.03,25,0.0014,23.5,4/14/2022,RBC Heritage
119,Scott Brown,22064361,6000,60.75,0.001,0.0024,104,0.0014,1.4,47.7,0.08,75,24,0.4,1,0.09,22.87,25,0.0033,28,4/14/2022,RBC Heritage
120,James Hahn,22064362,6000,42.04,0.0012,0.0025,102,0.0013,1.0833,45.68,0.23,72.5,23.43,0.42,1,0.11,22.68,25,0.001,23,4/14/2022,RBC Heritage
121,Jonathan Byrd,22064363,6000,50.44,0.0024,0.0036,83,0.0012,0.5,44.24,0.33,71,23,0.6,1,0.29,15.12,15,0.0019,63,4/14/2022,RBC Heritage
122,Michael Gligic,22064364,6000,49.09,5.00E-04,0.0014,118,9.00E-04,1.8,34.65,0.1,61.5,20,0.23,1,-0.08,21.74,20,6.00E-04,15.5,4/14/2022,RBC Heritage
123,William McGirt,22064365,6000,45.94,8.00E-04,0.0023,105,0.0015,1.875,38.41,0.12,66,21.5,0.38,1,0.07,23.05,25,0.0011,23.5,4/14/2022,RBC Heritage
124,Morgan Hoffmann,22064366,6000,0,1.00E-04,0.0016,116,0.0015,15,45.275,0.06,69,14.375,0.27,1,-0.04,22.97,25,0.0026,24.5,4/14/2022,RBC Heritage
125,Martin Trainer,22064367,6000,42.97,2.00E-04,0.0012,120,0.001,5,30.1,0.05,45.07,18.5,0.2,1,-0.11,21.92,20,0.0011,16,4/14/2022,RBC Heritage
126,Davis Love III,22064368,6000,43.7,1.00E-04,0.001,125,9.00E-04,9,29.42,0.08,48,18,0.17,1,-0.14,21.7,20,8.00E-04,24,4/14/2022,RBC Heritage
127,James Piot,22064369,6000,15.25,1.00E-04,0.0019,112,0.0018,18,33.32,0.04,59,20,0.32,1,0.01,23.61,25,6.00E-04,24.5,4/14/2022,RBC Heritage
