player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
AJ Swann,157186,QB,VANDERBILT,7,2.37,2.34,2.78,4.7,174,333,70.9,103,108,5.5,1.81,2,2,1.8,63.9,69,18,5.5,110,63.2,4,35,1,0,113,11.1,102.0,1.8,2,0,0,2,6,4,3.5,731,6.8,50.9,53,57,16.1,3.38,0,5,7.8,43.9,25,28,7.4,63,36.2,2,15,0,1,71,14.3,67.4,6.3,4,2,0,4,2,5,7.0,333,5.8
Jake Haener,60596,QB,FRESNO ST,4,2.67,2.47,3.35,5.66,173,169,87.0,92,93,5.4,1.85,1,3,3.0,82.8,77,19,3.8,96,55.5,3,39,0,1,102,15.8,119.8,3.1,3,0,0,0,6,1,1.0,805,8.7,67.3,52,58,11.3,3.75,0,4,6.3,55.2,32,43,8.6,76,43.9,3,21,1,2,82,23.3,71.4,13.2,10,8,0,5,1,5,6.1,445,7.7
Johnathan Bennett,104158,QB,LIBERTY,7,2.93,2.76,2.91,4.27,172,206,75.6,45,50,4.2,1.8,2,3,5.6,64.0,32,12,5.9,55,32.0,2,15,2,1,59,41.7,93.9,9.1,5,0,0,1,3,1,1.7,322,6.4,62.2,74,81,15.4,3.55,2,8,9.3,51.9,42,53,8.7,114,66.3,4,40,0,6,119,18.9,66.8,8.8,10,23,0,5,5,8,6.7,618,7.6
Cam Miller,125299,QB,N DAK ST,8,2.68,2.35,3.74,5.28,172,250,86.1,79,79,4.9,1.77,0,2,2.5,77.2,61,6,10.3,79,45.9,7,25,0,1,80,0.0,114.6,0.0,0,0,0,0,6,3,3.8,533,6.7,67.6,68,70,12.6,3.45,1,4,5.5,61.4,43,27,6.5,93,54.1,3,37,1,0,97,25.9,107.7,7.5,7,16,0,0,3,3,3.1,674,9.6
Ethan Grady,149266,QB,BUCKNELL,6,2.52,2.53,2.9,,172,125,65.9,88,93,5.9,2.01,3,2,2.0,54.8,51,18,12.1,93,54.1,7,19,0,2,98,0.0,61.1,0.0,0,0,0,2,1,3,3.1,418,4.5,43.5,62,75,13.4,3.17,0,1,1.3,30.7,23,36,14.8,78,45.3,4,14,3,3,80,8.3,31.5,3.8,3,0,0,10,1,4,5.0,289,3.9
Joe Mischler,77695,QB,DUQUESNE,7,2.3,2.21,3.13,5.5,171,155,65.2,115,119,9.3,1.86,4,7,5.4,59.7,71,12,5.3,120,70.2,4,44,0,5,130,8.3,82.2,0.8,1,0,0,0,7,5,3.8,807,6.8,54.8,42,42,8.9,3.36,0,3,7.1,47.6,20,20,13.0,51,29.8,3,12,0,2,51,30.0,40.4,11.8,6,3,0,0,0,4,7.8,186,4.4
Otto Kuhns,138014,QB,NORFOLK,6,2.35,2.18,2.97,3.76,171,244,63.5,104,106,8.8,1.79,1,7,6.5,56.6,60,17,9.1,110,64.3,6,30,1,5,112,23.5,66.3,3.6,4,0,0,0,3,6,5.4,693,6.5,60.6,33,37,13.1,3.43,1,2,5.0,48.6,18,27,10.0,60,35.1,2,18,0,0,64,33.3,83.8,15.0,9,14,0,3,1,2,3.1,286,7.7
Keegan Shoemaker,108983,QB,SM HOUSTON,5,2.54,2.43,3.77,3.92,171,281,65.7,105,107,9.5,1.89,1,4,3.4,56.1,60,18,13.0,107,62.6,9,37,1,1,116,0.0,81.1,0.0,0,0,0,0,3,4,3.4,689,6.4,30.4,46,51,16.6,3.64,0,3,5.2,25.5,13,23,7.1,64,37.4,1,9,0,2,72,13.0,29.8,4.7,3,10,0,5,1,7,9.7,121,2.4
Henry Colombi,60583,QB,MARSHALL,6,2.63,2.17,3.82,4.67,169,214,86.9,84,86,1.7,1.66,1,0,0.0,82.6,71,12,2.7,89,52.7,2,27,1,0,91,25.0,118.8,3.4,3,0,0,0,5,0,0.0,675,7.8,59.0,39,41,12.3,3.81,0,2,4.3,53.7,22,39,4.3,78,46.2,1,18,0,4,85,43.6,42.3,21.8,17,20,0,2,1,6,7.1,265,6.5
Jonah O'Brien,104758,QB,E ILLINOIS,8,2.78,2.36,3.79,5.05,168,158,79.8,84,87,6.3,1.9,3,1,1.1,72.4,63,10,6.0,89,53.0,4,28,0,4,93,20.0,81.1,2.2,2,0,0,0,4,3,3.2,469,5.4,61.5,39,46,16.7,3.77,0,2,3.8,47.8,22,44,8.3,79,47.0,2,20,0,4,87,36.4,74.8,20.3,16,17,0,7,5,6,6.9,363,7.9
Adrian Martinez,83522,QB,KANSAS ST,7,2.97,2.7,3.4,5.34,166,199,81.3,64,67,3.0,1.72,2,0,0.0,71.6,48,12,7.7,68,41.0,4,17,0,0,68,8.3,91.2,1.5,1,0,0,1,2,1,1.5,313,4.7,67.2,67,75,12.8,3.84,1,2,2.5,54.7,41,57,8.9,98,59.0,4,27,2,0,104,15.8,89.5,9.2,9,14,0,5,2,2,1.9,594,7.9
Tanner Morgan,55239,QB,MINNESOTA,7,2.87,2.74,3.3,4.28,162,225,76.9,65,67,6.9,2.09,2,1,1.4,73.1,49,7,2.0,68,42.0,1,30,0,1,70,14.3,112.2,1.5,1,0,0,0,5,1,1.4,491,7.3,73.0,74,78,11.6,3.43,0,5,6.0,61.5,48,31,11.1,94,58.0,6,38,1,4,101,12.9,83.0,4.3,4,12,0,3,2,4,4.0,795,10.2
Trazon Connley,75885,QB,PRVIEW A&M,6,2.8,2.29,4.56,4.75,162,270,75.9,83,86,6.6,1.86,1,1,1.1,66.3,57,10,9.5,86,53.1,6,30,0,2,88,0.0,87.2,0.0,0,0,0,2,3,4,4.5,577,6.7,47.4,38,42,18.7,3.86,0,5,11.9,42.9,18,40,0.0,76,46.9,0,21,0,2,78,22.5,60.3,11.8,9,25,0,4,2,4,5.1,267,6.4
Carson Baker,83548,QB,MORGAN ST,7,3.06,2.75,3.03,4.82,160,235,73.7,57,59,8.5,1.85,1,4,6.5,64.4,38,13,9.5,62,38.8,4,19,0,1,66,23.1,97.3,4.8,3,0,0,1,4,2,3.0,368,6.2,60.0,55,67,13.0,3.86,0,2,2.9,40.3,27,40,18.2,97,60.6,6,21,2,2,103,15.0,61.9,6.2,6,24,0,10,3,3,2.9,382,5.7
Dante Casciola,149521,QB,DAYTON,5,2.94,2.49,3.27,4.56,159,150,79.3,58,60,3.9,1.79,2,2,3.2,75.0,45,9,2.2,61,38.4,1,14,0,1,63,11.1,89.3,1.6,1,0,0,0,2,1,1.6,296,4.9,58.0,50,54,14.4,3.69,1,3,5.4,51.9,28,53,3.4,97,61.0,1,28,1,3,99,24.5,75.0,13.4,13,30,0,2,3,4,4.0,445,8.2
Cole Doyle,159501,QB,ST FRANCIS,8,2.57,2.31,3.73,4.35,159,299,85.2,81,84,4.4,1.78,1,1,1.1,75.0,63,9,8.7,84,52.8,6,33,1,2,87,0.0,119.0,0.0,0,0,0,1,8,2,2.3,658,7.8,65.9,44,47,17.0,3.6,1,6,10.7,55.3,26,29,10.3,72,45.3,3,26,0,1,81,13.8,101.1,5.6,4,21,0,2,3,2,2.5,457,9.7
Victor Gabalis,131932,QB,UTAHTC,8,2.64,2.42,3.58,5.41,157,1285,65.8,79,81,9.5,1.93,0,8,9.2,59.3,48,7,7.7,81,51.6,4,26,0,3,87,0.0,78.0,0.0,0,0,0,2,4,4,4.6,496,6.1,45.8,48,59,21.6,3.39,1,9,13.8,25.4,15,29,31.8,76,48.4,7,11,0,6,83,31.0,26.5,11.8,9,8,0,10,2,9,10.8,392,6.6
Jamari Jones,161271,QB,MS VLY ST,6,3.17,2.79,3.58,4.76,155,228,75.9,54,54,5.4,1.8,0,2,3.6,70.4,38,7,7.3,57,36.8,3,18,0,1,58,42.9,111.0,5.3,3,0,0,0,5,6,10.3,352,6.5,61.9,42,59,13.1,4.01,0,4,6.8,40.7,24,60,7.7,97,62.6,2,20,3,2,99,21.7,70.7,13.4,13,25,0,14,3,5,5.1,451,7.6
Joe Green,101283,QB,COLUMBIA,5,2.37,2.18,3.16,4.07,155,145,76.3,97,98,5.7,1.76,1,4,3.8,72.4,71,13,4.1,98,63.2,3,31,0,2,104,0.0,94.9,0.0,0,0,0,0,4,2,1.9,643,6.6,47.2,36,39,16.6,3.42,0,2,4.9,43.6,17,28,0.0,57,36.8,0,11,1,4,59,17.9,56.0,8.8,5,13,0,2,3,5,8.5,295,7.6
Aveon Smith,130529,QB,MIAMI OH,7,2.94,2.54,4.02,5.04,154,221,74.6,67,71,5.9,1.95,3,2,2.7,64.8,46,7,8.0,71,46.1,4,16,1,1,75,0.0,93.5,0.0,0,0,0,0,4,4,5.3,417,5.9,44.7,47,51,18.5,3.84,0,5,9.1,35.3,18,37,14.3,82,53.2,3,17,0,3,87,35.1,52.6,15.9,13,18,0,4,3,5,5.7,318,6.2
Haynes King,124329,QB,TEXAS A&M,5,2.72,2.65,3.08,4.23,153,312,69.6,56,61,5.7,1.94,5,1,1.5,59.0,36,13,7.7,61,39.9,3,16,0,1,66,0.0,77.4,0.0,0,0,0,0,2,1,1.5,322,5.3,69.0,71,81,13.6,3.24,0,2,2.3,55.6,45,49,8.2,92,60.1,4,27,4,5,97,10.2,71.0,5.4,5,6,0,6,4,7,7.2,619,7.6
Skyler Perry,82082,QB,ARKAPB,5,2.88,2.62,4.06,4.91,152,112,73.8,65,67,5.0,1.82,1,0,0.0,64.2,43,11,10.4,67,44.1,5,21,1,0,69,0.0,94.1,0.0,0,0,0,0,3,1,1.4,380,5.7,54.0,50,64,15.3,3.72,0,4,6.0,35.9,23,38,14.8,85,55.9,4,15,1,3,88,26.3,37.4,11.8,10,11,0,13,1,3,3.4,302,4.7
Ross Malmgren,104757,QB,CHARLES SO,4,2.19,2.06,2.98,4.35,152,135,62.6,99,102,7.4,1.81,1,2,1.9,59.8,61,16,1.6,106,69.7,1,19,1,1,113,25.0,76.4,3.8,4,0,0,1,2,4,3.5,539,5.3,67.7,31,34,10.6,3.2,0,2,5.6,55.9,19,17,9.5,44,28.9,2,12,2,4,46,23.5,84.6,9.1,4,6,0,1,4,5,10.9,296,8.7
Quinn Ewers,127253,QB,TEXAS,5,2.54,2.58,3.45,3.97,151,311,71.0,69,72,7.4,1.89,1,2,2.8,63.9,46,9,6.1,72,47.7,3,31,0,2,72,0.0,109.8,0.0,0,0,0,2,7,1,1.4,582,8.1,61.3,62,69,16.3,3.34,2,9,12.3,50.7,35,24,7.9,74,49.0,3,29,0,3,79,8.3,73.6,2.7,2,3,0,5,3,7,8.9,545,7.9
Dylan Hopkins,83571,QB,UAB,7,2.75,2.46,3.73,5.28,149,321,87.9,66,66,3.9,1.76,0,3,4.3,83.3,55,11,5.2,66,44.3,3,29,0,0,70,0.0,115.7,0.0,0,0,0,0,2,0,0.0,616,9.3,53.6,56,59,16.3,3.59,0,3,4.7,49.2,29,37,3.3,82,55.0,1,24,0,2,87,32.4,100.7,14.6,12,11,0,3,5,7,8.0,617,10.5
Mitch Davidson,138334,QB,YNGTOWN ST,7,2.51,2.36,2.97,4.49,147,353,77.2,79,79,7.9,1.94,0,4,4.8,68.4,54,13,11.5,82,55.8,7,30,0,0,86,23.1,110.8,3.7,3,0,0,0,4,1,1.2,661,8.4,57.1,42,45,16.1,3.39,0,9,19.1,46.7,21,24,12.5,62,42.2,3,19,0,1,64,25.0,108.5,9.7,6,11,0,3,5,6,9.4,429,9.5
Eli Sawyer,141870,QB,SE LA,7,2.41,2.34,3.03,4.85,144,294,80.6,72,78,5.6,1.88,4,2,2.6,64.1,50,10,13.8,82,56.9,8,23,0,0,82,40.0,98.9,4.9,4,0,0,2,3,1,1.2,573,7.3,63.3,49,52,14.1,3.16,0,4,7.5,53.8,28,22,9.7,61,42.4,3,21,0,0,62,31.8,98.5,11.5,7,2,0,3,2,5,8.1,483,9.3
Xavier Shepherd,104767,QB,KENNESAW,6,2.53,2.19,3.73,4.75,143,200,67.1,85,88,9.6,1.88,3,5,5.6,52.3,46,16,19.3,89,62.2,11,31,0,2,90,6.3,73.6,1.1,1,0,0,0,3,6,6.7,551,6.3,51.6,31,31,16.0,3.68,0,3,9.7,48.4,15,22,6.3,53,37.1,1,15,0,2,53,31.8,89.1,13.2,7,15,0,0,2,5,9.4,409,13.2
Logan Fife,128176,QB,FRESNO ST,5,2.67,2.39,3.34,5.51,143,169,88.3,77,78,3.2,1.82,0,0,0.0,82.1,64,7,5.9,80,55.9,4,28,0,1,84,28.6,94.8,2.5,2,0,0,1,1,2,2.4,546,7.0,59.5,37,42,14.2,3.81,0,3,6.7,47.6,20,35,9.1,62,43.4,2,18,1,5,67,28.6,46.0,16.1,10,10,0,4,1,5,7.5,362,8.6
J.T. Shrout,83562,QB,COLORADO,6,2.82,2.75,2.98,4.28,143,143,63.3,60,60,7.7,1.92,0,3,4.4,51.7,31,8,18.4,61,42.7,7,13,0,1,69,12.5,60.2,1.6,1,0,0,0,1,4,5.8,237,4.0,52.3,65,71,17.3,3.5,1,7,9.5,36.6,26,35,23.5,82,57.3,8,22,1,3,85,14.3,62.4,6.1,5,6,0,4,4,8,9.4,488,6.9
Seth Morgan,103954,QB,VA MILT IN,6,2.56,2.44,3.68,4.8,141,336,66.2,71,73,5.5,1.77,2,3,3.8,56.2,41,10,12.8,74,52.5,6,13,0,3,80,10.0,55.3,1.4,1,0,0,0,1,5,6.3,332,4.5,54.2,48,56,11.6,3.43,0,3,5.0,46.4,26,31,0.0,67,47.5,0,16,0,1,71,29.0,59.4,13.4,9,2,0,8,1,3,4.2,270,4.8
Gavin McCusker,148580,QB,MERRIMACK,8,2.9,2.68,2.64,5.1,139,385,73.7,57,59,9.6,1.91,2,2,3.3,59.3,35,12,16.7,62,44.6,7,19,0,0,65,25.0,103.2,4.8,3,0,0,0,4,2,3.1,412,7.0,41.7,48,56,16.8,3.74,1,3,4.9,32.1,18,41,10.0,76,54.7,2,19,1,2,83,14.6,47.8,7.9,6,14,0,6,1,2,2.4,375,6.7
Shane Illingworth,71512,QB,NEVADA,5,2.68,2.43,3.54,5.94,139,239,78.6,70,74,4.0,1.85,4,1,1.3,68.9,51,18,7.3,77,55.4,4,14,0,1,82,16.7,76.8,3.9,3,0,0,0,1,3,3.7,327,4.4,62.9,35,42,14.0,3.76,0,3,7.0,50.0,21,29,4.5,61,43.9,1,15,0,2,62,48.3,62.6,23.0,14,5,0,7,1,3,4.8,310,7.4
Evan Simon,129906,QB,RUTGERS,6,2.51,2.38,3.03,5.18,137,278,73.7,76,80,8.1,1.95,0,3,3.5,66.3,53,20,5.4,83,60.6,3,26,1,1,88,15.0,93.7,3.6,3,0,0,3,3,1,1.1,559,7.0,53.8,39,43,12.8,3.36,0,1,2.2,41.9,18,32,14.3,54,39.4,3,8,2,5,57,21.9,22.7,13.0,7,4,0,2,1,6,10.5,181,4.2
Quaterius Hawkins,160211,QB,GRAMBLING,6,2.7,2.42,3.88,4.95,137,177,72.9,70,73,6.7,1.9,3,1,1.3,61.6,45,11,11.8,75,54.7,6,17,0,2,79,18.2,90.0,2.7,2,0,0,0,4,3,3.8,520,7.1,46.2,39,44,15.8,3.73,0,4,7.8,31.8,14,30,22.2,61,44.5,4,11,0,2,69,23.3,56.3,11.5,7,10,0,5,2,9,13.0,332,7.5
Tommy Mellott,147646,QB,MONTANA ST,6,2.65,2.22,2.85,5.18,136,233,73.7,76,79,8.4,1.83,1,4,4.9,64.6,51,13,8.9,79,58.1,5,28,2,4,81,0.0,104.5,0.0,0,0,0,0,8,4,4.9,682,8.6,71.0,31,34,9.7,3.86,0,0,0.0,58.8,20,17,9.1,56,41.2,2,18,0,0,57,11.8,86.5,3.6,2,20,0,3,0,1,1.8,289,8.5
Dematrius Davis,146660,QB,ALABAMA ST,6,3.16,2.84,3.53,4.82,134,105,71.2,52,55,4.9,1.88,2,2,3.3,61.8,34,11,8.1,57,42.5,3,16,1,2,63,18.2,79.1,3.5,2,0,0,0,3,3,4.8,297,5.4,64.3,42,48,14.1,4.1,0,4,7.7,50.0,24,45,11.1,77,57.5,3,22,0,1,83,28.9,87.5,16.9,13,16,0,6,3,4,4.8,364,7.6
Ethan Hampton,145858,QB,N ILLINOIS,4,2.51,2.39,3.13,4.32,134,254,69.1,68,74,6.3,1.89,6,0,0.0,62.2,46,10,2.1,76,56.7,1,22,0,4,79,20.0,75.3,2.6,2,0,0,0,5,4,5.1,380,5.1,75.0,44,48,10.7,3.32,1,2,4.1,54.2,26,27,21.2,58,43.3,7,20,1,2,60,14.8,79.9,6.9,4,6,0,2,2,0,0.0,416,8.7
Jalen Fowler,64170,QB,NC A&T,6,2.49,2.26,3.87,4.58,132,246,79.5,78,79,7.1,1.82,1,2,2.4,73.4,58,16,6.5,81,61.4,4,33,0,1,84,12.5,113.8,2.5,2,0,0,0,5,4,4.8,658,8.3,62.2,37,38,13.0,3.54,0,5,12.8,50.0,19,19,17.4,51,38.6,4,12,0,0,52,26.3,106.1,9.8,5,8,0,1,4,1,1.9,249,6.6
Ben Gulbranson,131734,QB,OREGON ST,6,2.69,2.53,3.51,5.08,131,265,80.6,67,69,6.8,1.99,2,1,1.4,75.4,52,16,3.7,70,53.4,2,28,0,3,71,6.3,93.8,1.4,1,0,0,0,2,4,5.6,619,9.0,60.0,40,49,14.1,3.49,2,2,3.4,42.9,21,26,12.5,61,46.6,3,14,1,0,71,26.9,83.8,11.5,7,5,0,6,3,0,0.0,301,6.1
Michael Appel Jr.,149746,QB,VALPO,6,2.48,2.38,2.93,4.78,131,332,82.1,67,68,4.9,1.74,0,3,4.3,76.5,52,14,5.5,70,53.4,3,24,1,2,73,14.3,92.6,2.9,2,0,0,0,2,4,5.5,477,7.0,52.9,51,53,16.6,3.33,0,8,14.5,43.4,23,28,14.8,61,46.6,4,17,2,0,63,14.3,102.7,6.6,4,4,0,0,4,2,3.2,500,9.4
Cephus Johnson III,60530,QB,SE LA,7,2.59,2.4,3.33,4.7,130,294,85.7,63,65,3.6,1.82,1,1,1.5,76.9,50,11,7.4,66,50.8,4,23,1,0,66,9.1,122.9,1.5,1,0,0,0,6,1,1.5,405,6.2,61.2,49,52,14.0,3.38,0,6,10.7,48.1,25,23,16.7,64,49.2,5,16,0,3,68,13.0,73.3,4.7,3,9,0,3,3,5,7.4,449,8.6
Cade Chambers,148066,QB,INDIANA ST,5,2.5,2.42,3.0,3.72,129,191,64.1,64,67,11.3,1.99,2,3,4.3,56.7,38,13,7.3,69,53.5,3,27,1,2,71,15.4,100.2,2.9,2,0,0,0,6,4,5.6,538,8.0,48.8,41,47,13.6,3.13,0,0,0.0,29.8,14,28,30.0,59,45.7,6,12,3,0,63,21.4,63.4,10.2,6,6,0,3,2,1,1.6,250,5.3
Jalon Daniels,122555,QB,KANSAS,6,2.48,2.25,4.0,4.86,129,198,75.7,74,75,6.3,1.74,1,1,1.3,72.0,54,8,3.6,76,58.9,2,34,0,1,80,12.5,124.4,1.3,1,0,0,0,8,1,1.3,581,7.7,63.2,38,42,16.0,3.54,1,7,14.9,57.1,24,29,0.0,53,41.1,0,25,1,0,58,6.9,122.2,3.8,2,9,0,2,3,2,3.4,491,11.7
Cam Fancher,145266,QB,MARSHALL,7,2.74,2.5,3.23,5.0,125,214,80.0,55,58,3.0,1.8,3,0,0.0,70.7,41,10,6.8,62,49.6,3,15,0,0,64,40.0,96.5,6.5,4,0,0,0,2,0,0.0,334,5.8,51.4,35,48,13.7,3.66,1,2,3.9,35.4,17,31,5.6,63,50.4,1,16,1,2,66,19.4,39.6,9.5,6,9,0,11,0,5,7.6,292,6.1
Hudson Card,123109,QB,TEXAS,5,2.8,2.62,3.34,4.78,123,311,86.5,52,53,1.4,1.62,0,0,0.0,83.0,44,3,2.2,54,43.9,1,16,0,0,61,33.3,114.0,1.9,1,0,0,1,3,0,0.0,362,6.8,62.0,50,55,19.1,3.73,0,0,0.0,54.5,30,36,3.2,69,56.1,1,28,2,1,74,16.7,100.6,8.7,6,8,0,3,3,2,2.7,561,10.2
Taylen Green,145996,QB,BOISE ST,5,2.96,2.78,4.4,5.2,122,120,80.0,45,47,6.2,1.9,1,1,2.1,76.6,36,6,0.0,48,39.3,0,20,1,1,49,16.7,101.4,2.1,1,0,0,0,2,1,2.0,340,7.2,66.1,62,65,13.0,3.64,0,0,0.0,58.5,38,31,7.3,74,60.7,3,28,0,3,80,6.5,75.2,2.7,2,7,0,3,2,4,5.0,521,8.0
Chance Nolan,78493,QB,OREGON ST,5,2.81,2.68,4.7,4.19,121,265,78.0,50,51,7.5,2.01,1,1,1.9,66.7,34,8,12.8,51,42.1,5,19,0,1,54,0.0,96.0,0.0,0,0,0,0,3,1,1.9,330,6.5,69.6,56,60,16.2,3.4,1,7,10.4,53.3,32,27,17.9,70,57.9,7,27,0,7,77,7.4,71.7,2.9,2,8,0,3,4,6,7.8,612,10.2
Tony Bartalo,162107,QB,CHARLES SO,5,2.28,2.03,2.73,4.28,121,135,68.1,72,73,6.5,1.67,1,1,1.4,60.3,44,12,10.2,77,63.6,5,21,0,2,78,33.3,63.0,5.2,4,0,0,0,1,2,2.6,308,4.2,50.0,24,26,19.0,3.43,1,1,3.4,38.5,10,19,16.7,43,35.5,2,9,1,2,46,26.3,53.0,11.6,5,12,0,0,2,3,6.5,158,6.1
Gavin Screws,97789,QB,INDIANA ST,5,2.53,2.4,2.77,4.2,121,191,65.0,60,63,8.0,1.81,0,0,0.0,60.3,38,12,2.6,66,54.5,1,17,0,4,68,25.0,52.1,4.5,3,0,0,3,0,5,7.4,397,6.3,60.0,35,41,10.9,3.39,2,0,0.0,41.5,17,29,19.0,55,45.5,4,10,1,1,60,27.6,51.6,14.5,8,6,0,3,1,2,3.3,167,4.1
Owen McCown,157688,QB,COLORADO,4,2.78,2.51,3.81,4.38,120,143,74.6,59,62,4.0,1.76,3,0,0.0,66.1,41,15,6.8,65,54.2,3,12,0,2,67,20.0,66.0,4.6,3,0,0,0,0,2,3.0,331,5.3,55.6,36,38,14.9,3.98,0,5,11.6,42.1,16,30,20.0,55,45.8,4,11,0,0,61,23.3,84.8,12.7,7,10,0,2,2,5,8.2,274,7.2
Dylan Cadwallader,108978,QB,DARTMOUTH,5,2.52,2.5,3.06,4.4,120,148,75.0,64,65,6.2,1.75,1,2,3.0,69.2,45,6,6.3,67,55.8,3,19,0,1,69,33.3,89.5,3.0,2,0,0,0,2,2,2.9,403,6.2,62.5,32,48,16.7,3.55,0,5,9.8,37.5,18,23,10.0,52,43.3,2,13,2,2,55,13.0,45.4,5.8,3,1,0,14,1,5,9.1,259,5.4
Brett Gabbert,97404,QB,MIAMI OH,3,2.58,2.2,2.79,4.36,118,221,74.6,63,65,7.0,1.85,1,1,1.5,70.8,46,6,2.1,67,56.8,1,22,0,0,70,33.3,94.5,3.0,2,0,0,1,1,0,0.0,441,6.8,42.9,21,25,16.5,3.53,0,2,7.1,36.0,9,30,0.0,51,43.2,0,8,0,0,54,26.7,55.4,15.7,8,18,0,4,0,4,7.4,140,5.6
Kaidon Salter,132046,QB,LIBERTY,4,3.64,3.11,5.2,5.72,116,206,81.8,33,35,4.8,1.9,2,0,0.0,71.4,25,3,7.4,35,30.2,2,12,0,1,38,0.0,84.3,0.0,0,0,0,0,1,0,0.0,211,6.0,52.0,50,56,23.6,4.39,0,5,8.5,44.6,25,39,3.8,81,69.8,1,28,2,4,84,17.9,81.3,8.6,7,18,0,4,5,9,10.7,565,10.1
Jack Zergiotis,97603,QB,MERRIMACK,3,2.74,2.57,3.18,4.53,115,385,67.9,53,53,9.2,1.96,0,5,9.4,62.3,33,9,8.3,56,48.7,3,19,0,0,56,33.3,111.4,5.4,3,0,0,0,5,0,0.0,330,6.2,44.2,43,46,15.6,3.47,2,4,8.3,37.0,17,34,10.5,59,51.3,2,13,0,1,61,17.6,66.2,10.2,6,7,0,1,2,2,3.3,308,6.7
Logan Bonner,39990,QB,UTAH ST,4,2.45,2.38,3.85,4.07,115,329,73.3,60,62,6.7,1.92,0,5,7.8,66.1,41,3,6.8,62,53.9,3,21,0,3,64,0.0,75.4,0.0,0,0,0,2,2,3,4.7,411,6.6,47.9,48,48,17.4,3.08,0,4,7.3,43.8,21,17,8.7,53,46.1,2,12,0,5,60,11.8,55.2,3.8,2,3,0,0,4,6,10.0,328,6.8
Julian Calvez,167101,QB,GRAMBLING,6,2.61,2.12,3.48,4.14,113,177,61.4,57,61,9.9,1.7,2,2,3.0,41.0,25,11,28.6,63,55.8,10,11,1,1,68,18.2,61.0,3.2,2,0,0,1,3,1,1.5,223,3.7,42.9,14,21,17.8,3.77,1,2,8.7,19.0,4,26,33.3,50,44.2,2,10,0,2,54,30.8,4.4,16.0,8,21,0,6,0,3,5.6,85,4.0
Miles Fallin,60415,QB,NWSTATE,3,2.49,2.24,3.23,4.15,112,257,74.6,63,63,6.5,1.83,0,4,6.1,69.8,44,15,6.4,65,58.0,3,17,0,0,68,13.3,92.0,3.1,2,0,0,0,2,0,0.0,320,5.1,57.1,28,28,8.8,3.47,0,0,0.0,57.1,16,27,0.0,46,41.1,0,12,0,4,49,25.9,32.9,15.2,7,11,0,0,0,3,6.1,153,5.5
C.J. Henry,155870,QB,DELWARE ST,5,2.71,2.33,3.36,5.16,112,152,76.4,55,58,5.7,1.86,1,1,1.6,65.5,38,10,9.5,61,54.5,4,18,1,1,65,30.0,89.5,4.9,3,0,0,1,2,0,0.0,397,6.8,48.0,25,30,16.2,3.73,1,2,6.5,36.7,11,30,8.3,51,45.5,1,9,1,1,55,36.7,89.9,21.6,11,10,0,3,4,2,3.6,227,7.6
Charlie McKee,164618,QB,STNY BROOK,4,2.61,2.43,3.98,6.3,112,303,71.9,64,64,7.9,1.89,0,2,2.9,68.8,44,7,4.3,64,57.1,2,24,0,4,69,0.0,80.9,0.0,0,0,0,0,3,4,5.8,490,7.7,64.7,34,36,12.9,3.58,0,4,11.1,52.8,19,24,13.6,48,42.9,3,13,1,2,49,45.8,80.3,22.9,11,1,0,1,3,5,10.2,256,7.1
Caden Bell,71181,QB,COLUMBIA,6,2.52,2.26,3.5,4.33,112,145,72.9,59,61,8.1,1.78,2,3,4.9,65.6,40,6,7.0,61,54.5,3,17,0,0,61,0.0,101.1,0.0,0,0,0,0,4,1,1.6,329,5.4,72.4,29,35,11.1,3.4,1,3,7.5,57.1,20,27,4.8,51,45.5,1,13,0,0,56,18.5,77.2,9.8,5,11,0,5,0,0,0.0,231,6.6
Jaden Jones,147558,QB,CAL POLY,3,2.77,2.3,3.77,4.96,110,129,79.2,53,53,4.7,1.71,0,1,1.8,69.8,37,5,11.9,53,48.2,5,18,0,0,55,0.0,89.9,0.0,0,0,0,0,0,0,0.0,377,7.1,41.9,31,35,18.0,3.75,1,3,8.3,37.1,13,23,0.0,57,51.8,0,16,3,0,58,26.1,105.1,10.5,6,16,0,0,5,0,0.0,273,7.8
