player_name,sample_size,DG_odds,bet365_odds,bet365_ev,fanduel_odds,fanduel_ev,draftkings_odds,draftkings_ev,pinnacle_odds,pinnacle_ev,betcris_odds,betcris_ev,betfair_odds,betfair_ev,betonline_odds,betonline_ev,betmgm_odds,betmgm_ev,betway_odds,betway_ev,bovada_odds,bovada_ev,circa_odds,circa_ev,pointsbet_odds,pointsbet_ev,unibet_odds,unibet_ev,skybet_odds,skybet_ev,whill_odds,whill_ev
"English, Harris",150,+59601,+25000,-0.580,+19000,-0.680,+25000,-0.580,+25932,-0.564,+25250,-0.575,+15000,-0.747,+25000,-0.580,+20000,-0.663,+15000,-0.747,+25000,-0.580,+22500,-0.621,+17500,-0.705,+17500,-0.705,+16000,-0.730,+17500,-0.705
"Harding, Justin",150,+60506,+30000,-0.503,+21000,-0.652,+30000,-0.503,+36304,-0.399,+25050,-0.585,+17500,-0.710,+35000,-0.421,+30000,-0.503,+20000,-0.668,+25000,-0.586,+55000,-0.091,+25000,-0.586,+17500,-0.710,+22500,-0.627,+20000,-0.668
"Wiesberger, Bernd",150,+61438,+25000,-0.592,+21000,-0.657,+25000,-0.592,+31121,-0.493,+22550,-0.632,+17500,-0.714,+35000,-0.430,+22500,-0.633,+15000,-0.755,+25000,-0.592,+30000,-0.511,+20000,-0.673,+20000,-0.673,+20000,-0.673,+17500,-0.714
"Straka, Sepp",150,+66567,+40000,-0.398,+42000,-0.368,+40000,-0.398,,0.00,,0.00,+25000,-0.623,+50000,-0.248,+30000,-0.548,+30000,-0.548,+30000,-0.548,+50000,-0.248,+30000,-0.548,,0.00,+27500,-0.586,+30000,-0.548
"Bland, Richard",150,+67697,+35000,-0.482,+30000,-0.556,+30000,-0.556,+36304,-0.463,+35050,-0.482,+25000,-0.630,+40000,-0.409,+25000,-0.630,+20000,-0.704,+25000,-0.630,+65000,-0.040,+20000,-0.704,+25000,-0.630,+22500,-0.667,+25000,-0.630
"Kisner, Kevin",150,+68866,+25000,-0.636,+16000,-0.767,+20000,-0.709,+20745,-0.698,+20250,-0.705,+12500,-0.817,+22500,-0.672,+15000,-0.781,+15000,-0.781,+25000,-0.636,+31500,-0.542,+20000,-0.709,+25000,-0.636,+12500,-0.817,+15000,-0.781
"Mullinax, Trey",150,+75372,+40000,-0.469,+42000,-0.442,+30000,-0.601,,0.00,,0.00,+30000,-0.601,+60000,-0.204,+30000,-0.601,+25000,-0.667,+25000,-0.667,+80000,0.061,+40000,-0.469,,0.00,+27500,-0.634,+30000,-0.601
"Bjork, Alexander",150,+78331,+30000,-0.616,+38000,-0.514,+30000,-0.616,+46679,-0.404,+38550,-0.507,+25000,-0.680,+50000,-0.361,+30000,-0.616,+25000,-0.680,,0.00,+72500,-0.074,+30000,-0.616,+20000,-0.744,+22500,-0.712,+25000,-0.680
"Molinari, Francesco",150,+79900,+25000,-0.686,+16000,-0.799,+30000,-0.624,+25932,-0.675,+25050,-0.686,+12500,-0.843,+25000,-0.686,+17500,-0.780,+12500,-0.843,+25000,-0.686,+23500,-0.705,+17500,-0.780,+25000,-0.686,+16000,-0.799,+15000,-0.811
"Poulter, Ian",150,+92923,+30000,-0.676,+30000,-0.676,+30000,-0.676,+41491,-0.553,+40050,-0.568,+25000,-0.730,+40000,-0.569,+30000,-0.676,+15000,-0.838,+25000,-0.730,+52500,-0.435,+20000,-0.784,+20000,-0.784,+16000,-0.827,+20000,-0.784
"Hojgaard, Nicolai",150,+97461,+35000,-0.640,+21000,-0.784,+30000,-0.691,+31121,-0.680,+30050,-0.691,+17500,-0.820,+30000,-0.691,+25000,-0.743,+15000,-0.845,+25000,-0.743,+47500,-0.512,+20000,-0.794,+35000,-0.640,+20000,-0.794,+20000,-0.794
"Wu, Brandon",150,+99900,+40000,-0.599,+32000,-0.679,+40000,-0.599,,0.00,,0.00,+30000,-0.699,+50000,-0.499,+25000,-0.749,+25000,-0.749,+20000,-0.799,+80000,-0.199,+25000,-0.749,,0.00,+20000,-0.799,+30000,-0.699
"Lombard, Zander",150,+108008,+75000,-0.305,+42000,-0.611,+50000,-0.537,,0.00,,0.00,+25000,-0.768,+60000,-0.444,+50000,-0.537,+40000,-0.629,+30000,-0.722,+150000,0.388,+50000,-0.537,+50000,-0.537,+60000,-0.444,+50000,-0.537
"Scrivener, Jason",150,+114186,+40000,-0.649,+38000,-0.667,+40000,-0.649,+46679,-0.591,+50050,-0.561,+20000,-0.824,+50000,-0.562,+30000,-0.737,+20000,-0.824,+25000,-0.780,+90000,-0.212,+30000,-0.737,+20000,-0.824,+22500,-0.802,+25000,-0.780
"Westwood, Lee",150,+117547,+25000,-0.787,+17000,-0.855,+30000,-0.744,+28262,-0.759,+22050,-0.812,+12500,-0.893,+35000,-0.702,+20000,-0.829,+12500,-0.893,+25000,-0.787,+45000,-0.617,+12500,-0.893,+20000,-0.829,+14000,-0.880,+15000,-0.872
"Catlin, John",150,+173813,+40000,-0.769,+42000,-0.758,+30000,-0.827,,0.00,,0.00,+25000,-0.856,+60000,-0.654,+40000,-0.769,+30000,-0.827,+25000,-0.856,+85000,-0.511,+30000,-0.827,+25000,-0.856,+27500,-0.841,+30000,-0.827
"Vincent, Scott",150,+181718,+75000,-0.587,+42000,-0.768,+50000,-0.724,,0.00,,0.00,+25000,-0.862,+60000,-0.669,+50000,-0.724,+25000,-0.862,+25000,-0.862,+80000,-0.559,+40000,-0.779,,0.00,+50000,-0.724,+40000,-0.779
"Higa, Kazuki",150,+190376,+75000,-0.606,+42000,-0.779,+40000,-0.789,,0.00,,0.00,+25000,-0.868,+60000,-0.684,+50000,-0.737,+25000,-0.868,+50000,-0.737,+120000,-0.369,+30000,-0.842,,0.00,+50000,-0.737,+40000,-0.789
"Higgo, Garrick",150,Inf,+40000,-0.810,+28000,-0.867,+40000,-0.810,+41491,-0.802,+40050,-0.809,+20000,-0.905,+25000,-0.881,+35000,-0.833,+20000,-0.905,+25000,-0.881,+62500,-0.703,+20000,-0.905,+35000,-0.833,+22500,-0.893,+25000,-0.881
"Els, Ernie",150,Inf,+75000,-0.643,+50000,-0.762,+40000,-0.810,,0.00,,0.00,+30000,-0.857,+60000,-0.715,+50000,-0.762,+50000,-0.762,+100000,-0.525,Inf,-0.050,+50000,-0.762,+50000,-0.762,+60000,-0.715,+50000,-0.762
"Katsuragawa, Yuto",150,Inf,+100000,-0.625,+100000,-0.625,+30000,-0.887,,0.00,,0.00,+50000,-0.812,+125000,-0.531,+50000,-0.812,+75000,-0.718,+50000,-0.812,+120000,-0.550,+100000,-0.625,,0.00,+60000,-0.775,+50000,-0.812
"Kanaya, Takumi",150,Inf,+75000,-0.718,+50000,-0.812,+40000,-0.850,,0.00,,0.00,+30000,-0.887,+60000,-0.775,+50000,-0.812,+50000,-0.812,+30000,-0.887,+120000,-0.550,+50000,-0.812,,0.00,+60000,-0.775,+25000,-0.906
"Kim, Chan",150,Inf,+100000,-0.650,+42000,-0.853,+30000,-0.895,,0.00,,0.00,+25000,-0.912,+100000,-0.650,+75000,-0.737,+50000,-0.825,+50000,-0.825,Inf,-0.300,+75000,-0.737,,0.00,+60000,-0.790,+50000,-0.825
"Donaldson, Jamie",150,Inf,+40000,-0.860,+42000,-0.853,+40000,-0.860,,0.00,,0.00,+30000,-0.895,+50000,-0.825,+25000,-0.912,+25000,-0.912,+25000,-0.912,+55000,-0.807,+30000,-0.895,,0.00,+27500,-0.903,+30000,-0.895
"Johnson, Zach",150,Inf,+35000,-0.886,+42000,-0.863,+30000,-0.902,,0.00,,0.00,+25000,-0.918,+50000,-0.837,+25000,-0.918,+25000,-0.918,+30000,-0.902,+90000,-0.707,+30000,-0.902,+35000,-0.886,+27500,-0.910,+25000,-0.918
"Migliozzi, Guido",150,Inf,+35000,-0.886,+34000,-0.889,+30000,-0.902,+41491,-0.865,+40050,-0.870,+25000,-0.918,+40000,-0.870,+30000,-0.902,+20000,-0.935,+30000,-0.902,+60000,-0.805,+25000,-0.918,+35000,-0.886,+22500,-0.927,+25000,-0.918
"Norris, Shaun",150,Inf,+75000,-0.756,+50000,-0.837,+50000,-0.837,,0.00,,0.00,+30000,-0.902,+60000,-0.805,+40000,-0.870,+30000,-0.902,+30000,-0.902,+100000,-0.675,+40000,-0.870,,0.00,+40000,-0.870,+40000,-0.870
"Kaewkanjana, Sadom",150,Inf,+100000,-0.725,+100000,-0.725,+80000,-0.780,,0.00,,0.00,+50000,-0.862,+150000,-0.587,+75000,-0.793,+50000,-0.862,+30000,-0.917,Inf,-0.175,+100000,-0.725,,0.00,+60000,-0.835,+50000,-0.862
"Nakajima, Keita",150,Inf,+75000,-0.793,+42000,-0.884,,0.00,,0.00,,0.00,+25000,-0.931,+60000,-0.835,+50000,-0.862,+50000,-0.862,+30000,-0.917,+120000,-0.670,+50000,-0.862,+50000,-0.862,+50000,-0.862,+50000,-0.862
"Imahira, Shugo",150,Inf,+75000,-0.793,+50000,-0.862,+30000,-0.917,,0.00,,0.00,+30000,-0.917,+100000,-0.725,+40000,-0.890,+50000,-0.862,+30000,-0.917,+120000,-0.670,+75000,-0.793,,0.00,+60000,-0.835,+50000,-0.862
"Kennedy, Brad",150,Inf,+75000,-0.812,+100000,-0.750,+30000,-0.925,,0.00,,0.00,+50000,-0.875,+60000,-0.850,+50000,-0.875,+50000,-0.875,+50000,-0.875,+100000,-0.750,+50000,-0.875,,0.00,+60000,-0.850,+50000,-0.875
"Parry, John",150,Inf,+100000,-0.750,+100000,-0.750,+80000,-0.800,,0.00,,0.00,+50000,-0.875,+125000,-0.687,+100000,-0.750,+75000,-0.812,+100000,-0.750,Inf,-0.250,+100000,-0.750,+100000,-0.750,+60000,-0.850,+100000,-0.750
"Kim, Minkyu",150,Inf,+100000,-0.750,+100000,-0.750,+40000,-0.900,,0.00,,0.00,,0.00,+125000,-0.687,+50000,-0.875,+100000,-0.750,+50000,-0.875,Inf,-0.500,+100000,-0.750,,0.00,+75000,-0.812,+75000,-0.812
"Van Meijel, Lars",150,Inf,+100000,-0.800,+100000,-0.800,+100000,-0.800,,0.00,,0.00,+50000,-0.900,+150000,-0.700,+100000,-0.800,+50000,-0.900,+100000,-0.800,Inf,-0.600,+100000,-0.800,+100000,-0.800,+100000,-0.800,+50000,-0.900
"Mickelson, Phil",150,Inf,+35000,-0.930,+21000,-0.958,+30000,-0.940,+28528,-0.943,+30050,-0.940,+17500,-0.965,+25000,-0.950,+25000,-0.950,+15000,-0.970,+25000,-0.950,+52500,-0.895,+20000,-0.960,+35000,-0.930,+16000,-0.968,+20000,-0.960
"Rutherford, Jamie",150,Inf,+100000,-0.825,+100000,-0.825,+100000,-0.825,,0.00,,0.00,+50000,-0.912,+125000,-0.781,+100000,-0.825,+75000,-0.869,+100000,-0.825,Inf,-0.475,+100000,-0.825,+100000,-0.825,+75000,-0.869,+100000,-0.825
"Campbell, Ben",150,Inf,+100000,-0.825,+100000,-0.825,+50000,-0.912,,0.00,,0.00,+50000,-0.912,+60000,-0.895,+75000,-0.869,+50000,-0.912,+50000,-0.912,Inf,-0.650,+50000,-0.912,+50000,-0.912,+75000,-0.869,+50000,-0.912
"Kim, Sihwan",150,Inf,+75000,-0.869,+50000,-0.912,+40000,-0.930,,0.00,,0.00,+30000,-0.947,+60000,-0.895,+50000,-0.912,+40000,-0.930,+30000,-0.947,+120000,-0.790,+50000,-0.912,,0.00,+60000,-0.895,+50000,-0.912
"Farr, Oliver",150,Inf,Inf,-0.800,+100000,-0.900,+40000,-0.960,,0.00,,0.00,+50000,-0.950,+150000,-0.850,+100000,-0.900,+100000,-0.900,+50000,-0.950,Inf,-0.800,+100000,-0.900,+50000,-0.950,+75000,-0.925,+100000,-0.900
"Fernandez-Valdes, Jorge",150,Inf,Inf,-0.850,+100000,-0.925,+80000,-0.940,,0.00,,0.00,+50000,-0.962,+125000,-0.906,+100000,-0.925,+100000,-0.925,+100000,-0.925,Inf,-0.737,+100000,-0.925,,0.00,+100000,-0.925,+100000,-0.925
"Cho, Mingyu",150,Inf,+100000,-0.925,+100000,-0.925,+50000,-0.962,,0.00,,0.00,+50000,-0.962,+60000,-0.955,+75000,-0.944,+75000,-0.944,+50000,-0.962,Inf,-0.775,+100000,-0.925,,0.00,+100000,-0.925,,0.00
"Clarke, Darren",150,Inf,Inf,-0.900,+100000,-0.950,+80000,-0.960,,0.00,,0.00,+50000,-0.975,+100000,-0.950,+100000,-0.950,+100000,-0.950,+50000,-0.975,Inf,-0.850,+100000,-0.950,+100000,-0.950,+75000,-0.962,+100000,-0.950
"Chesters, Ashley",150,Inf,+100000,-0.950,+50000,-0.975,+40000,-0.980,,0.00,,0.00,+30000,-0.985,+60000,-0.970,+50000,-0.975,+40000,-0.980,+50000,-0.975,+150000,-0.925,+50000,-0.975,+50000,-0.975,+60000,-0.970,+50000,-0.975
"Penge, Marco",150,Inf,+100000,-0.950,+100000,-0.950,+80000,-0.960,,0.00,,0.00,+50000,-0.975,+150000,-0.925,+50000,-0.975,+75000,-0.962,+100000,-0.950,Inf,-0.850,+100000,-0.950,+100000,-0.950,+60000,-0.970,+75000,-0.962
"De Los Santos, Justin",150,Inf,+150000,-0.962,+100000,-0.975,+50000,-0.987,,0.00,,0.00,+50000,-0.987,+150000,-0.962,+100000,-0.975,+100000,-0.975,+100000,-0.975,Inf,-0.912,+100000,-0.975,,0.00,+100000,-0.975,+100000,-0.975
"Brown, Barclay",150,Inf,+150000,-0.962,,0.00,,0.00,,0.00,,0.00,,0.00,+125000,-0.969,+100000,-0.975,+75000,-0.981,+100000,-0.975,Inf,-0.875,+100000,-0.975,+100000,-0.975,+150000,-0.962,+100000,-0.975
"Quayle, Anthony",150,Inf,+100000,-0.975,+100000,-0.975,+40000,-0.990,,0.00,,0.00,+50000,-0.987,+125000,-0.969,+75000,-0.981,+50000,-0.987,+50000,-0.987,Inf,-0.950,+100000,-0.975,,0.00,+60000,-0.985,+75000,-0.981
"Wrigley, Alex",124,Inf,Inf,-0.937,+100000,-0.975,+100000,-0.975,,0.00,,0.00,,0.00,+150000,-0.962,+100000,-0.975,+150000,-0.962,+100000,-0.975,Inf,-0.875,+100000,-0.975,+100000,-0.975,+175000,-0.956,+100000,-0.975
"Carey, David",150,,Inf,-1.200,+50000,-1.050,+80000,-1.080,,0.00,,0.00,+30000,-1.030,+125000,-1.125,+100000,-1.100,+100000,-1.100,+100000,-1.100,Inf,-1.400,+100000,-1.100,+100000,-1.100,+150000,-1.150,+100000,-1.100
"Bairstow, Sam",150,,+100000,-1.100,+100000,-1.100,,0.00,,0.00,,0.00,+50000,-1.050,+125000,-1.125,+100000,-1.100,+50000,-1.050,+100000,-1.100,Inf,-1.400,+100000,-1.100,+100000,-1.100,+60000,-1.060,+100000,-1.100
"Potgieter, Aldrich",41,,+100000,-1.100,+100000,-1.100,,0.00,,0.00,,0.00,+50000,-1.050,+125000,-1.125,+100000,-1.100,+75000,-1.075,+75000,-1.075,Inf,-1.500,+100000,-1.100,,0.00,+75000,-1.075,+100000,-1.100
"Daly, John",150,,Inf,-1.400,+100000,-1.100,+100000,-1.100,,0.00,,0.00,+50000,-1.050,+125000,-1.125,+100000,-1.100,+100000,-1.100,+100000,-1.100,Inf,-2.000,+100000,-1.100,,0.00,+75000,-1.075,+100000,-1.100
"Floydd, Jack",150,,Inf,-1.250,+100000,-1.100,+100000,-1.100,,0.00,,0.00,+50000,-1.050,+150000,-1.150,+100000,-1.100,+150000,-1.150,+100000,-1.100,Inf,-1.500,+100000,-1.100,+100000,-1.100,+150000,-1.150,+100000,-1.100
"Dodd, Stephen",150,,Inf,-1.400,+100000,-1.100,+100000,-1.100,,0.00,,0.00,+50000,-1.050,+125000,-1.125,Inf,-1.200,+100000,-1.100,+50000,-1.050,Inf,-1.400,+100000,-1.100,+100000,-1.100,Inf,-1.200,+100000,-1.100
"Mullarney, Ronan",150,,Inf,-1.250,+100000,-1.100,+100000,-1.100,,0.00,,0.00,+50000,-1.050,+150000,-1.150,+100000,-1.100,+150000,-1.150,+100000,-1.100,Inf,-1.500,+100000,-1.100,+100000,-1.100,+175000,-1.175,+100000,-1.100
"Duval, David",149,,Inf,-1.400,+100000,-1.100,+100000,-1.100,,0.00,,0.00,+50000,-1.050,Inf,-1.250,Inf,-1.200,+100000,-1.100,+100000,-1.100,Inf,-2.000,+100000,-1.100,,0.00,Inf,-1.200,+100000,-1.100
"Lawrie, Paul",150,,Inf,-1.200,+100000,-1.100,+50000,-1.050,,0.00,,0.00,+50000,-1.050,+150000,-1.150,+100000,-1.100,+100000,-1.100,+100000,-1.100,Inf,-1.300,+100000,-1.100,,0.00,+75000,-1.075,+100000,-1.100
"Griffin, Matthew",150,,+100000,-1.100,+100000,-1.100,+100000,-1.100,,0.00,,0.00,+50000,-1.050,+125000,-1.125,+100000,-1.100,+75000,-1.075,+50000,-1.050,Inf,-1.300,+100000,-1.100,,0.00,+75000,-1.075,+75000,-1.075
"Ford, Matt",150,,Inf,-1.250,+100000,-1.100,,0.00,,0.00,,0.00,+50000,-1.050,+60000,-1.060,+150000,-1.150,+150000,-1.150,+100000,-1.100,Inf,-1.500,+100000,-1.100,+100000,-1.100,+150000,-1.150,+100000,-1.100
"Dinwiddie, Robert",150,,+150000,-1.150,+100000,-1.100,+80000,-1.080,,0.00,,0.00,+50000,-1.050,+150000,-1.150,+100000,-1.100,+100000,-1.100,+100000,-1.100,Inf,-1.400,+100000,-1.100,+100000,-1.100,+100000,-1.100,+75000,-1.075
"Jarvis, Aaron",61,,Inf,-1.400,+100000,-1.100,,0.00,,0.00,,0.00,+50000,-1.050,+125000,-1.125,+100000,-1.100,+100000,-1.100,+50000,-1.050,Inf,-1.500,+100000,-1.100,,0.00,+100000,-1.100,+100000,-1.100
"Papadatos, Dimitrios",150,,+100000,-1.100,+100000,-1.100,+100000,-1.100,,0.00,,0.00,+50000,-1.050,+150000,-1.150,+100000,-1.100,+75000,-1.075,+50000,-1.050,Inf,-1.300,+100000,-1.100,,0.00,+75000,-1.075,+50000,-1.050
"Celli, Filippo",150,,Inf,-1.200,+100000,-1.100,,0.00,,0.00,,0.00,+50000,-1.050,+150000,-1.150,+100000,-1.100,+100000,-1.100,+100000,-1.100,Inf,-1.500,+100000,-1.100,,0.00,+75000,-1.075,+100000,-1.100
"Morgan, Jediah",150,,Inf,-1.200,+100000,-1.100,+50000,-1.050,,0.00,,0.00,+50000,-1.050,+125000,-1.125,+100000,-1.100,+100000,-1.100,+50000,-1.050,Inf,-1.300,+100000,-1.100,,0.00,+100000,-1.100,+100000,-1.100
"Calcavecchia, Mark",150,,Inf,-1.400,,0.00,+100000,-1.100,,0.00,,0.00,,0.00,Inf,-1.200,Inf,-1.200,+150000,-1.150,+100000,-1.100,Inf,-2.000,+100000,-1.100,,0.00,Inf,-1.200,+100000,-1.100
