player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Jared Goff,10635,QB,DET,11,340,78.3,92,99,7.6,2.57,1,4,4.0,72.7,72,38,0.0,108,31.8,0,51,,,,,85.6,76.5,80.9,74.5,,65.5,1,4,110,10.5,118.5,3.7,4,3,0,5,9,3,2.7,1006,10.2,0,11,60.4,74.4,71.5,68.9,81.1,190,207,7.2,2.76,3,5,2.3,72.9,151,74,1.9,232,68.2,3,88,,,,64.7,43.7,69.4,83.9,67.1,90.7,66.0,2,5,241,23.0,105.8,7.3,17,8,1,11,11,10,4.1,1755,8.5,82.2,213,222,6.6,2.45,1,8,3.5,77.9,173,0,1.1,228,67.1,2,109,,,,64.7,90.2,84.2,83.8,80.8,90.7,70.4,0,6,233,,119.9,0.0,0,4,1,7,17,7,3.0,2078,9.4,2,73.9,69,84,9.6,3.22,3,1,1.1,59.5,50,112,2.0,112,32.9,1,30,,,,,25.7,49.8,81.2,49.3,,62.2,3,3,118,18.8,82.6,18.8,21,7,0,9,3,6,5.1,683,8.1
Dak Prescott,10769,QB,DAL,8,317,68.4,57,63,11.2,2.49,4,6,8.7,60.3,38,25,2.6,68,21.5,1,22,,,,,82.9,82.1,79.5,79.0,,65.9,2,1,75,16.0,105.4,5.9,4,1,0,0,5,2,2.7,502,8.0,0,9,56.0,67.9,67.2,59.6,73.5,211,223,7.5,2.66,2,8,3.3,65.9,147,73,5.2,249,78.5,8,66,,,,,45.0,60.5,84.3,60.8,,53.2,2,7,269,23.3,80.5,6.8,17,5,2,6,6,14,5.2,1476,6.6,74.0,204,212,8.2,2.33,6,9,4.1,68.4,145,0,4.0,219,69.1,6,66,,,,,70.8,76.1,83.7,75.8,,48.2,0,6,227,,88.5,0.5,1,3,2,0,7,10,4.4,1535,7.2,3,67.2,64,74,8.7,3.29,0,5,5.6,54.1,40,98,7.0,98,30.9,3,22,,,,,31.1,50.5,81.1,49.1,,71.1,4,2,117,20.4,78.8,20.4,20,3,0,6,4,6,5.1,443,6.0
Trevor Lawrence,77632,QB,JAX,9,306,75.0,72,73,9.6,2.4,1,4,5.1,64.4,47,29,13.0,88,28.8,7,29,,,,,28.5,81.4,80.3,77.8,,75.2,0,0,95,31.0,96.0,10.2,9,4,0,0,2,2,2.1,545,7.5,0,15,69.9,80.3,76.9,77.8,69.7,188,201,9.7,2.72,1,9,4.3,60.2,121,60,7.6,218,71.2,10,73,,,,,90.2,73.6,83.7,72.9,,57.7,1,6,226,15.0,85.0,4.1,9,8,1,10,9,9,4.0,1459,7.3,75.1,205,211,9.3,2.37,1,10,4.5,66.8,141,0,8.4,217,70.9,13,82,,,,,90.2,87.4,83.7,85.8,,54.4,0,5,229,,94.6,0.0,0,4,1,4,8,6,2.6,1725,8.2,1,56.4,55,63,11.0,3.26,1,3,4.6,42.9,27,89,12.9,89,29.1,4,20,,,,,28.1,53.3,80.2,50.1,,72.8,1,1,92,20.2,65.5,20.2,18,8,0,6,3,5,5.4,279,4.4
Jordan Love,40306,QB,GB,9,301,70.1,87,96,10.9,2.45,4,2,1.9,56.3,54,38,11.5,103,34.2,7,30,,,,,85.7,55.4,80.9,55.1,,62.9,1,6,111,7.9,67.1,2.9,3,2,0,4,5,5,4.5,618,6.4,0,12,61.0,72.4,71.7,53.7,76.6,171,184,9.1,2.87,0,9,4.6,64.7,119,62,9.2,198,65.8,12,75,,,,,78.3,82.3,83.4,79.5,,72.8,5,5,211,11.3,105.0,3.5,7,5,0,8,13,8,3.8,1626,8.8,77.2,193,197,8.3,2.37,3,9,4.4,68.0,134,0,10.1,201,66.8,15,76,,,,,90.0,86.0,83.4,83.4,,66.4,0,6,209,,101.8,0.0,0,2,0,1,14,7,3.3,1515,7.7,1,66.2,65,83,13.9,3.44,1,2,2.1,47.0,39,100,9.3,100,33.2,4,29,,,,,66.6,48.7,81.0,47.0,,70.2,6,5,113,10.0,68.8,10.0,10,5,0,11,4,6,5.3,729,8.8
Drake Maye,143969,QB,NE,8,279,66.1,59,64,7.1,2.69,2,1,1.4,60.9,39,36,0.0,77,27.6,0,29,,,,,49.1,62.6,79.9,61.1,,65.3,1,3,84,16.7,86.7,7.8,6,7,0,2,5,5,6.0,419,6.5,0,19,53.3,71.3,64.0,90.3,76.2,151,162,7.6,2.98,1,8,4.5,67.3,109,70,5.2,202,72.4,6,57,,,,,56.5,73.3,83.6,64.7,60.0,91.0,2,4,219,21.4,84.9,7.4,15,23,1,7,5,9,4.1,1039,6.4,76.8,155,159,6.4,2.44,1,6,3.5,71.7,114,0,4.2,173,62.0,5,56,,,,,89.5,79.7,82.9,74.2,60.0,87.0,0,4,186,,92.1,0.0,0,12,1,2,6,7,3.8,1076,6.8,1,63.6,55,67,10.4,3.65,2,3,3.9,50.7,34,106,2.9,106,38.0,1,30,,,,,25.7,54.8,81.1,46.0,,82.1,3,3,117,19.8,69.4,19.8,21,18,0,7,4,7,6.0,382,5.7
Deshaun Watson,11767,QB,CLV,7,270,68.7,67,71,6.1,2.74,0,3,3.9,57.7,41,44,10.9,94,34.8,5,17,,,,,54.7,52.0,80.6,49.8,,71.4,2,1,101,43.2,66.7,20.2,19,4,0,2,1,3,3.0,301,4.2,0,8,56.9,63.1,63.4,57.6,80.9,131,145,7.5,3.21,2,5,3.2,66.2,96,74,9.4,176,65.2,10,37,,,,,57.2,69.9,82.9,71.1,,54.8,4,2,189,18.9,85.0,8.0,14,17,0,8,4,2,1.1,847,5.8,78.0,141,142,5.7,2.49,1,2,1.4,71.1,101,0,8.2,152,56.3,9,36,,,,,88.2,73.0,82.2,72.8,,57.9,0,3,158,,85.3,0.0,0,10,0,0,4,1,0.6,795,5.6,2,73.7,57,74,10.4,3.76,1,6,7.2,48.6,36,118,14.3,118,43.7,6,18,,,,,28.1,51.2,81.6,50.0,,61.8,6,0,132,28.0,67.0,28.0,33,11,0,10,1,4,3.0,353,4.8
Will Levis,83542,QB,TEN,8,257,74.0,50,55,10.2,2.7,1,2,3.3,61.8,34,29,8.1,67,26.1,3,18,,,,,82.6,41.9,79.3,43.5,,54.1,1,3,72,31.0,62.8,13.4,9,3,0,3,1,3,4.2,341,6.2,0,31,48.6,56.1,52.5,72.5,75.7,140,148,8.4,2.8,2,7,4.5,68.9,102,75,3.8,190,73.9,4,51,,,,,30.7,62.3,83.2,58.7,58.4,76.1,1,6,199,34.7,94.0,13.7,26,16,0,5,9,7,3.5,1106,7.5,76.1,138,143,8.3,2.46,2,6,4.1,70.6,101,0,3.8,153,59.5,4,50,,,,,61.4,70.0,82.2,67.6,58.4,72.0,0,6,156,,96.0,0.7,1,9,0,3,9,5,3.2,1083,7.6,3,73.1,52,60,10.3,3.24,1,3,4.3,58.3,35,104,7.9,104,40.5,3,19,,,,,30.3,35.0,81.1,32.6,,66.2,2,3,115,32.7,60.7,32.7,34,10,0,5,1,5,4.3,364,6.1
Tua Tagovailoa,60326,QB,MIA,7,255,78.3,46,46,5.1,2.18,0,1,2.0,71.7,33,17,8.3,51,20.0,3,18,,,,,33.5,63.6,78.3,60.3,,73.4,0,1,54,11.8,106.8,3.9,2,2,0,0,4,3,5.6,276,6.0,1,17,34.1,71.2,68.8,68.9,80.2,177,186,6.3,2.33,5,7,3.6,73.7,137,35,3.5,204,80.0,5,83,,,,,55.1,73.7,83.4,70.4,,84.6,0,3,211,31.4,106.1,5.4,11,3,1,3,9,5,2.4,1484,8.0,81.7,186,194,5.7,2.02,5,8,4.0,74.2,144,0,5.3,203,79.6,8,78,,,,,90.1,79.4,83.4,75.7,,84.6,0,3,211,,100.2,0.5,1,3,1,2,7,2,0.9,1427,7.4,1,70.3,37,38,7.5,3.39,0,0,0.0,68.4,26,52,0.0,52,20.4,0,23,,,,,19.2,47.7,78.3,45.2,,73.4,0,1,54,23.1,124.2,23.1,12,2,0,1,6,6,11.1,333,8.8
Derek Carr,8671,QB,NO,8,226,75.0,64,72,9.7,2.65,0,3,4.0,63.9,46,27,4.2,77,34.1,2,31,,,,,83.4,72.9,79.7,73.0,57.6,54.5,0,4,80,7.4,87.1,2.6,2,2,0,8,4,3,3.8,629,8.7,0,20,66.2,86.2,87.5,46.1,81.1,127,139,7.9,2.65,3,10,6.6,71.2,99,45,3.9,149,65.9,4,41,,,,,73.5,90.3,82.4,90.0,58.1,51.9,0,0,161,11.1,116.4,3.4,5,3,0,9,9,2,1.2,1113,8.0,82.9,140,147,7.3,2.47,1,6,3.8,76.2,112,0,3.4,154,68.1,4,53,,,,,88.6,86.2,82.5,85.8,56.8,50.2,0,2,165,,116.1,0.0,0,4,0,6,9,3,1.8,1262,8.6,3,68.6,51,64,11.9,3.03,2,7,10.3,51.6,33,72,5.7,72,31.9,2,19,,,,,57.5,80.2,79.6,79.4,59.9,58.3,0,2,76,9.7,84.1,9.7,7,1,0,11,4,2,2.6,480,7.5
Anthony Richardson,124393,QB,IND,8,217,54.5,44,54,14.9,3.04,1,2,3.4,38.9,21,38,12.5,63,29.0,3,15,,,,,41.6,47.2,79.0,46.0,,63.6,6,2,67,5.3,48.4,3.2,2,7,0,3,1,3,4.5,300,5.6,1,14,24.6,60.4,61.4,56.0,63.4,123,137,12.1,2.92,2,12,8.3,50.4,69,44,11.5,154,71.0,9,47,,,,,45.7,72.0,82.4,68.7,,77.7,4,5,162,20.5,72.1,5.8,9,8,2,6,4,8,4.9,1102,8.0,63.9,122,127,11.5,2.55,2,9,6.9,52.0,66,0,15.4,135,62.2,12,43,,,,,87.3,71.0,81.8,66.8,,82.8,0,5,139,,68.8,0.0,0,8,2,1,3,5,3.6,975,7.7,3,53.3,45,64,16.5,3.62,1,5,6.9,37.5,24,82,0.0,82,37.8,0,19,,,,,23.4,52.3,80.1,52.5,,58.2,10,2,90,13.4,58.5,13.4,11,7,0,8,2,6,6.7,427,6.7
Bryce Young,123943,QB,CAR,8,216,77.4,53,61,7.3,2.72,1,5,7.7,63.9,39,29,4.9,70,32.4,2,19,,,,,82.9,67.1,79.4,65.9,,63.5,0,1,74,20.7,84.5,8.6,6,3,0,7,2,1,1.4,366,6.0,0,5,75.0,61.8,62.8,57.8,65.0,120,127,8.5,2.88,1,5,3.7,58.3,74,46,5.1,146,67.6,4,36,,,,,66.0,60.2,82.2,60.3,,57.7,0,5,156,15.2,65.6,4.8,7,12,0,6,3,6,3.8,717,5.6,71.5,130,135,6.8,2.33,2,5,3.6,66.7,90,0,3.2,141,65.3,3,36,,,,,87.5,69.4,81.9,69.6,,53.5,0,5,144,,74.7,0.0,0,6,0,3,4,5,3.5,733,5.4,5,60.5,43,53,12.0,3.75,0,5,8.1,43.4,23,75,11.5,75,34.7,3,19,,,,,49.9,52.6,80.0,51.1,,64.8,0,1,86,17.3,64.2,17.3,13,9,0,10,1,2,2.3,350,6.6
Justin Fields,82118,QB,PIT,7,196,86.1,36,42,5.5,2.85,0,1,2.0,61.9,26,30,16.1,55,28.1,5,14,,,,,39.9,70.0,78.9,67.6,,68.1,2,0,64,30.0,100.5,16.4,9,4,0,4,2,1,1.6,312,7.4,0,25,62.8,70.9,66.3,75.1,75.7,111,119,8.6,3.17,2,5,4.0,67.2,80,48,4.8,141,71.9,4,37,,,,,64.9,66.5,82.1,64.3,,68.4,1,1,150,14.6,90.8,5.0,7,14,1,4,3,5,3.3,794,6.7,80.7,109,112,6.9,2.66,1,4,3.4,74.1,83,0,5.7,118,60.2,5,35,,,,,86.4,78.9,81.3,78.4,,55.9,0,1,124,,104.9,0.0,0,5,1,1,5,2,1.6,803,7.2,4,71.1,38,49,10.4,3.72,1,2,3.5,46.9,23,78,14.8,78,39.8,4,16,,,,,27.8,52.3,80.1,45.0,,75.2,3,0,90,20.5,67.0,20.5,16,13,0,7,0,4,4.4,303,6.2
Jameis Winston,9434,QB,CLV,6,191,72.2,36,43,10.3,2.41,6,1,2.0,58.1,25,14,3.8,47,24.6,1,17,,,,,34.2,71.1,78.3,69.0,,66.4,0,0,55,21.4,110.0,6.4,3,1,0,1,3,2,3.6,374,8.7,1,8,73.3,82.0,77.3,82.3,72.1,122,129,10.7,2.7,3,7,5.2,63.6,82,39,6.8,144,75.4,6,47,,,,,87.7,81.0,82.0,77.7,,76.3,2,4,149,25.6,81.3,6.9,10,5,1,1,4,6,4.0,892,6.9,75.0,128,136,10.1,2.31,7,6,4.2,66.2,90,0,6.3,138,72.3,6,55,,,,,87.6,92.2,81.9,90.7,,77.6,0,3,145,,93.3,0.0,0,2,1,0,6,3,2.1,998,7.3,1,60.0,30,36,13.0,3.47,2,2,4.8,47.2,17,53,5.6,53,27.7,1,9,,,,,35.6,37.6,78.6,36.0,,67.3,2,1,59,24.5,70.1,24.5,13,4,0,2,1,5,8.5,268,7.4
Joe Flacco,4332,QB,IND,5,187,61.2,49,53,9.1,2.34,1,0,0.0,56.6,30,22,0.0,58,31.0,0,20,,,,,81.7,59.8,78.8,60.1,,58.3,1,2,63,18.2,74.8,6.9,4,0,0,2,3,2,3.2,285,5.4,1,14,90.0,65.5,64.7,58.6,77.7,112,117,8.6,2.72,1,4,3.1,70.9,83,30,4.6,129,69.0,4,41,,,,,87.2,66.4,81.8,66.3,60.0,56.3,0,3,139,30.0,99.0,7.0,9,3,0,4,6,7,5.0,882,7.5,74.6,130,133,8.9,2.42,1,4,2.9,69.9,93,0,4.1,135,72.2,4,52,,,,,87.4,77.0,81.9,76.3,60.0,55.3,0,1,141,,105.9,0.0,0,1,0,2,7,5,3.5,995,7.5,2,64.5,31,37,8.0,3.06,1,0,0.0,54.1,20,52,0.0,52,27.8,0,9,,,,,81.4,37.5,78.7,37.9,,60.3,1,4,61,25.0,44.9,25.0,13,2,0,4,2,4,6.6,172,4.6
Jacoby Brissett,10725,QB,NE,6,186,57.5,40,47,8.9,2.78,1,2,3.9,46.8,22,31,4.3,56,30.1,1,14,,,,,37.6,54.9,78.6,52.3,,71.4,2,0,60,19.4,64.6,10.7,6,3,0,4,0,1,1.7,265,5.6,0,19,36.9,59.4,58.8,56.7,76.2,101,112,6.9,2.95,0,3,2.5,64.3,72,51,6.5,130,69.9,5,31,,,,,62.9,63.0,81.8,62.5,,60.2,3,1,138,23.5,78.8,9.2,12,6,1,7,2,5,3.6,563,5.0,74.7,99,102,5.7,2.4,1,0,0.0,67.6,69,0,6.8,104,55.9,5,27,,,,,85.6,64.9,80.9,64.0,,62.9,0,0,110,,86.1,0.0,0,2,1,1,2,1,0.9,517,5.1,2,61.9,42,57,11.5,3.53,0,5,7.9,43.9,25,82,3.8,82,44.1,1,18,,,,,27.5,54.4,80.1,52.5,,66.4,5,1,88,22.0,54.1,22.0,18,7,0,10,0,5,5.7,311,5.5
Andy Dalton,6187,QB,CAR,6,175,75.5,53,56,7.5,2.07,2,0,0.0,69.6,39,15,2.5,64,36.6,1,19,,,,,27.5,55.2,79.2,54.0,,66.4,0,3,69,26.7,69.7,6.3,4,2,0,1,1,5,7.2,349,6.2,0,5,58.2,68.1,67.4,58.0,78.6,98,104,6.6,2.81,1,6,5.6,64.4,67,35,13.0,111,63.4,10,33,,,,,86.0,74.5,81.1,74.4,,55.1,0,3,116,8.6,88.6,2.7,3,4,0,5,6,3,2.6,640,6.2,79.7,118,120,6.2,2.32,1,6,4.7,70.0,84,0,10.6,125,71.4,10,39,,,,,69.7,70.2,81.6,70.2,,51.9,0,4,132,,88.6,0.0,0,3,0,1,5,6,4.5,811,6.8,0,69.7,33,40,9.6,3.09,2,0,0.0,55.0,22,50,4.3,50,28.6,1,13,,,,,34.0,60.3,78.2,58.1,,67.5,0,2,53,14.0,62.3,14.0,7,3,0,5,2,2,3.8,178,4.5
Russell Wilson,7077,QB,PIT,5,172,69.0,42,44,11.0,2.76,1,6,13.0,61.4,27,17,6.9,49,28.5,2,15,,,,,31.2,78.8,78.0,77.9,,58.3,0,0,51,23.5,116.1,8.2,4,1,0,1,3,1,2.0,424,9.6,0,25,52.7,75.5,74.7,58.8,77.2,92,105,9.4,3.01,1,4,3.6,63.8,67,47,5.6,123,71.5,4,38,,,,,61.3,69.7,81.5,69.3,,58.0,1,2,129,25.5,91.3,9.8,12,4,1,10,4,2,1.6,788,7.5,79.6,98,103,8.1,2.46,1,6,5.6,71.8,74,0,5.1,108,62.8,4,41,,,,,85.7,85.9,81.0,84.3,,57.9,0,0,112,,112.9,0.9,1,2,1,3,5,0,0.0,859,8.3,0,61.1,36,46,14.9,3.75,1,4,8.2,43.5,20,64,9.1,64,37.2,2,12,,,,,25.3,52.7,79.1,53.3,,57.2,1,2,68,23.4,66.7,23.4,15,3,0,8,2,3,4.4,353,7.7
Cooper Rush,12324,QB,DAL,6,158,63.0,27,29,9.5,2.26,2,0,0.0,58.6,17,9,0.0,31,19.6,0,9,,,,,78.3,52.9,76.7,53.3,,,0,1,35,22.2,85.0,6.5,2,0,0,0,2,2,5.7,177,6.1,0,9,24.9,46.4,53.7,25.0,71.7,113,120,6.4,2.37,4,2,1.5,61.7,74,29,8.6,127,80.4,7,34,,,,,63.3,54.0,81.7,55.1,,51.1,0,1,137,17.2,77.6,3.9,5,2,0,3,2,5,3.6,636,5.3,76.1,109,118,6.3,2.17,6,0,0.0,64.4,76,0,8.4,120,75.9,7,38,,,,,86.8,54.4,81.5,55.5,,51.1,0,1,130,,82.1,0.0,0,2,0,3,2,5,3.8,687,5.8,0,48.4,31,31,9.5,2.89,0,2,5.7,48.4,15,38,0.0,38,24.1,0,5,,,,,28.7,52.3,77.3,52.7,,,0,1,42,18.4,67.4,18.4,7,0,0,0,2,2,4.8,126,4.1
Mason Rudolph,46569,QB,TEN,4,142,75.0,32,36,9.2,2.71,0,1,2.6,55.6,20,20,16.7,42,29.6,4,17,,,,,79.6,84.6,77.8,78.0,,81.7,0,0,45,15.0,97.5,7.1,3,3,0,4,2,0,0.0,264,7.3,0,31,45.4,59.8,60.3,52.4,74.4,82,92,7.9,2.65,1,2,2.0,60.9,56,32,8.2,100,70.4,5,29,,,,,85.4,52.7,80.8,51.0,,74.4,1,4,107,9.4,66.5,3.0,3,3,2,6,2,4,3.7,542,5.9,78.8,80,86,8.0,2.37,1,3,3.3,65.1,56,0,11.1,90,63.4,7,35,,,,,84.6,67.6,80.4,64.5,,77.9,0,3,95,,82.0,0.0,0,2,2,3,3,3,3.2,589,6.8,2,64.7,34,42,8.9,3.17,0,0,0.0,47.6,20,52,9.1,52,36.6,2,11,,,,,81.1,57.9,78.5,53.3,,77.6,1,1,57,11.5,61.3,11.5,6,4,0,7,1,1,1.8,217,5.2
Spencer Rattler,97408,QB,NO,3,119,72.7,33,38,7.4,2.78,0,1,2.5,55.3,21,21,12.5,46,38.7,3,10,,,,,19.7,51.7,77.9,51.5,,61.2,2,1,49,28.6,66.2,13.0,6,2,0,3,1,3,6.1,185,4.9,0,20,24.6,55.9,55.4,58.4,76.4,55,61,7.3,2.8,2,0,0.0,62.3,38,24,9.5,73,61.3,4,15,,,,,83.2,61.8,79.6,59.4,,69.9,1,1,78,33.3,73.5,11.0,8,4,0,3,0,2,2.6,386,6.3,79.4,68,72,6.1,2.34,2,1,1.3,66.7,48,0,11.1,74,62.2,6,18,,,,,83.3,79.1,79.7,78.0,,59.4,0,1,79,,81.9,0.0,0,2,0,2,1,1,1.3,440,6.1,0,60.0,20,27,11.6,3.54,0,0,0.0,40.7,11,45,8.3,45,37.8,1,7,,,,,19.6,28.0,77.8,26.7,,72.4,3,1,48,31.1,40.8,31.1,14,4,0,4,0,4,8.3,131,4.9
Aidan O'Connell,60516,QB,LV,4,85,66.7,15,17,8.7,2.67,0,0,0.0,58.8,10,9,0.0,18,21.2,0,8,,,,,75.6,51.9,75.0,52.4,,,1,0,22,11.1,91.5,5.6,1,0,0,1,1,0,0.0,85,5.0,0,23,84.2,47.7,48.2,,71.2,59,65,6.6,2.81,1,1,1.5,64.6,42,17,0.0,67,78.8,0,18,,,,,82.3,48.2,79.1,48.8,,,2,2,68,11.8,72.0,3.0,2,0,0,3,1,3,4.4,370,5.7,75.9,58,59,6.3,2.49,0,1,1.7,74.6,44,0,0.0,59,69.4,0,18,,,,,81.5,49.5,78.6,50.1,,,0,2,60,,77.0,0.0,0,0,0,1,0,3,5.0,381,6.5,2,50.0,16,23,9.9,3.43,1,0,0.0,34.8,8,26,0.0,26,30.6,0,8,,,,,77.4,49.4,76.1,50.0,,,3,0,30,11.5,73.5,11.5,3,0,0,3,2,0,0.0,74,3.2
Tyler Huntley,46448,QB,MIA,3,82,62.5,8,10,16.1,3.24,0,0,0.0,40.0,4,10,20.0,18,22.0,1,4,,,,,74.8,29.0,74.7,31.3,,51.1,0,1,20,50.0,21.3,27.8,5,2,0,2,0,4,20.0,61,6.1,0,17,85.1,62.3,57.5,71.6,75.0,52,56,8.5,2.55,2,1,1.6,62.5,35,15,10.3,64,78.0,4,18,,,,,82.6,71.7,79.3,68.8,,70.2,1,0,71,13.3,83.6,3.1,2,5,0,1,1,1,1.4,316,5.6,79.2,48,50,8.3,2.25,2,1,1.9,68.0,34,0,10.5,57,69.5,4,19,,,,,81.6,76.8,78.8,74.8,,66.6,0,1,62,,84.8,0.0,0,5,0,0,1,2,3.2,332,6.6,2,50.0,12,16,14.3,3.74,0,0,0.0,31.3,5,25,16.7,25,30.5,1,3,,,,,77.2,28.3,76.0,29.0,,56.1,1,0,29,28.0,40.6,28.0,7,2,0,3,0,3,10.3,45,2.8
Mac Jones,60323,QB,JAX,4,69,57.7,26,27,10.5,2.58,0,1,3.7,55.6,15,16,0.0,32,46.4,0,7,,,,,77.9,46.6,76.5,47.5,,,0,2,33,31.3,34.6,15.6,5,0,0,1,0,2,6.1,111,4.1,0,15,46.0,44.0,43.0,61.0,71.9,32,33,7.8,2.84,0,0,0.0,66.7,22,5,4.3,37,53.6,1,7,,,,,28.0,42.7,77.1,44.6,,54.1,0,1,39,20.0,66.0,2.7,1,3,0,1,0,3,7.7,166,5.0,65.9,44,45,8.0,2.61,0,0,0.0,62.2,28,0,3.4,48,69.6,1,11,,,,,80.4,36.5,78.0,38.4,,54.1,0,2,50,,55.0,0.0,0,3,0,1,0,3,6.0,211,4.7,0,64.3,14,15,12.0,2.98,0,1,6.7,60.0,9,21,0.0,21,30.4,0,3,,,,,23.7,59.5,75.0,59.3,,,0,1,22,28.6,42.6,28.6,6,0,0,1,0,2,9.1,66,4.4
Malik Willis,60341,QB,GB,4,53,80.0,15,16,6.2,3.04,0,0,0.0,62.5,10,9,16.7,23,43.4,2,8,,,,,75.9,62.8,75.2,62.1,,61.2,0,0,23,22.2,126.8,8.7,2,5,0,1,3,0,0.0,127,7.9,0,12,82.3,77.4,74.3,70.0,87.0,23,23,6.0,2.8,0,1,3.8,82.6,19,8,5.0,30,56.6,1,11,,,,,77.9,80.9,76.5,78.5,,66.5,0,0,33,37.5,112.5,10.0,3,3,0,0,0,0,0.0,253,11.0,85.7,35,35,5.3,2.07,0,1,2.7,77.1,27,0,10.0,36,67.9,3,14,,,,,78.7,87.1,77.0,84.8,,,0,0,38,,134.8,0.0,0,0,0,0,3,0,0.0,335,9.6,2,66.7,3,4,15.7,4.67,0,0,0.0,50.0,2,17,0.0,17,32.1,0,5,,,,,74.5,48.8,74.3,36.6,,65.3,0,0,18,29.4,90.6,29.4,5,8,0,1,0,0,0.0,45,11.3
