player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
AJ Swann,157186,QB,VANDERBILT,8,5.53,0,194,333,58.5,147,158,11.3,2.5,2,8,4.8,50.6,80,52,7.0,167,86.1,6,51,,,,,50.5,59.1,33.7,,59.7,,,57.5,,,2,2,177,11.5,87.2,3.6,6,2,0,7,10,12,6.8,1027,6.5,62.0,100,107,7.8,2.44,0,6,5.3,54.2,58,42,6.5,114,58.8,4,31,,,,,58.7,56.3,44.2,,57.0,,,54.4,,,1,1,121,11.9,76.5,4.4,5,1,0,6,3,8,6.6,610,5.7,67.1,73,77,10.8,2.25,2,2,2.5,59.7,46,12,6.1,80,41.2,3,25,,,,,48.6,66.6,29.4,,66.0,,,64.3,,,1,1,84,16.7,108.2,2.5,2,1,0,1,7,4,4.8,581,7.5,0,96.2,26,26,-3.6,1.49,0,0,0.0,92.3,24,2,4.0,27,13.9,1,5,,,,,68.0,69.2,73.9,,68.4,,,,,,0,0,28,50.0,92.9,3.7,1,0,0,0,0,0,0.0,164,6.3,1.85
Nate Cox,60432,QB,NEVADA,8,1.07,0,192,239,57.4,129,138,11.3,2.72,1,7,4.7,45.7,63,76,14.9,159,82.8,11,43,,,,,24.8,59.8,67.6,,59.6,,,58.4,,,1,1,170,14.5,66.0,6.9,11,9,1,6,2,6,3.5,796,5.8,62.8,129,134,8.2,2.45,0,6,4.2,53.0,71,59,12.3,154,80.2,10,40,,,,,24.4,58.8,67.2,,57.9,,,59.1,,,1,1,163,18.6,71.7,7.1,11,8,1,3,2,6,3.7,758,5.7,66.7,33,37,9.2,2.78,1,1,2.4,54.1,20,17,9.1,38,19.8,2,11,,,,,69.1,63.6,74.9,,64.4,,,57.3,,,0,0,42,0.0,69.9,0.0,0,1,0,3,0,1,2.4,202,5.5,0,87.9,33,33,-3.0,1.52,0,0,0.0,84.8,28,0,3.4,33,17.2,1,8,,,,,68.6,60.5,74.3,,60.2,,,,,,0,0,35,,87.4,0.0,0,0,0,0,0,1,2.9,164,5.0,-0.2
Cam Fancher,145266,QB,MARSHALL,9,4.02,0,187,214,57.6,99,119,10.9,2.93,6,3,2.4,43.7,52,51,8.8,146,78.1,5,42,,,,,48.1,61.2,54.2,,52.5,60.0,,70.4,,,1,5,155,23.5,55.2,8.2,12,15,1,12,3,8,5.2,738,6.2,67.4,86,96,6.8,2.66,2,2,2.0,53.1,51,31,12.1,116,62.0,7,25,,,,,56.1,65.2,67.8,,55.7,,,70.5,,,0,4,121,32.3,58.2,8.6,10,10,1,7,2,5,4.1,512,5.3,67.9,53,63,7.6,2.65,4,1,1.5,57.1,36,21,0.0,71,38.0,0,26,,,,,47.3,56.9,26.5,,55.3,60.0,,66.6,,,1,1,76,9.5,82.0,2.8,2,6,0,5,2,3,3.9,428,6.8,0,92.5,40,40,-2.3,1.69,0,0,0.0,87.5,35,1,5.4,41,21.9,2,9,,,,,69.1,67.8,74.9,,64.9,,,64.9,,,0,0,42,0.0,96.0,0.0,0,1,0,0,1,0,0.0,202,5.1,1.46
Aveon Smith,130529,QB,MIAMI OH,8,4.05,0,186,221,52.8,108,117,14.8,3.16,3,11,8.8,44.4,52,56,8.8,157,84.4,5,36,,,,,62.5,65.2,42.1,,49.8,60.0,,81.2,,,1,4,166,28.6,73.3,10.2,16,24,0,5,7,9,5.4,799,6.8,57.9,95,101,11.3,2.76,3,8,7.5,50.5,51,36,7.3,124,66.7,4,23,,,,,60.4,64.0,54.4,,43.6,,,84.7,,,1,3,131,27.8,74.9,8.1,10,13,0,2,6,9,6.9,564,5.6,68.3,41,44,11.2,3.25,0,3,6.4,54.5,24,20,14.3,62,33.3,4,19,,,,,70.5,62.5,19.5,,65.3,60.0,,57.7,,,0,1,65,30.0,86.9,9.7,6,11,0,3,2,1,1.5,356,8.1,0,92.9,28,28,-2.4,1.64,0,0,0.0,82.1,23,0,11.5,29,15.6,3,6,,,,,68.2,55.4,73.7,,55.1,,,,,,0,0,30,,96.6,0.0,0,0,0,0,1,1,3.3,121,4.3,2.51
Shane Illingworth,71512,QB,NEVADA,6,22.31,0,177,239,63.8,105,115,11.2,3.01,2,6,5.0,53.0,61,63,9.0,145,81.9,6,30,,,,,46.0,60.0,83.1,,62.1,,,48.2,,,1,3,150,33.3,65.2,14.5,21,9,0,7,2,7,4.7,663,5.8,68.4,117,128,8.4,2.72,4,5,3.7,55.5,71,56,11.3,155,87.6,9,29,,,,,47.5,58.6,83.3,,59.7,,,50.2,,,0,3,161,33.9,64.1,12.3,19,7,0,7,2,7,4.3,626,4.9,93.3,15,18,6.2,3.14,0,1,5.6,77.8,14,7,0.0,22,12.4,0,5,,,,,67.4,75.4,72.7,,80.5,,,53.1,,,1,0,22,28.6,97.7,9.1,2,2,0,2,0,0,0.0,134,7.4,0,100.0,27,31,-3.4,1.66,2,0,0.0,77.4,24,0,11.1,32,18.1,3,4,,,,,68.5,67.1,74.1,,66.6,,,,,,0,0,33,,79.6,0.0,0,0,0,2,0,0,0.0,97,3.1,2.55
Gerry Bohanon,77636,QB,USF,7,-10.19,0,176,327,64.1,128,136,12.0,2.6,1,9,6.4,51.5,70,43,14.6,148,84.1,12,47,,,,,58.0,84.6,66.9,,76.0,53.7,,80.8,,,1,5,153,7.0,73.7,2.0,3,9,0,6,6,9,5.9,959,7.1,73.3,101,108,7.1,2.31,1,5,4.5,60.2,65,31,12.2,120,68.2,9,33,,,,,55.7,81.9,83.7,,71.1,60.0,,79.2,,,2,5,124,6.5,66.8,1.7,2,9,0,4,3,7,5.6,638,5.9,59.6,52,54,14.3,2.61,0,4,7.3,50.0,27,14,12.9,56,31.8,4,20,,,,,70.1,75.5,16.7,,75.4,55.0,,64.1,,,0,1,57,7.1,88.9,1.8,1,1,0,2,3,3,5.3,445,8.2,0,92.0,25,26,-2.8,1.4,0,0,0.0,84.6,22,2,4.3,28,15.9,1,6,,,,,68.0,60.4,73.5,,62.0,,,57.3,,,1,1,28,0.0,70.5,0.0,0,1,0,0,0,1,3.6,124,4.8,2.33
Tanner Morgan,55239,QB,MINNESOTA,8,-8.27,0,175,225,72.9,133,141,10.5,2.94,2,6,4.0,63.1,89,39,8.2,160,91.4,8,66,,,,,63.5,90.8,85.5,,88.5,,,76.9,,,1,5,170,20.5,93.3,5.0,8,11,2,3,7,5,2.9,1246,8.8,79.7,79,84,7.4,2.79,1,3,3.4,70.2,59,26,6.3,98,56.0,4,34,,,,,74.8,90.3,84.5,,84.7,,,80.3,,,0,1,104,19.2,100.3,5.1,5,9,2,2,4,2,1.9,580,6.9,70.6,68,71,11.7,2.93,1,3,4.0,62.0,44,15,8.3,77,44.0,4,36,,,,,48.5,84.2,77.5,,83.8,,,58.5,,,1,4,81,20.0,88.0,3.9,3,3,0,1,3,3,3.7,744,10.5,0,100.0,14,14,-1.4,2.01,0,0,0.0,100.0,14,2,0.0,15,8.6,0,4,,,,,66.4,73.1,71.4,,68.8,,,64.1,,,0,0,15,0.0,89.9,0.0,0,1,0,0,0,0,0.0,78,5.6,3.58
Dylan Hopkins,83571,QB,UAB,8,-17.57,0,174,321,66.1,124,127,12.3,2.95,0,6,4.4,62.2,79,50,3.7,152,87.4,3,56,,,,,35.4,71.6,71.8,,65.6,,,74.2,,,0,2,161,26.0,111.6,8.6,13,12,0,3,8,7,4.3,1319,10.4,79.5,73,74,8.2,2.58,0,5,6.3,75.7,56,28,3.4,90,51.7,2,35,,,,,40.6,83.8,69.0,,77.4,54.3,,78.4,,,0,0,95,25.0,126.8,7.8,7,8,0,1,4,3,3.2,775,10.5,62.5,72,74,11.6,2.86,0,1,1.3,58.1,43,23,4.4,84,48.3,2,29,,,,,44.9,51.6,77.8,,52.8,,,53.0,,,0,2,88,26.1,96.4,7.1,6,4,0,2,4,4,4.5,695,9.4,0,100.0,21,21,-4.4,1.11,0,0,0.0,95.2,20,1,4.8,22,12.6,1,8,,,,,67.2,65.1,72.8,,66.0,54.3,,,,,0,0,22,0.0,96.6,0.0,0,0,0,0,0,0,0.0,151,7.2,-1.08
Henry Colombi,60583,QB,MARSHALL,7,2.52,0,171,214,71.8,85,90,8.3,2.95,1,2,2.1,65.6,59,49,3.3,130,76.0,2,31,,,,,24.8,53.4,65.0,,56.7,56.7,,49.7,,,1,3,138,38.8,89.3,14.6,19,20,1,2,4,5,3.6,684,7.6,76.3,80,82,5.1,2.62,0,1,1.1,72.0,59,31,3.3,111,64.9,2,26,,,,,19.7,54.7,63.7,,56.3,56.7,,53.1,,,0,2,118,41.9,99.7,11.7,13,14,1,1,4,5,4.2,622,7.6,81.8,44,47,4.7,2.6,1,1,2.0,74.5,35,20,2.8,60,35.1,1,19,,,,,70.3,54.1,76.4,,57.7,,,49.6,,,1,2,62,35.0,88.3,11.7,7,6,0,1,2,1,1.6,313,6.7,0,92.3,39,39,-2.4,1.55,0,0,0.0,89.7,35,2,2.8,41,24.0,1,14,,,,,33.4,57.3,74.9,,56.9,,,,,,0,1,42,50.0,99.9,2.4,1,0,0,0,2,1,2.4,251,6.4,-0.93
Taylen Green,145996,QB,BOISE ST,7,6.02,0,171,120,67.9,131,138,13.2,3.14,1,5,3.4,60.9,84,48,5.6,150,87.7,5,61,,,,,55.4,79.9,85.3,,69.2,59.8,,83.8,,,1,4,158,8.3,94.6,2.7,4,8,1,4,7,8,5.1,1223,8.9,69.9,103,110,10.2,2.96,1,2,1.7,62.7,69,33,4.2,120,70.2,3,44,,,,,52.4,77.3,84.8,,62.8,,,86.2,,,1,3,127,12.1,92.0,3.3,4,6,1,4,6,4,3.1,813,7.4,74.5,47,48,13.3,3.15,0,3,6.0,68.8,33,16,5.7,51,29.8,2,23,,,,,69.8,74.3,15.4,,78.4,59.8,,50.6,,,0,1,53,0.0,99.7,0.0,0,3,0,1,1,4,7.5,485,10.1,0,94.7,19,20,-2.9,2.15,0,0,0.0,90.0,18,1,0.0,21,12.3,0,6,,,,,67.4,60.3,0.0,,65.7,,,57.3,,,0,0,22,0.0,82.3,0.0,0,1,0,1,0,0,0.0,75,3.8,2.71
Jalen Mayden,83520,QB,S DIEGO ST,5,-7.31,0,166,284,71.9,121,127,10.4,2.93,2,4,3.0,63.8,81,54,6.9,152,91.6,6,68,63.4,64.7,78.6,,51.5,87.5,84.2,63.2,78.3,,58.0,83.8,66.0,63.2,0,4,159,22.2,102.1,7.9,12,13,1,3,8,9,5.7,1189,9.4,74.0,100,104,8.5,2.88,0,2,1.9,67.3,70,43,5.4,128,77.1,4,53,74.3,72.6,78.7,,47.9,85.1,83.7,68.7,76.0,,58.0,81.4,66.0,68.7,0,2,132,30.2,103.3,10.2,13,11,1,3,5,6,4.5,926,8.9,69.7,33,35,12.3,2.89,2,2,5.3,60.0,21,15,8.7,38,22.9,2,16,51.2,51.5,68.2,,69.5,76.3,75.0,,72.9,,,69.4,,,0,2,41,0.0,95.8,0.0,0,3,0,0,3,3,7.3,327,9.3,0,83.3,12,12,-1.5,2.36,0,0,0.0,83.3,10,4,0.0,14,8.4,0,1,77.1,76.8,69.8,,66.2,56.0,71.2,78.9,58.7,,,57.3,,78.9,0,0,14,25.0,88.9,7.1,1,1,0,0,0,0,0.0,64,5.3,0.44
Cooper Legas,101286,QB,UTAH ST,7,-3.18,0,164,329,65.4,107,116,13.9,3.06,2,7,5.4,56.0,65,53,7.1,144,87.8,5,39,,,,,68.8,65.5,84.3,,62.9,,,62.9,,,1,5,162,24.5,83.4,9.0,13,15,1,5,8,5,3.1,824,7.1,69.0,58,62,9.4,2.74,1,1,1.4,62.9,39,22,2.5,79,48.2,1,21,,,,,65.3,59.5,83.0,,50.8,,,65.5,,,0,3,89,31.8,74.9,8.9,7,8,1,2,3,3,3.4,364,5.9,71.2,66,72,13.5,3.0,1,6,7.5,59.7,43,33,8.5,85,51.8,4,20,,,,,71.7,72.5,78.1,,74.6,,,52.9,,,1,2,95,18.2,99.9,7.1,6,7,0,4,6,2,2.1,551,7.7,0,100.0,17,18,-3.0,1.51,0,0,0.0,94.4,17,2,0.0,20,12.2,0,2,,,,,67.4,66.5,72.7,,66.1,,,,,,0,0,22,0.0,106.3,0.0,0,0,0,1,1,0,0.0,91,5.1,1.78
Emmett Morehead,143834,QB,BOSTON COL,7,-6.5,0,162,121,65.8,111,120,9.6,2.89,1,7,5.5,57.5,69,64,5.5,148,91.4,4,45,,,,,73.9,64.0,81.7,,62.9,,,61.3,,,2,3,155,21.9,91.0,9.5,14,14,1,5,8,5,3.2,842,7.0,67.6,108,115,8.3,2.76,1,6,4.9,59.1,68,54,6.8,138,85.2,5,38,,,,,73.6,62.7,81.4,,61.7,,,60.7,,,1,2,145,20.4,93.6,8.0,11,12,1,4,8,4,2.8,726,6.3,70.6,17,19,8.2,2.96,0,1,5.3,52.6,10,12,16.7,24,14.8,2,7,,,,,67.6,64.9,73.0,,63.9,,,61.7,,,1,1,24,25.0,58.4,12.5,3,2,0,1,0,1,4.2,157,8.3,0,85.7,14,14,-2.5,1.73,0,0,0.0,64.3,9,2,25.0,14,8.6,3,0,,,,,66.2,57.6,71.2,,57.3,,,,,,0,0,14,0.0,68.2,0.0,0,0,0,0,0,0,0.0,41,2.9,1.95
Ben Gulbranson,131734,QB,OREGON ST,7,-7.49,0,154,265,70.9,117,126,10.5,2.79,2,4,2.9,61.1,77,47,7.2,140,90.9,6,47,,,,66.7,49.7,60.3,69.9,,62.0,89.7,,46.9,,,1,3,152,14.9,91.2,5.0,7,7,0,6,7,5,3.3,896,7.1,74.4,90,95,9.7,2.51,3,3,3.0,65.3,62,32,7.5,105,68.2,5,35,,,,16.4,43.5,60.2,67.9,,65.0,29.7,,46.8,,,0,3,112,21.9,89.8,6.7,7,3,0,2,4,5,4.5,741,7.8,69.2,39,45,8.5,3.1,1,1,2.0,57.8,26,15,3.7,49,31.8,1,14,,,,66.7,70.1,57.9,76.0,,55.8,89.7,,55.9,,,1,0,55,0.0,98.2,0.0,0,4,0,4,3,0,0.0,278,6.2,0,91.7,12,14,-2.1,1.76,2,0,0.0,78.6,11,0,0.0,14,9.1,0,2,,,,16.4,66.4,52.8,71.6,,61.9,29.7,,,,,0,0,15,,103.3,0.0,0,0,0,0,0,0,0.0,123,8.8,-1.62
Brett Gabbert,97404,QB,MIAMI OH,4,-17.24,0,153,221,67.7,96,102,11.5,2.75,1,4,3.7,61.8,63,44,3.1,139,90.8,2,38,,,,,30.7,65.1,82.1,,67.6,,,53.9,,,0,0,146,29.5,97.5,9.4,13,23,0,5,4,4,2.7,755,7.4,74.7,83,87,9.0,2.6,1,2,2.2,69.0,60,31,3.2,116,75.8,2,34,,,,,40.7,66.8,81.5,,71.5,,,51.1,,,0,0,120,29.0,95.1,7.8,9,20,0,3,2,2,1.7,583,6.7,57.7,26,29,12.8,2.76,0,2,6.3,51.7,15,14,0.0,37,24.2,0,7,,,,,31.1,60.5,74.8,,57.5,,,67.0,,,0,0,40,28.6,102.9,10.8,4,3,0,3,2,2,5.0,242,8.3,0,92.3,13,14,-2.2,1.5,0,0,0.0,85.7,12,1,0.0,14,9.2,0,3,,,,,66.2,66.8,71.2,,66.5,,,,,,0,0,14,0.0,87.5,0.0,0,0,0,1,0,0,0.0,70,5.0,1.64
Jason Bean,83529,QB,KANSAS,7,1.29,0,147,198,68.8,112,121,12.5,3.12,6,13,10.2,62.0,75,38,2.6,136,92.5,2,53,,,,,50.8,76.9,48.1,,70.5,57.7,,77.8,,,0,4,144,10.5,115.1,2.9,4,11,0,3,13,8,5.6,1143,9.4,72.3,65,70,9.4,2.7,4,7,9.2,64.3,45,19,4.3,76,51.7,2,28,,,,,58.9,73.2,40.5,,66.3,,,74.7,,,0,3,83,5.3,94.2,1.3,1,5,0,1,4,6,7.2,628,9.0,70.2,57,61,13.2,3.34,2,6,9.5,65.6,40,20,0.0,71,48.3,0,30,,,,,45.8,75.0,77.6,,72.3,57.7,,70.1,,,0,1,73,15.0,132.4,4.2,3,7,0,2,10,2,2.7,628,10.3,0,100.0,10,10,-3.1,1.64,0,0,0.0,100.0,10,1,0.0,11,7.5,0,5,,,,,65.8,61.5,70.7,,65.9,,,56.7,,,0,0,12,0.0,147.1,0.0,0,1,0,0,1,0,0.0,113,11.3,1.33
Logan Fife,128176,QB,FRESNO ST,5,-0.06,0,144,169,72.7,77,83,11.1,3.02,0,3,3.3,62.7,52,42,7.1,105,72.9,4,36,,,,,28.7,62.3,83.3,,60.5,,,60.7,,,1,6,114,28.6,62.8,11.4,12,10,1,4,1,7,6.1,689,8.3,76.5,68,72,7.0,2.81,0,2,2.7,69.4,50,31,3.8,88,61.1,2,26,,,,,26.7,60.8,83.0,,59.5,,,58.5,,,1,2,93,29.0,74.9,10.2,9,7,1,2,0,4,4.3,459,6.4,82.6,46,49,6.3,2.4,0,1,1.9,69.4,34,11,10.5,56,38.9,4,20,,,,,70.2,63.8,76.3,,61.9,,,65.4,,,0,4,60,27.3,77.7,5.4,3,3,0,3,2,3,5.0,449,9.2,0,91.9,37,38,-2.3,1.65,0,0,0.0,84.2,32,0,5.9,39,27.1,2,10,,,,,68.9,61.2,74.7,,60.8,,,,,,0,0,39,,99.5,0.0,0,0,0,1,1,0,0.0,219,5.8,2.78
Austin Smith,145763,QB,E MICHIGAN,7,-3.03,0,143,160,68.8,93,106,10.8,2.8,5,4,3.5,54.7,58,47,9.4,128,89.5,6,37,,,,,42.2,67.2,51.0,,66.2,50.0,,64.6,,,1,4,137,21.3,78.1,7.8,10,12,1,6,6,5,3.6,694,6.5,70.0,90,99,9.5,2.7,3,4,3.7,57.6,57,41,9.5,120,83.9,6,36,,,,,41.2,66.1,50.1,,63.7,54.3,,65.2,,,1,4,129,22.0,74.5,7.5,9,12,1,4,5,4,3.1,580,5.9,81.3,16,22,8.4,2.91,2,0,0.0,54.5,12,10,7.7,23,16.1,1,6,,,,,67.8,69.1,73.8,,72.1,54.9,,57.3,,,1,0,26,10.0,100.4,4.3,1,0,0,3,1,1,3.8,199,9.0,0,92.3,13,15,-1.4,2.17,0,0,0.0,73.3,11,4,8.3,15,10.5,1,5,,,,,66.8,63.6,72.0,,63.3,,,,,,1,0,18,0.0,86.8,0.0,0,0,0,1,0,0,0.0,85,5.7,3.19
Evan Simon,129906,QB,RUTGERS,6,7.2,0,137,278,64.1,103,111,11.1,2.58,0,4,3.4,55.0,61,52,7.6,125,91.2,5,31,,,,,59.4,52.8,82.7,,49.1,,,66.7,,,3,6,132,19.2,63.6,8.0,10,4,0,5,4,7,5.3,699,6.3,66.0,94,101,10.0,2.53,0,3,2.8,56.4,57,46,8.1,113,82.5,5,26,,,,,58.2,52.8,82.5,,49.6,,,64.4,,,2,5,120,19.6,59.8,8.0,9,3,0,5,2,6,5.0,598,5.9,71.4,21,22,8.0,2.4,0,1,4.3,63.6,14,6,6.7,24,17.5,1,8,,,,,67.7,58.4,73.1,,55.5,,,64.0,,,1,1,25,16.7,93.4,4.2,1,1,0,0,2,1,4.0,142,6.5,0,91.7,12,12,-2.5,1.73,0,0,0.0,83.3,10,0,9.1,12,8.8,1,3,,,,,66.0,60.8,71.0,,60.5,,,,,,0,0,13,,80.9,0.0,0,0,0,0,0,0,0.0,41,3.4,0.53
Mike Wright,124366,QB,VANDERBILT,7,4.7,0,136,333,60.0,90,102,12.6,3.2,1,5,4.6,49.0,50,42,7.4,117,86.0,4,34,,,,,53.6,61.9,83.4,,50.3,,,72.6,,,3,3,125,4.8,80.6,1.7,2,13,0,8,6,10,8.0,743,7.3,64.5,76,84,10.1,2.9,0,4,4.5,54.8,46,29,6.1,92,67.6,3,23,,,,,64.7,58.1,83.0,,44.8,60.0,,71.7,,,2,3,99,6.9,89.5,2.2,2,6,0,6,7,7,7.1,582,6.9,69.7,33,37,9.6,3.16,1,1,2.6,59.5,22,13,4.3,44,32.4,1,16,,,,,35.2,72.7,75.2,,70.0,,,67.0,,,1,0,45,0.0,97.9,0.0,0,7,0,2,2,3,6.7,251,6.8,0,94.7,19,19,-2.8,1.65,0,0,0.0,94.7,18,0,0.0,19,14.0,0,5,,,,,67.0,66.5,72.4,,66.6,60.0,,,,,0,0,19,,126.0,0.0,0,0,0,0,3,0,0.0,90,4.7,-0.15
Ethan Hampton,145858,QB,N ILLINOIS,4,6.27,0,134,254,69.5,105,115,8.8,2.55,7,2,1.7,56.5,65,37,11.0,127,94.8,8,40,,,,,72.9,65.6,82.6,,63.8,,,60.3,,,1,6,132,16.2,71.9,4.7,6,6,0,2,6,4,3.0,747,6.5,66.7,90,97,7.8,2.39,4,0,0.0,57.7,56,31,6.7,105,78.4,4,33,,,,,72.2,61.5,82.1,,59.6,,,59.1,,,1,6,109,9.7,70.8,2.9,3,5,0,2,6,4,3.7,600,6.2,90.9,22,25,8.9,2.93,3,2,7.7,64.0,16,6,20.0,29,21.6,4,9,,,,,68.2,80.6,74.0,,80.1,,,61.7,,,0,0,31,50.0,101.4,10.3,3,1,0,0,1,0,0.0,196,7.8,0,100.0,7,7,-4.3,1.76,0,0,0.0,100.0,7,0,0.0,7,5.2,0,2,,,,,64.9,76.8,69.5,,76.4,,,,,,0,0,8,,135.4,0.0,0,0,0,0,1,0,0.0,49,7.0,1.65
Brendan Sullivan,145034,QB,NWESTERN,5,-1.21,0,132,256,76.5,68,72,9.5,3.52,0,4,5.3,68.1,49,44,5.8,108,81.8,3,28,,,,,31.1,56.7,82.7,,59.1,60.0,,53.9,,,2,3,111,29.5,87.3,12.0,13,23,0,2,4,6,5.4,473,6.6,83.3,66,70,5.4,2.99,1,2,2.8,74.3,52,33,5.5,94,71.2,3,23,,,,,29.1,57.6,82.4,,56.6,,,57.7,,,2,2,95,36.4,90.2,12.8,12,12,0,1,3,5,5.3,400,5.7,80.0,25,26,8.9,3.76,0,2,7.1,73.1,19,14,5.0,38,28.8,1,11,,,,,69.0,62.1,74.9,,71.1,60.0,,49.9,,,0,1,40,7.1,90.1,2.6,1,11,0,1,1,1,2.5,189,7.3,0,100.0,23,24,-2.9,1.83,1,0,0.0,91.7,22,3,4.3,24,18.2,1,6,,,,,67.6,69.7,73.0,,69.2,,,,,,0,0,24,0.0,86.8,0.0,0,0,0,0,0,0,0.0,116,4.8,1.56
Treyson Bourguet,158154,QB,W MICHIGAN,4,4.73,0,131,347,59.1,93,98,13.6,2.79,4,7,6.8,46.9,46,41,16.4,120,91.6,9,29,,,,,62.8,69.6,82.9,,61.6,,,74.1,,,0,1,128,22.0,68.2,7.5,9,13,0,1,2,6,4.7,576,5.9,55.3,47,49,13.0,2.99,2,3,5.6,46.9,23,28,11.5,64,48.9,3,13,,,,,76.5,66.3,81.8,,52.4,,,75.2,,,0,1,72,17.9,60.1,7.8,5,10,0,0,1,3,4.2,242,4.9,66.7,57,60,11.2,2.43,2,4,6.6,51.7,31,16,18.4,67,51.1,7,17,,,,,44.3,69.9,76.8,,69.7,,,59.4,,,0,0,68,25.0,75.7,6.0,4,3,0,1,1,3,4.4,360,6.0,0,81.8,11,11,-1.6,1.78,0,0,0.0,72.7,8,3,11.1,11,8.4,1,1,,,,,65.8,60.2,70.7,,59.9,,,,,,0,0,12,0.0,75.2,0.0,0,0,0,0,0,0,0.0,26,2.4,1.06
