player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Sam Huard,146463,QB,WASHINGTON,1,-100.0,0,3,340,100.0,2,2,2.0,2.57,0,0,0.0,100.0,2,1,0.0,3,100.0,0,2,,,,,63.3,51.0,71.2,,49.6,,,,,,0,0,4,100.0,116.7,33.3,1,0,0,0,0,0,0.0,24,12.0,100.0,2,2,2.0,2.57,0,0,0.0,100.0,2,1,0.0,3,100.0,0,2,,,,,63.3,51.0,71.2,,49.6,,,,,,0,0,4,100.0,116.7,33.3,1,0,0,0,0,0,0.0,24,12.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-12.0
Cameron Friel,146195,QB,UNLV,1,-100.0,0,3,325,100.0,2,2,9.5,2.87,0,0,0.0,100.0,2,1,0.0,3,100.0,0,1,,,,,62.7,72.7,69.8,,72.2,,,,,,0,0,3,100.0,154.2,33.3,1,0,0,0,1,0,0.0,23,11.5,100.0,2,2,9.5,1.85,0,0,0.0,100.0,2,0,0.0,2,66.7,0,1,,,,,61.8,76.0,69.5,,75.4,,,,,,0,0,2,,154.2,0.0,0,0,0,0,1,0,0.0,23,11.5,,0,0,,4.9,0,0,,,0,1,,1,33.3,0,0,,,,,60.3,59.7,63.6,,60.0,,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-11.5
Rocco Becht,157567,QB,IOWA STATE,2,0.0,0,3,193,0.0,1,2,11.0,4.43,0,0,0.0,0.0,0,2,,3,100.0,0,0,,,,,63.8,40.5,72.0,,42.4,,,56.3,,,0,0,5,0.0,39.6,0.0,0,1,0,1,0,0,0.0,0,0.0,,0,0,,7.1,0,0,0.0,,0,1,,1,33.3,0,0,,,,,61.8,46.4,71.4,,51.9,,,56.3,,,0,0,2,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,0.0,1,2,11.0,3.1,0,0,0.0,0.0,0,1,,2,66.7,0,0,,,,,62.7,46.1,66.6,,46.4,,,,,,0,0,3,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Tayven Jackson,157615,QB,TENNESSEE,2,100.0,0,3,307,100.0,2,2,8.5,3.27,0,0,0.0,100.0,2,2,0.0,3,100.0,0,1,,,,,64.8,61.8,71.6,,73.8,,,52.7,,,0,0,3,0.0,118.8,0.0,0,1,0,0,0,0,0.0,28,14.0,,0,0,,4.6,0,0,,,0,1,,1,33.3,0,0,,,,,63.7,49.3,71.2,,,,,52.7,,,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,100.0,2,2,8.5,2.6,0,0,0.0,100.0,2,1,0.0,2,66.7,0,1,,,,,61.8,74.3,65.5,,73.8,,,,,,0,0,2,0.0,118.8,0.0,0,0,0,0,0,0,0.0,28,14.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,14.0
Bryce Carpenter,82101,QB,COAST CAR,1,33.33,0,3,141,0.0,1,2,-1.0,2.1,1,0,0.0,0.0,0,1,,2,66.7,0,0,,60.0,60.0,,70.5,57.5,71.0,,50.8,,,61.4,60.0,,0,0,2,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,60.0,60.0,,70.5,62.9,70.4,,,,,61.4,60.0,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,50.0,2,3,-1.5,1.97,1,0,0.0,33.3,1,1,0.0,3,100.0,0,0,,,,,62.7,52.3,66.6,,52.3,,,,,,0,0,3,0.0,42.4,0.0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,1,1,-2.0,1.7,0,0,0.0,100.0,1,0,0.0,1,33.3,0,0,,,,,60.3,60.8,63.6,,60.6,,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0
Landry Lyddy,156581,QB,LA TECH,1,0.0,0,3,208,100.0,1,1,-6.0,2.8,0,0,0.0,100.0,1,0,0.0,2,66.7,0,0,,,,,66.4,68.7,70.1,,75.5,,,57.0,,,0,0,3,,79.2,0.0,0,1,0,0,0,0,0.0,0,0.0,100.0,1,1,0.0,2.7,0,0,0.0,100.0,1,1,0.0,1,33.3,0,1,,,,,66.2,75.4,69.8,,75.3,,,60.1,,,0,0,2,0.0,118.8,0.0,0,0,0,0,0,0,0.0,16,16.0,100.0,1,1,-6.0,2.8,0,0,0.0,100.0,1,0,0.0,2,66.7,0,0,,,,,61.8,54.6,65.5,,60.4,,,57.3,,,0,0,2,,79.2,0.0,0,1,0,0,0,0,0.0,0,0.0,0,100.0,1,1,0.0,2.7,0,0,0.0,100.0,1,1,0.0,1,33.3,0,1,,,,,60.3,61.1,63.6,,61.0,,,,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,16,16.0,-16.0
Ta'Quan Roberson,101625,QB,UCONN,1,-50.0,0,2,146,,0,1,,4.0,0,0,0.0,0.0,0,0,,1,50.0,0,0,,,,,67.5,84.4,70.1,,60.0,,,76.4,,,0,0,1,,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,100.0,1,2,-5.0,2.65,0,0,0.0,50.0,1,0,0.0,2,100.0,0,0,,,,,67.6,83.2,70.4,,58.9,,,76.4,,,0,0,2,,64.6,0.0,0,0,0,1,0,0,0.0,10,5.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-5.0,1.3,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,,60.3,61.1,63.6,,61.0,,,,,,0,0,1,,108.3,0.0,0,0,0,0,0,0,0.0,10,10.0,-5.0
Malik Hornsby,123957,QB,ARKANSAS,2,0.0,0,2,111,,0,0,,5.45,0,0,,,0,2,,2,100.0,0,1,,,,,10.2,56.1,74.9,,,56.8,,58.1,,,0,0,2,0.0,0.0,0.0,0,2,0,0,0,1,50.0,0,,,0,0,,4.6,0,0,,,0,1,,1,50.0,0,0,,,,70.7,12.3,57.2,75.0,,,75.7,,52.4,,,0,0,1,0.0,0.0,0.0,0,1,0,0,0,1,100.0,0,,,0,0,,6.3,0,0,,,0,1,,1,50.0,0,1,,,,,60.3,63.6,70.4,,,55.7,,64.3,,,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,70.7,62.9,66.6,70.1,,,70.5,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Jake Lange,121467,QB,SO MISS,1,100.0,0,2,296,100.0,1,1,25.0,2.5,0,1,100.0,100.0,1,2,0.0,2,100.0,0,1,,,,,61.8,88.1,68.6,,87.3,,,,,,0,0,2,50.0,118.8,50.0,1,0,0,0,0,0,0.0,27,27.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,60.0,67.4,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,25.0,2.5,0,1,100.0,100.0,1,2,0.0,2,100.0,0,1,,,,,61.8,88.3,65.5,,87.3,,,,,,0,0,2,50.0,118.8,50.0,1,0,0,0,0,0,0.0,27,27.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,27.0
Sean Atkins,101127,WR,USF,2,0.0,0,2,327,,0,0,,7.55,0,0,0.0,,0,2,,2,100.0,0,0,,,,74.9,65.8,75.7,76.6,,75.8,72.8,,62.1,,,0,0,3,0.0,0.0,0.0,0,2,0,0,0,0,0.0,0,,,0,0,,7.5,0,0,,,0,1,,1,50.0,0,0,,,,70.7,63.7,64.4,76.3,,,62.0,,64.3,,,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,7.6,0,0,0.0,,0,1,,1,50.0,0,0,,,,70.7,64.2,88.4,69.5,,75.8,85.6,,57.3,,,0,0,2,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,57.2,65.3,,,58.3,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Jayden Clemons,100571,QB,WYOMING,1,0.0,0,2,351,100.0,2,2,12.0,1.8,0,1,50.0,100.0,2,1,0.0,2,100.0,0,1,,,,,67.6,82.7,69.5,,89.8,,,58.8,,,0,0,2,0.0,118.8,0.0,0,0,0,0,0,0,0.0,25,12.5,100.0,1,1,24.0,1.7,0,1,100.0,100.0,1,1,0.0,1,50.0,0,1,,,,,67.5,83.9,69.1,,89.2,,,58.8,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,25,25.0,100.0,1,1,0.0,1.9,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,,60.3,61.1,63.6,,61.0,,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-25.0
Braelon Allen,145159,HB,WISCONSIN,2,50.0,0,2,349,50.0,2,2,6.0,2.7,0,0,0.0,50.0,1,2,0.0,2,100.0,0,1,,,,74.9,85.9,71.2,84.5,,60.3,63.1,,73.7,,,0,0,2,0.0,64.6,0.0,0,0,0,0,0,0,0.0,10,5.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,76.3,85.9,71.4,84.2,,,64.2,,73.7,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,50.0,2,2,6.0,2.7,0,0,0.0,50.0,1,2,0.0,2,100.0,0,1,,,,,61.8,59.9,73.8,,60.3,55.9,,,,,0,0,2,0.0,64.6,0.0,0,0,0,0,0,0,0.0,10,5.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,66.7,61.0,60.5,69.4,,,61.3,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,5.0
Shawqi Itraish,145393,QB,RICE,1,-50.0,0,2,275,100.0,2,2,5.5,2.3,0,0,0.0,50.0,1,0,50.0,2,100.0,1,0,,,,,61.8,73.2,70.7,,72.5,,,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,4,2.0,100.0,2,2,5.5,2.3,0,0,0.0,50.0,1,0,50.0,2,100.0,1,0,,,,,61.8,73.2,70.7,,72.5,,,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,4,2.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-2.0
Brian Cobbs,84285,WR,UTAH ST,3,0.0,0,2,329,0.0,1,1,31.0,4.6,0,0,0.0,0.0,0,1,,2,100.0,0,0,,,,78.9,71.4,71.6,49.5,,65.4,72.8,,57.3,,,0,0,3,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0,0.0,1,1,31.0,4.6,0,0,0.0,0.0,0,1,,2,100.0,0,0,,,,78.5,67.0,55.9,40.0,,50.1,58.6,,57.3,,,0,0,2,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,0.0,,0,0,,0,0.0,0,0,,,,75.2,70.5,80.1,81.6,,75.8,77.5,,,,,0,0,1,,0.0,,0,0,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,66.7,61.0,54.5,76.1,,,57.4,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Jason Bean,83529,QB,KANSAS,2,100.0,0,2,198,100.0,2,2,10.0,3.75,0,0,0.0,100.0,2,1,0.0,2,100.0,0,1,,,,,69.6,77.0,73.5,,75.8,57.7,,68.0,,,0,0,2,0.0,116.7,0.0,0,0,0,0,0,0,0.0,24,12.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,69.7,73.1,72.0,,,,,68.0,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,2,2,10.0,3.75,0,0,0.0,100.0,2,1,0.0,2,100.0,0,1,,,,,61.8,71.3,68.9,,75.8,57.7,,,,,0,0,2,0.0,116.7,0.0,0,0,0,0,0,0,0.0,24,12.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,12.0
CJ Montes,146114,QB,NEW MEXICO,2,0.0,0,2,241,0.0,1,1,16.0,3.4,0,0,0.0,0.0,0,0,,1,50.0,0,0,,,,,70.5,55.7,72.4,,47.3,,,61.3,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,16.0,3.4,0,0,0.0,0.0,0,0,,1,50.0,0,0,,,,,70.5,55.7,72.4,,47.3,,,61.3,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,3.7,0,0,,,0,0,,1,50.0,0,0,,,,,60.3,53.7,63.6,,,,,57.3,,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,3.7,0,0,,,0,0,,1,50.0,0,0,,,,,60.3,53.7,63.6,,,,,57.3,,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,0.0
Brock Vandagriff,146713,QB,GEORGIA,2,0.0,0,2,173,100.0,1,2,16.0,2.6,1,0,0.0,0.0,0,0,100.0,2,100.0,1,0,,,,,67.6,67.0,69.5,,70.7,,,58.6,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,2,16.0,2.6,1,0,0.0,0.0,0,0,100.0,2,100.0,1,0,,,,,67.6,67.0,69.5,,70.7,,,58.6,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Johnny Langan,77617,TE,RUTGERS,2,-100.0,0,2,278,100.0,1,1,39.0,3.6,0,0,0.0,100.0,1,1,0.0,1,50.0,0,1,,,,47.4,42.4,54.0,85.2,,37.1,53.6,,64.5,,,0,0,1,0.0,158.3,0.0,0,0,0,0,1,1,100.0,43,43.0,100.0,2,2,17.5,2.05,0,0,0.0,100.0,2,1,0.0,2,100.0,0,1,,,,38.0,40.8,49.1,84.8,,38.6,43.8,,64.5,,,0,0,2,0.0,158.3,0.0,0,0,0,0,1,1,50.0,43,21.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,45.4,65.0,66.5,76.2,,,68.0,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-4.0,0.5,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,24.5,62.4,46.1,72.3,,60.4,40.3,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0,-21.5
CJ Lewis,61173,WR,BOWL GREEN,2,-100.0,0,2,122,0.0,1,1,7.0,6.8,0,0,0.0,0.0,0,1,,1,50.0,0,0,,,,41.1,68.8,60.3,34.3,,46.1,61.4,,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,1,-2.0,3.7,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,,,,47.1,68.0,59.0,29.5,,60.4,58.8,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,15,15.0,0.0,1,1,7.0,6.8,0,0,0.0,0.0,0,1,,1,50.0,0,0,,,,45.4,65.3,62.7,77.1,,46.1,65.1,,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,1,1,-2.0,3.7,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,,,,66.7,62.4,59.3,73.8,,60.4,58.8,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,15,15.0,-15.0
Garret Rangel,157795,QB,OKLA STATE,1,0.0,0,2,262,0.0,2,2,13.0,1.75,0,0,0.0,0.0,0,0,,2,100.0,0,0,,,,,66.2,53.1,69.5,,59.3,,,54.7,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,2,2,13.0,1.75,0,0,0.0,0.0,0,0,,2,100.0,0,0,,,,,66.2,53.1,69.5,,59.3,,,54.7,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Katin Houser,158386,QB,MICH STATE,1,-50.0,0,2,223,50.0,2,2,7.0,3.45,0,0,0.0,50.0,1,1,0.0,2,100.0,0,0,,,,,64.4,58.3,68.6,,50.0,,,63.3,,,0,0,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,2,1.0,50.0,2,2,7.0,3.45,0,0,0.0,50.0,1,1,0.0,2,100.0,0,0,,,,,64.4,58.3,68.6,,50.0,,,63.3,,,0,0,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,2,1.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-1.0
Deacon Hill,145170,QB,WISCONSIN,1,0.0,0,1,349,,0,0,,3.7,0,0,,,0,1,,1,100.0,0,0,,,,,60.3,58.8,66.6,,60.0,,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,3.7,0,0,,,0,1,,1,100.0,0,0,,,,,60.3,58.8,66.6,,60.0,,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Tauskie Dove,84318,WR,MISSOURI,1,0.0,0,1,229,,0,0,,4.9,0,0,,,0,1,,1,100.0,0,0,,,,56.4,66.9,53.5,2.8,,60.0,54.2,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,4.9,0,0,,,0,1,,1,100.0,0,0,,,,56.4,66.9,52.9,0.5,,60.0,53.6,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,49.7,76.9,,,50.4,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,46.7,76.1,,,47.8,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Ronnie Bell,84288,WR,MICHIGAN,1,0.0,0,1,222,,0,0,,4.1,0,0,,,0,1,,1,100.0,0,0,,,,60.0,25.9,72.7,82.4,,60.0,71.2,,63.2,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,4.1,0,0,,,0,1,,1,100.0,0,0,,,,57.1,24.8,68.8,82.2,,60.0,67.9,,63.2,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,74.9,65.0,89.6,74.7,,,80.6,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,70.7,62.9,85.2,72.0,,,74.8,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Hunter Johnson,60362,QB,CLEMSON,1,-100.0,0,1,140,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,60.0,68.1,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-3.0,1.4,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,,60.3,61.9,68.6,,60.6,,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-3.0,1.4,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,,60.3,60.8,63.6,,60.6,,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0,-1.0
Duece Watts,123237,WR,TULANE,1,0.0,0,1,319,,0,0,,6.4,0,0,,,0,0,,1,100.0,0,0,,,,56.4,66.9,61.7,82.4,,,62.5,,57.3,,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,73.1,64.1,53.7,81.9,,,56.2,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,6.4,0,0,,,0,0,,1,100.0,0,0,,,,49.8,65.9,68.3,76.4,,,68.9,,57.3,,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,66.7,61.0,51.1,73.1,,,59.8,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Weston Eget,97802,QB,NEW MEX ST,1,-100.0,0,1,242,100.0,1,1,6.0,1.6,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,,60.3,54.8,69.5,,54.1,,,,,,0,0,1,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,100.0,1,1,6.0,1.6,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,,60.3,54.8,69.5,,54.1,,,,,,0,0,1,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-6.0
Samson Evans,84228,HB,E MICHIGAN,1,100.0,0,1,160,100.0,1,1,6.0,2.1,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,78.5,83.9,79.5,84.7,,71.5,56.9,,80.3,,,0,0,1,,118.8,0.0,0,0,0,0,1,0,0.0,3,3.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,56.4,83.9,77.8,84.5,,,50.4,,80.3,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,6.0,2.1,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,66.7,62.4,67.5,73.8,,71.5,66.3,,,,,0,0,1,,118.8,0.0,0,0,0,0,1,0,0.0,3,3.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,24.5,61.0,53.9,71.7,,,39.9,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,3.0
