player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Tanner McKee,131770,QB,STANFORD,4,4.54,0,144,300,71.0,100,105,10.0,2.56,0,9,8.0,62.9,66,37,7.0,128,88.9,5,46,,,,,73.9,81.8,82.3,,83.2,,,54.2,,,1,4,135,43.2,100.7,12.5,16,6,0,4,8,2,1.5,926,8.8,70.7,75,80,6.9,2.45,0,4,4.8,63.8,51,23,3.8,92,63.9,2,34,,,,,72.9,76.1,81.4,,75.9,,,59.7,,,1,3,95,39.1,103.3,9.8,9,3,0,4,7,2,2.1,664,8.3,78.0,41,41,11.0,2.46,0,5,11.1,68.3,28,16,12.5,52,36.1,4,15,,,,,69.9,80.5,76.0,,83.4,,,50.2,,,0,1,56,43.8,89.6,13.5,7,3,0,0,1,0,0.0,321,7.8,0,87.5,16,16,-1.9,1.6,0,0,0.0,81.3,13,2,7.1,16,11.1,1,3,,,,,66.5,62.5,71.6,,62.1,,,,,,0,0,16,0.0,82.0,0.0,0,0,0,0,0,0,0.0,59,3.7,-0.47
Gerry Bohanon,77636,QB,USF,5,-20.68,0,142,327,63.1,103,110,12.0,2.62,1,6,5.3,48.2,53,34,18.5,118,83.1,12,32,,,,,51.4,73.1,61.8,,68.7,53.7,,71.1,,,1,5,123,8.8,59.4,2.5,3,5,0,5,3,9,7.3,713,6.5,75.9,87,94,6.8,2.32,1,4,4.1,61.7,58,26,12.1,102,71.8,8,28,,,,,49.3,75.0,82.5,,70.0,60.0,,70.1,,,2,5,106,7.7,63.8,2.0,2,6,0,4,2,6,5.7,572,6.1,52.6,38,39,15.3,2.7,0,2,5.0,41.0,16,9,20.0,40,28.2,4,10,,,,,69.1,63.7,5.9,,65.5,55.0,,,,,0,1,41,11.1,62.4,2.5,1,0,0,1,1,3,7.3,265,6.8,0,95.5,22,23,-2.9,1.48,0,0,0.0,91.3,21,1,0.0,24,16.9,0,6,,,,,67.6,66.8,73.0,,68.7,,,57.3,,,1,1,24,0.0,71.0,0.0,0,1,0,0,0,0,0.0,124,5.4,0.7
Jack Salopek,130662,QB,W MICHIGAN,4,1.6,0,141,347,58.4,101,107,12.6,3.0,1,7,6.4,53.3,57,52,3.4,128,90.8,2,35,,,,66.7,58.4,66.3,60.8,,66.4,67.7,,59.2,,,2,5,131,19.2,62.8,7.8,10,11,0,3,3,8,6.1,678,6.3,57.5,80,82,11.7,2.95,1,5,6.0,53.7,44,39,4.3,97,68.8,2,27,,,,,54.1,68.7,57.4,,68.1,54.3,,63.7,,,1,5,98,23.1,56.4,9.3,9,6,0,0,2,5,5.1,529,6.5,63.6,33,38,9.7,2.79,0,2,5.0,55.3,21,14,0.0,44,31.2,0,11,,,,66.7,69.6,60.8,75.6,,62.4,79.1,,52.5,,,1,0,46,7.1,92.5,2.3,1,5,0,4,2,3,6.5,245,6.4,0,66.7,12,13,-1.3,1.98,0,0,0.0,61.5,8,1,0.0,13,9.2,0,3,,,,,66.0,67.4,71.0,,67.0,,,,,,0,0,13,0.0,109.8,0.0,0,0,0,1,1,0,0.0,96,7.4,0.0
Adrian Martinez,83522,QB,KANSAS ST,5,-18.24,0,141,199,70.3,91,100,9.6,3.24,3,3,2.9,58.0,58,56,9.4,120,85.1,6,35,,,,,57.1,85.1,66.8,,72.1,60.0,,82.5,,,2,0,125,12.5,85.0,5.8,7,13,0,4,3,3,2.4,591,5.9,78.2,78,85,5.9,2.93,3,2,2.3,68.2,58,42,4.9,102,72.3,3,26,,,,,68.1,88.6,65.6,,73.0,60.0,,85.0,,,1,0,105,14.3,85.6,5.9,6,11,0,3,1,2,1.9,464,5.5,66.7,33,36,11.1,3.07,0,1,2.7,50.0,18,16,18.2,39,27.7,4,11,,,,,31.8,61.8,74.9,,65.0,,,50.0,,,1,0,41,6.3,84.4,2.6,1,2,0,2,2,1,2.4,191,5.3,0,95.0,20,21,-2.2,1.4,0,0,0.0,85.7,18,2,5.3,21,14.9,1,2,,,,,67.2,64.1,72.5,,63.7,,,,,,0,0,21,0.0,79.4,0.0,0,0,0,1,0,0,0.0,64,3.0,-0.15
C.J. Stroud,129759,QB,OHIO STATE,5,10.83,0,141,260,69.7,119,122,12.3,2.87,0,7,5.3,65.6,80,25,3.6,127,90.1,3,58,,,,,74.5,84.7,83.1,,83.4,,,62.7,,,0,2,138,12.0,133.2,2.4,3,2,0,3,18,6,4.3,1281,10.5,67.4,86,88,10.2,2.65,0,4,4.4,63.6,56,16,3.4,92,65.2,2,38,,,,,73.6,80.7,82.3,,79.5,,,62.7,,,0,2,96,12.5,118.9,2.2,2,2,0,2,13,2,2.1,712,8.1,78.3,46,47,12.0,2.77,0,3,5.6,74.5,35,9,2.8,49,34.8,1,24,,,,,70.0,79.4,76.0,,78.4,,,,,,0,0,56,11.1,151.7,2.0,1,0,0,1,5,4,7.1,660,14.0,0,84.6,13,13,-2.9,1.06,0,0,0.0,84.6,11,0,0.0,14,9.9,0,4,,,,,66.2,59.5,71.2,,59.2,,,,,,0,0,14,,95.8,0.0,0,0,0,0,0,0,0.0,91,7.0,5.95
Zion Turner,158636,QB,UCONN,6,-10.97,0,140,146,63.2,76,85,10.0,3.11,4,2,2.3,45.9,39,38,18.8,109,77.9,9,24,,,,,25.3,46.0,65.2,,40.6,54.3,,59.3,,,1,3,115,26.3,58.7,9.2,10,14,0,4,4,8,7.0,355,4.2,71.1,76,81,6.1,2.6,1,1,1.2,58.0,47,22,13.0,96,68.6,7,23,,,,,24.2,50.8,64.4,,44.9,54.3,,62.4,,,1,2,102,27.3,80.5,6.3,6,9,0,3,5,7,6.9,385,4.8,63.3,30,34,6.6,3.18,3,1,2.9,47.1,16,18,15.8,44,31.4,3,10,,,,,69.4,46.4,75.3,,50.0,,,50.3,,,0,1,45,22.2,50.1,9.1,4,6,0,1,0,1,2.3,172,5.1,0,83.3,30,30,-3.2,1.61,0,0,0.0,80.0,24,2,4.0,31,22.1,1,9,,,,,68.4,61.1,74.1,,62.4,,,57.3,,,0,0,32,0.0,105.8,0.0,0,1,0,0,1,0,0.0,202,6.7,0.31
Chris Reynolds,60361,QB,CHARLOTTE,4,10.25,0,137,136,69.7,99,106,12.3,2.73,0,7,6.0,57.5,61,47,11.6,116,84.7,8,42,,,,,56.4,83.7,81.3,,81.5,,,67.6,,,1,4,128,17.0,103.9,6.9,8,2,0,6,11,3,2.3,891,8.4,76.9,78,85,9.1,2.68,0,5,5.3,61.2,52,38,13.3,93,67.9,8,36,,,,,53.0,78.3,80.7,,76.8,,,62.8,,,1,2,104,18.4,108.9,7.5,7,1,0,6,8,2,1.9,699,8.2,71.4,42,42,11.1,2.42,0,2,4.3,71.4,30,10,0.0,44,32.1,0,19,,,,,69.5,85.9,75.4,,83.6,,,64.3,,,0,2,48,10.0,119.8,2.3,1,1,0,0,5,1,2.1,388,9.2,0,100.0,21,21,-1.9,1.85,0,0,0.0,100.0,21,1,0.0,21,15.3,0,13,,,,,67.6,75.6,73.0,,75.1,,,,,,0,0,24,0.0,137.3,0.0,0,0,0,0,2,0,0.0,196,9.3,1.02
Collin Schlee,98025,QB,KENT STATE,5,24.36,0,137,201,73.4,79,89,15.2,3.2,3,7,7.4,58.4,52,36,10.3,112,81.8,6,49,,,,,27.1,86.9,65.4,,81.2,,,77.4,,,0,3,120,27.8,94.1,8.9,10,13,0,7,4,5,4.2,906,10.2,71.9,57,67,11.8,3.1,3,4,5.7,52.2,35,29,14.6,84,61.3,6,35,,,,,24.7,78.8,63.2,,70.0,,,76.7,,,0,1,89,24.1,88.0,8.3,7,10,0,7,2,4,4.5,621,9.3,76.6,47,47,10.3,2.77,0,3,5.9,76.6,36,11,0.0,53,38.7,0,23,,,,,70.1,83.8,76.1,,81.8,,,66.6,,,0,2,57,27.3,110.2,5.7,3,3,0,0,3,2,3.5,459,9.8,0,76.0,25,25,-1.8,1.96,0,0,0.0,76.0,19,4,0.0,25,18.2,0,9,,,,,67.8,56.6,73.3,,56.3,,,,,,0,0,26,0.0,107.7,0.0,0,0,0,0,1,1,3.8,174,7.0,0.5
John Rhys Plumlee,97602,QB,UCF,4,7.23,0,136,323,64.9,77,80,13.5,3.01,0,7,7.4,45.0,36,31,28.0,100,73.5,14,34,,,,,30.8,74.2,83.5,,67.0,,,70.3,,,2,3,114,29.0,70.7,9.0,9,11,0,1,4,11,9.6,578,7.2,75.8,66,68,9.1,2.58,0,6,7.2,57.4,39,20,22.0,80,58.8,11,26,,,,,29.1,76.4,83.2,,70.0,54.3,,70.4,,,1,1,95,25.0,97.6,6.3,5,7,0,1,4,7,7.4,559,8.2,72.3,47,48,6.8,2.74,0,1,2.0,64.6,31,12,8.8,56,41.2,3,16,,,,,70.1,62.5,76.1,,61.5,,,62.1,,,1,2,57,33.3,70.1,7.1,4,4,0,0,1,4,7.0,284,5.9,0,94.4,36,36,-3.3,1.64,0,0,0.0,94.4,34,1,0.0,36,26.5,0,8,,,,,68.9,65.8,74.7,,66.3,54.3,,,,,0,0,38,0.0,106.6,0.0,0,0,0,0,1,0,0.0,265,7.4,-2.3
Spencer Sanders,77660,QB,OKLA STATE,4,-0.44,0,136,262,70.7,92,99,12.1,2.77,1,4,3.7,58.6,58,31,10.8,111,81.6,7,43,,,,,77.0,82.3,82.4,,73.5,,,76.7,,,3,2,122,9.7,112.3,2.7,3,9,0,3,9,3,2.5,938,9.5,76.7,90,94,8.7,2.51,1,4,4.0,66.0,62,24,10.1,106,77.9,7,40,,,,,77.0,84.7,82.3,,76.5,,,75.7,,,1,2,114,8.3,118.7,1.9,2,10,0,2,10,2,1.8,791,8.4,73.1,26,29,10.4,2.88,0,0,0.0,65.5,19,8,0.0,30,22.1,0,14,,,,,68.5,64.1,74.2,,63.7,,,,,,2,0,34,12.5,111.6,3.3,1,0,0,1,1,1,2.9,302,10.4,0,95.8,24,24,-2.4,1.79,0,0,0.0,95.8,23,1,0.0,25,18.4,0,11,,,,,67.8,69.1,73.3,,70.6,,,57.8,,,0,0,26,0.0,121.4,0.0,0,1,0,0,2,0,0.0,155,6.5,2.0
Kedon Slovis,100580,QB,PITTSBURGH,4,-3.64,0,135,268,72.0,93,107,10.8,3.13,3,6,5.5,57.9,62,51,7.5,120,88.9,5,39,,,,,57.4,71.4,82.3,,69.2,,,65.4,,,4,2,123,15.7,93.9,6.7,8,5,0,7,5,4,3.3,917,8.6,73.5,68,77,9.9,3.03,1,3,3.8,63.6,49,37,2.0,87,64.4,1,28,,,,,52.5,69.1,55.3,,67.1,,,68.0,,,3,2,88,21.6,101.9,9.2,8,2,0,5,5,3,3.4,664,8.6,79.5,39,45,7.5,2.81,2,3,6.4,60.0,27,15,12.9,48,35.6,4,16,,,,,69.7,70.3,75.6,,70.6,,,58.7,,,1,0,50,0.0,83.6,0.0,0,3,0,3,0,2,4.0,340,7.6,0,100.0,14,15,-3.0,1.49,0,0,0.0,93.3,14,1,0.0,15,11.1,0,5,,,,,66.4,62.8,0.0,,67.3,,,,,,0,0,15,0.0,90.8,0.0,0,0,0,1,0,1,6.7,87,5.8,-1.06
Jordan Travis,77615,QB,FLORIDA ST,5,1.15,0,133,167,67.0,100,104,15.0,2.97,1,7,6.3,59.6,62,47,7.5,111,83.5,5,47,,,,,59.3,90.6,82.6,,90.9,,,59.5,,,1,1,118,10.6,114.4,4.5,5,2,0,2,8,0,0.0,1023,9.8,70.9,86,87,11.5,2.64,0,6,6.6,65.5,57,33,6.6,90,67.7,4,36,,,,,56.7,87.4,82.1,,90.0,,,56.0,,,0,1,94,9.1,109.4,3.3,3,0,0,1,5,0,0.0,801,9.2,77.8,36,39,13.0,3.04,1,1,2.3,66.7,26,15,7.1,43,32.3,2,19,,,,,69.5,86.4,75.4,,83.8,,,68.2,,,1,0,48,13.3,128.7,4.7,2,2,0,1,3,0,0.0,425,10.9,0,100.0,22,22,-2.1,1.75,0,0,0.0,95.5,21,1,4.5,22,16.5,1,8,,,,,67.6,69.7,73.0,,69.2,,,,,,0,0,24,0.0,105.1,0.0,0,0,0,0,0,0,0.0,203,9.2,1.69
Grayson James,145214,QB,FIU,4,20.54,0,133,166,62.0,79,87,9.4,2.51,2,1,1.1,50.6,44,42,10.2,100,75.2,5,28,,,,,75.9,69.1,56.1,,63.4,,,73.4,,,0,2,109,14.3,70.5,6.0,6,6,0,6,4,4,3.7,428,4.9,67.4,89,94,6.8,2.4,1,2,2.0,56.4,53,40,11.7,105,78.9,7,31,,,,,76.0,70.4,56.6,,64.4,,,75.0,,,0,2,113,15.0,88.6,5.7,6,5,0,4,7,5,4.4,532,5.7,90.9,22,26,2.1,2.13,1,0,0.0,76.9,20,7,0.0,28,21.1,0,10,,,,,68.1,67.2,73.6,,68.7,,,57.3,,,0,0,29,0.0,86.5,0.0,0,1,0,3,0,0,0.0,127,4.9,0,96.9,32,33,-2.8,1.84,0,1,3.0,87.9,29,5,6.5,33,24.8,2,13,,,,,68.5,71.9,74.1,,71.4,,,,,,0,0,33,0.0,126.1,0.0,0,0,0,1,3,1,3.0,231,7.0,-0.78
Hendon Hooker,60593,QB,TENNESSEE,4,3.57,0,132,307,72.5,91,93,14.1,2.84,0,7,6.7,66.7,62,31,6.1,112,84.8,4,42,,,,,46.1,90.8,82.6,,82.6,,,88.5,,,1,0,123,29.0,133.5,8.0,9,10,0,1,8,2,1.6,1054,11.3,73.3,45,46,10.0,2.78,0,0,0.0,69.6,32,15,3.0,58,43.9,1,24,,,,,53.9,87.2,81.3,,71.5,,,87.7,,,1,0,65,20.0,126.7,5.2,3,9,0,0,4,1,1.5,416,9.0,78.8,66,67,12.5,2.51,0,7,9.7,73.1,49,16,5.8,74,56.1,3,25,,,,,48.0,87.0,77.4,,84.9,,,64.1,,,0,0,79,37.5,131.3,8.1,6,1,0,1,4,1,1.3,777,11.6,0,95.0,20,20,-0.4,1.47,0,0,0.0,95.0,19,0,0.0,20,15.2,0,7,,,,,67.2,67.5,72.5,,67.1,,,,,,0,0,21,,95.6,0.0,0,0,0,0,0,0,0.0,139,7.0,2.56
Graham Mertz,97994,QB,WISCONSIN,5,3.21,0,131,349,72.0,100,106,11.4,2.89,1,12,10.3,62.3,66,43,8.3,124,94.7,6,45,,,,,73.4,82.6,64.2,,83.4,58.5,,59.4,,,0,5,135,25.6,94.3,8.9,11,7,0,5,8,3,2.2,886,8.4,73.5,98,104,10.9,2.73,2,12,10.7,63.5,66,38,8.3,119,90.8,6,41,,,,,73.2,83.6,63.6,,83.8,,,61.5,,,0,5,128,23.7,90.7,7.6,9,6,0,4,7,3,2.3,831,8.0,75.0,8,9,7.9,3.8,0,0,0.0,66.7,6,5,0.0,12,9.2,0,6,,,,,66.2,63.0,72.3,,66.4,58.5,,57.3,,,0,0,14,40.0,146.8,16.7,2,1,0,1,1,0,0.0,155,17.2,0,100.0,6,7,-1.7,1.76,1,0,0.0,85.7,6,0,0.0,7,5.3,0,2,,,,,64.6,64.1,69.1,,63.9,,,,,,0,0,7,,118.8,0.0,0,0,0,0,0,0,0.0,100,14.3,9.23
Clay Millen,146082,QB,COLO STATE,4,26.97,0,130,144,76.3,59,64,11.1,3.09,2,3,4.5,67.2,43,56,4.4,102,78.5,2,31,,,,,25.4,55.5,81.0,,55.4,,,55.6,,,2,4,104,44.6,98.5,24.5,25,13,0,1,5,7,6.7,621,9.7,82.1,84,89,6.2,2.7,2,2,2.2,73.0,65,54,5.8,125,96.2,4,32,,,,,27.8,56.6,81.6,,56.6,,,55.6,,,2,4,129,42.6,87.7,18.4,23,13,0,1,4,7,5.4,608,6.8,100.0,3,3,13.3,3.04,0,1,33.3,100.0,3,3,0.0,5,3.8,0,2,,,,,63.8,80.3,68.1,,79.8,,,,,,0,0,5,66.7,158.3,40.0,2,0,0,0,1,0,0.0,59,19.7,0,96.4,28,28,-3.5,1.34,0,0,0.0,89.3,25,1,7.4,28,21.5,2,3,,,,,68.2,69.2,73.7,,68.8,,,,,,0,0,30,0.0,79.2,0.0,0,0,0,0,0,0,0.0,46,1.6,12.84
Tyler Van Dyke,122225,QB,MIAMI FL,4,-0.93,0,130,220,67.4,95,104,10.0,2.82,3,4,3.4,54.8,57,32,10.9,116,89.2,7,35,,,,,73.2,55.2,82.6,,57.2,,,44.6,,,0,3,128,18.8,77.1,5.2,6,6,0,6,4,6,4.7,712,6.8,70.7,75,81,7.6,2.46,2,2,2.2,59.3,48,20,9.4,90,69.2,5,25,,,,,72.3,55.8,82.0,,56.7,,,48.0,,,0,3,98,30.0,74.3,6.7,6,3,0,4,3,4,4.1,504,6.2,72.7,33,36,10.2,3.12,1,2,4.9,58.3,21,12,12.5,40,30.8,3,14,,,,,69.4,59.4,75.2,,62.3,,,50.5,,,0,0,45,0.0,95.3,0.0,0,3,0,2,1,2,4.4,305,8.5,0,100.0,13,13,-3.7,1.33,0,0,0.0,92.3,12,0,7.7,14,10.8,1,4,,,,,66.4,67.6,71.4,,67.3,,,,,,0,0,15,,97.8,0.0,0,0,0,0,0,0,0.0,97,7.5,2.25
Tanner Morgan,55239,QB,MINNESOTA,5,-1.21,0,124,225,75.8,99,104,11.4,2.88,1,6,5.5,66.3,69,24,8.0,114,91.9,6,56,,,,,74.3,92.6,83.4,,91.4,,,79.1,,,0,4,120,12.5,106.7,2.6,3,7,2,2,7,4,3.3,1071,10.3,79.7,59,63,8.2,2.71,0,3,4.5,69.8,44,16,6.4,69,55.6,3,27,,,,,73.3,90.2,82.6,,84.4,,,80.1,,,0,1,73,6.3,107.0,1.4,1,5,2,2,4,3,4.1,486,7.7,76.0,50,51,12.5,2.93,1,3,5.7,68.6,35,9,7.9,55,44.4,3,31,,,,,70.0,91.8,76.1,,91.4,,,61.8,,,0,3,57,22.2,106.5,3.6,2,2,0,0,3,1,1.8,657,12.9,0,100.0,10,10,-1.7,1.96,0,0,0.0,100.0,10,1,0.0,10,8.1,0,2,,,,,65.4,68.1,70.1,,67.7,,,,,,0,0,10,0.0,96.7,0.0,0,0,0,0,0,0,0.0,72,7.2,5.17
Hudson Card,123109,QB,TEXAS,5,6.57,0,124,311,65.3,75,80,15.0,3.23,0,0,0.0,58.8,47,40,4.1,95,76.6,2,35,,,,,72.3,71.1,82.6,,65.2,,,78.0,,,2,1,104,17.5,106.1,7.4,7,8,0,3,5,2,1.9,757,9.5,73.8,61,65,8.6,2.84,0,0,0.0,66.2,43,20,4.4,74,59.7,2,23,,,,,71.5,72.8,82.2,,66.0,,,79.6,,,1,1,82,15.0,84.4,4.1,3,6,0,3,1,1,1.2,444,6.8,76.2,42,44,12.1,2.75,0,0,0.0,72.7,32,21,0.0,50,40.3,0,21,,,,,69.9,67.6,75.9,,66.8,,,61.8,,,1,0,54,19.0,147.6,8.0,4,2,0,1,5,1,1.9,497,11.3,0,100.0,28,29,-3.3,1.41,0,0,0.0,96.6,28,1,0.0,29,23.4,0,9,,,,,68.4,71.1,74.0,,70.6,,,,,,0,0,32,0.0,104.6,0.0,0,0,0,1,1,0,0.0,184,6.3,4.47
Miles Kendrick,77673,QB,NEW MEXICO,5,7.38,0,124,241,58.8,68,76,12.0,3.24,1,4,5.1,44.7,34,45,15.0,101,81.5,6,23,,,,,76.6,48.2,39.3,,52.2,,,49.5,,,0,5,105,33.3,42.8,14.9,15,9,0,7,1,4,3.8,483,6.4,68.5,54,62,7.5,2.82,1,2,3.1,53.2,33,31,10.8,78,62.9,4,15,,,,,76.3,48.2,35.4,,51.5,,,50.8,,,0,5,81,32.3,47.0,12.8,10,4,0,7,2,4,4.9,348,5.6,66.7,33,33,10.5,2.87,0,2,5.9,60.6,20,15,9.1,46,37.1,2,11,,,,,69.5,58.2,75.4,,60.7,,,53.3,,,0,0,47,33.3,92.2,10.9,5,5,0,0,1,0,0.0,234,7.1,0,100.0,19,19,-3.4,1.07,0,0,0.0,100.0,19,1,0.0,23,18.5,0,3,,,,,67.5,65.7,72.8,,65.3,,,,,,0,0,23,0.0,123.5,0.0,0,0,0,0,2,0,0.0,99,5.2,1.48
Jaxson Dart,146409,QB,OLE MISS,5,-4.75,0,123,226,62.2,98,102,14.6,2.77,0,11,10.1,57.8,59,40,3.3,113,91.9,2,47,,,,,63.8,83.1,83.5,,74.4,,,80.2,,,3,3,120,2.5,87.6,0.9,1,8,0,1,4,5,4.2,893,8.8,66.7,39,40,12.4,2.61,0,2,4.8,62.5,25,15,3.8,44,35.8,1,15,,,,,56.4,84.9,82.1,,74.5,,,78.2,,,0,1,46,0.0,75.5,0.0,0,3,0,1,0,2,4.3,305,7.6,64.2,67,71,14.0,2.72,1,9,11.5,57.7,41,26,4.7,79,64.2,2,33,,,,,71.4,73.9,77.7,,70.6,,,72.0,,,3,2,86,3.8,97.4,1.3,1,5,0,0,5,3,3.5,605,8.5,0,100.0,8,9,-1.5,1.6,1,0,0.0,77.8,7,1,12.5,10,8.1,1,1,,,,,65.8,64.3,70.7,,64.0,,,,,,0,0,12,0.0,116.2,0.0,0,0,0,0,1,0,0.0,17,1.9,0.89
Jake Haener,60596,QB,FRESNO ST,3,13.73,0,121,169,73.4,79,86,9.0,2.96,0,2,2.1,61.6,53,39,8.6,98,81.0,5,32,,,,,53.4,71.1,52.6,,69.2,,,68.4,,,1,1,107,15.4,96.2,6.1,6,6,2,4,4,4,3.7,662,7.7,75.6,78,83,7.8,2.71,0,2,2.2,66.3,55,29,6.8,93,76.9,4,30,,,,,72.2,71.1,51.8,,70.9,,,61.5,,,0,1,102,17.2,98.0,5.4,5,4,2,3,3,3,2.9,670,8.1,91.3,23,25,2.4,2.49,0,0,0.0,80.0,20,10,4.8,28,23.1,1,9,,,,,27.0,69.0,73.5,,63.4,,,71.1,,,1,0,28,10.0,110.7,3.6,1,2,0,1,1,1,3.6,184,7.4,0,100.0,22,22,-2.1,1.37,0,0,0.0,100.0,22,0,0.0,23,19.0,0,7,,,,,67.5,69.6,72.8,,69.1,,,,,,0,0,23,,103.0,0.0,0,0,0,0,0,0,0.0,192,8.7,-0.71
Chance Nolan,78493,QB,OREGON ST,5,12.57,0,121,265,72.5,102,107,12.7,2.85,2,8,6.8,57.9,62,35,16.2,117,96.7,12,45,,,,,74.3,79.7,41.9,,80.6,54.3,,60.4,,,0,8,127,5.7,73.4,1.7,2,8,0,3,6,7,5.5,912,8.5,69.1,68,71,10.0,2.61,2,2,2.5,54.9,39,24,17.0,78,64.5,8,24,,,,,73.4,65.5,35.4,,64.0,54.3,,63.6,,,0,5,86,4.2,58.5,1.3,1,6,0,1,3,5,5.8,442,6.2,81.6,38,40,15.9,3.18,0,6,14.3,67.5,27,11,12.9,43,35.5,4,22,,,,,69.4,92.1,75.2,,92.5,,,53.1,,,0,3,45,9.1,112.5,2.3,1,2,0,2,4,2,4.4,500,12.5,0,100.0,4,4,-2.5,1.6,0,0,0.0,100.0,4,0,0.0,4,3.3,0,1,,,,,63.3,64.9,67.4,,64.7,,,,,,0,0,4,,137.5,0.0,0,0,0,0,1,0,0.0,30,7.5,6.27
Brayden Schager,146078,QB,HAWAII,4,-3.33,0,119,180,73.4,94,99,9.9,3.04,0,3,2.9,58.6,58,33,15.9,108,90.8,11,31,,,,,73.2,70.7,81.6,,71.8,,,53.4,,,0,3,113,9.1,68.5,2.8,3,6,0,5,1,1,0.9,639,6.5,75.3,85,90,8.4,2.96,0,2,2.1,58.9,53,33,17.2,100,84.0,11,26,,,,,73.0,66.3,81.4,,66.6,,,55.2,,,0,4,105,9.1,60.6,3.0,3,5,0,5,1,2,1.9,523,5.8,64.7,17,18,10.8,2.53,0,1,5.3,55.6,10,2,9.1,19,16.0,1,5,,,,,67.1,60.5,72.4,,62.1,,,57.3,,,0,0,20,0.0,79.9,0.0,0,1,0,1,0,0,0.0,136,7.6,0,75.0,8,9,-4.0,1.47,0,0,0.0,55.6,5,2,16.7,11,9.2,1,0,,,,,65.8,29.4,70.7,,29.4,,,,,,0,1,12,0.0,21.3,0.0,0,0,0,1,0,1,8.3,20,2.2,1.75
