player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_pass_rush_defense,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_pass_rush_defense,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_pass_rush_defense,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_pass_rush_defense,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Bryce Young,123943,QB,CAR,5,207,71.8,39,48,8.1,2.61,1,1,1.9,56.3,27,31,3.6,59,28.5,1,19,,,,39.9,55.8,78.9,57.3,,,52.8,1,0,64,22.6,86.0,11.9,7,3,0,7,2,1,1.6,267,5.6,1,5,28.8,51.0,51.6,61.4,76.7,116,134,6.6,2.98,1,4,2.8,65.7,88,50,1.1,148,71.5,1,40,,,,44.9,53.2,82.3,50.5,,,84.5,3,4,160,18.0,76.0,6.1,9,4,0,14,4,6,3.8,698,5.2,80.7,119,124,5.9,2.35,1,3,2.3,75.8,94,0,2.1,126,60.9,2,45,,,,87.0,65.1,81.6,64.8,,,58.3,0,4,134,,93.5,0.0,0,1,0,4,6,4,3.0,760,6.1,5,58.3,36,58,10.6,3.69,1,2,3.1,36.2,21,81,0.0,81,39.1,0,14,,,,23.4,38.4,80.1,34.5,,,76.9,4,0,90,19.8,47.0,19.8,16,6,0,17,0,3,3.3,205,3.5
Justin Fields,82118,QB,CHI,6,204,70.6,51,59,8.0,2.9,2,1,1.6,57.6,34,41,5.6,77,37.7,2,23,,,,47.6,65.3,79.7,60.0,,,79.6,1,2,80,24.4,90.5,13.0,10,7,0,5,4,2,2.5,452,7.7,0,6,45.1,73.6,66.5,82.4,74.2,93,103,8.7,3.43,2,6,5.7,64.1,66,60,4.3,127,62.3,3,40,,,,36.3,73.3,81.5,69.3,,,75.5,2,4,130,21.7,92.3,10.2,13,11,0,6,7,3,2.3,750,7.3,77.9,95,98,7.9,2.61,3,5,5.1,70.4,69,0,6.8,103,50.5,5,40,,,,85.2,80.0,80.7,77.9,,,66.2,0,4,104,,105.0,0.0,0,4,0,0,7,1,1.0,880,9.0,3,63.3,49,64,9.5,3.87,1,2,3.0,48.4,31,101,0.0,101,49.5,0,23,,,,24.8,59.1,80.8,50.3,,,83.3,3,2,106,22.8,71.2,22.8,23,14,0,11,4,4,3.8,322,5.0
Daniel Jones,39395,QB,NYG,5,197,70.7,41,45,6.2,2.96,1,0,0.0,62.2,28,36,3.4,63,32.0,1,17,,,,25.2,39.3,79.0,35.2,,,67.6,1,1,66,22.2,66.7,12.7,8,10,0,2,0,5,7.6,238,5.3,0,21,42.9,65.6,57.4,81.6,79.8,99,106,6.5,2.78,2,4,3.7,71.7,76,55,3.8,134,68.0,3,32,,,,63.8,78.8,81.9,71.5,58.9,,90.0,1,5,142,36.4,73.9,14.9,20,8,0,4,2,3,2.1,646,6.1,80.2,101,102,6.2,2.24,1,4,3.9,76.5,78,0,3.7,106,53.8,3,35,,,,85.5,83.2,80.8,80.0,,,72.7,0,3,108,,88.6,0.0,0,4,0,0,2,3,2.8,699,6.9,0,69.2,39,49,6.9,3.54,2,0,0.0,53.1,26,91,3.7,91,46.2,1,14,,,,24.4,40.6,80.6,29.2,58.9,,83.5,2,3,100,30.8,36.5,30.8,28,14,0,6,0,5,5.0,185,3.8
Ryan Tannehill,7014,QB,TEN,6,184,74.4,39,40,10.9,2.51,1,3,7.0,62.5,25,23,13.8,47,25.5,4,20,,,,80.4,78.2,78.1,77.7,58.8,,58.3,0,1,50,26.1,93.3,12.8,6,1,0,0,1,1,2.0,396,9.9,0,31,77.9,72.0,71.3,58.0,72.2,108,118,9.6,2.77,4,6,4.6,61.9,73,48,6.4,137,74.5,5,30,,,,87.8,66.6,82.1,65.8,58.4,,62.9,2,5,150,27.1,64.7,9.5,13,6,1,3,1,6,4.0,732,6.2,79.2,106,111,9.4,2.46,4,8,6.8,70.3,78,0,7.1,113,61.4,6,37,,,,86.2,88.8,81.3,86.4,55.9,,66.4,0,3,120,,87.0,0.0,0,2,1,0,1,5,4.2,922,8.3,0,56.1,41,47,11.3,3.09,1,1,1.8,42.6,20,71,13.0,71,38.6,3,13,,,,83.3,43.5,79.7,44.5,,,55.9,2,3,80,26.8,36.3,26.8,19,5,0,3,1,2,2.5,206,4.4
Jordan Love,40306,QB,GB,5,183,57.5,40,41,9.8,2.66,0,4,8.9,51.2,21,15,8.7,47,25.7,2,15,,,,24.8,73.3,78.1,69.5,,,74.3,1,0,52,20.0,91.1,6.4,3,2,0,0,2,2,3.8,296,7.2,0,12,59.9,64.6,61.0,78.1,65.8,114,121,10.4,2.86,2,3,2.4,57.0,69,39,8.0,136,74.3,6,38,,,,87.4,58.2,81.9,56.7,,,68.5,1,6,142,17.9,72.6,5.1,7,7,0,4,6,4,2.8,787,6.5,68.3,123,124,9.1,2.45,1,6,4.5,62.1,77,0,8.3,129,70.5,7,45,,,,87.1,75.9,81.7,73.5,,,70.7,0,3,137,,94.1,0.0,0,4,0,0,7,3,2.2,939,7.6,3,45.2,31,38,14.6,3.66,1,1,2.5,34.2,13,54,7.1,54,29.5,1,8,,,,25.7,36.7,78.5,32.8,,,71.1,2,3,57,18.5,22.3,18.5,10,5,0,4,1,3,5.3,144,3.8
Baker Mayfield,46518,QB,TB,5,182,75.0,40,47,12.2,2.56,3,3,6.0,61.7,29,17,3.3,50,27.5,1,19,,,,80.8,73.8,78.2,73.9,,,56.2,1,0,53,0.0,110.4,0.0,0,3,0,3,3,0,0.0,402,8.6,0,30,90.0,74.0,71.4,72.1,73.4,109,115,8.0,2.99,2,1,0.8,67.0,77,44,3.8,132,72.5,3,37,,,,87.2,69.6,20.9,67.6,57.6,,71.9,0,3,138,11.4,83.5,3.8,5,11,0,4,4,5,3.6,686,6.0,74.5,110,115,8.6,2.34,5,2,1.7,67.8,78,0,4.9,121,66.5,4,41,,,,86.6,74.2,81.5,71.0,57.6,,77.3,0,3,127,,84.7,0.0,0,5,0,0,4,4,3.1,701,6.1,2,71.8,39,47,10.7,3.92,0,2,4.0,59.6,28,61,0.0,61,33.5,0,15,,,,81.9,65.2,0.0,67.3,,,58.0,1,0,64,8.2,107.3,8.2,5,9,0,7,3,1,1.6,387,8.2
Geno Smith,7820,QB,SEA,5,182,84.1,44,55,6.8,2.61,2,3,4.9,65.5,36,27,2.7,57,31.3,1,22,,,,81.8,76.5,0.0,78.9,,,51.1,3,0,63,0.0,101.9,0.0,0,2,0,6,2,2,3.2,437,7.9,0,29,90.0,77.6,76.6,63.0,79.6,98,109,8.8,3.11,1,3,2.5,68.8,75,47,3.8,125,68.7,3,36,,,,87.1,74.2,81.7,71.8,,,70.9,1,3,135,23.4,85.2,8.8,11,5,1,8,3,5,3.7,735,6.7,83.2,101,105,8.5,2.5,2,6,5.3,77.1,81,0,3.6,108,59.3,3,40,,,,86.0,88.8,81.1,86.8,,,60.2,0,3,116,,92.2,0.0,0,3,1,1,1,3,2.6,872,8.3,2,75.6,41,59,7.4,3.61,1,0,0.0,50.8,30,74,3.2,74,40.7,1,18,,,,83.6,54.5,0.0,54.6,,,64.6,4,0,82,14.9,88.2,14.9,11,4,0,13,4,4,4.9,300,5.1
Brock Purdy,77672,QB,SF,6,182,73.8,65,76,7.2,2.36,3,3,3.7,57.9,44,39,8.3,82,45.1,4,29,,,,26.4,60.0,80.0,59.7,,,,0,0,87,15.4,101.6,7.3,6,0,1,7,5,4,4.6,535,7.0,0,28,34.4,71.3,67.7,85.7,79.8,84,88,8.9,2.51,2,5,5.1,75.0,66,28,1.5,100,54.9,1,43,,,,58.1,74.9,80.9,72.0,,,74.3,0,1,111,17.9,119.6,5.0,5,3,0,2,5,4,3.6,861,9.8,83.8,105,108,7.4,2.17,1,4,3.4,77.8,84,0,4.5,115,63.2,4,55,,,,54.6,77.2,81.3,75.2,,,66.0,0,1,123,,122.1,0.9,1,2,1,1,6,4,3.3,1056,9.8,3,61.4,44,56,9.9,2.9,4,4,6.3,46.4,26,67,3.7,67,36.8,1,17,,,,26.3,55.2,79.5,53.8,,,65.9,0,0,75,14.9,89.9,14.9,10,1,0,8,4,4,5.3,340,6.1
Kenny Pickett,60515,QB,PIT,5,178,54.3,35,36,9.9,2.64,0,2,5.1,50.0,18,21,5.3,40,22.5,1,12,,,,79.5,58.2,77.4,58.2,,,,0,1,43,19.0,96.6,10.0,4,0,0,1,3,2,4.7,317,8.8,0,25,90.0,57.0,54.6,69.2,69.3,114,123,7.3,2.88,2,2,1.6,62.6,77,56,2.5,138,77.5,2,29,,,,87.5,56.2,81.9,54.1,,,75.1,1,3,143,17.9,73.6,7.2,10,4,1,5,2,3,2.1,710,5.8,67.0,97,99,7.4,2.38,1,3,2.9,63.6,63,0,3.1,101,56.7,2,24,,,,85.3,57.7,80.7,58.0,,,58.3,0,3,105,,77.4,0.0,0,1,1,0,3,3,2.9,589,5.9,0,63.5,52,60,8.9,3.42,1,1,1.6,53.3,32,77,3.0,77,43.3,1,17,,,,83.5,55.9,79.7,52.0,,,78.8,1,1,81,18.2,81.1,18.2,14,3,0,6,2,2,2.5,438,7.3
Jimmy Garoppolo,8697,QB,LV,5,161,66.0,47,49,10.3,2.79,1,2,3.7,61.2,30,17,3.2,54,33.5,1,23,,,,81.5,68.9,78.7,69.0,58.9,,58.0,1,3,60,5.9,69.9,1.9,1,4,0,0,1,1,1.7,417,8.5,0,23,70.7,68.7,69.0,57.7,80.2,91,98,7.6,2.81,3,0,0.0,71.4,70,23,4.1,107,66.5,3,34,,,,85.7,68.6,81.0,66.7,,,69.2,0,5,112,26.1,88.9,5.6,6,3,1,3,6,4,3.6,662,6.8,82.1,112,116,8.0,2.67,3,2,1.7,76.7,89,0,3.3,121,75.2,3,51,,,,86.6,82.8,81.4,80.0,,,70.0,0,3,126,,109.1,0.0,0,5,1,0,7,2,1.6,938,8.1,1,46.2,26,31,11.1,3.2,1,0,0.0,35.5,11,40,8.3,40,24.8,1,6,,,,79.9,38.5,77.7,40.5,58.9,,54.6,1,5,46,17.5,11.0,17.5,7,2,0,3,0,3,6.5,141,4.5
Gardner Minshew,41401,QB,IND,5,151,71.9,57,62,7.4,2.43,2,1,1.5,61.3,38,38,7.3,72,47.7,3,18,,,,26.2,38.0,79.5,42.5,,,40.2,0,1,75,15.8,80.6,8.3,6,4,0,3,2,4,5.3,348,5.6,0,14,44.6,52.3,54.3,37.3,78.9,71,76,6.9,2.64,0,3,3.8,68.4,52,16,7.1,79,52.3,4,21,,,,83.6,66.5,79.8,67.0,,,55.3,1,2,82,12.5,81.8,2.5,2,1,0,4,1,6,7.3,534,7.0,82.2,90,97,6.5,2.16,2,4,3.9,71.1,69,0,6.8,97,64.2,5,27,,,,85.1,81.0,80.6,79.2,,,,0,2,102,,88.3,0.0,0,0,0,5,2,3,2.9,666,6.9,2,60.5,38,41,8.5,3.21,0,0,0.0,51.2,21,54,8.7,54,35.8,2,12,,,,23.6,23.2,78.3,25.3,,,36.5,1,1,55,14.8,64.7,14.8,8,5,0,2,1,7,12.7,216,5.3
Deshaun Watson,11767,QB,CLV,3,121,71.9,32,36,9.7,3.04,1,2,5.6,55.6,20,21,13.0,43,35.5,3,12,,,,21.1,74.1,77.8,70.4,,,71.4,1,0,45,28.6,79.2,14.0,6,1,0,2,1,2,4.4,186,5.2,0,8,26.8,68.7,69.1,62.8,75.8,62,66,9.3,3.19,1,2,2.8,68.2,45,23,4.3,78,64.5,2,24,,,,83.7,65.6,0.0,65.9,,,62.9,2,2,84,21.7,92.5,6.4,5,7,0,1,3,1,1.2,492,7.5,77.8,72,73,9.4,2.66,1,3,4.0,72.6,53,0,5.4,77,63.6,3,28,,,,83.3,85.5,79.8,84.3,,,58.8,0,1,79,,105.6,0.0,0,4,0,0,4,0,0.0,534,7.3,3,63.6,22,29,9.4,3.98,1,1,3.1,41.4,12,44,14.3,44,36.4,2,8,,,,21.9,43.6,0.0,39.6,,,72.0,3,1,50,25.0,42.9,25.0,11,4,0,3,0,3,6.0,144,5.0
Anthony Richardson,124393,QB,IND,4,98,68.2,22,27,8.0,2.69,2,1,3.2,51.9,14,12,6.7,30,30.6,1,11,,,,20.1,52.3,76.7,52.7,,,,1,0,35,25.0,97.5,10.0,3,0,0,2,2,2,5.7,178,6.6,0,14,23.6,52.2,56.5,45.3,72.2,54,57,8.0,2.93,1,2,3.3,63.2,36,19,7.7,68,69.4,3,22,,,,82.7,59.0,79.3,59.7,,,56.7,1,1,72,21.1,82.4,5.9,4,7,0,1,1,2,2.8,399,7.0,74.6,59,62,7.0,2.43,3,2,3.1,64.5,40,0,9.1,67,68.4,4,27,,,,82.5,65.5,79.2,64.7,,,62.2,0,1,70,,88.5,0.0,0,5,0,0,2,2,2.9,426,6.9,1,58.8,17,22,11.5,3.78,0,1,3.8,45.5,10,31,0.0,31,31.6,0,6,,,,20.5,41.1,76.9,43.5,,,52.3,2,0,37,22.6,83.7,22.6,7,2,0,3,1,2,5.4,151,6.9
Andy Dalton,6187,QB,CAR,1,64,81.3,16,19,9.3,2.35,0,1,4.8,57.9,11,13,15.4,20,31.3,2,6,,,,75.6,90.2,75.0,88.0,,,,3,0,22,7.7,75.1,5.0,1,0,0,0,0,0,0.0,113,5.9,0,5,82.5,81.1,79.1,64.2,65.8,38,40,7.6,2.32,1,3,7.3,57.5,23,15,8.0,44,68.8,2,12,,,,79.8,70.1,77.6,68.3,,,62.6,0,0,45,13.3,92.5,4.5,2,1,0,1,2,1,2.2,248,6.2,74.3,35,35,7.9,2.09,0,2,5.4,62.9,22,0,15.4,36,56.3,4,9,,,,78.7,80.6,77.0,78.8,,,,0,0,38,,99.8,0.0,0,0,0,0,2,1,2.6,221,6.3,0,63.2,19,24,8.4,2.64,1,2,8.0,50.0,12,28,0.0,28,43.8,0,9,,,,77.2,74.0,76.0,71.7,,,62.6,3,0,29,10.7,68.1,10.7,3,1,0,1,0,0,0.0,140,5.8
Tyrod Taylor,6332,QB,NYG,4,64,75.0,12,13,8.6,2.21,0,0,0.0,69.2,9,11,0.0,15,23.4,0,6,,,,20.1,43.0,74.1,44.2,,,,0,0,17,18.2,79.0,13.3,2,0,0,1,0,1,5.9,60,4.6,0,21,35.5,67.6,67.1,61.0,84.4,32,38,5.9,2.89,0,3,7.3,68.4,26,20,3.7,49,76.6,1,11,,,,80.9,76.9,78.3,78.2,,,61.0,0,0,54,10.0,84.5,4.1,2,9,2,4,0,0,0.0,232,6.1,88.9,27,30,5.1,2.42,0,2,6.3,76.7,23,0,4.2,33,51.6,1,7,,,,78.3,72.8,76.7,75.2,,,52.0,0,0,35,,88.1,0.0,0,3,2,1,0,0,0.0,159,5.3,0,70.6,17,21,9.1,3.06,0,1,4.3,57.1,12,31,0.0,31,48.4,0,10,,,,25.4,59.4,76.8,55.5,,,66.5,0,0,36,12.9,76.1,12.9,4,6,0,4,0,1,2.8,133,6.3
Aidan O'Connell,60516,QB,LV,1,46,85.7,7,7,3.7,2.22,0,0,0.0,85.7,6,3,0.0,9,19.6,0,3,,,,70.9,40.6,72.3,41.9,,,,0,1,10,66.7,60.4,22.2,2,0,0,0,0,1,10.0,56,8.0,0,23,28.3,39.8,37.4,68.5,66.7,30,32,7.0,2.86,1,0,0.0,56.3,18,9,10.0,37,80.4,2,9,,,,25.9,39.2,77.1,40.6,,,,0,0,39,55.6,72.7,13.5,5,0,0,1,0,2,5.1,182,5.7,78.1,32,34,6.5,2.58,1,0,0.0,67.6,23,0,8.0,34,73.9,2,12,,,,78.3,50.0,76.7,50.6,,,,0,1,35,,75.1,0.0,0,0,0,1,0,2,5.7,236,6.9,0,20.0,5,5,6.0,3.18,0,0,0.0,20.0,1,12,0.0,12,26.1,0,0,,,,17.9,25.6,73.5,26.6,,,,0,0,14,58.3,39.6,58.3,7,0,0,0,0,1,7.1,2,0.4
Dorian Thompson-Robinson,83574,QB,CLV,1,43,60.0,5,7,9.4,2.4,1,0,0.0,42.9,3,5,0.0,8,18.6,0,0,,,,70.9,30.7,71.9,33.6,,,,1,1,9,20.0,12.5,12.5,1,0,0,0,0,1,11.1,24,3.4,0,8,27.6,38.4,33.5,79.1,61.5,26,29,8.7,3.42,1,0,0.0,55.2,16,14,0.0,35,81.4,0,7,,,,25.7,44.3,0.0,39.6,,,79.4,0,2,37,21.4,33.3,8.6,3,3,0,2,0,4,10.8,97,3.3,75.0,20,22,6.8,2.69,1,0,0.0,68.2,15,0,0.0,24,55.8,0,6,,,,76.1,60.8,0.0,62.0,,,64.2,0,0,24,,79.2,0.0,0,2,0,1,0,2,8.3,107,4.9,1,36.4,11,14,12.5,3.92,1,0,0.0,28.6,4,19,0.0,19,44.2,0,1,,,,21.9,26.8,75.1,25.1,,,78.3,1,3,22,21.1,0.0,21.1,4,1,0,1,0,3,13.6,14,1.0
P.J. Walker,12134,QB,CLV,1,37,55.6,9,10,11.2,2.59,0,1,9.1,50.0,5,8,0.0,12,32.4,0,2,,,,72.8,49.5,73.2,53.1,,,55.7,0,0,13,12.5,65.4,8.3,1,1,0,1,0,1,7.7,52,5.2,0,8,79.6,26.4,26.4,59.4,60.9,23,24,7.4,2.62,1,0,0.0,54.2,13,8,7.1,25,67.6,1,5,,,,77.0,22.7,75.9,24.0,,,,0,2,28,12.5,36.8,4.0,1,0,0,0,0,4,14.3,140,5.8,70.0,20,21,7.3,2.23,1,1,4.2,61.9,13,0,7.1,21,56.8,1,5,,,,76.1,41.9,75.3,43.2,,,,0,1,24,,63.0,0.0,0,0,0,0,0,2,8.3,147,7.0,1,41.7,12,13,10.5,3.12,0,0,0.0,38.5,5,16,0.0,16,43.2,0,2,,,,74.2,21.3,74.1,22.9,,,55.7,0,1,17,12.5,16.5,12.5,2,1,0,1,0,3,17.6,45,3.5
Bailey Zappe,60396,QB,NE,2,19,50.0,4,4,13.0,2.84,0,0,0.0,50.0,2,2,0.0,5,26.3,0,1,,,,68.0,64.0,69.9,63.6,,,,0,0,5,50.0,76.0,20.0,1,0,0,0,0,0,0.0,31,7.8,0,19,74.8,49.2,49.4,,38.5,13,14,13.8,2.79,0,0,0.0,35.7,5,7,0.0,14,73.7,0,1,,,,73.2,43.4,73.5,44.7,,,,0,0,14,0.0,46.1,0.0,0,0,0,1,0,0,0.0,48,3.4,50.0,10,10,14.1,2.45,0,0,0.0,50.0,5,0,0.0,10,52.6,0,1,,,,71.4,53.4,72.3,53.9,,,,0,0,10,,65.0,0.0,0,0,0,0,0,0,0.0,51,5.1,0,28.6,7,8,12.9,3.2,0,0,0.0,25.0,2,9,0.0,9,47.4,0,1,,,,70.9,48.5,71.9,49.3,,,,0,0,9,11.1,41.7,11.1,1,0,0,1,0,0,0.0,28,3.5
Jameis Winston,9434,QB,NO,2,18,75.0,8,8,7.1,1.94,0,0,0.0,75.0,6,1,0.0,8,44.4,0,2,,,,70.3,73.3,71.5,72.1,,,,0,0,8,0.0,93.8,0.0,0,0,0,0,0,0,0.0,56,7.0,0,20,75.7,62.0,61.1,60.5,50.0,8,9,12.1,2.39,0,1,11.1,44.4,4,3,0.0,10,55.6,0,1,,,,71.4,49.5,72.3,50.2,,,,0,1,10,33.3,20.4,10.0,1,0,0,1,0,1,10.0,45,5.0,71.4,14,14,7.8,1.96,0,1,7.1,71.4,10,0,0.0,14,77.8,0,3,,,,73.2,78.1,73.5,76.5,,,,0,0,14,,91.7,0.0,0,0,0,0,0,0,0.0,101,7.2,1,0.0,2,3,22.5,3.0,0,0,0.0,0.0,0,4,,4,22.2,0,0,,,,66.9,28.9,69.2,29.9,,,,0,1,4,25.0,0.0,25.0,1,0,0,1,0,1,25.0,0,0.0
Tyson Bagent,169628,QB,CHI,1,15,83.3,12,13,8.2,2.26,1,1,7.1,76.9,10,5,0.0,14,93.3,0,5,,,,21.2,54.4,73.7,54.7,,,,0,1,15,20.0,60.7,7.1,1,0,0,0,0,2,13.3,83,6.4,0,6,22.7,56.6,54.0,64.3,0.0,1,1,17.0,2.1,0,0,0.0,0.0,0,0,,1,6.7,0,0,,,,60.4,56.7,64.6,57.1,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,77.8,9,10,6.4,1.7,1,1,10.0,70.0,7,0,0.0,10,66.7,0,3,,,,71.4,79.8,72.3,78.1,,,,0,0,10,,80.8,0.0,0,0,0,0,0,0,0.0,49,4.9,0,75.0,4,4,14.3,3.34,0,0,0.0,75.0,3,5,0.0,5,33.3,0,2,,,,15.9,27.7,70.6,28.8,,,,0,1,6,20.0,60.4,20.0,1,0,0,0,0,2,33.3,34,8.5
Malik Willis,60341,QB,TEN,1,12,,0,0,,6.4,0,0,,,0,0,,1,8.3,0,0,,,,60.4,56.5,64.6,,,,58.3,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,31,74.0,48.6,48.4,57.2,80.0,5,5,7.6,3.29,0,0,0.0,80.0,4,6,0.0,11,91.7,0,2,,,,73.2,50.7,73.5,48.4,,,62.9,0,0,14,66.7,118.8,36.4,4,2,0,0,0,0,0.0,74,14.8,80.0,5,5,7.6,2.97,0,0,0.0,80.0,4,0,0.0,6,50.0,0,1,,,,70.3,54.9,71.5,56.9,,,58.3,0,0,8,,118.8,0.0,0,1,0,0,0,0,0.0,74,14.8,0,,0,0,,4.13,0,0,,,0,6,,6,50.0,0,1,,,,69.6,48.1,71.1,42.2,,,62.9,0,0,7,66.7,0.0,66.7,4,2,0,0,0,0,0.0,0,
Brian Hoyer,5277,QB,LV,1,10,50.0,4,4,11.3,2.33,0,1,20.0,50.0,2,1,0.0,4,40.0,0,2,,,,68.0,65.1,69.9,64.6,,,,0,0,5,0.0,74.0,0.0,0,0,0,0,0,0,0.0,29,7.3,0,23,73.6,66.8,65.6,60.5,66.7,6,6,15.0,2.27,0,1,16.7,66.7,4,0,0.0,6,60.0,0,2,,,,68.9,64.3,70.6,63.9,,,,0,0,6,,108.3,0.0,0,0,0,0,0,0,0.0,73,12.2,66.7,9,9,13.8,2.28,0,2,22.2,66.7,6,0,0.0,9,90.0,0,4,,,,70.9,76.1,71.9,74.6,,,,0,0,9,,104.9,0.0,0,0,0,0,0,0,0.0,102,11.3,0,0.0,1,1,11.0,2.4,0,0,0.0,0.0,0,1,,1,10.0,0,0,,,,63.6,42.4,66.9,44.1,,,,0,0,2,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Cooper Rush,12324,QB,DAL,3,6,66.7,3,3,9.7,1.73,0,0,0.0,66.7,2,1,0.0,3,50.0,0,1,,,,65.5,44.2,68.2,45.6,,,,0,0,3,0.0,85.4,0.0,0,0,0,0,0,0,0.0,20,6.7,0,9,72.2,50.7,47.8,61.0,100.0,2,2,0.5,1.97,0,0,0.0,100.0,2,1,0.0,3,50.0,0,0,,,,65.5,60.0,68.2,59.9,,,,0,0,3,100.0,83.3,33.3,1,0,0,0,0,0,0.0,8,4.0,75.0,4,4,4.5,1.63,0,0,0.0,75.0,3,0,0.0,4,66.7,0,1,,,,66.9,47.3,69.2,48.3,,,,0,0,4,,80.2,0.0,0,0,0,0,0,0,0.0,15,3.8,0,100.0,1,1,12.0,2.3,0,0,0.0,100.0,1,2,0.0,2,33.3,0,0,,,,63.6,55.7,66.9,56.1,,,,0,0,2,50.0,118.8,50.0,1,0,0,0,0,0,0.0,13,13.0
Drew Lock,39517,QB,SEA,1,6,33.3,3,4,11.0,1.98,1,0,0.0,25.0,1,1,0.0,4,66.7,0,1,,,,66.9,44.2,69.2,45.5,,,,0,0,4,0.0,39.6,0.0,0,0,0,0,0,0,0.0,12,3.0,0,29,69.9,59.7,55.7,62.9,100.0,2,2,11.0,3.05,0,0,0.0,50.0,1,1,50.0,2,33.3,1,1,,,,63.6,72.8,66.9,71.5,,,,0,0,2,0.0,95.8,0.0,0,0,0,0,0,0,0.0,51,25.5,33.3,3,4,14.7,2.35,1,0,0.0,0.0,0,0,100.0,4,66.7,1,0,,,,66.9,53.3,69.2,53.8,,,,0,0,4,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,2,2,5.5,2.3,0,0,0.0,100.0,2,2,0.0,2,33.3,0,2,,,,63.6,61.6,66.9,61.4,,,,0,0,2,0.0,118.8,0.0,0,0,0,0,0,0,0.0,63,31.5
