tour,year,season,event_name,event_id,player_name,dg_id,fin_text,round_num,course_name,course_num,round_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,driving_dist,driving_acc,gir,scrambling,prox_rgh,prox_fw
pga,2022,2022,RBC Canadian Open,32,"Blixt, Jonas",8182,T28,4,St. George's G&CC,772,65,1.279,0.655,1.183,0.484,2.321,3.6,295.5,0.923,0.778,0.5,,27.048
pga,2022,2022,RBC Canadian Open,32,"Noh, Seung-Yul",11117,T35,1,St. George's G&CC,772,69,0.786,1.93,-0.562,0.397,1.766,2.6,291.5,0.538,0.556,0.556,68.906,31.73
pga,2022,2022,RBC Canadian Open,32,"Noh, Seung-Yul",11117,T35,2,St. George's G&CC,772,70,1.61,0.413,-1.298,0.854,-0.031,1.579,295.0,0.846,0.667,0.667,,37.559
pga,2022,2022,RBC Canadian Open,32,"Noh, Seung-Yul",11117,T35,3,St. George's G&CC,772,68,-0.172,1.84,0.217,-0.486,1.572,1.4,290.5,0.462,0.778,0.857,36.249,27.598
pga,2022,2022,RBC Canadian Open,32,"Noh, Seung-Yul",11117,T35,4,St. George's G&CC,772,70,3.189,-0.958,0.473,-4.103,-4.589,-1.4,285.3,0.308,0.722,0.8,39.361,26.046
pga,2022,2022,RBC Canadian Open,32,"Hadwin, Adam",13965,T35,1,St. George's G&CC,772,69,1.341,0.484,0.95,-0.224,1.211,2.6,282.7,0.769,0.722,0.6,30.514,38.637
pga,2022,2022,RBC Canadian Open,32,"Hadwin, Adam",13965,T35,2,St. George's G&CC,772,70,-1.449,2.11,-0.041,0.959,3.028,1.579,298.7,0.615,0.667,0.5,53.498,25.881
pga,2022,2022,RBC Canadian Open,32,"Hadwin, Adam",13965,T35,3,St. George's G&CC,772,69,-0.846,0.85,-0.441,0.836,1.246,0.4,298.1,0.769,0.722,0.75,76.665,28.387
pga,2022,2022,RBC Canadian Open,32,"Hadwin, Adam",13965,T35,4,St. George's G&CC,772,69,-0.87,0.348,-0.761,0.884,0.47,-0.4,293.3,0.846,0.778,0.8,73.978,30.555
pga,2022,2022,RBC Canadian Open,32,"Lower, Justin",17723,T35,1,St. George's G&CC,772,70,0.57,0.769,-0.497,0.709,0.982,1.6,281.3,0.846,0.722,0.6,28.183,40.374
pga,2022,2022,RBC Canadian Open,32,"Lower, Justin",17723,T35,2,St. George's G&CC,772,68,1.6,0.943,2.423,-1.387,1.979,3.579,282.4,0.692,0.778,0.75,36.16,22.424
pga,2022,2022,RBC Canadian Open,32,"Lower, Justin",17723,T35,3,St. George's G&CC,772,70,1.772,0.786,-2.03,-1.129,-2.372,-0.6,285.5,0.385,0.611,0.667,67.905,26.154
pga,2022,2022,RBC Canadian Open,32,"Lower, Justin",17723,T35,4,St. George's G&CC,772,69,-0.746,1.659,-0.538,-0.774,0.346,-0.4,282.1,0.692,0.722,0.714,59.518,36.349
pga,2022,2022,RBC Canadian Open,32,"Hardy, Nick",19865,T35,1,St. George's G&CC,772,68,1.128,-0.114,1.076,1.461,2.424,3.6,292.6,0.846,0.722,0.5,23.005,39.128
pga,2022,2022,RBC Canadian Open,32,"Hardy, Nick",19865,T35,2,St. George's G&CC,772,73,-0.688,-1.422,-1.422,2.111,-0.733,-1.421,310.0,0.769,0.556,0.333,69.028,31.645
pga,2022,2022,RBC Canadian Open,32,"Hardy, Nick",19865,T35,3,St. George's G&CC,772,65,1.45,-0.226,2.398,0.777,2.95,4.4,306.8,0.846,0.833,0.75,19.384,28.125
pga,2022,2022,RBC Canadian Open,32,"Hardy, Nick",19865,T35,4,St. George's G&CC,772,71,-1.289,-0.777,-0.376,0.043,-1.111,-2.4,297.4,0.692,0.778,0.571,54.356,29.297
pga,2022,2022,RBC Canadian Open,32,"Wallace, Matt",20706,T35,1,St. George's G&CC,772,70,-0.709,4.082,-0.68,-1.142,2.261,1.6,282.5,0.692,0.556,0.727,37.404,48.764
pga,2022,2022,RBC Canadian Open,32,"Wallace, Matt",20706,T35,2,St. George's G&CC,772,66,1.844,0.743,2.088,0.904,3.735,5.579,289.1,0.769,0.889,0.75,44.105,26.579
pga,2022,2022,RBC Canadian Open,32,"Wallace, Matt",20706,T35,3,St. George's G&CC,772,70,1.795,0.946,-1.653,-1.689,-2.395,-0.6,293.0,0.538,0.444,0.75,32.155,33.448
pga,2022,2022,RBC Canadian Open,32,"Wallace, Matt",20706,T35,4,St. George's G&CC,772,71,-1.668,-1.31,-0.232,0.811,-0.732,-2.4,286.4,0.923,0.667,0.375,45.867,29.722
pga,2022,2022,RBC Canadian Open,32,"Whaley, Vince",25908,T35,1,St. George's G&CC,772,72,0.127,-2.155,0.427,1.152,-0.575,-0.4,296.6,0.692,0.667,0.3,37.059,32.039
pga,2022,2022,RBC Canadian Open,32,"Whaley, Vince",25908,T35,2,St. George's G&CC,772,69,2.037,-0.248,-0.161,0.951,0.542,2.579,299.5,0.615,0.611,0.625,57.675,24.294
pga,2022,2022,RBC Canadian Open,32,"Whaley, Vince",25908,T35,3,St. George's G&CC,772,67,-0.746,-0.152,1.201,2.096,3.146,2.4,312.6,0.923,0.889,0.714,9.702,34.139
pga,2022,2022,RBC Canadian Open,32,"Whaley, Vince",25908,T35,4,St. George's G&CC,772,69,-1.398,0.834,0.219,-0.054,0.998,-0.4,299.9,0.692,0.722,0.833,48.231,28.294
pga,2022,2022,RBC Canadian Open,32,"Hoffman, Charley",5768,T35,1,St. George's G&CC,772,68,1.425,1.247,-0.494,1.373,2.127,3.6,296.4,0.769,0.611,0.8,35.588,39.987
pga,2022,2022,RBC Canadian Open,32,"Hoffman, Charley",5768,T35,2,St. George's G&CC,772,68,1.329,0.712,1.198,0.34,2.25,3.579,296.1,0.615,0.722,0.571,51.984,30.56
pga,2022,2022,RBC Canadian Open,32,"Hoffman, Charley",5768,T35,3,St. George's G&CC,772,71,-0.982,-0.584,-1.923,1.888,-0.618,-1.6,317.8,0.769,0.667,0.5,31.929,32.401
pga,2022,2022,RBC Canadian Open,32,"Hoffman, Charley",5768,T35,4,St. George's G&CC,772,70,1.932,-0.391,-3.208,0.268,-3.332,-1.4,305.8,0.692,0.556,0.625,41.329,47.755
pga,2022,2022,RBC Canadian Open,32,"Moore, Ryan",7489,T35,1,St. George's G&CC,772,69,1.741,0.607,-0.044,0.247,0.811,2.6,277.6,0.846,0.556,0.667,,30.259
pga,2022,2022,RBC Canadian Open,32,"Moore, Ryan",7489,T35,2,St. George's G&CC,772,69,-1.921,0.369,3.711,0.42,4.5,2.579,283.9,0.769,0.667,0.429,29.281,30.102
pga,2022,2022,RBC Canadian Open,32,"Moore, Ryan",7489,T35,3,St. George's G&CC,772,69,-0.307,-0.243,1.139,-0.19,0.707,0.4,282.3,0.846,0.778,0.4,25.925,28.4
pga,2022,2022,RBC Canadian Open,32,"Moore, Ryan",7489,T35,4,St. George's G&CC,772,70,-0.471,1.34,-2.332,0.064,-0.929,-1.4,279.6,0.846,0.722,0.6,,42.667
pga,2022,2022,RBC Canadian Open,32,"Armour, Ryan",8469,T35,1,St. George's G&CC,772,72,-0.289,0.582,-1.371,0.629,-0.159,-0.4,280.4,0.846,0.5,0.417,81.08,35.585
pga,2022,2022,RBC Canadian Open,32,"Armour, Ryan",8469,T35,2,St. George's G&CC,772,66,2.172,-0.163,4.945,-1.375,3.407,5.579,280.7,0.615,0.833,1.0,24.816,26.829
pga,2022,2022,RBC Canadian Open,32,"Armour, Ryan",8469,T35,3,St. George's G&CC,772,68,0.654,0.109,0.512,0.124,0.746,1.4,288.5,0.769,0.667,0.667,48.282,31.596
pga,2022,2022,RBC Canadian Open,32,"Armour, Ryan",8469,T35,4,St. George's G&CC,772,71,-1.446,0.777,-0.971,-0.759,-0.954,-2.4,281.8,0.769,0.667,0.5,13.84,31.632
pga,2022,2022,RBC Canadian Open,32,"Hubbard, Mark",16333,T44,1,St. George's G&CC,772,67,1.612,-0.199,3.106,0.032,2.94,4.6,281.4,0.769,0.722,0.667,,27.381
pga,2022,2022,RBC Canadian Open,32,"Hubbard, Mark",16333,T44,2,St. George's G&CC,772,73,-0.12,-1.185,0.17,-0.286,-1.301,-1.421,284.7,0.692,0.778,0.25,43.367,29.1
pga,2022,2022,RBC Canadian Open,32,"Hubbard, Mark",16333,T44,3,St. George's G&CC,772,72,0.773,-2.215,-0.922,-0.237,-3.373,-2.6,288.4,0.615,0.722,0.2,34.431,37.854
pga,2022,2022,RBC Canadian Open,32,"Hubbard, Mark",16333,T44,4,St. George's G&CC,772,66,0.486,0.188,1.14,0.787,2.114,2.6,287.4,0.923,0.722,0.75,29.674,26.235
pga,2022,2022,RBC Canadian Open,32,"Smotherman, Austin",22985,T44,1,St. George's G&CC,772,72,2.133,-1.991,-0.803,0.212,-2.581,-0.4,292.4,0.462,0.389,0.538,44.801,32.943
pga,2022,2022,RBC Canadian Open,32,"Smotherman, Austin",22985,T44,2,St. George's G&CC,772,68,1.369,0.263,0.227,1.72,2.21,3.579,300.1,0.846,0.611,0.8,,26.024
pga,2022,2022,RBC Canadian Open,32,"Smotherman, Austin",22985,T44,3,St. George's G&CC,772,70,-0.86,-2.16,1.335,1.084,0.26,-0.6,304.3,0.769,0.833,0.571,16.704,27.859
pga,2022,2022,RBC Canadian Open,32,"Smotherman, Austin",22985,T44,4,St. George's G&CC,772,68,-0.518,0.876,0.051,0.192,1.118,0.6,292.8,0.615,0.722,0.667,57.914,23.221
pga,2022,2022,RBC Canadian Open,32,"Ortiz, Carlos",14735,T46,1,St. George's G&CC,772,67,1.067,-0.24,1.63,2.094,3.485,4.6,298.4,1.0,0.778,0.6,16.161,30.66
pga,2022,2022,RBC Canadian Open,32,"Ortiz, Carlos",14735,T46,2,St. George's G&CC,772,73,-2.203,-0.679,0.741,0.72,0.782,-1.421,297.7,0.769,0.611,0.5,62.647,25.928
pga,2022,2022,RBC Canadian Open,32,"Ortiz, Carlos",14735,T46,3,St. George's G&CC,772,69,-2.574,1.109,1.339,0.525,2.974,0.4,308.3,0.846,0.722,0.6,46.157,23.966
pga,2022,2022,RBC Canadian Open,32,"Ortiz, Carlos",14735,T46,4,St. George's G&CC,772,70,0.649,0.46,-1.487,-1.021,-2.049,-1.4,299.3,0.615,0.667,0.75,59.874,32.298
pga,2022,2022,RBC Canadian Open,32,"Barjon, Paul",16566,T46,1,St. George's G&CC,772,72,1.613,-0.832,-2.4,1.17,-2.061,-0.4,295.6,0.692,0.611,0.4,56.334,35.344
pga,2022,2022,RBC Canadian Open,32,"Barjon, Paul",16566,T46,2,St. George's G&CC,772,67,1.159,1.575,0.536,1.309,3.42,4.579,297.0,0.769,0.667,0.875,52.23,26.843
pga,2022,2022,RBC Canadian Open,32,"Barjon, Paul",16566,T46,3,St. George's G&CC,772,70,-1.006,-0.165,-0.007,0.577,0.406,-0.6,296.6,0.692,0.778,0.6,43.758,23.585
pga,2022,2022,RBC Canadian Open,32,"Barjon, Paul",16566,T46,4,St. George's G&CC,772,70,-0.889,-1.571,0.345,0.716,-0.511,-1.4,297.6,0.846,0.778,0.5,53.269,27.454
pga,2022,2022,RBC Canadian Open,32,"Cockerill, Aaron",15596,T48,1,St. George's G&CC,772,70,2.829,1.189,-1.384,-1.083,-1.277,1.6,276.7,0.385,0.5,0.857,49.346,20.121
pga,2022,2022,RBC Canadian Open,32,"Cockerill, Aaron",15596,T48,2,St. George's G&CC,772,68,1.848,0.399,0.675,0.657,1.731,3.579,294.7,0.692,0.778,0.75,35.626,27.581
pga,2022,2022,RBC Canadian Open,32,"Cockerill, Aaron",15596,T48,3,St. George's G&CC,772,73,-1.257,-1.697,-1.382,0.735,-2.343,-3.6,296.2,0.769,0.778,0.286,17.146,31.983
pga,2022,2022,RBC Canadian Open,32,"Cockerill, Aaron",15596,T48,4,St. George's G&CC,772,69,1.122,-0.939,0.677,-1.259,-1.522,-0.4,282.9,0.769,0.611,0.714,10.201,36.607
pga,2022,2022,RBC Canadian Open,32,"Smith, Cameron",15856,T48,1,St. George's G&CC,772,76,-3.6,-1.4,0.554,-0.003,-0.848,-4.4,292.6,0.615,0.611,0.125,59.036,23.956
pga,2022,2022,RBC Canadian Open,32,"Smith, Cameron",15856,T48,2,St. George's G&CC,772,65,2.016,0.92,2.84,0.803,4.563,6.579,297.3,0.615,0.778,0.667,40.988,28.717
pga,2022,2022,RBC Canadian Open,32,"Smith, Cameron",15856,T48,3,St. George's G&CC,772,68,-1.791,2.47,1.812,-1.092,3.191,1.4,295.7,0.462,0.667,0.714,28.636,24.029
pga,2022,2022,RBC Canadian Open,32,"Smith, Cameron",15856,T48,4,St. George's G&CC,772,71,2.433,-1.15,-1.668,-2.014,-4.833,-2.4,290.1,0.462,0.556,0.5,57.539,22.273
pga,2022,2022,RBC Canadian Open,32,"Hodges, Lee",25157,T48,1,St. George's G&CC,772,66,3.346,0.099,3.014,-0.908,2.206,5.6,280.6,0.769,0.833,1.0,17.98,33.368
pga,2022,2022,RBC Canadian Open,32,"Hodges, Lee",25157,T48,2,St. George's G&CC,772,70,-0.871,0.328,1.403,0.719,2.45,1.579,287.7,0.692,0.778,1.0,31.155,27.413
pga,2022,2022,RBC Canadian Open,32,"Hodges, Lee",25157,T48,3,St. George's G&CC,772,77,-2.417,-1.101,-0.027,-4.056,-5.183,-7.6,287.7,0.462,0.5,0.429,59.081,26.999
pga,2022,2022,RBC Canadian Open,32,"Hodges, Lee",25157,T48,4,St. George's G&CC,772,67,-0.502,0.082,2.303,-0.282,2.102,1.6,282.1,0.846,0.889,0.75,61.175,27.647
pga,2022,2022,RBC Canadian Open,32,"Taylor, Vaughn",6930,T48,1,St. George's G&CC,772,68,-0.642,0.627,4.651,-1.085,4.194,3.6,275.2,0.846,0.667,0.667,,20.965
pga,2022,2022,RBC Canadian Open,32,"Taylor, Vaughn",6930,T48,2,St. George's G&CC,772,70,0.461,1.376,0.161,-0.419,1.118,1.579,278.8,0.692,0.444,0.778,85.218,25.991
pga,2022,2022,RBC Canadian Open,32,"Taylor, Vaughn",6930,T48,3,St. George's G&CC,772,75,-1.624,-1.703,-1.648,-0.626,-3.976,-5.6,287.4,0.615,0.556,0.4,60.691,30.744
pga,2022,2022,RBC Canadian Open,32,"Taylor, Vaughn",6930,T48,4,St. George's G&CC,772,67,1.804,-0.73,1.125,-0.598,-0.204,1.6,279.2,0.923,0.778,0.6,24.484,28.026
pga,2022,2022,RBC Canadian Open,32,"Snedeker, Brandt",8820,T48,1,St. George's G&CC,772,68,1.066,1.61,0.251,0.624,2.486,3.6,280.2,0.846,0.611,0.714,43.344,42.981
pga,2022,2022,RBC Canadian Open,32,"Snedeker, Brandt",8820,T48,2,St. George's G&CC,772,70,1.11,-1.597,2.955,-0.889,0.469,1.579,288.2,0.615,0.667,0.0,30.96,30.525
pga,2022,2022,RBC Canadian Open,32,"Snedeker, Brandt",8820,T48,3,St. George's G&CC,772,72,-2.078,0.723,-0.948,-0.298,-0.522,-2.6,291.0,0.846,0.722,0.5,,34.48
pga,2022,2022,RBC Canadian Open,32,"Snedeker, Brandt",8820,T48,4,St. George's G&CC,772,70,1.127,-0.371,-1.538,-0.617,-2.527,-1.4,281.5,0.846,0.667,0.625,69.525,32.692
pga,2022,2022,RBC Canadian Open,32,"Vegas, Jhonattan",13508,T53,1,St. George's G&CC,772,71,-1.173,0.423,0.646,0.655,1.725,0.6,299.5,0.692,0.778,0.8,33.585,30.249
pga,2022,2022,RBC Canadian Open,32,"Vegas, Jhonattan",13508,T53,2,St. George's G&CC,772,70,0.244,-0.483,1.02,0.798,1.335,1.579,306.3,0.615,0.722,0.5,35.975,36.719
pga,2022,2022,RBC Canadian Open,32,"Vegas, Jhonattan",13508,T53,3,St. George's G&CC,772,72,-2.113,-1.11,0.909,-0.287,-0.487,-2.6,304.8,0.692,0.722,0.4,21.408,25.741
pga,2022,2022,RBC Canadian Open,32,"Vegas, Jhonattan",13508,T53,4,St. George's G&CC,772,68,-2.461,-1.054,3.904,0.212,3.061,0.6,315.7,0.692,0.889,0.5,55.438,15.357
pga,2022,2022,RBC Canadian Open,32,"Martin, Ben",14007,T53,1,St. George's G&CC,772,71,-0.569,-0.927,1.187,0.86,1.121,0.6,284.2,0.846,0.722,0.571,62.487,29.302
pga,2022,2022,RBC Canadian Open,32,"Martin, Ben",14007,T53,2,St. George's G&CC,772,66,2.349,1.881,0.145,1.204,3.23,5.579,301.0,0.692,0.667,0.75,28.952,35.787
pga,2022,2022,RBC Canadian Open,32,"Martin, Ben",14007,T53,3,St. George's G&CC,772,73,-3.209,-1.612,0.537,0.683,-0.391,-3.6,297.8,0.769,0.778,0.5,25.255,31.804
pga,2022,2022,RBC Canadian Open,32,"Martin, Ben",14007,T53,4,St. George's G&CC,772,71,-0.576,1.971,-2.577,-1.217,-1.824,-2.4,288.0,0.538,0.556,0.8,48.578,37.55
pga,2022,2022,RBC Canadian Open,32,"Streb, Robert",14852,T53,1,St. George's G&CC,772,69,2.129,-0.693,0.437,0.678,0.423,2.6,283.9,0.769,0.667,0.667,,28.969
pga,2022,2022,RBC Canadian Open,32,"Streb, Robert",14852,T53,2,St. George's G&CC,772,70,-0.729,-0.066,1.052,1.322,2.308,1.579,298.9,0.769,0.833,0.4,39.346,29.316
pga,2022,2022,RBC Canadian Open,32,"Streb, Robert",14852,T53,3,St. George's G&CC,772,71,-0.391,-0.59,-0.57,-0.05,-1.209,-1.6,295.3,0.538,0.611,0.4,22.028,33.04
pga,2022,2022,RBC Canadian Open,32,"Streb, Robert",14852,T53,4,St. George's G&CC,772,71,1.817,-0.788,-2.273,-1.155,-4.217,-2.4,290.4,0.692,0.611,0.7,34.661,32.117
pga,2022,2022,RBC Canadian Open,32,"Drewitt, Brett",15162,T53,1,St. George's G&CC,772,71,-0.825,1.401,-1.64,1.615,1.377,0.6,293.0,0.923,0.5,0.6,141.116,30.313
pga,2022,2022,RBC Canadian Open,32,"Drewitt, Brett",15162,T53,2,St. George's G&CC,772,70,0.85,0.423,1.128,-0.822,0.729,1.579,291.8,0.385,0.722,0.833,36.06,28.34
pga,2022,2022,RBC Canadian Open,32,"Drewitt, Brett",15162,T53,3,St. George's G&CC,772,69,-0.458,-0.401,0.805,0.453,0.858,0.4,287.9,0.846,0.778,0.75,76.387,27.136
pga,2022,2022,RBC Canadian Open,32,"Drewitt, Brett",15162,T53,4,St. George's G&CC,772,71,-1.862,1.16,-1.104,-0.593,-0.538,-2.4,288.1,0.692,0.667,0.6,31.907,32.776
pga,2022,2022,RBC Canadian Open,32,"Theegala, Sahith",23014,T53,1,St. George's G&CC,772,71,-1.134,1.27,-0.778,1.193,1.686,0.6,303.1,0.615,0.611,0.6,37.852,36.161
pga,2022,2022,RBC Canadian Open,32,"Theegala, Sahith",23014,T53,2,St. George's G&CC,772,70,0.56,-0.665,0.648,1.036,1.019,1.579,294.7,0.692,0.778,0.5,29.244,31.948
pga,2022,2022,RBC Canadian Open,32,"Theegala, Sahith",23014,T53,3,St. George's G&CC,772,67,3.052,0.209,-0.543,-0.319,-0.652,2.4,299.3,0.462,0.722,0.9,47.247,37.219
pga,2022,2022,RBC Canadian Open,32,"Theegala, Sahith",23014,T53,4,St. George's G&CC,772,73,-2.092,0.069,-1.997,-0.379,-2.308,-4.4,290.2,0.538,0.611,0.444,57.906,35.339
pga,2022,2022,RBC Canadian Open,32,"Van Pelt, Bo",6457,T53,1,St. George's G&CC,772,71,1.807,0.894,-0.923,-1.227,-1.255,0.6,271.4,0.538,0.667,0.4,65.025,29.247
pga,2022,2022,RBC Canadian Open,32,"Van Pelt, Bo",6457,T53,2,St. George's G&CC,772,69,1.763,-0.054,1.173,-0.303,0.816,2.579,282.9,0.692,0.667,0.625,22.626,34.251
pga,2022,2022,RBC Canadian Open,32,"Van Pelt, Bo",6457,T53,3,St. George's G&CC,772,65,3.094,1.0,1.307,-1.002,1.306,4.4,285.0,0.615,0.667,0.875,46.782,25.462
pga,2022,2022,RBC Canadian Open,32,"Van Pelt, Bo",6457,T53,4,St. George's G&CC,772,76,-0.357,-2.945,-3.279,-0.818,-7.043,-7.4,283.1,0.615,0.611,0.444,44.528,40.413
pga,2022,2022,RBC Canadian Open,32,"Percy, Cameron",5874,T59,1,St. George's G&CC,772,71,-1.08,0.416,1.261,-0.046,1.632,0.6,286.5,0.692,0.778,0.833,32.656,28.209
pga,2022,2022,RBC Canadian Open,32,"Percy, Cameron",5874,T59,2,St. George's G&CC,772,68,0.721,0.151,1.544,1.163,2.858,3.579,300.6,0.692,0.722,0.667,36.514,31.542
pga,2022,2022,RBC Canadian Open,32,"Percy, Cameron",5874,T59,3,St. George's G&CC,772,71,-1.745,0.392,0.244,-0.492,0.145,-1.6,292.4,0.538,0.611,0.75,53.215,28.875
pga,2022,2022,RBC Canadian Open,32,"Percy, Cameron",5874,T59,4,St. George's G&CC,772,72,-1.96,-0.327,-1.168,0.056,-1.44,-3.4,293.7,0.615,0.667,0.6,43.378,31.904
pga,2022,2022,RBC Canadian Open,32,"Henry, J.J.",6222,T59,1,St. George's G&CC,772,69,2.895,0.972,0.055,-1.371,-0.343,2.6,280.7,0.615,0.556,0.778,59.148,29.477
pga,2022,2022,RBC Canadian Open,32,"Henry, J.J.",6222,T59,2,St. George's G&CC,772,71,0.658,0.434,0.309,-0.822,-0.079,0.579,282.8,0.615,0.667,0.8,56.536,29.52
pga,2022,2022,RBC Canadian Open,32,"Henry, J.J.",6222,T59,3,St. George's G&CC,772,71,0.928,0.152,-0.77,-1.911,-2.528,-1.6,281.2,0.615,0.556,0.7,28.5,37.063
pga,2022,2022,RBC Canadian Open,32,"Henry, J.J.",6222,T59,4,St. George's G&CC,772,71,1.377,-1.277,-1.182,-1.317,-3.777,-2.4,277.1,0.615,0.667,0.5,50.674,27.224
pga,2022,2022,RBC Canadian Open,32,"Frittelli, Dylan",11955,T61,1,St. George's G&CC,772,74,-0.978,0.06,-1.067,-0.464,-1.47,-2.4,284.8,0.385,0.556,0.667,25.746,29.46
pga,2022,2022,RBC Canadian Open,32,"Frittelli, Dylan",11955,T61,2,St. George's G&CC,772,67,3.757,-0.618,1.419,0.021,0.822,4.579,305.9,0.462,0.833,0.556,38.174,30.936
pga,2022,2022,RBC Canadian Open,32,"Frittelli, Dylan",11955,T61,3,St. George's G&CC,772,70,-1.657,-0.241,1.622,-0.325,1.057,-0.6,305.1,0.538,0.778,0.571,28.726,19.398
pga,2022,2022,RBC Canadian Open,32,"Frittelli, Dylan",11955,T61,4,St. George's G&CC,772,72,-0.728,0.079,-0.778,-1.972,-2.672,-3.4,296.3,0.769,0.889,1.0,,34.521
pga,2022,2022,RBC Canadian Open,32,"Hickok, Kramer",21237,T61,1,St. George's G&CC,772,68,0.742,0.339,1.227,1.243,2.81,3.6,289.8,0.846,0.667,0.667,3.189,34.973
pga,2022,2022,RBC Canadian Open,32,"Hickok, Kramer",21237,T61,2,St. George's G&CC,772,73,-2.327,0.433,1.105,-0.632,0.906,-1.421,280.8,0.615,0.667,0.571,32.331,33.402
pga,2022,2022,RBC Canadian Open,32,"Hickok, Kramer",21237,T61,3,St. George's G&CC,772,71,0.088,-0.539,-1.545,0.395,-1.688,-1.6,299.3,0.846,0.667,0.7,,33.432
pga,2022,2022,RBC Canadian Open,32,"Hickok, Kramer",21237,T61,4,St. George's G&CC,772,71,-2.162,-1.477,0.608,0.632,-0.238,-2.4,292.6,0.769,0.667,0.444,71.099,26.928
pga,2022,2022,RBC Canadian Open,32,"Crane, Ben",6674,63,1,St. George's G&CC,772,72,3.075,-0.882,-1.428,-1.214,-3.523,-0.4,271.7,0.385,0.5,0.667,61.617,33.222
pga,2022,2022,RBC Canadian Open,32,"Crane, Ben",6674,63,2,St. George's G&CC,772,67,1.531,1.583,0.776,0.689,3.048,4.579,284.5,0.846,0.611,0.778,44.178,37.635
pga,2022,2022,RBC Canadian Open,32,"Crane, Ben",6674,63,3,St. George's G&CC,772,74,-2.492,-1.442,-0.735,0.068,-2.108,-4.6,287.5,0.769,0.722,0.455,38.612,34.079
pga,2022,2022,RBC Canadian Open,32,"Crane, Ben",6674,63,4,St. George's G&CC,772,71,1.955,0.503,-3.53,-1.327,-4.355,-2.4,277.8,0.615,0.667,0.778,50.481,34.796
pga,2022,2022,RBC Canadian Open,32,"Skinns, David",10873,T64,1,St. George's G&CC,772,71,0.728,-0.076,-0.4,0.299,-0.176,0.6,290.4,0.538,0.611,0.556,43.785,32.607
pga,2022,2022,RBC Canadian Open,32,"Skinns, David",10873,T64,2,St. George's G&CC,772,69,2.094,-1.636,4.209,-2.088,0.485,2.579,286.6,0.462,0.611,0.571,38.172,21.166
pga,2022,2022,RBC Canadian Open,32,"Skinns, David",10873,T64,3,St. George's G&CC,772,73,-0.926,1.75,-3.761,-0.664,-2.674,-3.6,293.0,0.462,0.444,0.571,64.076,34.097
pga,2022,2022,RBC Canadian Open,32,"Skinns, David",10873,T64,4,St. George's G&CC,772,72,0.566,-1.094,-0.627,-2.244,-3.966,-3.4,269.4,0.538,0.667,0.4,42.379,31.269
pga,2022,2022,RBC Canadian Open,32,"Hagy, Brandon",18695,T64,1,St. George's G&CC,772,73,1.112,-1.295,-0.921,-0.345,-2.56,-1.4,310.8,0.615,0.611,0.5,18.286,29.664
pga,2022,2022,RBC Canadian Open,32,"Hagy, Brandon",18695,T64,2,St. George's G&CC,772,68,1.133,2.405,-0.56,0.601,2.446,3.579,297.1,0.538,0.556,0.909,47.036,34.952
pga,2022,2022,RBC Canadian Open,32,"Hagy, Brandon",18695,T64,3,St. George's G&CC,772,74,0.668,-2.004,0.665,-3.93,-5.268,-4.6,306.6,0.462,0.556,0.5,69.233,28.118
pga,2022,2022,RBC Canadian Open,32,"Hagy, Brandon",18695,T64,4,St. George's G&CC,772,70,-1.956,-0.176,-1.139,1.872,0.556,-1.4,317.1,0.846,0.778,0.556,10.943,33.97
pga,2022,2022,RBC Canadian Open,32,"Novak, Andrew",23475,T64,1,St. George's G&CC,772,72,-1.159,0.221,0.555,-0.066,0.711,-0.4,297.6,0.385,0.611,0.667,37.847,38.31
pga,2022,2022,RBC Canadian Open,32,"Novak, Andrew",23475,T64,2,St. George's G&CC,772,68,-0.419,3.162,1.058,-0.222,3.998,3.579,288.1,0.692,0.611,0.875,45.572,28.663
pga,2022,2022,RBC Canadian Open,32,"Novak, Andrew",23475,T64,3,St. George's G&CC,772,73,-0.584,-1.893,0.319,-1.443,-3.016,-3.6,299.4,0.462,0.611,0.333,32.754,30.229
pga,2022,2022,RBC Canadian Open,32,"Novak, Andrew",23475,T64,4,St. George's G&CC,772,72,-0.915,0.428,-2.08,-0.832,-2.485,-3.4,287.4,0.462,0.611,0.727,54.032,31.381
pga,2022,2022,RBC Canadian Open,32,"Cabrera Bello, Rafa",7457,T64,1,St. George's G&CC,772,71,0.671,1.068,-2.344,1.156,-0.119,0.6,282.1,1.0,0.389,0.833,,46.764
pga,2022,2022,RBC Canadian Open,32,"Cabrera Bello, Rafa",7457,T64,2,St. George's G&CC,772,70,-0.374,0.168,0.977,0.808,1.953,1.579,292.5,0.769,0.667,0.714,45.083,30.981
pga,2022,2022,RBC Canadian Open,32,"Cabrera Bello, Rafa",7457,T64,3,St. George's G&CC,772,72,-1.208,2.154,-3.515,-0.032,-1.392,-2.6,290.4,0.692,0.389,0.7,45.492,32.704
pga,2022,2022,RBC Canadian Open,32,"Cabrera Bello, Rafa",7457,T64,4,St. George's G&CC,772,72,-0.403,-1.002,-2.372,0.378,-2.997,-3.4,291.2,0.769,0.667,0.556,66.213,34.945
pga,2022,2022,RBC Canadian Open,32,"O'Hair, Sean",7626,T64,1,St. George's G&CC,772,70,0.759,0.151,-0.114,0.755,0.793,1.6,290.1,0.692,0.722,0.625,23.422,30.494
