"","Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","scoring_points","finish_points","total_points","value","projected_ownership","sg_putt_pred","sg_putt_rank","sg_arg_pred","sg_arg_rank","sg_app_pred","sg_app_rank","sg_ott_pred","sg_ott_rank","sg_total_pred","sg_total_rank","distance_pred","distance_rank","accuracy_pred","accuracy_rank","baseline","age","age_adj","true_sg_adj","timing_adj","sg_category_adj","course_history_adj","driving_dist_adj","driving_acc_adj","fit_other_adj","course_fit_total_adj","final_prediction","make_cut","top_20","top_10","top_5","win","odds_per_dollar","residuals","proj_own_avg","fpts_avg","course_fit","own_change","manual_change","adj_own","one","date","tournament"
"60","Erik Van Rooyen",28225743,6800,48.97,45.97,2,70.5,22.5,49.2,1.1,50.3,-0.15,0.93,-0.19,316,-0.227,363,-0.135,201,-0.309,264,-0.861,278,2.4,163,-0.014,244,-0.809,33,-0.002,0.065,-0.054,-0.059,-0.04,0,0,0,0,-0.9,0.3922,0.0612,0.023,0.0089,9e-04,0.13,-0.19,1.47,48.13,-0.8,-3.7,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"61","Adam Long",28225744,6800,47.85,44.34,0.82,69.5,22,52.7,1.5,54.1,0.01,0.55,0.211,68,0.057,123,-0.414,301,-0.334,275,-0.48,216,-9.721,355,0.066,24,-0.297,35,-0.011,-0.031,0.007,-0.148,-0.04,0,0,0,0,-0.52,0.4739,0.0929,0.0359,0.013,0.0014,0.21,-0.11,0.69,49.22,0.45,1.97,0,5,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"62","Doc Redman",28225745,6800,39.34,49.58,1.4,73,23.5,55.6,1.8,57.4,0.2,2.83,0.004,183,-0.276,389,0.004,152,-0.024,150,-0.292,182,-3.775,273,0.018,132,-0.342,25,0.026,0.023,0.003,-0.002,-0.04,0,0,0,0,-0.332,0.5098,0.122,0.0518,0.0212,0.0028,0.41,0.09,2.12,53.49,-0.45,-1.98,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"63","Greyson Sigg",28225746,6800,54.71,48.15,1.2,72.5,23.5,57.3,2,59.3,0.32,1.32,-0.123,275,0.036,142,0.056,129,-0.086,177,-0.117,159,-4.935,302,0.022,116,-0.177,28,0.016,-0.004,0.01,0.039,-0.04,0,0,0,0,-0.157,0.5434,0.1401,0.0604,0.0244,0.0029,0.43,0.11,1.26,53.72,0.15,0.73,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"64","James Hahn",28225747,6800,45.75,46.66,0.86,71,22.5,53.5,1.5,55,0.06,0.27,-0.271,375,-0.173,326,-0.173,220,0.145,99,-0.472,211,-1.606,232,0.047,63,-0.366,41,-0.032,-0.067,-0.055,0.048,-0.04,0,0,0,0,-0.512,0.4878,0.101,0.0403,0.0169,0.0024,0.35,0.03,0.56,50.83,-0.47,-2.1,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"65","Seung-Yul Noh",28225748,6800,54.5,32.89,0.88,58.5,18.5,51.5,1.3,52.8,-0.05,0.63,0.257,49,0.102,83,-0.25,245,-0.74,375,-0.63,237,3.48,140,-0.089,411,-0.58,32,0.002,-0.031,-0.001,-0.02,-0.04,0,0,0,0,-0.67,0.4386,0.0781,0.0297,0.0108,0.0012,0.18,-0.14,0.76,42.84,-0.01,-0.12,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"66","Vince Whaley",28225749,6800,47.75,34.87,0.95,61,19.5,53.7,1.6,55.2,0.07,0.08,0.126,95,0.08,107,-0.378,289,-0.296,259,-0.468,210,5.538,101,-0.077,399,-0.33,28,0.016,-0.012,-0.13,-0.013,-0.04,0,0,0,0,-0.508,0.4739,0.0957,0.0385,0.0156,0.0017,0.25,-0.07,0.52,45.03,-0.21,-0.98,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"67","Lucas Glover",28225750,6700,47.64,43.82,1.2,69,22,53.7,1.5,55.2,0.12,1.45,-0.621,423,-0.162,315,0.175,91,0.146,97,-0.463,208,-6.247,320,0.081,16,-0.494,43,-0.039,-0.057,0.003,0.124,-0.04,0,0,0,0,-0.503,0.4785,0.0963,0.0405,0.0161,0.0023,0.34,0.08,1.32,49.51,-0.55,-2.44,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"68","Kramer Hickok",28225751,6700,45.97,49.6,2.5,74,23.5,56.6,2,58.6,0.32,2.57,-0.262,369,-0.109,272,0.065,125,0.148,94,-0.158,161,-3.196,259,0.054,49,-0.314,31,0.006,-0.031,0.05,0.132,-0.04,0,0,0,0,-0.198,0.5536,0.1406,0.0598,0.0244,0.0029,0.43,0.17,2.54,54.1,-0.06,-0.18,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"69","Peter Malnati",28225752,6700,40.26,39.47,0.52,65,21,50.8,1.2,52,-0.05,0.25,0.23,59,0.205,40,-0.294,262,-0.798,382,-0.656,241,-2.915,255,-0.063,377,-0.418,35,-0.012,-0.031,0.004,-0.2,-0.04,0,0,0,0,-0.696,0.4386,0.0754,0.0285,0.0107,0.0014,0.21,-0.05,0.38,45.74,0.11,0.47,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"70","Callum Tarren",28225753,6700,43.5,46.22,1,71.5,22.5,55.2,1.7,56.9,0.22,1.5,-0.099,253,-0.267,382,-0.039,167,0.005,140,-0.399,197,10.056,49,-0.082,407,-0.482,32,0,0.033,-0.013,0.062,-0.04,0,0,0,0,-0.439,0.5,0.1139,0.0484,0.0202,0.0027,0.4,0.14,1.25,51.56,-0.93,-4.12,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"71","Justin Lower",28225754,6700,50.54,35.08,1.2,61,20,54.1,1.6,55.8,0.15,0.59,0.234,55,-0.154,310,-0.168,219,-0.291,256,-0.379,192,-5.053,303,0.008,164,-0.288,34,-0.005,0.052,0.01,-0.148,-0.04,0,0,0,0,-0.419,0.4926,0.1031,0.0403,0.0151,0.0016,0.24,-0.02,0.9,45.44,-0.1,-0.46,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"72","Sean O'Hair",28225755,6700,55.18,47.7,0.91,72.85,23,53,1.4,54.5,0.07,0.74,-0.121,272,0.044,135,-0.226,235,-0.259,248,-0.562,225,-3.352,263,0.017,135,-0.503,40,-0.03,-0.011,0.012,-0.031,-0.04,0,0,0,0,-0.602,0.4695,0.0928,0.036,0.0138,0.0013,0.19,-0.07,0.82,51.1,-0.09,-0.44,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"73","Henrik Norlander",28225756,6700,49.74,39.71,0.72,65.5,21,52,1.4,53.4,0.01,0,-0.213,337,0.058,121,-0.114,191,-0.335,277,-0.604,232,-9.294,350,0.02,124,-0.485,36,-0.013,-0.012,-0.003,-0.091,-0.04,0,0,0,0,-0.644,0.4464,0.0801,0.0302,0.0112,0.0011,0.16,-0.1,0.36,46.56,-0.32,-1.49,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"74","Brice Garnett",28225757,6700,58.03,46.98,0.83,71.5,22.65,52.3,1.4,53.7,0.02,0.32,0.04,159,0.082,103,-0.331,275,-0.383,293,-0.592,230,-9.907,360,0.045,66,-0.447,39,-0.025,-0.027,0.01,-0.102,-0.04,0,0,0,0,-0.632,0.4525,0.0843,0.0312,0.0114,0.0013,0.19,-0.07,0.58,50.34,0.12,0.5,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"75","Jonathan Byrd",28225758,6700,48.42,42.3,0.9,67,21.5,48.8,1,49.8,-0.14,0,-0.14,286,0.195,43,-0.311,269,-0.533,332,-0.789,267,-10.238,366,-0.011,227,-0.668,45,-0.046,-0.004,0.005,-0.076,-0.04,0,0,0,0,-0.829,0.4115,0.0633,0.0227,0.0085,0.0011,0.16,-0.1,0.45,46.05,-0.39,-1.81,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"76","Kevin Tway",28225759,6600,45.76,45.76,1.6,70,22.5,55.7,1.9,57.6,0.3,0.28,0.032,164,-0.031,207,-0.126,197,-0.135,195,-0.26,172,8.844,62,-0.092,416,-0.351,34,-0.008,0.003,0.038,0.058,-0.04,0,0,0,0,-0.3,0.5283,0.1239,0.0504,0.0205,0.0025,0.38,0.18,0.94,51.68,-0.37,-1.57,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"77","Chesson Hadley",28225760,6600,45.47,39.97,0.71,66,21,53.8,1.5,55.3,0.17,0.66,0.091,117,-0.336,404,0.01,150,-0.242,244,-0.477,213,-1.497,230,-0.022,273,-0.377,35,-0.012,-0.003,-0.008,-0.077,-0.04,0,0,0,0,-0.517,0.4673,0.0968,0.0386,0.0146,0.0021,0.32,0.12,0.69,47.63,-0.7,-3.09,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"78","Martin Laird",28225761,6600,45.69,44.27,0.65,69.5,22,50.5,1.2,51.8,-0.03,0.31,-0.186,313,0.012,164,-0.094,185,-0.42,307,-0.687,249,-6.175,318,0.051,56,-0.342,40,-0.028,-0.068,-0.08,-0.169,-0.04,0,0,0,0,-0.727,0.4255,0.0734,0.0264,0.0096,0.0011,0.17,-0.03,0.48,48.03,0.04,0.16,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"79","Hank Lebioda",28225765,6600,38.65,39.46,1.5,65.5,21,50.7,1.2,52,-0.02,0.23,-0.043,225,-0.068,239,-0.174,222,-0.435,310,-0.721,255,-1.074,221,-0.005,201,-0.747,29,0.012,0.016,-0.001,-0.001,-0.04,0,0,0,0,-0.761,0.4292,0.0743,0.0283,0.0109,0.0011,0.17,-0.03,0.86,45.73,-0.28,-1.28,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"80","Kevin Roy",28225766,6600,44.8,45.35,1.3,70.5,22.5,49.7,1.1,50.8,-0.07,0.32,-0.389,403,-0.106,269,-0.058,171,-0.227,236,-0.78,263,4.701,115,-0.021,270,-0.836,33,-0.002,0.02,0.006,0.032,-0.04,0,0,0,0,-0.82,0.431,0.0695,0.0251,0.0088,0.001,0.15,-0.05,0.81,48.08,-0.71,-3.22,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"81","Martin Trainer",28225767,6600,46.83,31.18,0.25,56,18,47.3,0.9,48.1,-0.17,0,0.128,93,-0.069,240,-0.666,365,-0.47,318,-1.077,309,6.562,91,-0.06,371,-1.125,32,0.002,0.023,0.014,0.01,-0.04,0,0,0,0,-1.116,0.3534,0.0457,0.0159,0.0056,7e-04,0.11,-0.09,0.12,39.64,-0.67,-3.06,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"82","Austin Cook",28225768,6500,44.71,39.08,0.32,66,21,49.4,1.1,50.4,-0.05,0.25,0.074,128,0.105,82,-0.402,297,-0.604,344,-0.828,274,-14.603,398,0.037,81,-0.693,32,0.002,0.02,0,-0.157,-0.04,0,0,0,0,-0.867,0.4167,0.0664,0.0247,0.0085,8e-04,0.12,-0.03,0.29,44.74,-0.12,-0.56,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"83","Harry Higgs",28225769,6500,51.21,31.11,0.96,55,18,49,1,50.1,-0.06,0,0.183,78,0.101,85,-0.662,362,-0.558,334,-0.936,291,0.473,195,-0.078,400,-0.977,31,0.004,0.035,0.012,-0.009,-0.04,0,0,0,0,-0.976,0.3846,0.0587,0.0212,0.0084,0.001,0.15,0,0.48,40.61,-0.59,-2.66,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"84","Cameron Percy",28225770,6500,45.67,46.83,0.82,71.5,23,48.8,1.1,49.8,-0.07,0.24,-0.276,376,-0.108,271,-0.304,266,-0.137,197,-0.824,272,-9.775,358,0.029,98,-0.619,49,-0.059,0.013,-0.097,-0.062,-0.04,0,0,0,0,-0.864,0.4065,0.0633,0.0231,0.0084,8e-04,0.12,-0.03,0.53,48.31,-0.97,-4.38,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"85","David Lingmerth",28225771,6500,47.5,37.31,0.59,63.5,20.5,49.3,1.1,50.4,-0.05,0.86,0.04,160,0.013,163,-0.398,295,-0.48,323,-0.825,273,-20.303,417,0.079,17,-0.533,35,-0.011,-0.129,-0.002,-0.149,-0.04,0,0,0,0,-0.865,0.3984,0.0579,0.0201,0.0071,8e-04,0.12,-0.03,0.72,43.86,-0.27,-1.23,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"86","Chris Stroud",28225772,6500,54.77,41.89,0.92,68,21.5,50.4,1.3,51.7,0,0.01,-0.198,325,-0.08,247,-0.12,193,-0.265,249,-0.663,246,-7.666,334,0.018,131,-0.55,41,-0.031,-0.01,-0.039,-0.033,-0.04,0,0,0,0,-0.703,0.4255,0.0732,0.0266,0.0097,0.0012,0.18,0.03,0.47,46.8,-0.59,-2.64,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"87","Robert Streb",28225775,6500,36.17,41.58,0.35,67.5,21.5,53.1,1.5,54.6,0.17,0,-0.224,346,0.067,115,-0.185,225,-0.154,202,-0.497,218,-2.006,236,-0.033,301,-0.5,36,-0.013,-0.041,-0.009,0.066,-0.04,0,0,0,0,-0.537,0.4808,0.0978,0.04,0.0152,0.0016,0.25,0.1,0.17,48.09,-0.55,-2.43,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"88","Roger Sloan",28225776,6500,55.29,30.59,0.87,54.5,18,49.3,1,50.4,-0.05,0,-0.119,270,-0.038,213,-0.393,293,-0.374,289,-0.924,287,-6.244,319,-0.023,277,-0.872,36,-0.012,-0.01,0.013,-0.044,-0.04,0,0,0,0,-0.964,0.3802,0.0563,0.0204,0.0077,9e-04,0.14,-0.01,0.44,40.49,-0.94,-4.23,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"89","Brandon Matthews",28225777,6400,35.03,30.49,0.66,54.85,18,45.6,0.7,46.3,-0.18,0.02,-0.423,410,-0.471,424,-0.273,256,-0.008,146,-1.175,326,22.011,4,-0.126,427,-1.242,28,0.014,-0.032,-0.002,0.087,-0.04,0,0,0,0,-1.215,0.3333,0.0377,0.0118,0.0041,0,0,-0.11,0.34,38.39,-2.07,-9.37,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"90","Brent Grant",28225778,6400,45.58,30.56,0.27,54.5,18,50.2,1.2,51.4,0.03,0.15,-0.463,417,-0.312,397,-0.413,300,0.428,41,-0.76,257,12.957,29,0.009,160,-0.978,27,0.02,0.029,-0.023,0.192,-0.04,0,0,0,0,-0.8,0.4329,0.0727,0.0266,0.01,0.0011,0.17,0.06,0.21,40.98,-1.07,-4.78,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"91","Ryan Armour",28225779,6400,51.08,45.2,1.2,70.5,22.5,50.3,1.2,51.5,0.04,0.91,-0.264,370,-0.143,300,-0.128,199,-0.18,216,-0.714,253,-15.738,401,0.11,2,-0.545,47,-0.052,0.021,-0.012,-0.125,-0.04,0,0,0,0,-0.754,0.4274,0.0685,0.0254,0.0098,0.001,0.16,0.05,1.05,48.35,-0.39,-1.73,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"92","Ryan Moore",28225780,6400,40.03,45.74,1.5,70.5,22.5,48.2,1,49.2,-0.07,0.97,-0.222,343,-0.166,321,-0.138,203,-0.394,298,-0.92,285,-15.82,402,0.093,8,-0.592,40,-0.028,-0.077,-0.094,-0.129,-0.04,0,0,0,0,-0.96,0.4,0.0601,0.0214,0.0075,8e-04,0.12,0.01,1.23,47.47,-0.54,-2.43,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"93","Scott Harrington",28225782,6400,48.11,36.01,0.26,62.5,20,51.1,1.3,52.3,0.08,0,-0.27,374,-0.104,266,-0.358,283,0.014,138,-0.719,254,7.918,73,-0.036,309,-0.832,42,-0.035,-0.002,0.036,0.115,-0.04,0,0,0,0,-0.759,0.4255,0.0729,0.0274,0.0101,0.001,0.16,0.05,0.13,44.16,-0.81,-3.62,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"94","Trevor Cone",28225783,6400,46.58,39.89,0.22,66,20.5,45.4,0.8,46.2,-0.19,0,-0.156,296,-0.343,406,-0.616,347,-0.036,157,-1.15,321,12.978,28,-0.045,336,-1.195,30,0.008,-0.013,-0.008,0.059,-0.04,0,0,0,0,-1.19,0.3597,0.0405,0.0131,0.0043,0,0,-0.11,0.11,43.05,-1.34,-6.09,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"95","Bill Haas",28225784,6400,52.05,33.73,0.68,59.5,19,48.8,1.1,49.8,-0.04,0,-0.012,194,0.185,46,-0.648,358,-0.38,290,-0.856,277,-0.425,210,-0.042,329,-0.838,41,-0.03,-0.054,-0.004,0.071,-0.04,0,0,0,0,-0.896,0.3937,0.0562,0.0188,0.0069,9e-04,0.14,0.03,0.34,41.76,-0.4,-1.79,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"96","Richy Werenski",28225785,6400,41.57,33.28,0.9,59,19,49.7,1.1,50.8,-0.01,0.04,0.127,94,-0.021,195,-0.571,341,-0.389,296,-0.854,276,-2.424,246,-0.023,276,-0.904,31,0.004,0.038,0.002,0.006,-0.04,0,0,0,0,-0.894,0.4167,0.0664,0.0234,0.0086,0.001,0.16,0.05,0.47,42.04,-0.52,-2.32,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"97","Kyle Westmoreland",28225786,6300,43.45,40.33,1.1,66.5,21,52.1,1.4,53.5,0.2,0.63,-0.227,348,-0.103,264,-0.297,264,0.051,128,-0.577,227,15.756,14,-0.109,423,-0.73,31,0.004,0.028,0.023,0.098,-0.04,0,0,0,0,-0.617,0.4673,0.09,0.0363,0.0138,0.0019,0.3,0.23,0.86,46.92,-0.99,-4.34,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"98","Tyson Alexander",28225787,6300,46.79,30.86,0.23,55,18.5,47.3,0.9,48.2,-0.08,0,-0.131,280,-0.004,181,-0.455,318,-0.37,288,-0.96,295,0.275,200,-0.071,393,-0.987,34,-0.008,0.027,-0.005,0.012,-0.04,0,0,0,0,-1,0.3891,0.053,0.0179,0.0061,7e-04,0.11,0.04,0.12,39.53,-1.09,-4.89,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"99","Harrison Endycott",28225789,6300,49.02,36.06,0.67,62,20,50.9,1.2,52.1,0.12,0.38,-0.059,231,0.018,159,-0.425,306,-0.307,263,-0.773,260,-5.568,310,0.016,142,-0.802,27,0.02,0.015,0.015,-0.021,-0.04,0,0,0,0,-0.813,0.4082,0.0659,0.0257,0.0101,9e-04,0.14,0.07,0.52,44.08,-0.36,-1.58,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"100","Matthias Schwab",28225790,6300,47.48,32.96,0.46,59,19,51.5,1.3,52.7,0.15,0.43,-0.076,242,0.17,51,-0.409,298,-0.346,282,-0.661,242,-3.579,268,0.005,174,-0.793,28,0.015,-0.003,0.025,0.096,-0.04,0,0,0,0,-0.7,0.4525,0.0766,0.0289,0.0111,0.0011,0.17,0.1,0.44,42.83,-0.01,0.01,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"101","Trevor Werbylo",28225791,6300,50.97,38.5,0.72,64.5,20.5,48.3,1,49.4,-0.03,0,-0.027,206,-0.081,248,-0.651,359,-0.161,205,-0.921,286,3.709,136,-0.082,406,-0.992,25,0.028,0.007,0.05,-0.014,-0.04,0,0,0,0,-0.961,0.4016,0.0582,0.021,0.0072,7e-04,0.11,0.04,0.36,43.95,-1.26,-5.65,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"102","Sung Kang",28225792,6300,49.09,31.45,0.98,57,18.15,44.1,0.7,44.8,-0.21,0.16,-0.007,190,-0.118,279,-0.587,345,-0.617,349,-1.33,343,-4.572,292,-0.038,317,-1.233,36,-0.012,0.012,0.019,-0.115,-0.04,0,0,0,0,-1.37,0.3226,0.0339,0.0108,0.0038,0,0,-0.07,0.57,38.12,-1.22,-5.53,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"103","Michael Gligic",28225793,6300,36.87,41.26,0.41,67.5,21.15,49.6,1.1,50.7,0.03,0.32,-0.155,294,-0.238,372,-0.41,299,-0.019,148,-0.822,271,5.014,109,-0.043,331,-0.865,33,-0.004,0.003,-0.026,0.07,-0.04,0,0,0,0,-0.862,0.3968,0.0624,0.0219,0.0079,6e-04,0.1,0.03,0.36,45.98,-1.2,-5.39,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"104","Ryan Brehm",28225794,6300,37.74,30.78,0.29,55,18,42.8,0.6,43.3,-0.27,0,-0.166,301,-0.326,402,-0.641,356,-0.369,287,-1.502,357,10.873,40,-0.105,417,-1.513,37,-0.016,0.093,0.014,-0.08,-0.04,0,0,0,0,-1.542,0.2865,0.0258,0.0082,0.0025,0,0,-0.07,0.14,37.04,-1.97,-8.9,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"105","Russell Knox",28225795,6200,47.23,35.68,0.7,62,19.5,44.8,0.7,45.5,-0.15,0.94,-0.32,387,-0.092,252,-0.05,170,-0.725,371,-1.187,329,-10.632,369,0.025,109,-0.992,37,-0.019,-0.044,0.025,-0.157,-0.04,0,0,0,0,-1.227,0.3268,0.0337,0.0104,0.0034,0,0,-0.05,0.82,40.59,-0.81,-3.67,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"106","Jim Herman",28225796,6200,40.94,36.22,0.05,62,20,45.8,0.8,46.6,-0.11,0,-0.442,413,-0.167,323,-0.353,281,-0.207,224,-1.168,324,-8.638,346,0.057,42,-1.045,45,-0.046,-0.029,-0.015,-0.032,-0.04,0,0,0,0,-1.208,0.3534,0.0439,0.0146,0.0052,6e-04,0.1,0.05,0.03,41.41,-1.13,-5.06,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"107","Jason Dufner",28225799,6200,39.55,33.34,0.21,59.5,19,45.7,0.8,46.5,-0.11,0,-0.651,426,-0.045,217,-0.149,205,-0.332,273,-1.177,327,-3.69,272,-0.029,293,-1.193,46,-0.049,-0.012,0.01,0.067,-0.04,0,0,0,0,-1.217,0.3311,0.038,0.0119,0.004,0,0,-0.05,0.1,39.92,-1.52,-6.86,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"108","William McGirt",28225800,6200,45.4,37.4,0.3,64.5,20,45.4,0.8,46.1,-0.13,0,-0.034,214,0.088,94,-0.499,328,-0.686,365,-1.131,317,-18.481,413,0.027,102,-0.775,43,-0.04,-0.036,-0.071,-0.209,-0.04,0,0,0,0,-1.171,0.3367,0.0397,0.0127,0.0044,6e-04,0.1,0.05,0.15,41.75,-0.69,-3.08,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"109","Kelly Kraft",28225801,6200,35.65,31.42,0.36,55.5,18.5,44.6,0.7,45.4,-0.16,0,0.048,151,-0.278,390,-0.685,367,-0.325,271,-1.239,336,-11.994,378,0.039,79,-1.065,34,-0.007,-0.034,-0.052,-0.081,-0.04,0,0,0,0,-1.279,0.3378,0.0368,0.0124,0.0041,0,0,-0.05,0.18,38.41,-1.26,-5.7,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"110","Nick Watney",28225803,6200,39,29.63,0.08,52,17.5,39.7,0.4,40.1,-0.37,0,-0.173,309,-0.146,302,-0.337,276,-1.118,409,-1.773,377,-1.956,235,-0.088,410,-1.417,42,-0.034,-0.019,-0.022,-0.282,-0.04,0,0,0,0,-1.813,0.2326,0.0158,0.0046,0.0013,0,0,-0.05,0.04,34.87,-1.63,-7.36,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"111","Camilo Villegas",28225804,6100,46.25,31.47,0.04,57,18,45.5,0.8,46.3,-0.09,0,-0.289,382,0.121,75,-0.318,272,-0.675,361,-1.162,323,-5.805,314,-0.052,352,-1.034,41,-0.031,-0.02,-0.027,-0.05,-0.04,0,0,0,0,-1.202,0.3436,0.0384,0.0126,0.0042,0,0,-0.02,0.02,38.88,-0.99,-4.46,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"112","Brian Gay",28225806,6100,46.13,30.54,0.24,54,18.5,33.2,0.2,33.3,-0.6,0,0.078,125,0.033,144,-1.288,423,-1.332,417,-2.509,413,-14.156,394,-0.034,304,-2.211,51,-0.067,-0.059,-0.023,-0.149,-0.04,0,0,0,0,-2.549,0.1404,0.0035,7e-04,0,0,0,-0.02,0.12,31.92,-1.81,-8.15,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"113","Brian Stuard",28225807,6100,39.03,31.89,0.28,56.5,18.5,41.5,0.5,42,-0.26,0.04,-0.094,246,0.133,67,-0.523,333,-0.977,399,-1.461,354,-24.502,428,0.054,45,-1.131,40,-0.028,-0.072,-0.026,-0.204,-0.04,0,0,0,0,-1.501,0.2985,0.0242,0.0067,0.0019,0,0,-0.02,0.16,36.94,-0.72,-3.25,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"114","Scott Brown",28239479,6100,45.43,31.56,0.03,56,18.5,43.9,0.7,44.6,-0.16,0,-0.144,288,-0.165,319,-0.582,344,-0.412,304,-1.304,342,-5.535,309,0.017,136,-1.196,40,-0.026,-0.011,-0.017,-0.053,-0.04,0,0,0,0,-1.344,0.3311,0.0339,0.011,0.0034,0,0,-0.02,0.01,38.08,-1.1,-4.96,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"115","Andrew Landry",28225814,6000,37.8,29.59,0.12,51.35,18,40.9,0.5,41.4,-0.25,0,-0.25,360,-0.183,333,-1.036,407,-0.218,233,-1.687,369,-11.319,371,0.054,48,-1.611,35,-0.011,-0.039,-0.134,0.108,-0.04,0,0,0,0,-1.727,0.2551,0.0184,0.0057,0.0017,0,0,-0.01,0.06,35.49,-1.7,-7.65,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"116","Max McGreevy",28225817,6000,34.98,29.79,0.05,53.5,17.5,42.5,0.5,43.1,-0.19,0,-0.337,392,0.021,155,-0.747,375,-0.472,320,-1.535,362,-9.751,357,-0.01,223,-1.741,28,0.016,0.053,-0.006,0.142,-0.04,0,0,0,0,-1.575,0.2755,0.0227,0.0068,0.0023,0,0,-0.01,0.03,36.44,-1.55,-6.98,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
"117","Wesley Bryan",28225818,6000,37.4,30.62,0.14,54.5,18,37.5,0.3,37.8,-0.39,0.36,-0.233,350,0.066,117,-0.618,349,-1.353,418,-2.138,401,-5.664,312,-0.09,413,-2.005,33,-0.002,0.002,-0.043,-0.09,-0.04,0,0,0,0,-2.178,0.2004,0.0112,0.003,9e-04,0,0,-0.01,0.25,34.21,-1.67,-7.52,0,0,1,2023-06-07,"2023-06-07 RBC Canadian Open"
